Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with Lindell Wigginton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews
33,33,,2022-12-25,36-235,MIL,@,BOS,L (-21),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
34,34,30,2022-12-28,36-238,MIL,@,CHI,L (-6),0,28.35,3.0,7.0,.429,0.0,4.0,.000,2,2,1.000,0,1,1,1,2,0,1,3,8,5.1,-4,3.0,3.0,1.0,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
35,35,,2022-12-30,36-240,MIL,,MIN,W (+9),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
36,36,,2023-01-01,36-242,MIL,,WAS,L (-23),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
37,37,,2023-01-03,36-244,MIL,,WAS,W (+10),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
38,38,,2023-01-04,36-245,MIL,@,TOR,W (+3),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
39,39,31,2023-01-06,36-247,MIL,,CHO,L (-29),0,12.0,2.0,2.0,1.000,1.0,1.0,1.000,0,0,,0,2,2,3,1,0,0,0,5,8.1,-4,1.0,1.0,1.0,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
40,40,,2023-01-09,36-250,MIL,@,NYK,W (+4),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
41,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
42,41,,2023-01-11,36-252,MIL,@,ATL,W (+9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
43,42,,2023-01-12,36-253,MIL,@,MIA,L (-6),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
44,43,,2023-01-14,36-255,MIL,@,MIA,L (-16),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
45,44,32,2023-01-16,36-257,MIL,,IND,W (+13),0,22.466666666666665,4.0,6.0,.667,1.0,3.0,.333,0,0,,0,0,0,6,3,0,0,2,9,12.8,+2,3.0,3.0,1.0,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
46,45,33,2023-01-17,36-258,MIL,,TOR,W (+8),0,13.633333333333333,2.0,4.0,.500,1.0,3.0,.333,0,0,,0,0,0,1,0,0,0,1,5,3.3,-13,1.0,1.0,1.0,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
47,46,34,2023-01-21,36-262,MIL,@,CLE,L (-12),0,17.733333333333334,1.0,3.0,.333,1.0,3.0,.333,2,2,1.000,1,0,1,2,1,0,0,1,5,6.0,-14,0.0,0.0,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
48,47,,2023-01-23,36-264,MIL,@,DET,W (+20),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
49,48,,2023-01-25,36-266,MIL,,DEN,W (+8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
50,49,,2023-01-27,36-268,MIL,@,IND,W (+10),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
51,50,,2023-01-29,36-270,MIL,,NOP,W (+25),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
52,51,,2023-01-31,36-272,MIL,,CHO,W (+9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
53,52,35,2023-02-02,36-274,MIL,,LAC,W (+1),0,1.2833333333333332,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+6,0.0,0.0,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
54,53,,2023-02-04,36-276,MIL,,MIA,W (+8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
55,54,,2023-02-06,36-278,MIL,@,POR,W (+19),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
56,55,,2023-02-10,36-282,IND,,PHO,L (-13),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
57,56,,2023-02-11,36-283,IND,@,WAS,L (-14),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
58,57,36,2023-02-13,36-285,IND,,UTA,L (-6),0,9.583333333333334,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,0,1,0,0,0,0,1.0,-2,0.0,0.0,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
59,58,,2023-02-15,36-287,IND,,CHI,W (+4),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
60,59,,2023-02-23,36-295,IND,,BOS,L (-4),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
61,60,,2023-02-25,36-297,IND,@,ORL,W (+13),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
62,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
63,61,,2023-02-28,36-300,IND,@,DAL,W (+2),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
64,62,37,2023-03-02,36-302,IND,@,SAS,L (-11),1,14.966666666666667,3.0,4.0,.750,1.0,2.0,.500,0,0,,0,1,1,0,1,1,0,2,7,6.6,-8,2.0,2.0,1.0,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
65,63,,2023-03-05,36-305,IND,@,CHI,W (+3),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,0,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308
