Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,,2022-12-07,22-266,IND,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,,66.0,3.6666666666666665,0.0,84.30000000000001,4.683333333333334,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+8),W (+8)
26.0,25.0,2022-12-09,22-268,IND,WAS,1,11.866666666666667,0.0,7.0,.000,0.0,3.0,.000,3,4.0,.750,2.0,4.0,6.0,0.0,1.0,0.0,1.0,2.0,3.0,-0.5,-2,4.0,0.0,0.0,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,-2.0,73.0,4.055555555555555,-1.699999999999999,88.39999999999999,4.911111111111111,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-6),L (-6)
27.0,26.0,2022-12-10,22-269,IND,BRK,1,13.233333333333333,5.0,10.0,.500,3.0,8.0,.375,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,13.0,6.8,-8,2.0,2.0,1.0,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,5.0,83.0,4.611111111111111,6.800000000000001,97.79999999999998,5.433333333333333,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+10),W (+10)
28.0,27.0,2022-12-12,22-271,IND,MIA,0,13.416666666666666,0.0,4.0,.000,0.0,2.0,.000,2,4.0,.500,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,2.8,-6,2.0,0.0,0.0,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,0.0,56.0,3.111111111111111,2.0000000000000004,59.19999999999999,3.2888888888888883,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-3),L (-3)
29.0,28.0,2022-12-14,22-273,IND,GSW,0,16.616666666666667,2.0,8.0,.250,0.0,3.0,.000,0,0.0,,1.0,5.0,6.0,4.0,0.0,3.0,2.0,4.0,4.0,2.7,+3,5.0,2.0,0.4,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,7.0,82.0,4.555555555555555,2.700000000000001,99.0,5.5,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-5),L (-5)
30.0,29.0,2022-12-16,22-275,IND,CLE,1,13.716666666666669,4.0,6.0,.667,0.0,2.0,.000,1,1.0,1.000,0.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,9.0,6.9,+3,4.0,4.0,1.0,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,6.0,74.0,4.111111111111111,6.499999999999998,84.4,4.688888888888889,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+6),W (+6)
31.0,30.0,2022-12-18,22-277,IND,NYK,0,10.916666666666666,4.0,5.0,.800,0.0,1.0,.000,1,1.0,1.000,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,9.0,8.0,+7,4.0,4.0,1.0,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,6.0,58.0,3.2222222222222223,7.599999999999998,55.70000000000001,3.094444444444445,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-6),L (-6)
32.0,31.0,2022-12-21,22-280,IND,BOS,0,21.25,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,3.0,6.0,9.0,1.0,0.0,1.0,2.0,3.0,8.0,7.1,+3,2.0,1.0,0.5,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,11.0,79.0,4.388888888888889,7.099999999999998,85.49999999999999,4.749999999999999,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-3),L (-3)
33.0,32.0,2022-12-23,22-282,IND,MIA,0,22.75,6.0,9.0,.667,1.0,3.0,.333,1,1.0,1.000,3.0,8.0,11.0,0.0,0.0,3.0,1.0,3.0,14.0,14.5,0,6.0,5.0,0.8333333333333334,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,17.0,77.0,4.277777777777778,14.1,67.89999999999999,3.7722222222222217,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+5),W (+5)
34.0,33.0,2022-12-26,22-285,IND,NOP,0,6.5,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.9,-22,2.0,0.0,0.0,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,-3.0,64.0,3.555555555555556,-2.8999999999999995,61.6,3.4222222222222225,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+3),W (+3)
35.0,34.0,2022-12-27,22-286,IND,ATL,0,20.466666666666665,4.0,6.0,.667,0.0,1.0,.000,1,1.0,1.000,1.0,6.0,7.0,0.0,0.0,0.0,1.0,2.0,9.0,7.1,+9,5.0,4.0,0.8,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,8.0,84.0,4.666666666666667,6.699999999999998,91.70000000000002,5.094444444444445,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-20),L (-20)
36.0,35.0,2022-12-29,22-288,IND,CLE,0,13.166666666666666,2.0,3.0,.667,0.0,1.0,.000,1,1.0,1.000,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,4.0,-7,2.0,2.0,1.0,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,3.0,97.0,5.388888888888889,3.6000000000000005,112.8,6.266666666666667,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+15),W (+15)
37.0,36.0,2022-12-31,22-290,IND,LAC,0,14.35,4.0,7.0,.571,1.0,2.0,.500,0,0.0,,2.0,2.0,4.0,0.0,2.0,0.0,3.0,1.0,9.0,6.3,-5,5.0,3.0,0.6,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,5.0,91.0,5.055555555555555,6.299999999999999,97.3,5.405555555555555,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+9),W (+9)
38.0,37.0,2023-01-02,22-292,IND,TOR,0,16.616666666666667,5.0,10.0,.500,0.0,1.0,.000,1,2.0,.500,7.0,4.0,11.0,2.0,0.0,0.0,0.0,1.0,11.0,12.7,+9,9.0,5.0,0.5555555555555556,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,12.0,82.0,4.555555555555555,12.299999999999995,78.00000000000001,4.333333333333334,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+1),W (+1)
39.0,38.0,2023-01-04,22-294,IND,PHI,0,14.666666666666666,6.0,9.0,.667,1.0,1.0,1.000,4,4.0,1.000,3.0,3.0,6.0,1.0,1.0,0.0,0.0,2.0,17.0,17.0,-7,8.0,5.0,0.625,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,12.0,93.0,5.166666666666667,15.399999999999997,94.2,5.233333333333333,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+8),W (+8)
40.0,,2023-01-06,22-296,IND,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,,77.0,4.277777777777778,0.0,76.39999999999999,4.244444444444444,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-3),L (-3)
41.0,39.0,2023-01-08,22-298,IND,CHO,0,13.666666666666666,2.0,3.0,.667,1.0,1.0,1.000,2,2.0,1.000,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,7.0,5.5,-15,2.0,1.0,0.5,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,5.0,76.0,4.222222222222222,4.700000000000001,80.9,4.4944444444444445,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+9),W (+9)
42.0,40.0,2023-01-11,22-301,IND,NYK,1,24.966666666666665,3.0,6.0,.500,0.0,2.0,.000,1,2.0,.500,1.0,2.0,3.0,4.0,1.0,0.0,1.0,3.0,7.0,6.5,-13,4.0,3.0,0.75,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,6.0,69.0,3.8333333333333335,6.099999999999997,82.0,4.555555555555555,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,,
43.0,41.0,2023-01-13,22-303,IND,ATL,0,19.95,4.0,8.0,.500,0.0,2.0,.000,6,7.0,.857,3.0,3.0,6.0,1.0,0.0,1.0,2.0,4.0,14.0,10.4,+17,6.0,4.0,0.6666666666666666,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,5.0,60.0,3.333333333333333,7.9999999999999964,69.89999999999999,3.883333333333333,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+5),W (+5)
44.0,42.0,2023-01-14,22-304,IND,MEM,0,12.366666666666667,2.0,5.0,.400,0.0,2.0,.000,2,4.0,.500,4.0,2.0,6.0,0.0,1.0,2.0,1.0,4.0,6.0,5.7,-16,3.0,2.0,0.6666666666666666,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,5.0,65.0,3.611111111111111,4.9,76.99999999999999,4.277777777777777,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-6),L (-6)
45.0,43.0,2023-01-16,22-306,IND,MIL,0,10.516666666666667,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,-1.2,-5,2.0,1.0,0.5,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,-1.0,101.0,5.611111111111111,-1.2,98.89999999999998,5.494444444444444,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-2),L (-2)
46.0,,2023-01-18,22-308,IND,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,,84.0,4.666666666666667,0.0,77.6,4.311111111111111,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-18),L (-18)
47.0,44.0,2023-01-20,22-310,IND,DEN,0,15.933333333333334,4.0,10.0,.400,1.0,4.0,.250,0,0.0,,1.0,3.0,4.0,1.0,1.0,0.0,0.0,4.0,9.0,5.3,-15,6.0,3.0,0.5,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,5.0,41.0,2.2777777777777777,5.299999999999999,60.8,3.3777777777777778,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-13),L (-13)
48.0,45.0,2023-01-21,22-311,IND,PHO,0,11.983333333333333,4.0,6.0,.667,1.0,2.0,.500,2,2.0,1.000,3.0,3.0,6.0,0.0,0.0,0.0,4.0,4.0,11.0,5.8,-14,4.0,3.0,0.75,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,5.0,60.0,3.333333333333333,5.0,64.5,3.583333333333333,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-20),L (-20)
49.0,46.0,2023-01-24,22-314,IND,CHI,0,6.0,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-1,1.0,0.0,0.0,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,0.0,82.0,4.555555555555555,-0.4,83.7,4.65,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-23),L (-23)
