Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Isaiah Jackson,Jalen Smith,James Johnson,John Collins,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with John Collins,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
48,47,34,2023-01-23,24-136,MIL,@,DET,W (+20),0,13:33,2.0,6.0,.333,0.0,4.0,.000,0,0.0,,2.0,2.0,4.0,4.0,0.0,1.0,1.0,3.0,4.0,3.9,-3,2.0,2.0,1.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,6.0,40.0,1.2903225806451613,3.8999999999999977,61.6,1.9870967741935484
49,48,35,2023-01-25,24-138,MIL,,DEN,W (+8),0,6:57,2.0,2.0,1.000,0.0,0.0,,1,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.7,-4,2.0,2.0,1.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,3.0,62.0,2.0,4.299999999999999,65.19999999999999,2.1032258064516127
50,49,36,2023-01-27,24-140,MIL,@,IND,W (+10),0,11:40,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,+9,1.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,2.0,80.0,2.5806451612903225,1.3000000000000005,83.9,2.706451612903226
51,50,37,2023-01-29,24-142,MIL,,NOP,W (+25),0,14:14,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,3.0,3.0,6.0,1.0,0.0,1.0,0.0,1.0,5.0,7.7,+2,2.0,1.0,0.5,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,10.0,72.0,2.3225806451612905,7.699999999999997,88.3,2.8483870967741933
52,51,38,2023-01-31,24-144,MIL,,CHO,W (+9),0,5:37,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.4,-6,2.0,1.0,0.5,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,-2.0,82.0,2.6451612903225805,-0.3999999999999999,96.1,3.0999999999999996
53,52,,2023-02-02,24-146,MIL,,LAC,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,57.0,1.8387096774193548,0.0,63.6,2.0516129032258066
54,53,,2023-02-04,24-148,MIL,,MIA,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,90.0,2.903225806451613,0.0,86.5,2.7903225806451615
55,54,,2023-02-06,24-150,MIL,@,POR,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,90.0,2.903225806451613,0.0,85.69999999999999,2.7645161290322577
56,55,,2023-02-10,24-154,IND,,PHO,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,66.0,2.129032258064516,0.0,66.99999999999999,2.1612903225806446
57,56,,2023-02-11,24-155,IND,@,WAS,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,60.0,1.935483870967742,0.0,74.0,2.3870967741935485
58,57,39,2023-02-13,24-157,IND,,UTA,L (-6),0,17:24,3.0,8.0,.375,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,7.0,6.2,-6,6.0,2.0,0.3333333333333333,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,5.0,58.0,1.870967741935484,6.199999999999999,70.29999999999998,2.2677419354838704
59,58,40,2023-02-15,24-159,IND,,CHI,W (+4),0,8:53,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.9,-7,1.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,-2.0,65.0,2.096774193548387,-2.9,88.39999999999999,2.851612903225806
60,59,41,2023-02-23,24-167,IND,,BOS,L (-4),0,18:30,2.0,7.0,.286,2.0,4.0,.500,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,6.0,2.5,-8,3.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,2.0,68.0,2.193548387096774,2.5,86.79999999999998,2.7999999999999994
61,60,42,2023-02-25,24-169,IND,@,ORL,W (+13),0,21:21,8.0,12.0,.667,1.0,5.0,.200,1,3.0,.333,2.0,6.0,8.0,6.0,1.0,0.0,1.0,1.0,18.0,19.0,+17,7.0,7.0,1.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,17.0,77.0,2.4838709677419355,18.6,87.8,2.832258064516129
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,0.0,0.0,0.0,0.0,0.0
63,61,43,2023-02-28,24-172,IND,@,DAL,W (+2),0,28:50,6.0,10.0,.600,3.0,4.0,.750,1,1.0,1.000,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,16.0,12.6,+2,6.0,3.0,0.5,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,9.0,96.0,3.096774193548387,12.199999999999996,109.0,3.5161290322580645
64,62,44,2023-03-02,24-174,IND,@,SAS,L (-11),0,26:17,4.0,10.0,.400,1.0,4.0,.250,1,1.0,1.000,1.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,10.0,8.6,-10,6.0,3.0,0.5,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,7.0,90.0,2.903225806451613,8.199999999999998,93.3,3.009677419354839
65,63,45,2023-03-05,24-177,IND,@,CHI,W (+3),1,21:31,3.0,7.0,.429,1.0,3.0,.333,3,5.0,.600,1.0,4.0,5.0,2.0,1.0,0.0,1.0,2.0,10.0,8.0,-4,4.0,2.0,0.5,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,5.0,70.0,2.2580645161290325,6.799999999999998,81.4,2.6258064516129034
66,64,46,2023-03-06,24-178,IND,,PHI,L (-4),1,19:41,7.0,12.0,.583,2.0,5.0,.400,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,16.0,11.3,-4,7.0,5.0,0.7142857142857143,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,7.0,50.0,1.6129032258064515,11.3,59.1,1.9064516129032258
