Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,21.0,2022-11-30,22-274,IND,SAC,1.0,25.416666666666668,4.0,13.0,0.308,1.0,6.0,0.167,0.0,0.0,,0.0,4.0,4.0,10.0,2.0,0.0,2.0,1.0,9.0,9.3,-24.0,7.0,3.0,0.4285714285714285,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,10.0,61.0,3.588235294117647,9.299999999999995,62.50000000000001,3.6764705882352944,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,,
22.0,22.0,2022-12-02,22-276,IND,UTA,1.0,30.516666666666666,5.0,16.0,0.313,3.0,9.0,0.333,1.0,2.0,0.5,0.0,6.0,6.0,4.0,2.0,0.0,3.0,1.0,14.0,7.6,-12.0,7.0,2.0,0.2857142857142857,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,5.0,68.0,4.0,7.200000000000001,84.39999999999998,4.96470588235294,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-23),L (-23)
23.0,,2022-12-04,22-278,IND,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,70.0,4.117647058823529,0.0,79.00000000000001,4.647058823529413,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-20),L (-20)
24.0,,2022-12-05,22-279,IND,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,81.0,4.764705882352941,0.0,87.89999999999998,5.170588235294116,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-16),L (-16)
25.0,23.0,2022-12-07,22-281,IND,MIN,1.0,36.4,9.0,14.0,0.643,5.0,9.0,0.556,3.0,3.0,1.0,0.0,2.0,2.0,15.0,3.0,0.0,3.0,1.0,26.0,30.5,12.0,5.0,4.0,0.8,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,26.0,40.0,2.3529411764705883,29.300000000000004,54.99999999999999,3.2352941176470584,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+8),W (+8)
26.0,24.0,2022-12-09,22-283,IND,WAS,1.0,32.166666666666664,9.0,14.0,0.643,3.0,4.0,0.75,2.0,2.0,1.0,1.0,1.0,2.0,11.0,0.0,0.0,1.0,1.0,23.0,24.1,9.0,10.0,6.0,0.6,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,19.0,52.0,3.0588235294117645,23.3,63.400000000000006,3.729411764705883,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-6),L (-6)
27.0,25.0,2022-12-10,22-284,IND,BRK,1.0,36.85,12.0,15.0,0.8,7.0,8.0,0.875,4.0,4.0,1.0,0.0,1.0,1.0,9.0,3.0,1.0,5.0,1.0,35.0,34.2,-3.0,7.0,5.0,0.7142857142857143,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,25.0,63.0,3.7058823529411766,32.599999999999994,71.99999999999999,4.235294117647058,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+10),W (+10)
28.0,26.0,2022-12-12,22-286,IND,MIA,1.0,32.516666666666666,0.0,9.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,6.0,0.0,2.0,2.0,1.0,1.0,-1.2,7.0,3.0,0.0,0.0,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,0.0,56.0,3.294117647058824,-1.6,62.79999999999999,3.694117647058823,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-3),L (-3)
29.0,27.0,2022-12-14,22-288,IND,GSW,1.0,34.35,9.0,17.0,0.529,5.0,10.0,0.5,6.0,7.0,0.857,2.0,2.0,4.0,6.0,1.0,2.0,6.0,3.0,29.0,21.7,-2.0,7.0,4.0,0.5714285714285714,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,12.0,77.0,4.529411764705882,19.3,82.39999999999998,4.8470588235294105,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-5),L (-5)
30.0,28.0,2022-12-16,22-290,IND,CLE,1.0,34.55,5.0,13.0,0.385,0.0,8.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,14.0,3.0,1.0,2.0,0.0,17.0,21.4,2.0,5.0,5.0,1.0,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,13.0,67.0,3.941176470588236,18.6,72.3,4.252941176470588,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+6),W (+6)
31.0,29.0,2022-12-18,22-292,IND,NYK,1.0,31.78333333333333,5.0,16.0,0.313,2.0,6.0,0.333,3.0,3.0,1.0,0.0,1.0,1.0,10.0,0.0,0.0,2.0,3.0,15.0,9.9,2.0,10.0,3.0,0.3,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,5.0,59.0,3.4705882352941178,8.700000000000003,54.6,3.211764705882353,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-6),L (-6)
32.0,30.0,2022-12-21,22-295,IND,BOS,1.0,34.03333333333333,12.0,24.0,0.5,6.0,13.0,0.462,3.0,4.0,0.75,1.0,2.0,3.0,8.0,1.0,0.0,2.0,0.0,33.0,26.5,1.0,11.0,6.0,0.5454545454545454,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,15.0,75.0,4.411764705882353,25.300000000000004,67.29999999999997,3.958823529411763,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-3),L (-3)
33.0,31.0,2022-12-23,22-297,IND,MIA,1.0,37.5,14.0,20.0,0.7,10.0,16.0,0.625,5.0,5.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,3.0,1.0,43.0,38.8,4.0,4.0,4.0,1.0,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,26.0,68.0,4.0,36.8,45.2,2.658823529411765,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+5),W (+5)
34.0,32.0,2022-12-26,22-300,IND,NOP,1.0,31.016666666666666,4.0,12.0,0.333,1.0,5.0,0.2,3.0,3.0,1.0,0.0,1.0,1.0,6.0,2.0,1.0,3.0,1.0,12.0,9.0,-19.0,7.0,3.0,0.4285714285714285,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,4.0,57.0,3.3529411764705883,7.800000000000002,50.9,2.994117647058824,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+3),W (+3)
35.0,33.0,2022-12-27,22-301,IND,ATL,1.0,30.25,9.0,16.0,0.563,3.0,8.0,0.375,2.0,3.0,0.667,1.0,2.0,3.0,7.0,1.0,0.0,1.0,0.0,23.0,21.2,10.0,8.0,6.0,0.75,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,14.0,78.0,4.588235294117647,20.40000000000001,78.0,4.588235294117647,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-20),L (-20)
36.0,34.0,2022-12-29,22-303,IND,CLE,1.0,34.25,10.0,19.0,0.526,6.0,8.0,0.75,3.0,3.0,1.0,0.0,2.0,2.0,9.0,2.0,0.0,1.0,0.0,29.0,27.6,12.0,11.0,4.0,0.3636363636363636,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,19.0,81.0,4.764705882352941,26.4,90.00000000000001,5.294117647058824,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+15),W (+15)
37.0,35.0,2022-12-31,22-305,IND,LAC,1.0,32.9,8.0,13.0,0.615,2.0,6.0,0.333,6.0,7.0,0.857,1.0,6.0,7.0,10.0,4.0,1.0,0.0,2.0,24.0,31.1,3.0,7.0,6.0,0.8571428571428571,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,26.0,70.0,4.117647058823529,28.700000000000003,74.9,4.405882352941177,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+9),W (+9)
38.0,36.0,2023-01-02,22-307,IND,TOR,1.0,31.666666666666668,7.0,15.0,0.467,2.0,4.0,0.5,0.0,0.0,,0.0,6.0,6.0,8.0,2.0,0.0,7.0,1.0,16.0,10.3,-1.0,11.0,5.0,0.4545454545454545,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,10.0,84.0,4.941176470588236,10.300000000000004,80.0,4.705882352941177,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+1),W (+1)
39.0,37.0,2023-01-04,22-309,IND,PHI,1.0,39.5,7.0,14.0,0.5,2.0,7.0,0.286,0.0,0.0,,3.0,4.0,7.0,12.0,2.0,1.0,2.0,0.0,16.0,21.4,2.0,7.0,5.0,0.7142857142857143,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,22.0,83.0,4.882352941176471,21.40000000000001,88.19999999999997,5.1882352941176455,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+8),W (+8)
40.0,38.0,2023-01-06,22-311,IND,POR,1.0,32.96666666666667,5.0,15.0,0.333,3.0,10.0,0.3,2.0,2.0,1.0,0.0,4.0,4.0,12.0,1.0,0.0,2.0,1.0,15.0,14.7,5.0,5.0,2.0,0.4,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,13.0,64.0,3.764705882352941,13.899999999999997,62.49999999999999,3.6764705882352935,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-3),L (-3)
41.0,39.0,2023-01-08,22-313,IND,CHO,1.0,35.3,4.0,10.0,0.4,2.0,6.0,0.333,6.0,6.0,1.0,0.0,5.0,5.0,13.0,3.0,0.0,1.0,3.0,16.0,22.0,3.0,4.0,2.0,0.5,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,20.0,61.0,3.588235294117647,19.600000000000005,66.00000000000001,3.882352941176472,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+9),W (+9)
42.0,40.0,2023-01-11,22-316,IND,NYK,1.0,27.183333333333334,6.0,12.0,0.5,1.0,5.0,0.2,2.0,3.0,0.667,0.0,3.0,3.0,7.0,1.0,0.0,4.0,1.0,15.0,11.0,-15.0,7.0,5.0,0.7142857142857143,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,7.0,68.0,4.0,10.199999999999998,77.89999999999999,4.58235294117647,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,,
43.0,,2023-01-13,22-318,IND,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,65.0,3.823529411764706,0.0,77.89999999999999,4.58235294117647,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+5),W (+5)
44.0,,2023-01-14,22-319,IND,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,70.0,4.117647058823529,0.0,78.8,4.635294117647058,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-6),L (-6)
45.0,,2023-01-16,22-321,IND,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,100.0,5.882352941176471,0.0,97.7,5.747058823529412,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-2),L (-2)
46.0,,2023-01-18,22-323,IND,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,84.0,4.941176470588236,0.0,66.39999999999999,3.905882352941176,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-18),L (-18)
47.0,,2023-01-20,22-325,IND,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,46.0,2.7058823529411766,0.0,65.49999999999999,3.852941176470587,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-13),L (-13)
