Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Tyrese Haliburton,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-09,25-257,IND,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,101.0,7.214285714285714,0.0,61.7,4.4071428571428575,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,L (-3),L (-3)
12.0,,2022-11-12,25-260,IND,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,96.0,6.857142857142857,0.0,78.0,5.571428571428571,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,W (+14),W (+14)
13.0,,2022-11-16,25-264,IND,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,103.0,7.357142857142857,0.0,80.19999999999999,5.728571428571428,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,W (+12),W (+12)
14.0,,2022-11-18,25-266,IND,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,91.0,6.5,0.0,53.7,3.835714285714286,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,W (+8),W (+8)
15.0,,2022-11-19,25-267,IND,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,82.0,5.857142857142857,0.0,55.9,3.992857142857143,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,W (+1),W (+1)
16.0,,2022-11-21,25-269,IND,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,105.0,7.5,0.0,78.10000000000001,5.578571428571429,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,W (+21),W (+21)
17.0,,2022-11-23,25-271,IND,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,51.0,3.642857142857143,0.0,57.1,4.078571428571428,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,L (-14),L (-14)
18.0,,2022-11-25,25-273,IND,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,82.0,5.857142857142857,0.0,78.9,5.635714285714286,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,W (+11),W (+11)
19.0,,2022-11-27,25-275,IND,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,66.0,4.714285714285714,0.0,43.69999999999999,3.1214285714285706,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,L (-14),L (-14)
20.0,,2022-11-28,25-276,IND,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,106.0,7.571428571428571,0.0,62.79999999999999,4.485714285714285,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,W (+1),W (+1)
21.0,,2022-11-30,25-278,IND,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,71.0,5.071428571428571,0.0,61.900000000000006,4.421428571428572,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,,
22.0,,2022-12-02,25-280,IND,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,73.0,5.214285714285714,0.0,66.39999999999998,4.742857142857141,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,L (-23),L (-23)
23.0,1.0,2022-12-04,25-282,IND,POR,0,12.983333333333333,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,-1.0,+6,0.0,0.0,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,-1.0,71.0,5.071428571428571,-1.0,71.60000000000001,5.114285714285715,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,L (-20),L (-20)
24.0,2.0,2022-12-05,25-283,IND,GSW,0,6.7,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.1,-8,0.0,0.0,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,2.0,79.0,5.642857142857143,-0.1000000000000002,84.59999999999998,6.042857142857142,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,L (-16),L (-16)
25.0,,2022-12-07,25-285,IND,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,66.0,4.714285714285714,0.0,47.6,3.4,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,W (+8),W (+8)
26.0,,2022-12-09,25-287,IND,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,71.0,5.071428571428571,0.0,64.10000000000001,4.578571428571429,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,L (-6),L (-6)
27.0,,2022-12-10,25-288,IND,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,5,7,7,5,2,7,5,3,2,5,6,5,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,56.0,0.0958904109589041,0.0666666666666666,0.0897435897435897,0.0875,0.108695652173913,0.0,0.0,0.0526315789473684,0.1111111111111111,0.0735294117647058,0.1666666666666666,0.3333333333333333,0.0806451612903225,0.0923076923076923,0.0666666666666666,0.1935483870967742,0.0,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,88.0,6.285714285714286,0.0,66.19999999999999,4.728571428571428,6.0,-0.2,-7.2,-5.6,-1.5,0.0022024121657052,0.337,0.517,0.172,-0.1,-0.3,W (+10),W (+10)
