Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,,0.0,0.0,0.0,0.0,0.0
21,21,16,2022-11-30,26-251,IND,@,SAC,L (-23),1,27:40,2.0,9.0,.222,0.0,3.0,.000,0,2.0,.000,2.0,4.0,6.0,0.0,0.0,3.0,1.0,2.0,4.0,0.6,-33,6.0,2.0,0.3333333333333333,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,1.0,70.0,3.888888888888889,0.6000000000000003,71.19999999999999,3.955555555555555
22,22,17,2022-12-02,26-253,IND,@,UTA,L (-20),1,26:04,7.0,9.0,.778,2.0,4.0,.500,2,2.0,1.000,0.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,18.0,13.9,-12,5.0,5.0,1.0,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,11.0,62.0,3.4444444444444446,13.099999999999998,78.49999999999997,4.36111111111111
23,23,18,2022-12-04,26-255,IND,@,POR,L (-16),1,28:04,10.0,17.0,.588,3.0,6.0,.500,1,1.0,1.000,3.0,6.0,9.0,2.0,0.0,0.0,4.0,5.0,24.0,15.4,+1,11.0,7.0,0.6363636363636364,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,13.0,57.0,3.1666666666666665,15.000000000000009,63.0,3.5
24,24,,2022-12-05,26-256,IND,@,GSW,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,,81.0,4.5,0.0,87.79999999999998,4.877777777777776
25,25,19,2022-12-07,26-258,IND,@,MIN,L (-6),1,33:32,8.0,11.0,.727,4.0,6.0,.667,3,4.0,.750,1.0,6.0,7.0,0.0,0.0,4.0,2.0,2.0,23.0,20.6,+13,5.0,4.0,0.8,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,17.0,49.0,2.7222222222222223,19.4,64.9,3.605555555555556
26,26,20,2022-12-09,26-260,IND,,WAS,W (+10),1,30:08,4.0,8.0,.500,1.0,2.0,.500,5,6.0,.833,3.0,3.0,6.0,0.0,1.0,0.0,2.0,3.0,14.0,10.4,+7,6.0,3.0,0.5,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,5.0,66.0,3.6666666666666665,8.399999999999999,78.3,4.35
27,27,21,2022-12-10,26-261,IND,,BRK,L (-3),1,29:31,6.0,11.0,.545,1.0,3.0,.333,3,5.0,.600,1.0,2.0,3.0,2.0,0.0,1.0,1.0,5.0,16.0,10.3,-7,8.0,5.0,0.625,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,5.0,83.0,4.611111111111111,9.099999999999998,95.5,5.305555555555555
28,28,22,2022-12-12,26-263,IND,,MIA,L (-5),1,34:35,4.0,9.0,.444,2.0,3.0,.667,5,6.0,.833,2.0,11.0,13.0,2.0,1.0,4.0,1.0,5.0,15.0,16.8,+1,6.0,2.0,0.3333333333333333,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,19.0,37.0,2.055555555555556,14.799999999999995,46.39999999999999,2.5777777777777775
29,29,23,2022-12-14,26-265,IND,,GSW,W (+6),1,31:23,8.0,11.0,.727,2.0,3.0,.667,3,5.0,.600,0.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,21.0,17.1,+3,8.0,6.0,0.75,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,11.0,78.0,4.333333333333333,15.9,85.79999999999998,4.766666666666666
30,30,24,2022-12-16,26-267,IND,@,CLE,L (-6),1,30:04,5.0,9.0,.556,2.0,5.0,.400,0,0.0,,0.0,11.0,11.0,0.0,0.0,0.0,0.0,4.0,12.0,9.4,+1,4.0,3.0,0.75,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,14.0,66.0,3.6666666666666665,9.4,81.5,4.527777777777778
31,31,25,2022-12-18,26-269,IND,,NYK,L (-3),1,32:43,2.0,10.0,.200,2.0,8.0,.250,0,4.0,.000,3.0,5.0,8.0,1.0,1.0,1.0,0.0,3.0,6.0,3.0,-8,2.0,0.0,0.0,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,3.0,61.0,3.388888888888889,2.9999999999999973,60.3,3.3499999999999996
32,32,26,2022-12-21,26-272,IND,@,BOS,W (+5),1,26:35,4.0,8.0,.500,1.0,2.0,.500,1,1.0,1.000,0.0,6.0,6.0,3.0,1.0,0.0,2.0,4.0,10.0,7.3,+2,6.0,3.0,0.5,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,9.0,81.0,4.5,6.9,85.69999999999997,4.761111111111109
33,33,27,2022-12-23,26-274,IND,@,MIA,W (+3),1,25:15,2.0,4.0,.500,0.0,1.0,.000,1,1.0,1.000,1.0,10.0,11.0,2.0,1.0,2.0,4.0,5.0,5.0,4.5,+3,3.0,2.0,0.6666666666666666,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,12.0,82.0,4.555555555555555,4.1,77.9,4.327777777777778
34,34,28,2022-12-26,26-277,IND,@,NOP,L (-20),1,25:28,5.0,8.0,.625,2.0,5.0,.400,2,4.0,.500,0.0,8.0,8.0,0.0,1.0,2.0,1.0,2.0,14.0,12.6,-4,3.0,3.0,1.0,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,12.0,49.0,2.7222222222222223,11.799999999999995,46.900000000000006,2.605555555555556
35,35,29,2022-12-27,26-278,IND,,ATL,W (+15),1,24:54,6.0,11.0,.545,0.0,2.0,.000,6,8.0,.750,2.0,4.0,6.0,1.0,0.0,1.0,1.0,2.0,18.0,14.1,+10,9.0,6.0,0.6666666666666666,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,6.0,86.0,4.777777777777778,11.699999999999996,86.70000000000002,4.816666666666667
36,36,30,2022-12-29,26-280,IND,,CLE,W (+9),1,34:50,6.0,11.0,.545,2.0,4.0,.500,0,0.0,,2.0,10.0,12.0,3.0,0.0,6.0,0.0,2.0,14.0,18.6,+16,7.0,4.0,0.5714285714285714,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,24.0,76.0,4.222222222222222,18.6,97.8,5.433333333333334
37,37,31,2022-12-31,26-282,IND,,LAC,W (+1),1,33:30,11.0,17.0,.647,2.0,5.0,.400,10,10.0,1.000,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,34.0,29.4,+8,12.0,9.0,0.75,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,14.0,82.0,4.555555555555555,25.40000000000001,78.19999999999999,4.344444444444444
38,38,32,2023-01-02,26-284,IND,,TOR,W (+8),1,31:23,9.0,14.0,.643,0.0,2.0,.000,0,0.0,,2.0,8.0,10.0,1.0,0.0,2.0,0.0,3.0,18.0,16.5,-1,12.0,9.0,0.75,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,17.0,77.0,4.277777777777778,16.499999999999996,73.8,4.1
39,39,33,2023-01-04,26-286,IND,@,PHI,L (-3),1,38:20,6.0,8.0,.750,0.0,1.0,.000,2,2.0,1.000,2.0,6.0,8.0,1.0,1.0,5.0,5.0,2.0,14.0,13.4,+4,7.0,6.0,0.8571428571428571,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,14.0,91.0,5.055555555555555,12.599999999999994,97.0,5.388888888888889
40,40,34,2023-01-06,26-288,IND,,POR,W (+9),1,27:53,6.0,16.0,.375,0.0,6.0,.000,5,6.0,.833,0.0,7.0,7.0,2.0,0.0,2.0,0.0,3.0,17.0,11.5,+14,10.0,6.0,0.6,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,6.0,71.0,3.9444444444444446,9.499999999999996,66.89999999999999,3.7166666666666663
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,35,2023-01-08,26-290,IND,,CHO,W (+5),1,34:20,10.0,16.0,.625,1.0,3.0,.333,8,10.0,.800,2.0,7.0,9.0,0.0,1.0,4.0,2.0,3.0,29.0,25.1,+20,13.0,9.0,0.6923076923076923,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,15.0,66.0,3.6666666666666665,21.9,63.7,3.538888888888889
43,42,,2023-01-11,26-293,IND,@,NYK,L (-6),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,,75.0,4.166666666666667,0.0,88.1,4.894444444444444
44,43,,2023-01-13,26-295,IND,,ATL,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,,65.0,3.611111111111111,0.0,77.89999999999999,4.3277777777777775
45,44,,2023-01-14,26-296,IND,,MEM,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,,70.0,3.888888888888889,0.0,81.89999999999999,4.55
46,45,36,2023-01-16,26-298,IND,@,MIL,L (-13),1,36:05,11.0,17.0,.647,5.0,9.0,.556,3,3.0,1.000,0.0,8.0,8.0,2.0,0.0,4.0,1.0,2.0,30.0,27.3,-11,8.0,6.0,0.75,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,23.0,77.0,4.277777777777778,26.099999999999994,71.59999999999998,3.9777777777777765
47,46,37,2023-01-18,26-300,IND,@,OKC,L (-20),1,19:59,3.0,4.0,.750,1.0,1.0,1.000,0,0.0,,1.0,2.0,3.0,0.0,1.0,6.0,4.0,2.0,7.0,7.1,-23,3.0,2.0,0.6666666666666666,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,9.0,75.0,4.166666666666667,7.099999999999998,70.5,3.9166666666666665
48,47,38,2023-01-20,26-302,IND,@,DEN,L (-23),1,23:03,6.0,11.0,.545,0.0,2.0,.000,3,5.0,.600,4.0,3.0,7.0,0.0,1.0,2.0,2.0,1.0,15.0,12.6,-3,9.0,6.0,0.6666666666666666,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,7.0,39.0,2.1666666666666665,11.399999999999997,54.7,3.038888888888889
