Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,20.0,2022-12-07,22-325,IND,MIN,1,31.75,3.0,10.0,.300,1.0,4.0,.250,0,0.0,,1.0,5.0,6.0,3.0,2.0,0.0,3.0,3.0,7.0,3.3,-19,6.0,2.0,0.3333333333333333,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,5.0,61.0,3.388888888888889,3.299999999999998,81.0,4.5,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+8),W (+8)
26.0,21.0,2022-12-09,22-327,IND,WAS,1,29.366666666666667,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,0.0,6.0,3.0,2.2,+10,0.0,0.0,,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,6.0,65.0,3.611111111111111,2.2,84.5,4.694444444444445,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-6),L (-6)
27.0,22.0,2022-12-10,22-328,IND,BRK,1,31.716666666666665,2.0,6.0,.333,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,7.0,2.0,0.0,2.0,2.0,5.0,6.3,-5,2.0,1.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,8.0,80.0,4.444444444444445,6.299999999999997,98.29999999999998,5.46111111111111,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+10),W (+10)
28.0,23.0,2022-12-12,22-330,IND,MIA,1,34.06666666666667,6.0,12.0,.500,3.0,7.0,.429,3,4.0,.750,0.0,5.0,5.0,2.0,1.0,1.0,3.0,3.0,18.0,12.0,+1,5.0,3.0,0.6,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,8.0,48.0,2.6666666666666665,10.799999999999995,50.39999999999999,2.7999999999999994,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-3),L (-3)
29.0,24.0,2022-12-14,22-332,IND,GSW,1,30.883333333333333,4.0,6.0,.667,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,8.0,7.2,-7,5.0,4.0,0.8,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,8.0,81.0,4.5,7.199999999999999,94.5,5.25,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-5),L (-5)
30.0,25.0,2022-12-16,22-334,IND,CLE,1,28.916666666666668,2.0,5.0,.400,0.0,1.0,.000,1,1.0,1.000,0.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,5.0,1.1,+5,4.0,2.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,1.0,79.0,4.388888888888889,0.6999999999999988,90.2,5.011111111111111,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+6),W (+6)
31.0,26.0,2022-12-18,22-336,IND,NYK,1,27.383333333333333,2.0,5.0,.400,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,4.0,0.6,-7,2.0,2.0,1.0,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,2.0,62.0,3.4444444444444446,0.5999999999999996,62.70000000000001,3.483333333333334,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-6),L (-6)
32.0,27.0,2022-12-21,22-339,IND,BOS,1,34.4,4.0,9.0,.444,0.0,1.0,.000,0,0.0,,2.0,3.0,5.0,5.0,1.0,1.0,2.0,4.0,8.0,7.2,+4,8.0,4.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,9.0,81.0,4.5,7.1999999999999975,85.39999999999999,4.744444444444444,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-3),L (-3)
33.0,28.0,2022-12-23,22-341,IND,MIA,1,34.3,4.0,11.0,.364,2.0,8.0,.250,0,0.0,,1.0,3.0,4.0,3.0,2.0,0.0,2.0,4.0,10.0,6.0,-1,3.0,2.0,0.6666666666666666,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,6.0,88.0,4.888888888888889,5.999999999999998,76.0,4.222222222222222,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+5),W (+5)
34.0,29.0,2022-12-26,22-344,IND,NOP,1,22.416666666666668,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,0.0,5.0,5.0,2.0,1.0,0.0,3.0,2.0,5.0,3.1,-8,2.0,1.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,6.0,55.0,3.055555555555556,3.1000000000000014,55.6,3.088888888888889,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+3),W (+3)
35.0,30.0,2022-12-27,22-345,IND,ATL,1,26.95,2.0,6.0,.333,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,5.0,2.0,0.0,1.0,1.0,5.0,6.6,-5,4.0,1.0,0.25,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,8.0,84.0,4.666666666666667,6.6,91.8,5.1,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-20),L (-20)
36.0,31.0,2022-12-29,22-347,IND,CLE,1,27.65,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,1.0,1.0,3.0,5.0,-7,0.0,0.0,,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,8.0,92.0,5.111111111111111,4.999999999999999,111.4,6.188888888888889,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+15),W (+15)
37.0,32.0,2022-12-31,22-349,IND,LAC,1,35.1,3.0,5.0,.600,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,4.0,0.0,1.0,3.0,3.0,6.0,4.6,+5,4.0,3.0,0.75,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,7.0,89.0,4.944444444444445,4.6000000000000005,99.0,5.5,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+9),W (+9)
38.0,33.0,2023-01-02,22-351,IND,TOR,1,19.666666666666668,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,2.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,5.0,4.3,-13,2.0,1.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,5.0,89.0,4.944444444444445,4.299999999999999,86.00000000000001,4.777777777777779,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+1),W (+1)
39.0,34.0,2023-01-04,22-353,IND,PHI,1,41.15,5.0,11.0,.455,1.0,4.0,.250,1,1.0,1.000,1.0,3.0,4.0,2.0,0.0,0.0,3.0,3.0,12.0,5.1,+2,7.0,4.0,0.5714285714285714,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,3.0,102.0,5.666666666666667,4.7,104.9,5.827777777777778,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+8),W (+8)
40.0,35.0,2023-01-06,22-355,IND,POR,1,35.71666666666667,4.0,7.0,.571,1.0,1.0,1.000,0,0.0,,0.0,4.0,4.0,1.0,2.0,0.0,1.0,0.0,9.0,8.6,+3,6.0,3.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,8.0,69.0,3.8333333333333335,8.599999999999998,67.79999999999998,3.7666666666666657,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-3),L (-3)
41.0,36.0,2023-01-08,22-357,IND,CHO,1,31.9,7.0,11.0,.636,4.0,5.0,.800,1,1.0,1.000,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,19.0,16.0,+25,6.0,3.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,12.0,69.0,3.8333333333333335,15.6,70.0,3.888888888888889,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+9),W (+9)
42.0,37.0,2023-01-11,22-360,IND,NYK,1,34.3,4.0,10.0,.400,1.0,3.0,.333,2,2.0,1.000,1.0,2.0,3.0,4.0,0.0,0.0,1.0,5.0,11.0,6.7,-2,7.0,3.0,0.4285714285714285,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,5.0,70.0,3.888888888888889,5.899999999999999,82.2,4.566666666666666,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,,
43.0,38.0,2023-01-13,22-362,IND,ATL,1,33.8,2.0,16.0,.125,1.0,6.0,.167,1,1.0,1.000,2.0,4.0,6.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,0,10.0,1.0,0.1,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,1.0,64.0,3.555555555555556,1.5999999999999988,76.3,4.238888888888889,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+5),W (+5)
44.0,39.0,2023-01-14,22-363,IND,MEM,1,23.633333333333333,2.0,9.0,.222,2.0,6.0,.333,1,1.0,1.000,0.0,1.0,1.0,7.0,0.0,0.0,2.0,1.0,7.0,4.3,-24,3.0,0.0,0.0,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,3.0,67.0,3.7222222222222223,3.9,77.99999999999999,4.333333333333332,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-6),L (-6)
45.0,40.0,2023-01-16,23-000,IND,MIL,1,32.666666666666664,3.0,9.0,.333,1.0,6.0,.167,0,0.0,,0.0,2.0,2.0,9.0,2.0,0.0,4.0,1.0,7.0,6.4,-11,3.0,2.0,0.6666666666666666,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,7.0,93.0,5.166666666666667,6.399999999999997,91.29999999999998,5.072222222222221,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-2),L (-2)
46.0,41.0,2023-01-18,23-002,IND,OKC,1,27.433333333333334,7.0,16.0,.438,2.0,4.0,.500,2,2.0,1.000,2.0,3.0,5.0,7.0,2.0,0.0,1.0,4.0,18.0,16.2,-16,12.0,5.0,0.4166666666666667,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,13.0,71.0,3.9444444444444446,15.399999999999997,62.2,3.455555555555556,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-18),L (-18)
47.0,42.0,2023-01-20,23-004,IND,DEN,1,24.9,2.0,10.0,.200,1.0,8.0,.125,0,0.0,,0.0,1.0,1.0,6.0,1.0,0.0,5.0,5.0,5.0,-2.7,-13,2.0,1.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,-2.0,48.0,2.6666666666666665,-2.700000000000001,68.79999999999998,3.822222222222221,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-13),L (-13)
48.0,43.0,2023-01-21,23-005,IND,PHO,1,21.166666666666668,2.0,9.0,.222,0.0,5.0,.000,0,0.0,,1.0,0.0,1.0,4.0,1.0,0.0,1.0,5.0,4.0,0.0,+2,4.0,2.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,0.0,65.0,3.611111111111111,8.881784197001252e-16,69.49999999999999,3.8611111111111103,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-20),L (-20)
49.0,,2023-01-24,23-008,IND,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,,82.0,4.555555555555555,0.0,83.3,4.627777777777777,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-23),L (-23)
