Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,20-143,IND,DEN,0.0,24.7,10.0,17.0,0.588,6.0,9.0,0.667,4.0,6.0,0.667,0.0,2.0,2.0,0.0,1.0,0.0,4.0,3.0,30.0,17.7,5.0,8.0,4.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,6.0,95.0,5.277777777777778,16.100000000000005,83.49999999999999,4.638888888888888,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-3),L (-3)
12.0,12.0,2022-11-12,20-146,IND,TOR,0.0,30.0,4.0,10.0,0.4,3.0,4.0,0.75,4.0,6.0,0.667,3.0,5.0,8.0,3.0,0.0,0.0,1.0,2.0,15.0,12.7,7.0,6.0,1.0,0.1666666666666666,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,9.0,87.0,4.833333333333333,11.100000000000003,84.99999999999999,4.722222222222221,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+14),W (+14)
13.0,13.0,2022-11-16,20-150,IND,CHO,0.0,21.73333333333333,7.0,13.0,0.538,1.0,2.0,0.5,5.0,6.0,0.833,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,20.0,13.6,-13.0,11.0,6.0,0.5454545454545454,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,100.0,5.555555555555555,11.6,100.2,5.566666666666666,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+12),W (+12)
14.0,14.0,2022-11-18,20-152,IND,HOU,0.0,29.016666666666666,4.0,14.0,0.286,1.0,5.0,0.2,6.0,8.0,0.75,1.0,3.0,4.0,2.0,2.0,0.0,2.0,3.0,15.0,7.8,21.0,9.0,3.0,0.3333333333333333,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-1.0,92.0,5.111111111111111,5.399999999999998,82.80000000000001,4.6000000000000005,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+8),W (+8)
15.0,15.0,2022-11-19,20-153,IND,ORL,0.0,26.8,4.0,12.0,0.333,2.0,7.0,0.286,2.0,2.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,12.0,5.1,-6.0,5.0,2.0,0.4,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,1.0,81.0,4.5,4.3,89.3,4.961111111111111,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+1),W (+1)
16.0,16.0,2022-11-21,20-155,IND,ORL,0.0,26.516666666666666,6.0,13.0,0.462,2.0,6.0,0.333,8.0,10.0,0.8,3.0,2.0,5.0,1.0,0.0,0.0,3.0,3.0,22.0,13.7,13.0,7.0,4.0,0.5714285714285714,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,2.0,103.0,5.722222222222222,10.500000000000004,92.7,5.15,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+21),W (+21)
17.0,17.0,2022-11-23,20-157,IND,MIN,0.0,33.03333333333333,5.0,11.0,0.455,2.0,2.0,1.0,9.0,12.0,0.75,2.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,21.0,14.4,-3.0,9.0,3.0,0.3333333333333333,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,0.0,51.0,2.833333333333333,10.8,59.9,3.327777777777777,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-14),L (-14)
18.0,18.0,2022-11-25,20-159,IND,BRK,0.0,29.666666666666668,6.0,15.0,0.4,2.0,7.0,0.286,6.0,9.0,0.667,1.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,20.0,15.0,5.0,8.0,4.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,79.0,4.388888888888889,12.599999999999996,97.3,5.405555555555555,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+11),W (+11)
19.0,19.0,2022-11-27,20-161,IND,LAC,0.0,25.3,4.0,11.0,0.364,1.0,3.0,0.333,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,9.0,4.0,-14.0,8.0,3.0,0.375,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,2.0,64.0,3.555555555555556,4.000000000000001,66.1,3.672222222222222,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-14),L (-14)
20.0,20.0,2022-11-28,20-162,IND,LAL,0.0,31.7,10.0,22.0,0.455,3.0,8.0,0.375,0.0,0.0,,2.0,6.0,8.0,1.0,1.0,0.0,2.0,0.0,23.0,14.5,7.0,14.0,7.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,9.0,97.0,5.388888888888889,14.5,78.29999999999998,4.349999999999999,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+1),W (+1)
21.0,21.0,2022-11-30,20-164,IND,SAC,0.0,25.966666666666665,6.0,17.0,0.353,0.0,4.0,0.0,10.0,11.0,0.909,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,22.0,11.3,-11.0,13.0,6.0,0.4615384615384615,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-5.0,76.0,4.222222222222222,7.299999999999999,64.49999999999999,3.5833333333333326,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,,
22.0,22.0,2022-12-02,20-166,IND,UTA,0.0,25.15,3.0,10.0,0.3,0.0,1.0,0.0,6.0,9.0,0.667,1.0,3.0,4.0,3.0,0.0,0.0,0.0,4.0,12.0,7.1,-23.0,9.0,3.0,0.3333333333333333,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,0.0,73.0,4.055555555555555,4.699999999999999,86.89999999999998,4.827777777777777,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-23),L (-23)
23.0,23.0,2022-12-04,20-168,IND,POR,0.0,32.18333333333333,5.0,15.0,0.333,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,10.0,3.3,-10.0,13.0,5.0,0.3846153846153846,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,0.0,70.0,3.888888888888889,3.3,74.70000000000002,4.150000000000001,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-20),L (-20)
24.0,24.0,2022-12-05,20-169,IND,GSW,1.0,39.93333333333333,4.0,16.0,0.25,0.0,6.0,0.0,6.0,8.0,0.75,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,14.0,4.5,9.0,10.0,4.0,0.4,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-7.0,88.0,4.888888888888889,2.099999999999999,85.69999999999999,4.76111111111111,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-16),L (-16)
