Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,25.0,2022-12-07,20-171,IND,MIN,0.0,31.916666666666668,5.0,16.0,0.313,1.0,5.0,0.2,3.0,6.0,0.5,1.0,4.0,5.0,1.0,1.0,0.0,2.0,0.0,14.0,5.2,-7.0,11.0,4.0,0.3636363636363636,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-3.0,69.0,3.8333333333333335,3.9999999999999982,80.30000000000001,4.461111111111112,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+8),W (+8)
26.0,26.0,2022-12-09,20-173,IND,WAS,0.0,32.31666666666667,8.0,15.0,0.533,2.0,7.0,0.286,0.0,0.0,,3.0,5.0,8.0,1.0,1.0,0.0,4.0,1.0,18.0,11.6,18.0,8.0,6.0,0.75,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,9.0,62.0,3.4444444444444446,11.599999999999996,75.1,4.172222222222222,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-6),L (-6)
27.0,27.0,2022-12-10,20-174,IND,BRK,0.0,26.366666666666667,4.0,9.0,0.444,0.0,3.0,0.0,5.0,5.0,1.0,1.0,6.0,7.0,3.0,0.0,0.0,2.0,2.0,13.0,10.1,12.0,6.0,4.0,0.6666666666666666,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,7.0,81.0,4.5,8.099999999999994,96.5,5.361111111111111,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+10),W (+10)
28.0,28.0,2022-12-12,20-176,IND,MIA,0.0,28.03333333333333,2.0,7.0,0.286,1.0,6.0,0.167,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,3.8,3.0,1.0,1.0,1.0,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-2.0,58.0,3.2222222222222223,2.200000000000002,58.99999999999999,3.277777777777777,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-3),L (-3)
29.0,29.0,2022-12-14,20-178,IND,GSW,0.0,36.35,8.0,14.0,0.571,4.0,7.0,0.571,4.0,4.0,1.0,0.0,6.0,6.0,3.0,1.0,0.0,1.0,5.0,24.0,19.3,34.0,7.0,4.0,0.5714285714285714,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,15.0,74.0,4.111111111111111,17.700000000000003,83.99999999999999,4.666666666666666,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-5),L (-5)
30.0,30.0,2022-12-16,20-180,IND,CLE,0.0,29.25,7.0,16.0,0.438,2.0,6.0,0.333,6.0,8.0,0.75,2.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,22.0,15.7,-8.0,10.0,5.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,4.0,76.0,4.222222222222222,13.3,77.6,4.311111111111111,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+6),W (+6)
31.0,31.0,2022-12-18,20-182,IND,NYK,0.0,29.25,4.0,16.0,0.25,0.0,2.0,0.0,7.0,7.0,1.0,1.0,5.0,6.0,0.0,0.0,1.0,2.0,1.0,15.0,5.9,6.0,14.0,4.0,0.2857142857142857,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-3.0,67.0,3.7222222222222223,3.1,60.20000000000001,3.344444444444445,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-6),L (-6)
32.0,32.0,2022-12-21,20-185,IND,BOS,0.0,23.683333333333334,3.0,9.0,0.333,1.0,4.0,0.25,0.0,0.0,,1.0,3.0,4.0,0.0,1.0,0.0,1.0,2.0,7.0,2.7,1.0,5.0,2.0,0.4,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,2.0,88.0,4.888888888888889,2.7,89.89999999999999,4.994444444444444,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-3),L (-3)
33.0,33.0,2022-12-23,20-187,IND,MIA,1.0,19.566666666666663,2.0,6.0,0.333,1.0,1.0,1.0,1.0,2.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,1.0,5.0,1.0,0.2,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-2.0,96.0,5.333333333333333,-0.3999999999999997,82.4,4.577777777777778,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+5),W (+5)
34.0,34.0,2022-12-26,20-190,IND,NOP,0.0,22.416666666666668,4.0,11.0,0.364,1.0,5.0,0.2,6.0,6.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,15.0,9.4,-13.0,6.0,3.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,1.0,60.0,3.333333333333333,7.0,51.7,2.8722222222222222,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+3),W (+3)
35.0,35.0,2022-12-27,20-191,IND,ATL,0.0,25.55,6.0,10.0,0.6,0.0,4.0,0.0,6.0,6.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,18.0,13.3,11.0,6.0,6.0,1.0,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,5.0,87.0,4.833333333333333,10.9,87.5,4.861111111111111,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-20),L (-20)
36.0,36.0,2022-12-29,20-193,IND,CLE,0.0,31.116666666666667,7.0,14.0,0.5,1.0,3.0,0.333,8.0,9.0,0.889,0.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,23.0,15.4,12.0,11.0,6.0,0.5454545454545454,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,97.0,5.388888888888889,12.2,104.20000000000002,5.78888888888889,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+15),W (+15)
37.0,37.0,2022-12-31,20-195,IND,LAC,0.0,20.433333333333334,4.0,9.0,0.444,0.0,3.0,0.0,7.0,10.0,0.7,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,15.0,9.0,-6.0,6.0,4.0,0.6666666666666666,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-1.0,97.0,5.388888888888889,6.1999999999999975,97.4,5.411111111111111,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+9),W (+9)
38.0,38.0,2023-01-02,20-197,IND,TOR,0.0,27.05,6.0,9.0,0.667,2.0,2.0,1.0,7.0,10.0,0.7,0.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,21.0,15.8,21.0,7.0,4.0,0.5714285714285714,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,4.0,90.0,5.0,12.999999999999996,77.30000000000003,4.294444444444446,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+1),W (+1)
39.0,39.0,2023-01-04,20-199,IND,PHI,0.0,30.866666666666667,5.0,15.0,0.333,0.0,2.0,0.0,9.0,10.0,0.9,3.0,1.0,4.0,2.0,1.0,0.0,1.0,4.0,19.0,12.3,-7.0,13.0,5.0,0.3846153846153846,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,0.0,105.0,5.833333333333333,8.700000000000001,100.9,5.605555555555556,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+8),W (+8)
40.0,40.0,2023-01-06,20-201,IND,POR,0.0,21.066666666666663,6.0,10.0,0.6,0.0,1.0,0.0,7.0,7.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,19.0,11.4,1.0,9.0,6.0,0.6666666666666666,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,2.0,75.0,4.166666666666667,8.6,67.79999999999998,3.7666666666666657,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-3),L (-3)
41.0,41.0,2023-01-08,20-203,IND,CHO,0.0,26.05,1.0,9.0,0.111,0.0,3.0,0.0,2.0,3.0,0.667,1.0,4.0,5.0,3.0,0.0,1.0,2.0,2.0,4.0,-0.4,-11.0,6.0,1.0,0.1666666666666666,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-1.0,82.0,4.555555555555555,-1.2000000000000004,86.80000000000001,4.822222222222223,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+9),W (+9)
42.0,42.0,2023-01-11,20-206,IND,NYK,0.0,27.78333333333333,7.0,13.0,0.538,1.0,4.0,0.25,5.0,9.0,0.556,1.0,5.0,6.0,1.0,0.0,0.0,2.0,3.0,20.0,11.8,4.0,9.0,6.0,0.6666666666666666,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,72.0,4.0,9.8,78.3,4.35,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,,
43.0,43.0,2023-01-13,20-208,IND,ATL,1.0,39.21666666666667,9.0,18.0,0.5,0.0,1.0,0.0,8.0,11.0,0.727,2.0,3.0,5.0,3.0,1.0,0.0,3.0,3.0,26.0,17.0,13.0,17.0,9.0,0.5294117647058824,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,62.0,3.4444444444444446,13.8,64.1,3.561111111111111,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+5),W (+5)
44.0,44.0,2023-01-14,20-209,IND,MEM,1.0,23.75,5.0,13.0,0.385,2.0,4.0,0.5,4.0,4.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,16.0,7.4,-20.0,9.0,3.0,0.3333333333333333,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,0.0,70.0,3.888888888888889,5.799999999999999,76.1,4.227777777777778,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-6),L (-6)
45.0,45.0,2023-01-16,20-211,IND,MIL,1.0,28.066666666666663,3.0,8.0,0.375,0.0,2.0,0.0,6.0,6.0,1.0,2.0,6.0,8.0,1.0,0.0,0.0,4.0,2.0,12.0,6.7,-8.0,6.0,3.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,97.0,5.388888888888889,4.299999999999997,93.39999999999998,5.188888888888887,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-2),L (-2)
46.0,46.0,2023-01-18,20-213,IND,OKC,1.0,22.466666666666665,4.0,10.0,0.4,3.0,6.0,0.5,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,13.0,6.3,-19.0,4.0,1.0,0.25,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,4.0,80.0,4.444444444444445,5.500000000000001,72.1,4.005555555555556,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-18),L (-18)
47.0,47.0,2023-01-20,20-215,IND,DEN,0.0,31.53333333333333,5.0,10.0,0.5,0.0,2.0,0.0,9.0,11.0,0.818,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,19.0,13.5,-22.0,8.0,5.0,0.625,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,0.0,46.0,2.555555555555556,9.9,56.2,3.1222222222222222,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-13),L (-13)
48.0,48.0,2023-01-21,20-216,IND,PHO,0.0,37.6,6.0,17.0,0.353,0.0,3.0,0.0,11.0,11.0,1.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,5.0,23.0,14.4,-9.0,14.0,6.0,0.4285714285714285,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,1.0,64.0,3.555555555555556,9.999999999999998,59.49999999999999,3.305555555555556,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-20),L (-20)
49.0,49.0,2023-01-24,20-219,IND,CHI,0.0,34.2,10.0,17.0,0.588,1.0,5.0,0.2,5.0,7.0,0.714,1.0,6.0,7.0,2.0,0.0,0.0,0.0,2.0,26.0,20.4,9.0,12.0,9.0,0.75,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,11.0,71.0,3.9444444444444446,18.4,64.90000000000003,3.605555555555557,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-23),L (-23)
50.0,50.0,2023-01-25,20-220,IND,ORL,0.0,32.56666666666667,7.0,18.0,0.389,2.0,6.0,0.333,10.0,12.0,0.833,0.0,3.0,3.0,4.0,1.0,1.0,0.0,4.0,26.0,19.2,4.0,12.0,5.0,0.4166666666666667,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,5.0,77.0,4.277777777777778,15.2,79.8,4.433333333333334,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-5),L (-5)
