Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,6.0,2022-11-09,24-142,IND,DEN,0,11.8,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.3,+21,2.0,1.0,0.5,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,3.0,98.0,5.444444444444445,2.3,97.3,5.405555555555555,10.6,1.1,-3.2,-2.0,-1.2,0.0417409543786051,0.52,0.486,0.455,-0.3,0.4,L (-3),L (-3)
12.0,7.0,2022-11-12,24-145,IND,TOR,0,14.85,3.0,6.0,.500,0.0,3.0,.000,2,2.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,8.0,4.3,+3,3.0,3.0,1.0,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,1.0,95.0,5.277777777777778,3.499999999999999,92.6,5.144444444444444,10.6,1.1,-3.2,-2.0,-1.2,0.0417409543786051,0.52,0.486,0.455,-0.3,0.4,W (+14),W (+14)
13.0,8.0,2022-11-16,24-149,IND,CHO,0,20.716666666666665,2.0,2.0,1.000,2.0,2.0,1.000,2,2.0,1.000,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,8.0,9.3,-1,0.0,0.0,,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,8.0,95.0,5.277777777777778,8.499999999999998,103.3,5.738888888888889,10.6,1.1,-3.2,-2.0,-1.2,0.0417409543786051,0.52,0.486,0.455,-0.3,0.4,W (+12),W (+12)
14.0,9.0,2022-11-18,24-151,IND,HOU,0,17.65,5.0,7.0,.714,4.0,6.0,.667,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,14.0,10.5,+5,1.0,1.0,1.0,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,8.0,83.0,4.611111111111111,10.500000000000002,77.7,4.316666666666666,10.6,1.1,-3.2,-2.0,-1.2,0.0417409543786051,0.52,0.486,0.455,-0.3,0.4,W (+8),W (+8)
15.0,10.0,2022-11-19,24-152,IND,ORL,0,19.933333333333334,2.0,7.0,.286,1.0,3.0,.333,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,1.1,-6,4.0,1.0,0.25,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,1.0,81.0,4.5,1.1000000000000003,92.5,5.138888888888889,10.6,1.1,-3.2,-2.0,-1.2,0.0417409543786051,0.52,0.486,0.455,-0.3,0.4,W (+1),W (+1)
16.0,11.0,2022-11-21,24-154,IND,ORL,0,26.716666666666665,5.0,9.0,.556,4.0,7.0,.571,4,5.0,.800,1.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,18.0,16.9,+19,2.0,1.0,0.5,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,10.0,95.0,5.277777777777778,15.3,87.9,4.883333333333334,10.6,1.1,-3.2,-2.0,-1.2,0.0417409543786051,0.52,0.486,0.455,-0.3,0.4,W (+21),W (+21)
17.0,12.0,2022-11-23,24-156,IND,MIN,0,19.73333333333333,2.0,7.0,.286,1.0,5.0,.200,0,2.0,.000,1.0,3.0,4.0,0.0,2.0,0.0,0.0,2.0,5.0,2.9,0,2.0,1.0,0.5,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,2.0,49.0,2.7222222222222223,2.900000000000001,67.80000000000001,3.766666666666668,10.6,1.1,-3.2,-2.0,-1.2,0.0417409543786051,0.52,0.486,0.455,-0.3,0.4,L (-14),L (-14)
18.0,13.0,2022-11-25,24-158,IND,BRK,0,11.766666666666667,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,2.5,-8,2.0,1.0,0.5,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,4.0,78.0,4.333333333333333,2.5000000000000004,107.4,5.966666666666667,10.6,1.1,-3.2,-2.0,-1.2,0.0417409543786051,0.52,0.486,0.455,-0.3,0.4,W (+11),W (+11)
19.0,14.0,2022-11-27,24-160,IND,LAC,0,22.8,0.0,3.0,.000,0.0,3.0,.000,1,2.0,.500,2.0,3.0,5.0,1.0,1.0,2.0,0.0,2.0,1.0,3.1,-6,0.0,0.0,,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,5.0,61.0,3.388888888888889,2.700000000000001,67.39999999999999,3.744444444444444,10.6,1.1,-3.2,-2.0,-1.2,0.0417409543786051,0.52,0.486,0.455,-0.3,0.4,L (-14),L (-14)
20.0,15.0,2022-11-28,24-161,IND,LAL,0,8.3,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.1,-3,1.0,0.0,0.0,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,1.0,105.0,5.833333333333333,-0.0999999999999999,92.89999999999998,5.16111111111111,10.6,1.1,-3.2,-2.0,-1.2,0.0417409543786051,0.52,0.486,0.455,-0.3,0.4,W (+1),W (+1)
21.0,16.0,2022-11-30,24-163,IND,SAC,0,15.05,2.0,4.0,.500,0.0,1.0,.000,4,5.0,.800,0.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,8.0,6.7,-6,3.0,2.0,0.6666666666666666,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,4.0,67.0,3.7222222222222223,5.1,66.69999999999999,3.705555555555555,10.6,1.1,-3.2,-2.0,-1.2,0.0417409543786051,0.52,0.486,0.455,-0.3,0.4,,
22.0,17.0,2022-12-02,24-165,IND,UTA,0,14.766666666666667,2.0,4.0,.500,0.0,0.0,,7,8.0,.875,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,11.0,10.2,+5,4.0,2.0,0.5,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,3.0,70.0,3.888888888888889,7.399999999999999,84.19999999999999,4.677777777777777,10.6,1.1,-3.2,-2.0,-1.2,0.0417409543786051,0.52,0.486,0.455,-0.3,0.4,L (-23),L (-23)
23.0,18.0,2022-12-04,24-167,IND,POR,0,26.866666666666667,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,5.0,5.0,2.0,2.0,0.0,1.0,2.0,5.0,6.8,-4,1.0,1.0,1.0,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,10.0,60.0,3.333333333333333,6.800000000000002,71.20000000000002,3.9555555555555566,10.6,1.1,-3.2,-2.0,-1.2,0.0417409543786051,0.52,0.486,0.455,-0.3,0.4,L (-20),L (-20)
24.0,19.0,2022-12-05,24-168,IND,GSW,0,31.516666666666666,5.0,9.0,.556,3.0,6.0,.500,1,2.0,.500,2.0,6.0,8.0,2.0,1.0,1.0,1.0,2.0,14.0,13.8,+7,3.0,2.0,0.6666666666666666,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,14.0,67.0,3.7222222222222223,13.399999999999997,74.39999999999999,4.133333333333333,10.6,1.1,-3.2,-2.0,-1.2,0.0417409543786051,0.52,0.486,0.455,-0.3,0.4,L (-16),L (-16)
