Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Isaiah Jackson,Jalen Smith,James Johnson,John Collins,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with John Collins,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,9.0,2022-11-09,33-052,MIL,OKC,0,12.25,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,-4,2.0,2.0,1.0,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,5.0,96.0,5.647058823529412,4.0,13.099999999999996,0.7705882352941175,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,W (+4),W (+4)
12.0,10.0,2022-11-11,33-054,MIL,SAS,0,18.7,4.0,9.0,.444,1.0,3.0,.333,2,5.0,.400,5.0,4.0,9.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,-3,6.0,3.0,0.5,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,6.0,90.0,5.294117647058823,8.2,7.499999999999999,0.4411764705882352,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,L (-18),L (-18)
13.0,11.0,2022-11-14,33-057,MIL,ATL,0,13.3,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,3.8,-8,1.0,1.0,1.0,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,5.0,98.0,5.764705882352941,3.8,9.0,0.5294117647058824,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,L (-15),L (-15)
14.0,12.0,2022-11-16,33-059,MIL,CLE,0,17.55,4.0,6.0,.667,1.0,2.0,.500,0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,9.0,7.7,-6,4.0,3.0,0.75,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,7.0,84.0,4.941176470588236,7.699999999999999,18.099999999999994,1.064705882352941,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,W (+15),W (+15)
15.0,13.0,2022-11-18,33-061,MIL,PHI,0,7.25,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-4,2.0,1.0,0.5,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,82.0,4.823529411764706,1.0,12.8,0.7529411764705882,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,L (-8),L (-8)
16.0,14.0,2022-11-21,33-064,MIL,POR,0,4.183333333333334,0.0,2.0,.000,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.6,0,2.0,0.0,0.0,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,-3.0,108.0,6.352941176470588,-2.0,9.9,0.5823529411764706,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,W (+8),W (+8)
17.0,,2022-11-23,33-066,MIL,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,51.0,3.0,0.0,3.7000000000000006,0.2176470588235294,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,L (-5),L (-5)
18.0,,2022-11-25,33-068,MIL,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,82.0,4.823529411764706,0.0,3.8,0.2235294117647058,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,W (+15),W (+15)
19.0,,2022-11-27,33-070,MIL,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,66.0,3.882352941176471,0.0,9.0,0.5294117647058824,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,W (+9),W (+9)
20.0,,2022-11-30,33-073,MIL,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,106.0,6.235294117647059,0.0,4.6000000000000005,0.2705882352941177,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,W (+6),W (+6)
21.0,,2022-12-02,33-075,MIL,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,71.0,4.176470588235294,0.0,0.6,0.0352941176470588,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,,
22.0,,2022-12-03,33-076,MIL,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,73.0,4.294117647058823,0.0,18.0,1.0588235294117647,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,L (-4),L (-4)
23.0,,2022-12-05,33-078,MIL,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,70.0,4.117647058823529,0.0,7.4,0.4352941176470588,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,W (+9),W (+9)
24.0,,2022-12-07,33-080,MIL,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,81.0,4.764705882352941,0.0,3.2999999999999994,0.1941176470588235,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,W (+7),W (+7)
25.0,,2022-12-09,33-082,MIL,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,66.0,3.882352941176471,0.0,7.4,0.4352941176470588,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,W (+13),W (+13)
26.0,,2022-12-11,33-084,MIL,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,71.0,4.176470588235294,0.0,-0.7000000000000002,-0.0411764705882353,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,W (+1),W (+1)
27.0,,2022-12-13,33-086,MIL,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,88.0,5.176470588235294,0.0,5.8,0.3411764705882353,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,L (-5),L (-5)
28.0,,2022-12-15,33-088,MIL,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,56.0,3.294117647058824,0.0,10.9,0.6411764705882353,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,W (+17),W (+17)
29.0,15.0,2022-12-17,33-090,MIL,UTA,0,11.116666666666667,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,+7,2.0,1.0,0.5,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1.0,88.0,5.176470588235294,1.2999999999999998,8.2,0.4823529411764705,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,L (-41),L (-41)
30.0,,2022-12-19,33-092,MIL,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,80.0,4.705882352941177,0.0,0.0,0.0,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,W (+26),W (+26)
31.0,,2022-12-21,33-094,MIL,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,16,16,15,11,14,16,1,16,11,14,5,3,9,9,12,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,37.0,52.0,0.1428571428571428,0.2285714285714285,0.2051282051282051,0.3260869565217391,0.1746031746031746,0.1944444444444444,0.1975308641975308,0.0217391304347826,0.2580645161290322,0.1641791044776119,0.0,0.0,0.2692307692307692,0.5555555555555556,0.0491803278688524,0.2093023255813953,0.2432432432432432,0.2307692307692307,9,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,64.0,3.764705882352941,0.0,0.0,0.0,9.8,0.2,-4.5,-4.6,0.0,0.0068828866409427,0.553,0.333,0.241,-0.1,0.0,W (+9),W (+9)
