Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,21.0,2022-12-07,23-052,IND,MIN,1,32.95,3.0,8.0,.375,1.0,6.0,.167,2,2.0,1.000,1.0,2.0,3.0,0.0,1.0,0.0,2.0,5.0,9.0,2.9,+14,2.0,2.0,1.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,1.0,65.0,3.611111111111111,2.0999999999999988,82.2,4.566666666666666,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,W (+8),W (+8)
26.0,22.0,2022-12-09,23-054,IND,WAS,0,13.066666666666666,3.0,6.0,.500,3.0,4.0,.750,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,9.0,4.2,-8,2.0,0.0,0.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,3.0,68.0,3.7777777777777777,4.2,82.5,4.583333333333333,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,L (-6),L (-6)
27.0,23.0,2022-12-10,23-055,IND,BRK,0,14.883333333333333,4.0,4.0,1.000,2.0,2.0,1.000,2,2.0,1.000,1.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,12.0,11.0,+5,2.0,2.0,1.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,9.0,79.0,4.388888888888889,10.199999999999996,94.4,5.2444444444444445,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,W (+10),W (+10)
28.0,24.0,2022-12-12,23-057,IND,MIA,1,29.633333333333333,5.0,12.0,.417,2.0,5.0,.400,0,0.0,,2.0,4.0,6.0,0.0,2.0,3.0,2.0,4.0,12.0,8.7,-8,7.0,3.0,0.4285714285714285,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,9.0,47.0,2.611111111111111,8.700000000000005,52.49999999999999,2.916666666666666,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,L (-3),L (-3)
29.0,25.0,2022-12-14,23-059,IND,GSW,1,19.516666666666666,2.0,7.0,.286,2.0,5.0,.400,0,0.0,,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,6.0,4.2,-10,2.0,0.0,0.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,4.0,85.0,4.722222222222222,4.199999999999998,97.5,5.416666666666667,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,L (-5),L (-5)
30.0,26.0,2022-12-16,23-061,IND,CLE,0,29.366666666666667,6.0,8.0,.750,2.0,4.0,.500,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,0.0,4.0,14.0,11.5,-12,4.0,4.0,1.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,11.0,69.0,3.8333333333333335,11.499999999999996,79.4,4.411111111111111,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,W (+6),W (+6)
31.0,27.0,2022-12-18,23-063,IND,NYK,1,31.133333333333333,9.0,12.0,.750,4.0,6.0,.667,1,1.0,1.000,3.0,7.0,10.0,0.0,1.0,0.0,1.0,4.0,23.0,20.8,-1,6.0,5.0,0.8333333333333334,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,20.0,44.0,2.4444444444444446,20.40000000000001,42.89999999999999,2.383333333333333,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,L (-6),L (-6)
32.0,28.0,2022-12-21,23-066,IND,BOS,1,27.933333333333334,6.0,13.0,.462,1.0,5.0,.200,2,2.0,1.000,1.0,5.0,6.0,3.0,2.0,0.0,1.0,5.0,15.0,11.6,+16,8.0,5.0,0.625,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,10.0,80.0,4.444444444444445,10.799999999999995,81.8,4.544444444444444,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,L (-3),L (-3)
33.0,,2022-12-23,23-068,IND,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,,94.0,5.222222222222222,0.0,82.0,4.555555555555555,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,W (+5),W (+5)
34.0,29.0,2022-12-26,23-071,IND,NOP,1,22.166666666666668,5.0,12.0,.417,0.0,4.0,.000,0,0.0,,2.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,10.0,5.9,+3,8.0,5.0,0.625,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,4.0,57.0,3.1666666666666665,5.900000000000002,52.8,2.933333333333333,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,W (+3),W (+3)
35.0,30.0,2022-12-27,23-072,IND,ATL,1,19.366666666666667,0.0,6.0,.000,0.0,4.0,.000,3,3.0,1.000,1.0,5.0,6.0,2.0,0.0,1.0,0.0,6.0,3.0,0.7,+4,2.0,0.0,0.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,3.0,89.0,4.944444444444445,-0.5,98.9,5.4944444444444445,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,L (-20),L (-20)
36.0,31.0,2022-12-29,23-074,IND,CLE,1,27.8,7.0,10.0,.700,2.0,4.0,.500,6,6.0,1.000,0.0,2.0,2.0,1.0,0.0,1.0,1.0,4.0,22.0,17.2,+18,6.0,5.0,0.8333333333333334,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,9.0,91.0,5.055555555555555,14.8,101.60000000000002,5.644444444444446,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,W (+15),W (+15)
37.0,32.0,2022-12-31,23-076,IND,LAC,1,34.06666666666667,6.0,9.0,.667,3.0,5.0,.600,1,1.0,1.000,0.0,1.0,1.0,4.0,0.0,1.0,0.0,6.0,16.0,13.5,+7,4.0,3.0,0.75,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,12.0,84.0,4.666666666666667,13.099999999999998,90.5,5.027777777777778,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,W (+9),W (+9)
38.0,33.0,2023-01-02,23-078,IND,TOR,1,30.3,3.0,12.0,.250,0.0,4.0,.000,4,4.0,1.000,2.0,3.0,5.0,1.0,0.0,0.0,1.0,4.0,10.0,3.2,-8,8.0,3.0,0.375,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,-1.0,95.0,5.277777777777778,1.600000000000001,88.7,4.927777777777778,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,W (+1),W (+1)
39.0,34.0,2023-01-04,23-080,IND,PHI,1,22.133333333333333,3.0,8.0,.375,3.0,5.0,.600,2,2.0,1.000,0.0,5.0,5.0,4.0,0.0,0.0,0.0,3.0,11.0,9.7,+4,3.0,0.0,0.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,10.0,95.0,5.277777777777778,8.899999999999999,100.7,5.594444444444445,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,W (+8),W (+8)
40.0,35.0,2023-01-06,23-082,IND,POR,1,25.516666666666666,3.0,5.0,.600,0.0,0.0,,4,4.0,1.000,2.0,5.0,7.0,0.0,2.0,0.0,0.0,3.0,10.0,11.4,+14,5.0,3.0,0.6,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,10.0,67.0,3.7222222222222223,9.8,66.59999999999998,3.699999999999999,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,L (-3),L (-3)
41.0,36.0,2023-01-08,23-084,IND,CHO,1,31.28333333333333,5.0,7.0,.714,0.0,2.0,.000,5,7.0,.714,1.0,5.0,6.0,2.0,4.0,0.0,1.0,4.0,15.0,16.3,+12,5.0,5.0,1.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,12.0,69.0,3.8333333333333335,14.3,71.3,3.961111111111111,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,W (+9),W (+9)
42.0,,2023-01-11,23-087,IND,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,,75.0,4.166666666666667,0.0,88.1,4.894444444444444,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,,
43.0,,2023-01-13,23-089,IND,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,,65.0,3.611111111111111,0.0,77.89999999999999,4.3277777777777775,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,W (+5),W (+5)
44.0,37.0,2023-01-14,23-090,IND,MEM,1,24.83333333333333,2.0,13.0,.154,0.0,8.0,.000,2,2.0,1.000,2.0,5.0,7.0,1.0,1.0,0.0,2.0,2.0,6.0,-0.5,-15,5.0,2.0,0.4,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,-2.0,72.0,4.0,-1.3000000000000012,83.19999999999999,4.622222222222222,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,L (-6),L (-6)
45.0,38.0,2023-01-16,23-092,IND,MIL,1,24.15,3.0,8.0,.375,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,7.0,0.3,-17,4.0,2.0,0.5,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,-1.0,101.0,5.611111111111111,0.3000000000000002,97.39999999999998,5.41111111111111,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,L (-2),L (-2)
46.0,39.0,2023-01-18,23-094,IND,OKC,1,18.33333333333333,3.0,8.0,.375,1.0,3.0,.333,2,4.0,.500,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,9.0,2.0,-26,5.0,2.0,0.4,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,-3.0,87.0,4.833333333333333,1.1999999999999993,76.4,4.2444444444444445,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,L (-18),L (-18)
47.0,40.0,2023-01-20,23-096,IND,DEN,1,23.65,4.0,9.0,.444,3.0,5.0,.600,2,2.0,1.000,2.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,13.0,7.9,-14,4.0,1.0,0.25,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,4.0,42.0,2.333333333333333,7.099999999999998,58.99999999999999,3.277777777777777,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,L (-13),L (-13)
48.0,41.0,2023-01-21,23-097,IND,PHO,1,29.366666666666667,2.0,10.0,.200,2.0,4.0,.500,0,0.0,,0.0,2.0,2.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,+10,6.0,0.0,0.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,0.0,65.0,3.611111111111111,-1.7763568394002505e-15,69.49999999999999,3.8611111111111103,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,L (-20),L (-20)
49.0,42.0,2023-01-24,23-100,IND,CHI,1,28.6,0.0,7.0,.000,0.0,2.0,.000,3,4.0,.750,2.0,4.0,6.0,2.0,1.0,2.0,1.0,5.0,3.0,1.1,+1,5.0,0.0,0.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,2.0,80.0,4.444444444444445,-0.0999999999999992,83.39999999999999,4.633333333333333,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,L (-23),L (-23)
50.0,43.0,2023-01-25,23-101,IND,ORL,1,13.383333333333333,0.0,5.0,.000,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,-5.7,-14,2.0,0.0,0.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,-6.0,88.0,4.888888888888889,-5.7,100.7,5.594444444444445,10.5,2.0,-3.0,-2.3,-0.7,0.0773990561090718,0.566,0.532,0.241,-0.4,0.9,L (-5),L (-5)
