Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Jabari Walker,Shared Games with Jerami Grant,Shared Games with Josh Hart,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
55,54,,2023-02-08,20-066,POR,,GSW,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,41.0,2.411764705882353,0.0,48.9,2.876470588235294
56,55,,2023-02-10,20-068,POR,,OKC,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,95.0,5.588235294117647,0.0,100.8,5.929411764705883
57,56,8,2023-02-13,20-071,POR,,LAL,W (+12),0,2:00,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,-5,0.0,0.0,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,1.0,83.0,4.882352941176471,0.7,84.59999999999998,4.976470588235293
58,57,,2023-02-14,20-072,POR,,WAS,L (-25),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,86.0,5.0588235294117645,0.0,99.1,5.829411764705882
59,58,9,2023-02-23,20-081,POR,@,SAC,L (-17),0,4:34,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,+6,0.0,0.0,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,1.0,52.0,3.0588235294117645,1.0,67.29999999999998,3.9588235294117635
60,59,,2023-02-26,20-084,POR,,HOU,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,92.0,5.411764705882353,0.0,89.2,5.247058823529412
61,60,,2023-02-28,20-086,POR,@,GSW,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,104.0,6.117647058823529,0.0,116.6,6.858823529411764
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-03-01,20-087,POR,,NOP,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,80.0,4.705882352941177,0.0,77.10000000000001,4.53529411764706
64,62,,2023-03-03,20-089,POR,@,ATL,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,46.0,2.7058823529411766,0.0,55.2,3.2470588235294118
65,63,,2023-03-05,20-091,POR,@,ORL,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,72.0,4.235294117647059,0.0,63.1,3.711764705882353
66,64,,2023-03-06,20-092,POR,@,DET,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,82.0,4.823529411764706,0.0,90.8,5.341176470588235
67,65,,2023-03-08,20-094,POR,@,BOS,L (-22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,88.0,5.176470588235294,0.0,90.3,5.311764705882353
68,66,,2023-03-10,20-096,POR,@,PHI,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,53.0,3.117647058823529,0.0,63.8,3.7529411764705882
69,67,,2023-03-12,20-098,POR,@,NOP,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,99.0,5.823529411764706,0.0,97.9,5.758823529411765
70,68,,2023-03-14,20-100,POR,,NYK,L (-16),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,73.0,4.294117647058823,0.0,65.69999999999999,3.8647058823529403
71,69,,2023-03-17,20-103,POR,,BOS,L (-14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,68.0,4.0,0.0,80.4,4.729411764705882
72,70,,2023-03-19,20-105,POR,,LAC,L (-15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,54.0,3.176470588235294,0.0,61.5,3.6176470588235294
73,71,10,2023-03-22,20-108,POR,@,UTA,W (+12),0,1:39,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-4,0.0,0.0,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,0.0,77.0,4.529411764705882,-0.4,86.4,5.082352941176471
74,72,11,2023-03-24,20-110,POR,,CHI,L (-28),0,7:36,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-6,0.0,0.0,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,2.0,79.0,4.647058823529412,1.0,86.10000000000001,5.064705882352942
75,73,,2023-03-26,20-112,POR,,OKC,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,62.0,3.647058823529412,0.0,69.99999999999999,4.117647058823529
76,74,12,2023-03-27,20-113,POR,,NOP,L (-34),0,16:37,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-3.0,-7,1.0,0.0,0.0,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,-2.0,62.0,3.647058823529412,-3.0,71.30000000000001,4.194117647058825
77,75,13,2023-03-29,20-115,POR,,SAC,L (-40),0,26:04,1.0,6.0,.167,0.0,4.0,.000,1,1.0,1.000,0.0,3.0,3.0,1.0,2.0,1.0,0.0,4.0,3.0,1.9,-10,2.0,1.0,0.5,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,3.0,34.0,2.0,1.5000000000000009,47.39999999999999,2.7882352941176465
78,76,14,2023-03-31,20-117,POR,,SAC,L (-24),0,15:53,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,2.2,,1.0,0.0,0.0,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,2.0,44.0,2.588235294117647,2.200000000000001,40.900000000000006,2.405882352941177
79,77,15,2023-04-02,20-119,POR,@,MIN,W (+2),0,17:49,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.6,+7,2.0,1.0,0.5,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,1.0,60.0,3.5294117647058822,2.6,55.29999999999999,3.252941176470588
80,78,16,2023-04-04,20-121,POR,@,MEM,L (-10),0,25:03,4.0,9.0,.444,2.0,7.0,.286,0,0.0,,1.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,10.0,8.5,-8,2.0,2.0,1.0,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,8.0,61.0,3.588235294117647,8.499999999999998,46.3,2.7235294117647055
81,79,17,2023-04-06,20-123,POR,@,SAS,L (-2),1,36:32,4.0,11.0,.364,2.0,6.0,.333,2,2.0,1.000,0.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,12.0,10.9,-6,5.0,2.0,0.4,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,8.0,45.0,2.647058823529412,10.099999999999998,47.2,2.7764705882352945
82,80,18,2023-04-08,20-125,POR,@,LAC,L (-11),0,21:32,3.0,5.0,.600,1.0,3.0,.333,0,1.0,.000,0.0,1.0,1.0,3.0,0.0,1.0,0.0,4.0,7.0,5.8,-10,2.0,2.0,1.0,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,6.0,33.0,1.9411764705882355,5.799999999999999,37.10000000000001,2.1823529411764713
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,9,8,18,3,12,8,7,4,8,5,14,18,14,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.1451612903225806,0.0,0.1379310344827586,0.2307692307692307,0.1363636363636363,0.0,0.2142857142857142,0.0,0.1269841269841269,0.0921052631578947,0.0,0.1379310344827586,0.1538461538461538,0.125,0.2592592592592592,0.0,0.225,0.0,0.0,0.2258064516129032,10,6,7,5,40.0,74.0,63.0,71.0,20.0,0.1587301587301587,0.15,0.0,0.0985915492957746,0.25,17,,0.0,0.0,0.0,0.0,0.0
