Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Anfernee Simons,Shared Games with Cam Reddish,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Jabari Walker,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Kevin Knox,Shared Games with Nassir Little,Shared Games with Ryan Arcidiacono,Shared Games with Shaedon Sharpe,Shared Games with Trendon Watford,Anfernee Simons,Cam Reddish,Chance Comanche,Damian Lillard,Drew Eubanks,Greg Brown III,Jabari Walker,Jayson Tatum,Jeenathan Williams,Jerami Grant,John Butler,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Kevin Knox,Nassir Little,Ryan Arcidiacono,Shaedon Sharpe,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Cam Reddish,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jayson Tatum,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Kevin Knox,co_inf with Nassir Little,co_inf with Ryan Arcidiacono,co_inf with Shaedon Sharpe,co_inf with Skylar Mays,co_inf with Trendon Watford,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
48,47,43,2023-01-25,25-327,PHI,,BRK,W (+4),0,12:11,3.0,5.0,.600,2.0,4.0,.500,2,2.0,1.000,2.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,10.0,12.0,-2,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,9.0,92.0,2.875,11.2,126.3,3.946875
49,48,44,2023-01-28,25-330,PHI,,DEN,W (+7),0,12:13,1.0,2.0,.500,0.0,0.0,,0,0.0,,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,5.4,+10,2.0,1.0,0.5,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,5.0,99.0,3.09375,5.4,106.3,3.321875
50,49,45,2023-01-30,25-332,PHI,,ORL,L (-10),0,11:19,3.0,5.0,.600,2.0,3.0,.667,2,2.0,1.000,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,10.0,11.4,+6,2.0,1.0,0.5,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,8.0,63.0,1.96875,10.6,70.10000000000001,2.1906250000000003
51,50,46,2023-02-01,25-334,PHI,,ORL,W (+11),0,9:30,0.0,0.0,,0.0,0.0,,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.6,+7,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,2.0,73.0,2.28125,1.8,82.10000000000001,2.5656250000000003
52,51,47,2023-02-03,25-336,PHI,@,SAS,W (+12),0,15:52,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,5.0,+13,3.0,2.0,0.6666666666666666,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,4.0,76.0,2.375,4.999999999999999,87.7,2.740625
53,52,48,2023-02-05,25-338,PHI,@,NYK,L (-11),0,10:05,0.0,1.0,.000,0.0,0.0,,0,0.0,,3.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,1.9,-17,1.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,4.0,91.0,2.84375,1.8999999999999992,79.30000000000001,2.4781250000000004
54,53,49,2023-02-08,25-341,PHI,@,BOS,L (-7),0,9:55,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.8,-4,1.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,1.0,52.0,1.625,0.7999999999999996,71.39999999999999,2.2312499999999997
55,54,,2023-02-10,25-343,POR,,OKC,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,,41.0,1.28125,0.0,48.9,1.528125
56,55,50,2023-02-13,25-346,POR,,LAL,W (+12),1,26:29,5.0,9.0,.556,4.0,6.0,.667,0,0.0,,1.0,5.0,6.0,2.0,1.0,3.0,1.0,2.0,14.0,14.6,+11,3.0,1.0,0.3333333333333333,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,16.0,79.0,2.46875,14.599999999999994,86.2,2.69375
57,56,51,2023-02-14,25-347,POR,,WAS,L (-25),1,30:09,1.0,4.0,.250,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,1.0,4.0,0.0,1.0,4.0,2.0,2.0,-2,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,3.0,81.0,2.53125,2.0,83.29999999999998,2.6031249999999995
58,57,52,2023-02-23,25-356,POR,@,SAC,L (-17),1,26:49,2.0,5.0,.400,1.0,2.0,.500,0,1.0,.000,0.0,4.0,4.0,2.0,2.0,0.0,1.0,3.0,5.0,4.3,-3,3.0,1.0,0.3333333333333333,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,6.0,80.0,2.5,4.3,94.8,2.9625
59,58,53,2023-02-26,25-359,POR,,HOU,W (+17),1,35:39,3.0,6.0,.500,2.0,5.0,.400,0,0.0,,1.0,2.0,3.0,2.0,2.0,1.0,0.0,6.0,8.0,8.0,+29,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,10.0,43.0,1.34375,7.999999999999998,60.29999999999999,1.8843749999999997
60,59,54,2023-02-28,25-361,POR,@,GSW,L (-18),1,25:01,5.0,7.0,.714,5.0,6.0,.833,0,0.0,,3.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,15.0,16.2,-6,1.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,14.0,78.0,2.4375,16.200000000000003,73.0,2.28125
61,60,55,2023-03-01,25-362,POR,,NOP,L (-11),1,38:03,5.0,10.0,.500,2.0,4.0,.500,0,0.0,,4.0,4.0,8.0,4.0,1.0,4.0,0.0,2.0,12.0,16.8,+4,6.0,3.0,0.5,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,19.0,85.0,2.65625,16.8,99.80000000000004,3.1187500000000012
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,,0.0,0.0,0.0,0.0,0.0
63,61,56,2023-03-03,25-364,POR,@,ATL,L (-18),1,32:24,3.0,7.0,.429,2.0,5.0,.400,0,0.0,,2.0,3.0,5.0,2.0,4.0,1.0,1.0,3.0,8.0,10.5,-12,2.0,1.0,0.5,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,12.0,68.0,2.125,10.5,66.60000000000001,2.0812500000000003
64,62,57,2023-03-05,26-001,POR,@,ORL,W (+3),1,32:10,2.0,7.0,.286,1.0,6.0,.167,1,1.0,1.000,4.0,4.0,8.0,2.0,1.0,0.0,1.0,3.0,6.0,6.1,+8,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,8.0,38.0,1.1875,5.7,49.5,1.546875
65,63,58,2023-03-06,26-002,POR,@,DET,W (+6),1,37:29,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,1.0,4.0,3.0,2.0,+1,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,5.0,67.0,2.09375,2.0,61.1,1.909375
66,64,59,2023-03-08,26-004,POR,@,BOS,L (-22),1,19:41,1.0,6.0,.167,0.0,4.0,.000,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.2,-13,2.0,1.0,0.5,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,-1.0,83.0,2.59375,0.2000000000000001,90.6,2.83125
