Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Mfiondu Kabengele,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,,2022-12-16,25-124,BOS,,ORL,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,64.0,3.764705882352941,0.0,84.30000000000001,4.958823529411766
31,31,,2022-12-18,25-126,BOS,,ORL,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,83.0,4.882352941176471,0.0,86.6,5.094117647058823
32,32,,2022-12-21,25-129,BOS,,IND,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,90.0,5.294117647058823,0.0,105.5,6.205882352941177
33,33,,2022-12-23,25-131,BOS,,MIN,W (+12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,92.0,5.411764705882353,0.0,109.0,6.411764705882353
34,34,,2022-12-25,25-133,BOS,,MIL,W (+21),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,107.0,6.294117647058823,0.0,135.7,7.98235294117647
35,35,,2022-12-27,25-135,BOS,,HOU,W (+24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,99.0,5.823529411764706,0.0,109.6,6.447058823529411
36,36,,2022-12-29,25-137,BOS,,LAC,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,76.0,4.470588235294118,0.0,92.0,5.411764705882353
37,37,,2023-01-01,25-140,BOS,@,DEN,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,67.0,3.941176470588236,0.0,83.7,4.923529411764706
38,38,,2023-01-03,25-142,BOS,@,OKC,L (-33),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,70.0,4.117647058823529,0.0,94.0,5.529411764705882
39,39,,2023-01-05,25-144,BOS,@,DAL,W (+29),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,107.0,6.294117647058823,0.0,114.00000000000004,6.705882352941179
40,40,,2023-01-07,25-146,BOS,@,SAS,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,92.0,5.411764705882353,0.0,106.1,6.241176470588235
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-09,25-148,BOS,,CHI,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,84.0,4.941176470588236,0.0,91.69999999999996,5.394117647058821
43,42,,2023-01-11,25-150,BOS,,NOP,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,96.0,5.647058823529412,0.0,111.3,6.547058823529412
44,43,,2023-01-12,25-151,BOS,@,BRK,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,84.0,4.941176470588236,0.0,94.79999999999995,5.576470588235291
45,44,,2023-01-14,25-153,BOS,@,CHO,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,110.0,6.470588235294118,0.0,120.9,7.111764705882353
46,45,,2023-01-16,25-155,BOS,@,CHO,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,98.0,5.764705882352941,0.0,110.4,6.4941176470588236
47,46,,2023-01-19,25-158,BOS,,GSW,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,63.0,3.7058823529411766,0.0,79.99999999999997,4.705882352941175
48,47,,2023-01-21,25-160,BOS,@,TOR,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,90.0,5.294117647058823,0.0,101.5,5.970588235294118
49,48,2,2023-01-23,25-162,BOS,@,ORL,L (-15),0,5:42,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.5,0,0.0,0.0,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,0.0,67.0,3.941176470588236,-1.5,75.6,4.447058823529411
50,49,,2023-01-24,25-163,BOS,@,MIA,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,69.0,4.0588235294117645,0.0,72.1,4.241176470588235
51,50,,2023-01-26,25-165,BOS,,NYK,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,73.0,4.294117647058823,0.0,86.89999999999998,5.111764705882352
52,51,,2023-01-28,25-167,BOS,,LAL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,76.0,4.470588235294118,0.0,99.70000000000005,5.864705882352943
53,52,,2023-02-01,25-171,BOS,,BRK,W (+43),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,141.0,8.294117647058824,0.0,146.0,8.588235294117647
54,53,,2023-02-03,25-173,BOS,,PHO,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,46.0,2.7058823529411766,0.0,54.09999999999999,3.18235294117647
55,54,,2023-02-06,25-176,BOS,@,DET,W (+12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,99.0,5.823529411764706,0.0,108.5,6.382352941176471
56,55,,2023-02-08,25-178,BOS,,PHI,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,93.0,5.470588235294118,0.0,95.3,5.605882352941176
57,56,,2023-02-10,25-180,BOS,,CHO,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,93.0,5.470588235294118,0.0,99.8,5.870588235294117
58,57,,2023-02-12,25-182,BOS,,MEM,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,84.0,4.941176470588236,0.0,96.0,5.647058823529412
59,58,,2023-02-14,25-184,BOS,@,MIL,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,68.0,4.0,0.0,80.39999999999999,4.7294117647058815
60,59,,2023-02-15,25-185,BOS,,DET,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,104.0,6.117647058823529,0.0,117.6,6.917647058823529
61,60,,2023-02-23,25-193,BOS,@,IND,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,4,4,4,1,3,3,2,4,1,1,1,4,1,4,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,23.0,48.0,35.0,80.0,0.0317460317460317,0.0975609756097561,,0.048780487804878,0.050632911392405,0.0149253731343283,0.0405405405405405,0.25,0.0869565217391304,0.0579710144927536,0.0149253731343283,0.0163934426229508,0.0434782608695652,0.0833333333333333,0.0285714285714285,0.05,4,1,72.0,5.0,63.0,0.0,0.0,0.0158730158730158,17,,102.0,6.0,0.0,123.70000000000005,7.276470588235297
