Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,,2022-10-18,20-015,BOS,,PHI,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,78.0,4.875,0.0,96.5,6.03125
1,2,,2022-10-21,20-018,BOS,@,MIA,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,86.0,5.375,0.0,93.1,5.81875
2,3,,2022-10-22,20-019,BOS,@,ORL,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,94.0,5.875,0.0,113.6,7.1
3,4,,2022-10-24,20-021,BOS,@,CHI,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,79.0,4.9375,0.0,82.0,5.125
4,5,,2022-10-28,20-025,BOS,,CLE,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,67.0,4.1875,0.0,91.29999999999998,5.706249999999999
5,6,,2022-10-30,20-027,BOS,,WAS,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,84.0,5.25,0.0,86.9,5.43125
6,7,,2022-11-02,20-030,BOS,@,CLE,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,77.0,4.8125,0.0,81.79999999999998,5.112499999999999
7,8,,2022-11-04,20-032,BOS,,CHI,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,65.0,4.0625,0.0,85.4,5.3375
8,9,,2022-11-05,20-033,BOS,@,NYK,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,93.0,5.8125,0.0,110.5,6.90625
9,10,,2022-11-07,20-035,BOS,@,MEM,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,8,12,12,8,10,4,12,5,8,3,2,7,4,12,63.0,41.0,,82.0,79.0,67.0,74.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.1746031746031746,0.1951219512195122,,0.1463414634146341,0.1518987341772152,0.1194029850746268,0.1351351351351351,0.1739130434782608,0.1739130434782608,0.0746268656716417,0.1311475409836065,0.75,0.0869565217391304,0.1458333333333333,0.1142857142857142,0.15,4,72.0,5.0,63.0,0.0,0.0,0.0634920634920634,16,,88.0,5.5,0.0,104.6,6.5375
