Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,3,2022-11-09,27-226,BOS,,DET,W (+16),0,5:36,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8,-8,0.0,0.0,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,0.0,92.0,5.75,-0.7999999999999999,103.4,6.4625
11,12,,2022-11-11,27-228,BOS,,DEN,W (+19),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,,101.0,6.3125,0.0,112.5,7.03125
12,13,,2022-11-12,27-229,BOS,@,DET,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,,82.0,5.125,0.0,99.6,6.225
13,14,,2022-11-14,27-231,BOS,,OKC,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,,82.0,5.125,0.0,102.09999999999998,6.381249999999999
14,15,4,2022-11-16,27-233,BOS,@,ATL,W (+25),0,10:02,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0,0.0,0.0,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,1.0,104.0,6.5,0.3,105.9,6.61875
15,16,,2022-11-18,27-235,BOS,@,NOP,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,,94.0,5.875,0.0,107.79999999999998,6.737499999999999
16,17,,2022-11-21,27-238,BOS,@,CHI,L (-14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,,74.0,4.625,0.0,87.29999999999998,5.456249999999999
17,18,5,2022-11-23,27-240,BOS,,DAL,W (+13),0,1:36,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,0.0,91.0,5.6875,0.0,106.79999999999998,6.674999999999999
18,19,6,2022-11-25,27-242,BOS,,SAC,W (+18),0,4:04,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-9,0.0,0.0,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,0.0,89.0,5.5625,-0.3999999999999999,104.49999999999996,6.531249999999997
19,20,7,2022-11-27,27-244,BOS,,WAS,W (+9),0,5:13,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14,0.0,0.0,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,0.0,78.0,4.875,0.0,97.7,6.10625
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,,0.0,0.0,0.0,0.0,0.0
21,21,8,2022-11-28,27-245,BOS,,CHO,W (+35),0,9:01,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.9,-5,0.0,0.0,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,3.0,117.0,7.3125,1.9,128.2,8.0125
22,22,,2022-11-30,27-247,BOS,,MIA,W (+13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,,97.0,6.0625,0.0,118.0,7.375
23,23,,2022-12-02,27-249,BOS,,MIA,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,,76.0,4.75,0.0,95.7,5.98125
24,24,9,2022-12-04,27-251,BOS,@,BRK,W (+11),0,1:43,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-5,0.0,0.0,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,0.0,85.0,5.3125,-0.4,91.3,5.70625
25,25,,2022-12-05,27-252,BOS,@,TOR,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,,82.0,5.125,0.0,94.40000000000002,5.900000000000001
26,26,10,2022-12-07,27-254,BOS,@,PHO,W (+27),0,10:06,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.4,-10,1.0,0.0,0.0,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,0.0,99.0,6.1875,-0.3999999999999997,109.9,6.86875
27,27,11,2022-12-10,27-257,BOS,@,GSW,L (-16),0,1:52,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+2,0.0,0.0,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,0.0,57.0,3.5625,0.0,81.9,5.11875
28,28,12,2022-12-12,27-259,BOS,@,LAC,L (-20),0,3:16,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,+1,0.0,0.0,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,1.0,56.0,3.5,0.0,72.29999999999998,4.518749999999999
29,29,,2022-12-13,27-260,BOS,@,LAL,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,,87.0,5.4375,0.0,100.1,6.25625
30,30,,2022-12-16,27-263,BOS,,ORL,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,11,23,23,20,22,4,22,20,16,2,14,22,7,23,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.2857142857142857,0.2682926829268293,,0.2804878048780488,0.2911392405063291,0.2985074626865671,0.2972972972972973,0.3333333333333333,0.3188405797101449,0.2985074626865671,0.2622950819672131,0.5,0.6086956521739131,0.4583333333333333,0.2,0.2875,1,72.0,5.0,63.0,0.0,0.2,0.0,16,,64.0,4.0,0.0,84.30000000000001,5.268750000000001
