Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,AJ Griffin,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Champagnie,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with AJ Griffin,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Champagnie,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
50,49,38,2023-01-27,31-210,OKC,,CLE,W (+12),0,19:40,1.0,2.0,.500,1.0,2.0,.500,2,2.0,1.000,1.0,5.0,6.0,1.0,0.0,0.0,1.0,3.0,5.0,4.7,+19,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,7.0,62.0,2.1379310344827585,3.9,68.2,2.3517241379310345
51,50,39,2023-01-30,31-213,OKC,,GSW,L (-8),0,14:04,2.0,3.0,.667,2.0,2.0,1.000,2,2.0,1.000,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,8.0,8.2,-11,1.0,0.0,0.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,7.0,66.0,2.2758620689655173,7.399999999999999,79.5,2.7413793103448274
52,51,40,2023-02-01,31-215,OKC,@,HOU,L (-6),0,11:39,2.0,5.0,.400,1.0,4.0,.250,1,2.0,.500,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,4.2,-6,1.0,1.0,1.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,2.0,74.0,2.5517241379310347,3.8,95.90000000000003,3.3068965517241393
53,52,41,2023-02-04,31-218,OKC,,HOU,W (+32),1,18:04,7.0,10.0,.700,5.0,8.0,.625,0,0.0,,1.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,19.0,16.6,+19,2.0,2.0,1.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,15.0,126.0,4.344827586206897,16.6,129.39999999999998,4.462068965517241
54,53,42,2023-02-06,31-220,OKC,@,GSW,L (-27),0,15:12,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.2,-4,1.0,0.0,0.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,4.0,42.0,1.4482758620689655,1.1999999999999995,52.89999999999999,1.8241379310344825
55,54,43,2023-02-07,31-221,OKC,@,LAL,W (+3),0,17:20,6.0,10.0,.600,4.0,7.0,.571,0,0.0,,0.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,16.0,14.6,+1,3.0,2.0,0.6666666666666666,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,13.0,86.0,2.9655172413793105,14.599999999999996,93.9,3.237931034482759
56,55,44,2023-02-10,31-224,BOS,,CHO,W (+11),0,15:38,4.0,8.0,.500,4.0,8.0,.500,0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,12.0,10.0,+5,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,8.0,85.0,2.931034482758621,10.0,85.3,2.9413793103448276
57,56,45,2023-02-12,31-226,BOS,,MEM,W (+10),0,16:41,4.0,7.0,.571,2.0,5.0,.400,0,0.0,,1.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,10.0,6.8,+2,2.0,2.0,1.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,7.0,86.0,2.9655172413793105,6.799999999999998,93.0,3.206896551724138
58,57,46,2023-02-14,31-228,BOS,@,MIL,L (-6),1,43:46,7.0,16.0,.438,3.0,10.0,.300,1,2.0,.500,0.0,8.0,8.0,0.0,1.0,0.0,1.0,3.0,18.0,10.4,-4,6.0,4.0,0.6666666666666666,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,8.0,76.0,2.6206896551724137,10.0,86.0,2.9655172413793105
59,58,,2023-02-15,31-229,BOS,,DET,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,,68.0,2.3448275862068964,0.0,80.39999999999998,2.7724137931034476
60,59,,2023-02-23,31-237,BOS,@,IND,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,,104.0,3.586206896551724,0.0,117.6,4.055172413793104
61,60,,2023-02-25,31-239,BOS,@,PHI,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,,102.0,3.5172413793103448,0.0,123.70000000000005,4.265517241379312
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,,0.0,0.0,0.0,0.0,0.0
63,61,47,2023-02-27,31-241,BOS,@,NYK,L (-15),0,11:29,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.2,0,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,3.0,73.0,2.5172413793103448,2.2,80.29999999999998,2.7689655172413787
64,62,48,2023-03-01,31-243,BOS,,CLE,W (+4),0,11:28,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.6,-2,1.0,0.0,0.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,-2.0,53.0,1.827586206896552,-2.6,61.4,2.117241379310345
65,63,49,2023-03-03,31-245,BOS,,BRK,L (-10),0,3:56,0.0,0.0,,0.0,0.0,,0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,+1,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,2.0,80.0,2.7586206896551726,0.7,92.6,3.193103448275862
66,64,50,2023-03-05,31-247,BOS,,NYK,L (-2),0,12:16,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,-9,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,2.0,70.0,2.413793103448276,0.0,77.09999999999998,2.6586206896551716
67,65,51,2023-03-06,31-248,BOS,@,CLE,L (-4),1,34:57,2.0,6.0,.333,1.0,5.0,.200,0,0.0,,1.0,5.0,6.0,0.0,2.0,1.0,0.0,2.0,5.0,5.7,+9,1.0,1.0,1.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,8.0,71.0,2.4482758620689653,5.7,86.10000000000001,2.96896551724138
68,66,52,2023-03-08,31-250,BOS,,POR,W (+22),0,2:30,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+5,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,0.0,59.0,2.034482758620689,0.0,73.20000000000002,2.5241379310344834
69,67,,2023-03-11,31-253,BOS,@,ATL,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,,79.0,2.7241379310344827,0.0,88.30000000000001,3.044827586206897
