Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,1,2022-10-18,29-311,BOS,,PHI,W (+9),0,23:52,7.0,11.0,.636,0.0,2.0,.000,2,2.0,1.000,1.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,16.0,15.1,+9,9.0,7.0,0.7777777777777778,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,10.0,68.0,4.0,14.3,82.20000000000002,4.835294117647059
1,2,2,2022-10-21,29-314,BOS,@,MIA,W (+7),0,24:51,2.0,9.0,.222,1.0,3.0,.333,2,2.0,1.000,3.0,2.0,5.0,3.0,0.0,0.0,2.0,2.0,7.0,3.5,+7,6.0,1.0,0.1666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,2.0,84.0,4.941176470588236,2.6999999999999984,90.4,5.31764705882353
2,3,3,2022-10-22,29-315,BOS,@,ORL,W (+6),0,20:40,4.0,10.0,.400,1.0,4.0,.250,4,5.0,.800,1.0,1.0,2.0,4.0,0.0,0.0,2.0,1.0,13.0,8.6,-2,6.0,3.0,0.5,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,2.0,92.0,5.411764705882353,6.999999999999998,106.6,6.270588235294118
3,4,4,2022-10-24,29-317,BOS,@,CHI,L (-18),0,22:10,5.0,13.0,.385,2.0,6.0,.333,0,0.0,,1.0,5.0,6.0,2.0,1.0,0.0,3.0,2.0,12.0,5.7,-24,7.0,3.0,0.4285714285714285,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,5.0,74.0,4.352941176470588,5.6999999999999975,76.3,4.488235294117647
4,5,5,2022-10-28,29-321,BOS,,CLE,L (-9),0,22:16,3.0,5.0,.600,1.0,1.0,1.000,2,2.0,1.000,0.0,2.0,2.0,5.0,1.0,0.0,1.0,3.0,9.0,9.6,-1,4.0,2.0,0.5,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,58.0,3.411764705882353,8.799999999999997,82.5,4.852941176470588
5,6,6,2022-10-30,29-323,BOS,,WAS,W (+18),0,23:19,6.0,12.0,.500,3.0,5.0,.600,8,8.0,1.000,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,23.0,20.4,+9,7.0,3.0,0.4285714285714285,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,75.0,4.411764705882353,17.200000000000003,69.7,4.1000000000000005
6,7,7,2022-11-02,29-326,BOS,@,CLE,L (-1),0,24:25,6.0,11.0,.545,1.0,3.0,.333,2,2.0,1.000,0.0,4.0,4.0,3.0,0.0,0.0,3.0,1.0,15.0,9.6,+2,8.0,5.0,0.625,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,6.0,71.0,4.176470588235294,8.799999999999995,72.99999999999999,4.2941176470588225
7,8,8,2022-11-04,29-328,BOS,,CHI,W (+4),0,28:50,9.0,10.0,.900,0.0,0.0,,7,9.0,.778,0.0,2.0,2.0,4.0,0.0,1.0,4.0,2.0,25.0,20.1,+4,10.0,9.0,0.9,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,56.0,3.294117647058824,17.3,68.10000000000001,4.005882352941177
8,9,9,2022-11-05,29-329,BOS,@,NYK,W (+15),0,28:19,5.0,14.0,.357,2.0,5.0,.400,2,2.0,1.000,0.0,5.0,5.0,5.0,2.0,0.0,1.0,1.0,14.0,11.8,+20,9.0,3.0,0.3333333333333333,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,84.0,4.941176470588236,11.0,99.5,5.852941176470588
9,10,10,2022-11-07,29-331,BOS,@,MEM,W (+3),0,19:28,3.0,12.0,.250,2.0,7.0,.286,0,0.0,,3.0,7.0,10.0,4.0,0.0,0.0,1.0,0.0,8.0,6.8,+6,5.0,1.0,0.2,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,79.0,4.647058823529412,6.800000000000001,97.8,5.752941176470588
10,11,11,2022-11-09,29-333,BOS,,DET,W (+16),0,14:23,3.0,4.0,.750,1.0,2.0,.500,2,4.0,.500,1.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,9.0,5.0,+1,2.0,2.0,1.0,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,1.0,91.0,5.352941176470588,4.1999999999999975,98.4,5.788235294117648
11,12,,2022-11-11,29-335,BOS,,DEN,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,101.0,5.941176470588236,0.0,112.5,6.617647058823529
12,13,,2022-11-12,29-336,BOS,@,DET,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,82.0,4.823529411764706,0.0,99.6,5.858823529411764
13,14,,2022-11-14,29-338,BOS,,OKC,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,82.0,4.823529411764706,0.0,102.09999999999998,6.005882352941176
14,15,,2022-11-16,29-340,BOS,@,ATL,W (+25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,105.0,6.176470588235294,0.0,106.2,6.247058823529412
15,16,12,2022-11-18,29-342,BOS,@,NOP,W (+8),0,18:15,1.0,8.0,.125,1.0,5.0,.200,2,2.0,1.000,1.0,3.0,4.0,4.0,1.0,0.0,1.0,1.0,5.0,3.8,+2,3.0,0.0,0.0,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,3.0,91.0,5.352941176470588,3.000000000000001,104.79999999999998,6.164705882352941
16,17,13,2022-11-21,29-345,BOS,@,CHI,L (-14),0,25:09,8.0,13.0,.615,5.0,6.0,.833,2,3.0,.667,0.0,1.0,1.0,6.0,0.0,1.0,0.0,1.0,23.0,21.5,-5,7.0,3.0,0.4285714285714285,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,15.0,59.0,3.4705882352941178,20.7,66.6,3.9176470588235293
17,18,14,2022-11-23,29-347,BOS,,DAL,W (+13),0,23:36,5.0,10.0,.500,2.0,4.0,.500,1,1.0,1.000,2.0,4.0,6.0,2.0,0.0,0.0,2.0,3.0,13.0,8.8,+7,6.0,3.0,0.5,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,8.0,83.0,4.882352941176471,8.399999999999995,98.4,5.788235294117648
18,19,15,2022-11-25,29-349,BOS,,SAC,W (+18),0,20:49,3.0,9.0,.333,2.0,3.0,.667,0,0.0,,1.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,8.0,7.9,+21,6.0,1.0,0.1666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,8.0,81.0,4.764705882352941,7.899999999999995,96.19999999999996,5.658823529411762
19,20,16,2022-11-27,29-351,BOS,,WAS,W (+9),0,22:38,5.0,10.0,.500,3.0,5.0,.600,4,4.0,1.000,1.0,5.0,6.0,4.0,0.0,0.0,3.0,1.0,17.0,13.6,+8,5.0,2.0,0.4,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,10.0,68.0,4.0,12.0,85.69999999999999,5.041176470588234
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,0.0,0.0,0.0,0.0,0.0
21,21,17,2022-11-28,29-352,BOS,,CHO,W (+35),0,22:30,8.0,9.0,.889,3.0,3.0,1.000,2,3.0,.667,0.0,5.0,5.0,6.0,0.0,0.0,3.0,2.0,21.0,19.4,+26,6.0,5.0,0.8333333333333334,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,17.0,103.0,6.0588235294117645,18.6,111.5,6.5588235294117645
22,22,18,2022-11-30,29-354,BOS,,MIA,W (+13),0,26:02,7.0,10.0,.700,5.0,7.0,.714,2,2.0,1.000,3.0,3.0,6.0,1.0,0.0,0.0,4.0,2.0,21.0,15.7,0,3.0,2.0,0.6666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,12.0,85.0,5.0,14.899999999999997,103.1,6.064705882352941
23,23,19,2022-12-02,29-356,BOS,,MIA,L (-4),0,21:12,2.0,7.0,.286,1.0,2.0,.500,1,2.0,.500,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,2.1,-20,5.0,1.0,0.2,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,-1.0,77.0,4.529411764705882,1.6999999999999993,94.0,5.529411764705882
24,24,20,2022-12-04,29-358,BOS,@,BRK,W (+11),0,32:09,4.0,10.0,.400,2.0,4.0,.500,3,3.0,1.000,2.0,6.0,8.0,8.0,1.0,0.0,1.0,4.0,13.0,14.8,+16,6.0,2.0,0.3333333333333333,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,16.0,69.0,4.0588235294117645,13.6,77.30000000000001,4.5470588235294125
25,25,,2022-12-05,29-359,BOS,@,TOR,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,82.0,4.823529411764706,0.0,94.40000000000002,5.55294117647059
26,26,21,2022-12-07,29-361,BOS,@,PHO,W (+27),0,19:13,7.0,9.0,.778,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,16.0,15.1,+9,5.0,5.0,1.0,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,14.0,85.0,5.0,15.099999999999998,94.4,5.552941176470589
27,27,22,2022-12-10,29-364,BOS,@,GSW,L (-16),0,22:48,6.0,10.0,.600,2.0,4.0,.500,2,2.0,1.000,0.0,5.0,5.0,4.0,0.0,0.0,1.0,1.0,16.0,14.3,-13,6.0,4.0,0.6666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,12.0,45.0,2.647058823529412,13.499999999999998,68.4,4.023529411764706
28,28,23,2022-12-12,30-001,BOS,@,LAC,L (-20),0,31:28,6.0,12.0,.500,2.0,6.0,.333,4,4.0,1.000,1.0,3.0,4.0,6.0,0.0,1.0,4.0,1.0,18.0,14.1,-3,6.0,4.0,0.6666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,48.0,2.823529411764706,12.499999999999996,59.79999999999998,3.5176470588235285
