Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,24,2022-12-13,30-002,BOS,@,LAL,W (+4),0,21:07,2.0,6.0,.333,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,6.0,0.0,0.0,2.0,2.0,5.0,3.6,-12,4.0,1.0,0.25,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,5.0,82.0,4.823529411764706,3.5999999999999988,96.5,5.676470588235294
30,30,25,2022-12-16,30-005,BOS,,ORL,L (-8),0,29:45,6.0,15.0,.400,1.0,7.0,.143,2,2.0,1.000,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,15.0,9.4,-3,8.0,5.0,0.625,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,4.0,60.0,3.5294117647058822,8.599999999999994,75.70000000000002,4.452941176470589
31,31,26,2022-12-18,30-007,BOS,,ORL,L (-3),0,31:03,3.0,10.0,.300,3.0,6.0,.500,3,4.0,.750,0.0,6.0,6.0,1.0,1.0,1.0,1.0,3.0,12.0,7.8,-10,4.0,0.0,0.0,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,6.0,77.0,4.529411764705882,6.599999999999999,79.99999999999999,4.705882352941176
32,32,27,2022-12-21,30-010,BOS,,IND,L (-5),0,29:42,5.0,13.0,.385,2.0,7.0,.286,6,8.0,.750,0.0,4.0,4.0,7.0,2.0,0.0,2.0,0.0,18.0,16.2,+5,6.0,3.0,0.5,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,8.0,82.0,4.823529411764706,13.8,91.7,5.394117647058824
33,33,28,2022-12-23,30-012,BOS,,MIN,W (+12),0,16:58,2.0,4.0,.500,0.0,2.0,.000,2,2.0,1.000,1.0,3.0,4.0,2.0,0.0,0.0,1.0,1.0,6.0,5.6,-2,2.0,2.0,1.0,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,5.0,87.0,5.117647058823529,4.800000000000001,104.2,6.129411764705883
34,34,29,2022-12-25,30-014,BOS,,MIL,W (+21),0,16:49,3.0,7.0,.429,1.0,4.0,.250,2,2.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,9.0,4.2,+7,3.0,2.0,0.6666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,1.0,106.0,6.235294117647059,3.3999999999999986,132.29999999999998,7.78235294117647
35,35,30,2022-12-27,30-016,BOS,,HOU,W (+24),0,20:48,3.0,8.0,.375,0.0,1.0,.000,0,0.0,,1.0,5.0,6.0,8.0,0.0,0.0,1.0,0.0,6.0,8.4,+4,7.0,3.0,0.4285714285714285,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,11.0,88.0,5.176470588235294,8.4,101.2,5.952941176470588
36,36,,2022-12-29,30-018,BOS,,LAC,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,76.0,4.470588235294118,0.0,92.0,5.411764705882353
37,37,31,2023-01-01,30-021,BOS,@,DEN,L (-12),0,19:35,1.0,6.0,.167,0.0,3.0,.000,2,2.0,1.000,0.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,4.0,3.2,-13,3.0,1.0,0.3333333333333333,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,2.0,65.0,3.823529411764706,2.4000000000000017,81.3,4.7823529411764705
38,38,32,2023-01-03,30-023,BOS,@,OKC,L (-33),0,25:45,4.0,12.0,.333,1.0,3.0,.333,8,8.0,1.000,3.0,6.0,9.0,3.0,2.0,1.0,0.0,2.0,17.0,18.1,-21,9.0,3.0,0.3333333333333333,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,12.0,58.0,3.411764705882353,14.900000000000002,79.1,4.652941176470588
39,39,33,2023-01-05,30-025,BOS,@,DAL,W (+29),0,24:45,4.0,8.0,.500,3.0,5.0,.600,4,5.0,.800,0.0,3.0,3.0,4.0,0.0,0.0,1.0,2.0,15.0,12.5,+22,3.0,1.0,0.3333333333333333,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,8.0,99.0,5.823529411764706,10.9,103.10000000000002,6.064705882352943
40,40,34,2023-01-07,30-027,BOS,@,SAS,W (+5),0,28:26,8.0,12.0,.667,5.0,6.0,.833,2,2.0,1.000,0.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,23.0,22.9,+10,6.0,3.0,0.5,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,18.0,74.0,4.352941176470588,22.1,84.0,4.9411764705882355
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,0.0,0.0,0.0,0.0,0.0
42,41,35,2023-01-09,30-029,BOS,,CHI,W (+8),0,21:56,3.0,9.0,.333,1.0,4.0,.250,4,4.0,1.000,2.0,5.0,7.0,3.0,0.0,0.0,2.0,1.0,11.0,8.5,-17,5.0,2.0,0.4,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,6.0,78.0,4.588235294117647,6.899999999999999,84.8,4.988235294117647
43,42,36,2023-01-11,30-031,BOS,,NOP,W (+11),0,25:32,7.0,11.0,.636,2.0,5.0,.400,4,4.0,1.000,0.0,4.0,4.0,4.0,2.0,0.0,1.0,0.0,20.0,20.1,+17,6.0,5.0,0.8333333333333334,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,14.0,82.0,4.823529411764706,18.5,92.8,5.458823529411765
44,43,37,2023-01-12,30-032,BOS,@,BRK,W (+11),0,20:25,7.0,13.0,.538,2.0,3.0,.667,0,0.0,,0.0,5.0,5.0,2.0,0.0,0.0,1.0,0.0,16.0,11.6,+8,10.0,5.0,0.5,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,75.0,4.411764705882353,11.6,83.19999999999999,4.894117647058823
45,44,38,2023-01-14,30-034,BOS,@,CHO,W (+16),0,31:23,11.0,17.0,.647,4.0,6.0,.667,4,4.0,1.000,0.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,30.0,25.7,+9,11.0,7.0,0.6363636363636364,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,16.0,94.0,5.529411764705882,24.1,96.8,5.694117647058824
46,45,39,2023-01-16,30-036,BOS,@,CHO,W (+12),0,27:28,6.0,13.0,.462,4.0,8.0,.500,0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,3.0,16.0,10.7,+7,5.0,2.0,0.4,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,89.0,5.235294117647059,10.699999999999996,99.7,5.864705882352942
47,46,40,2023-01-19,30-039,BOS,,GSW,W (+3),0,35:46,5.0,15.0,.333,3.0,8.0,.375,1,3.0,.333,2.0,5.0,7.0,2.0,1.0,1.0,1.0,2.0,14.0,8.9,+11,7.0,2.0,0.2857142857142857,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,6.0,57.0,3.3529411764705883,8.499999999999996,71.49999999999997,4.205882352941175
48,47,41,2023-01-21,30-041,BOS,@,TOR,W (+2),0,34:40,8.0,16.0,.500,3.0,5.0,.600,4,4.0,1.000,1.0,6.0,7.0,2.0,1.0,1.0,2.0,2.0,23.0,17.8,+1,11.0,5.0,0.4545454545454545,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,12.0,78.0,4.588235294117647,16.199999999999996,85.3,5.017647058823529
49,48,,2023-01-23,30-043,BOS,@,ORL,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,67.0,3.941176470588236,0.0,75.6,4.447058823529411
50,49,,2023-01-24,30-044,BOS,@,MIA,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,69.0,4.0588235294117645,0.0,72.1,4.241176470588235
51,50,42,2023-01-26,30-046,BOS,,NYK,L (-3),0,34:30,4.0,14.0,.286,2.0,7.0,.286,0,0.0,,1.0,4.0,5.0,6.0,0.0,0.0,1.0,1.0,10.0,6.5,-5,7.0,2.0,0.2857142857142857,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,6.0,67.0,3.941176470588236,6.4999999999999964,80.4,4.729411764705882
52,51,43,2023-01-28,30-048,BOS,,LAL,W (+4),0,39:19,8.0,15.0,.533,3.0,7.0,.429,7,8.0,.875,1.0,5.0,6.0,4.0,2.0,1.0,2.0,4.0,26.0,22.4,+11,8.0,5.0,0.625,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,14.0,62.0,3.647058823529412,19.6,80.10000000000002,4.711764705882354
53,52,44,2023-02-01,30-052,BOS,,BRK,W (+43),0,21:30,4.0,6.0,.667,2.0,3.0,.667,0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,10.0,9.4,+13,3.0,2.0,0.6666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,132.0,7.764705882352941,9.4,136.6,8.035294117647059
54,53,45,2023-02-03,30-054,BOS,,PHO,L (-12),0,21:42,5.0,12.0,.417,0.0,3.0,.000,2,2.0,1.000,0.0,4.0,4.0,1.0,1.0,0.0,2.0,1.0,12.0,6.1,-28,9.0,5.0,0.5555555555555556,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,2.0,44.0,2.588235294117647,5.3,48.79999999999999,2.870588235294117
55,54,46,2023-02-06,30-057,BOS,@,DET,W (+12),0,25:40,5.0,10.0,.500,4.0,6.0,.667,2,2.0,1.000,0.0,1.0,1.0,4.0,0.0,2.0,3.0,2.0,16.0,11.7,-3,4.0,1.0,0.25,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,8.0,91.0,5.352941176470588,10.9,97.6,5.741176470588235
56,55,47,2023-02-08,30-059,BOS,,PHI,W (+7),0,35:23,7.0,12.0,.583,2.0,2.0,1.000,3,3.0,1.000,1.0,4.0,5.0,3.0,0.0,0.0,3.0,3.0,19.0,13.2,+10,10.0,5.0,0.5,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,84.0,4.941176470588236,12.0,83.30000000000001,4.9
57,56,48,2023-02-10,30-061,BOS,,CHO,W (+11),0,17:44,1.0,6.0,.167,1.0,4.0,.250,0,0.0,,0.0,3.0,3.0,4.0,2.0,0.0,3.0,1.0,3.0,1.5,-12,2.0,0.0,0.0,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,3.0,90.0,5.294117647058823,1.5,98.3,5.7823529411764705
58,57,,2023-02-12,30-063,BOS,,MEM,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,84.0,4.941176470588236,0.0,96.0,5.647058823529412
59,58,49,2023-02-14,30-065,BOS,@,MIL,L (-6),0,39:00,8.0,17.0,.471,2.0,6.0,.333,8,9.0,.889,0.0,4.0,4.0,4.0,0.0,0.0,3.0,5.0,26.0,15.9,-21,11.0,6.0,0.5454545454545454,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,5.0,63.0,3.7058823529411766,12.699999999999996,67.69999999999999,3.9823529411764698
60,59,50,2023-02-15,30-066,BOS,,DET,W (+18),0,28:51,10.0,14.0,.714,5.0,8.0,.625,0,0.0,,0.0,3.0,3.0,6.0,0.0,0.0,0.0,3.0,25.0,23.1,+20,6.0,5.0,0.8333333333333334,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,20.0,84.0,4.941176470588236,23.1,94.5,5.5588235294117645
