Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
66,64,,2023-03-03,39-034,GSW,,NOP,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,82.0,5.857142857142857,0.0,85.70000000000002,6.121428571428573
67,65,4,2023-03-05,39-036,GSW,@,LAL,L (-8),0,14:28,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.3,+11,0.0,0.0,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,1.0,66.0,4.714285714285714,0.2999999999999997,69.2,4.942857142857143
68,66,5,2023-03-07,39-038,GSW,@,OKC,L (-9),0,11:32,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0,2.0,1.4,-14,1.0,1.0,1.0,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,3.0,87.0,6.214285714285714,1.3999999999999997,105.0,7.5
69,67,6,2023-03-09,39-040,GSW,@,MEM,L (-21),0,17:39,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,2.6,+4,0.0,0.0,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,4.0,59.0,4.214285714285714,2.6,77.6,5.542857142857143
70,68,7,2023-03-11,39-042,GSW,,MIL,W (+9),0,10:29,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,2.0,3.0,5.0,2.0,0.0,1.0,1.0,1.0,2.0,4.0,-3,1.0,1.0,1.0,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,7.0,100.0,7.142857142857143,4.0,105.90000000000002,7.564285714285716
71,69,8,2023-03-13,39-044,GSW,,PHO,W (+11),0,16:02,2.0,3.0,.667,0.0,1.0,.000,2,3.0,.667,0.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,6.0,6.8,+19,2.0,2.0,1.0,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,6.0,78.0,5.571428571428571,5.999999999999998,90.5,6.464285714285714
72,70,,2023-03-15,39-046,GSW,@,LAC,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,77.0,5.5,0.0,90.9,6.492857142857143
73,71,,2023-03-17,39-048,GSW,@,ATL,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,81.0,5.785714285714286,0.0,90.7,6.478571428571429
74,72,,2023-03-18,39-049,GSW,@,MEM,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,61.0,4.357142857142857,0.0,82.0,5.857142857142857
75,73,,2023-03-20,39-051,GSW,@,HOU,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,93.0,6.642857142857143,0.0,104.5,7.464285714285714
76,74,,2023-03-22,39-053,GSW,@,DAL,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,95.0,6.785714285714286,0.0,107.0,7.642857142857143
77,75,,2023-03-24,39-055,GSW,,PHI,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,76.0,5.428571428571429,0.0,86.80000000000001,6.200000000000001
78,76,,2023-03-26,39-057,GSW,,MIN,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,54.0,3.857142857142857,0.0,63.19999999999999,4.514285714285713
79,77,,2023-03-28,39-059,GSW,,NOP,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,93.0,6.642857142857143,0.0,102.2,7.3
80,78,,2023-03-31,39-062,GSW,,SAS,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,106.0,7.571428571428571,0.0,116.9,8.35
81,79,,2023-04-02,39-064,GSW,@,DEN,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,79.0,5.642857142857143,0.0,91.5,6.535714285714286
82,80,,2023-04-04,39-066,GSW,,OKC,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,101.0,7.214285714285714,0.0,118.7,8.47857142857143
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,39-069,GSW,@,SAC,W (+22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,98.0,7.0,0.0,100.20000000000002,7.157142857142858
85,82,,2023-04-09,39-071,GSW,@,POR,W (+56),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,162.0,11.571428571428571,0.0,162.20000000000002,11.585714285714287
