Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
28.0,24.0,2022-12-15,31-087,NOP,UTA,1.0,41.55,11.0,25.0,0.44,3.0,8.0,0.375,3.0,3.0,1.0,0.0,6.0,6.0,4.0,0.0,2.0,4.0,5.0,28.0,14.9,-3.0,17.0,8.0,0.4705882352941176,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,8.0,66.0,4.125,13.699999999999992,80.10000000000001,5.0062500000000005,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-21),L (-21)
29.0,25.0,2022-12-17,31-089,NOP,PHO,1.0,36.13333333333333,11.0,19.0,0.579,4.0,7.0,0.571,1.0,1.0,1.0,0.0,2.0,2.0,8.0,0.0,1.0,3.0,2.0,27.0,21.2,1.0,12.0,7.0,0.5833333333333334,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,15.0,60.0,3.75,20.800000000000008,60.400000000000006,3.775,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-3),L (-3)
30.0,26.0,2022-12-19,31-091,NOP,MIL,1.0,41.1,11.0,24.0,0.458,6.0,10.0,0.6,3.0,4.0,0.75,2.0,6.0,8.0,9.0,0.0,0.0,3.0,1.0,31.0,24.3,-3.0,14.0,5.0,0.3571428571428571,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,17.0,59.0,3.6875,23.099999999999994,61.5,3.84375,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-4),L (-4)
31.0,27.0,2022-12-22,31-094,NOP,SAS,1.0,37.18333333333333,14.0,27.0,0.519,7.0,14.0,0.5,5.0,5.0,1.0,1.0,7.0,8.0,9.0,1.0,2.0,5.0,1.0,40.0,32.8,23.0,13.0,7.0,0.5384615384615384,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,23.0,64.0,4.0,30.800000000000004,67.5,4.21875,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-9),L (-9)
32.0,28.0,2022-12-23,31-095,NOP,OKC,1.0,35.71666666666667,5.0,18.0,0.278,3.0,8.0,0.375,4.0,4.0,1.0,0.0,6.0,6.0,11.0,1.0,2.0,4.0,2.0,17.0,13.5,3.0,10.0,2.0,0.2,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,11.0,63.0,3.9375,11.899999999999997,70.5,4.40625,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+9),W (+9)
33.0,29.0,2022-12-26,31-098,NOP,IND,1.0,29.883333333333333,5.0,14.0,0.357,3.0,7.0,0.429,6.0,7.0,0.857,1.0,6.0,7.0,6.0,2.0,0.0,5.0,1.0,19.0,14.1,1.0,7.0,2.0,0.2857142857142857,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,8.0,90.0,5.625,11.7,71.39999999999999,4.4625,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+3),W (+3)
34.0,30.0,2022-12-28,31-100,NOP,MIN,1.0,37.16666666666666,7.0,16.0,0.438,3.0,6.0,0.5,3.0,5.0,0.6,1.0,2.0,3.0,6.0,2.0,0.0,4.0,2.0,20.0,13.5,3.0,10.0,4.0,0.4,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,6.0,57.0,3.5625,12.3,69.7,4.35625,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+20),W (+20)
35.0,31.0,2022-12-30,31-102,NOP,PHI,1.0,35.016666666666666,13.0,20.0,0.65,11.0,16.0,0.688,5.0,6.0,0.833,1.0,3.0,4.0,5.0,2.0,0.0,2.0,2.0,42.0,37.1,6.0,4.0,2.0,0.5,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,25.0,59.0,3.6875,35.10000000000001,69.99999999999999,4.374999999999999,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+1),W (+1)
36.0,32.0,2022-12-31,31-103,NOP,MEM,1.0,30.75,4.0,16.0,0.25,1.0,7.0,0.143,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,6.0,1.0,10.0,-3.6,-27.0,9.0,3.0,0.3333333333333333,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,-9.0,55.0,3.4375,-3.999999999999999,56.3,3.51875,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+11),W (+11)
37.0,33.0,2023-01-02,31-105,NOP,PHI,1.0,39.06666666666667,9.0,16.0,0.563,5.0,8.0,0.625,3.0,4.0,0.75,0.0,2.0,2.0,6.0,1.0,0.0,5.0,0.0,26.0,18.8,-8.0,8.0,4.0,0.5,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,10.0,76.0,4.75,17.600000000000005,68.6,4.2875,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-15),L (-15)
38.0,34.0,2023-01-04,31-107,NOP,HOU,1.0,35.13333333333333,10.0,21.0,0.476,5.0,11.0,0.455,3.0,4.0,0.75,1.0,0.0,1.0,6.0,0.0,1.0,0.0,2.0,28.0,21.7,-3.0,10.0,5.0,0.5,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,11.0,84.0,5.25,20.500000000000007,87.39999999999999,5.4625,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-9),L (-9)
39.0,35.0,2023-01-06,31-109,NOP,BRK,1.0,37.266666666666666,10.0,24.0,0.417,4.0,8.0,0.5,4.0,7.0,0.571,1.0,5.0,6.0,6.0,0.0,2.0,3.0,1.0,28.0,18.4,-16.0,16.0,6.0,0.375,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,8.0,61.0,3.8125,16.800000000000008,53.5,3.34375,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+11),W (+11)
40.0,,2023-01-07,31-110,NOP,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,,83.0,5.1875,0.0,98.3,6.14375,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-6),L (-6)
41.0,36.0,2023-01-09,31-112,NOP,WAS,1.0,30.7,12.0,21.0,0.571,4.0,8.0,0.5,6.0,6.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,3.0,34.0,26.2,9.0,13.0,8.0,0.6153846153846154,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,14.0,84.0,5.25,23.800000000000008,81.10000000000001,5.0687500000000005,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-10),L (-10)
42.0,37.0,2023-01-11,31-114,NOP,BOS,1.0,33.95,15.0,24.0,0.625,6.0,12.0,0.5,2.0,5.0,0.4,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,38.0,29.9,-14.0,12.0,9.0,0.75,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,18.0,65.0,4.0625,29.100000000000005,60.39999999999999,3.775,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,,
43.0,38.0,2023-01-13,31-116,NOP,DET,1.0,37.41666666666666,8.0,19.0,0.421,2.0,7.0,0.286,1.0,2.0,0.5,0.0,4.0,4.0,9.0,1.0,0.0,2.0,0.0,19.0,15.0,11.0,12.0,6.0,0.5,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,10.0,71.0,4.4375,14.599999999999998,78.39999999999999,4.9,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+20),W (+20)
44.0,39.0,2023-01-16,31-119,NOP,CLE,1.0,35.5,8.0,20.0,0.4,3.0,9.0,0.333,6.0,8.0,0.75,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,25.0,11.8,-8.0,11.0,5.0,0.4545454545454545,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,-3.0,87.0,5.4375,9.4,73.6,4.6,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-11),L (-11)
45.0,40.0,2023-01-18,31-121,NOP,MIA,1.0,31.05,8.0,17.0,0.471,5.0,9.0,0.556,0.0,0.0,,0.0,2.0,2.0,4.0,1.0,1.0,3.0,5.0,21.0,12.4,-18.0,8.0,3.0,0.375,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,9.0,54.0,3.375,12.400000000000002,56.7,3.54375,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+6),W (+6)
46.0,41.0,2023-01-20,31-123,NOP,ORL,1.0,35.75,6.0,21.0,0.286,2.0,11.0,0.182,9.0,10.0,0.9,2.0,3.0,5.0,7.0,3.0,0.0,3.0,3.0,23.0,16.3,6.0,10.0,4.0,0.4,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,4.0,92.0,5.75,12.699999999999996,84.89999999999999,5.30625,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-10),L (-10)
47.0,42.0,2023-01-22,31-125,NOP,MIA,1.0,37.11666666666667,5.0,16.0,0.313,2.0,8.0,0.25,1.0,2.0,0.5,0.0,1.0,1.0,5.0,0.0,0.0,7.0,2.0,13.0,-0.6,-16.0,8.0,3.0,0.375,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,-6.0,73.0,4.5625,-0.9999999999999982,68.19999999999999,4.262499999999999,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-26),L (-26)
48.0,43.0,2023-01-24,31-127,NOP,DEN,1.0,35.96666666666667,9.0,22.0,0.409,0.0,8.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,4.0,0.0,0.0,6.0,0.0,20.0,6.2,6.0,14.0,9.0,0.6428571428571429,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,-2.0,61.0,3.8125,5.400000000000002,62.39999999999999,3.9,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-13),L (-13)
49.0,44.0,2023-01-25,31-128,NOP,MIN,1.0,34.36666666666667,9.0,17.0,0.529,5.0,9.0,0.556,2.0,4.0,0.5,1.0,4.0,5.0,8.0,1.0,2.0,0.0,1.0,25.0,25.4,-16.0,8.0,4.0,0.5,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,20.0,28.0,1.75,24.6,31.0,1.9375,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-4),L (-4)
50.0,45.0,2023-01-28,31-131,NOP,WAS,1.0,35.88333333333333,9.0,19.0,0.474,2.0,6.0,0.333,4.0,5.0,0.8,1.0,4.0,5.0,5.0,1.0,1.0,0.0,2.0,24.0,20.2,-7.0,13.0,7.0,0.5384615384615384,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,12.0,53.0,3.3125,18.600000000000005,46.8,2.925,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-1),L (-1)
51.0,,2023-01-29,31-132,NOP,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,,59.0,3.6875,0.0,65.9,4.11875,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-9),L (-9)
52.0,46.0,2023-01-31,31-134,NOP,DEN,1.0,38.766666666666666,7.0,19.0,0.368,2.0,6.0,0.333,5.0,5.0,1.0,0.0,2.0,2.0,7.0,1.0,0.0,3.0,2.0,21.0,13.2,-5.0,13.0,5.0,0.3846153846153846,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,4.0,86.0,5.375,11.2,83.3,5.20625,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-10),L (-10)
53.0,47.0,2023-02-02,31-136,NOP,DAL,1.0,37.2,9.0,14.0,0.643,1.0,2.0,0.5,0.0,0.0,,0.0,4.0,4.0,8.0,0.0,1.0,3.0,3.0,19.0,16.1,6.0,12.0,8.0,0.6666666666666666,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,15.0,72.0,4.5,16.099999999999998,71.0,4.4375,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-25),L (-25)
54.0,48.0,2023-02-04,31-138,NOP,LAL,1.0,39.06666666666667,8.0,16.0,0.5,2.0,5.0,0.4,5.0,5.0,1.0,0.0,2.0,2.0,7.0,2.0,0.0,2.0,3.0,23.0,19.3,-1.0,11.0,6.0,0.5454545454545454,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,11.0,79.0,4.9375,17.300000000000004,89.4,5.5875,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-9),L (-9)
55.0,49.0,2023-02-05,31-139,NOP,SAC,1.0,22.866666666666667,9.0,11.0,0.818,3.0,4.0,0.75,3.0,3.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,5.0,24.0,21.3,25.0,7.0,6.0,0.8571428571428571,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,16.0,83.0,5.1875,20.1,99.3,6.20625,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-5),L (-5)
