Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,3.0,2022-11-09,28-166,NOP,CHI,0,11.583333333333334,4.0,6.0,.667,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,4.0,1.0,8.0,2.9,-14,5.0,4.0,0.8,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,2.0,75.0,4.6875,2.9000000000000004,85.19999999999999,5.324999999999999,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,W (+4),W (+4)
12.0,,2022-11-10,28-167,NOP,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,,64.0,4.0,0.0,59.90000000000001,3.743750000000001,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,L (-11),L (-11)
13.0,,2022-11-12,28-169,NOP,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,,61.0,3.8125,0.0,85.10000000000002,5.318750000000001,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,W (+13),W (+13)
14.0,,2022-11-15,28-172,NOP,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,,100.0,6.25,0.0,91.9,5.74375,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,W (+11),W (+11)
15.0,4.0,2022-11-16,28-173,NOP,CHI,0,1.9,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-3,1.0,0.0,0.0,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,-1.0,103.0,6.4375,-0.7,98.2,6.1375,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,W (+14),W (+14)
16.0,,2022-11-18,28-175,NOP,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,,96.0,6.0,0.0,92.19999999999996,5.7624999999999975,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,L (-8),L (-8)
17.0,5.0,2022-11-21,28-178,NOP,GSW,0,7.366666666666666,2.0,3.0,.667,0.0,1.0,.000,1,2.0,.500,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,3.3,+4,2.0,2.0,1.0,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,1.0,91.0,5.6875,2.9000000000000004,98.90000000000002,6.181250000000001,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,W (+45),W (+45)
18.0,6.0,2022-11-23,28-180,NOP,SAS,0,5.35,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.9,-4,2.0,1.0,0.5,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,0.0,95.0,5.9375,1.4999999999999996,89.80000000000001,5.612500000000001,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,W (+19),W (+19)
19.0,7.0,2022-11-25,28-182,NOP,MEM,0,12.0,2.0,4.0,.500,0.0,0.0,,2,2.0,1.000,3.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,6.0,7.3,+8,4.0,2.0,0.5,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,6.0,66.0,4.125,6.499999999999998,66.10000000000001,4.1312500000000005,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,L (-21),L (-21)
20.0,8.0,2022-11-28,28-185,NOP,OKC,0,16.6,3.0,7.0,.429,0.0,0.0,,4,4.0,1.000,3.0,6.0,9.0,0.0,0.0,1.0,1.0,2.0,10.0,9.1,0,7.0,3.0,0.4285714285714285,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,8.0,72.0,4.5,7.499999999999998,64.4,4.025,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,W (+4),W (+4)
21.0,9.0,2022-11-30,28-187,NOP,TOR,0,10.566666666666666,2.0,4.0,.500,0.0,0.0,,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,4.0,1.6,-1,4.0,2.0,0.5,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,2.0,90.0,5.625,1.5999999999999996,100.89999999999998,6.306249999999999,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,,
22.0,,2022-12-02,28-189,NOP,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,,96.0,6.0,0.0,92.2,5.7625,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,W (+18),W (+18)
23.0,10.0,2022-12-04,28-191,NOP,DEN,0,19.78333333333333,2.0,3.0,.667,0.0,0.0,,8,10.0,.800,3.0,5.0,8.0,3.0,1.0,1.0,2.0,3.0,12.0,14.1,+20,3.0,2.0,0.6666666666666666,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,10.0,65.0,4.0625,10.900000000000002,78.0,4.875,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,W (+18),W (+18)
24.0,,2022-12-07,28-194,NOP,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,,75.0,4.6875,0.0,71.1,4.44375,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,W (+15),W (+15)
25.0,,2022-12-09,28-196,NOP,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,,70.0,4.375,0.0,99.9,6.24375,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,W (+6),W (+6)
26.0,11.0,2022-12-11,28-198,NOP,PHO,0,1.1833333333333331,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,0.0,0.0,,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,0.0,95.0,5.9375,0.0,104.30000000000004,6.5187500000000025,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,W (+11),W (+11)
27.0,12.0,2022-12-13,28-200,NOP,UTA,0,6.133333333333334,3.0,5.0,.600,1.0,2.0,.500,2,2.0,1.000,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,9.0,8.4,+2,3.0,2.0,0.6666666666666666,19,33,2,27,28,20,32,26,35,30,14,24,35,35,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,29.0,0.4222222222222222,0.44,0.4,0.3698630136986301,0.4745762711864407,0.8,0.4848484848484848,0.5531914893617021,0.4430379746835443,0.4918032786885246,0.56,0.3692307692307692,0.4545454545454545,0.4430379746835443,0.4827586206896552,8,63.0,65.0,0.0,0.123076923076923,16,5.0,44.0,2.75,7.6,69.5,4.34375,20.7,1.6,0.3,-0.2,0.5,0.0279377265941565,0.61,0.065,0.615,0.3,0.8,W (+5),W (+5)
