Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
32.0,24.0,2022-12-23,19-281,NOP,OKC,0,14.55,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,2.0,3.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,2.2,+2,2.0,0.0,0.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,5.0,69.0,4.3125,2.2,80.19999999999999,5.012499999999999,0.0242055875453188,W (+9),W (+9)
33.0,,2022-12-26,19-284,NOP,IND,Not With Team,0.0,0.0,0.0,Not With Team,,,Not With Team,Not With Team,0.0,Not With Team,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Not With Team,Not With Team,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,98.0,6.125,0.0,83.1,5.19375,0.0242055875453188,W (+3),W (+3)
34.0,25.0,2022-12-28,19-286,NOP,MIN,0,18.416666666666668,1.0,3.0,.333,1.0,1.0,1.000,0,2.0,.000,2.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,3.0,3.6,-5,2.0,0.0,0.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,4.0,59.0,3.6875,3.5999999999999988,78.39999999999999,4.9,0.0242055875453188,W (+20),W (+20)
35.0,26.0,2022-12-30,19-288,NOP,PHI,0,21.183333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,3.9,+12,0.0,0.0,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,7.0,77.0,4.8125,3.9,101.2,6.325,0.0242055875453188,W (+1),W (+1)
36.0,27.0,2022-12-31,19-289,NOP,MEM,0,10.366666666666667,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,+4,0.0,0.0,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,1.0,45.0,2.8125,0.3,52.00000000000001,3.2500000000000004,0.0242055875453188,W (+11),W (+11)
37.0,28.0,2023-01-02,19-291,NOP,PHI,0,6.733333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,0.0,0.0,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,0.0,86.0,5.375,0.0,86.2,5.3875,0.0242055875453188,L (-15),L (-15)
38.0,29.0,2023-01-04,19-293,NOP,HOU,0,14.866666666666667,2.0,5.0,.400,1.0,2.0,.500,0,1.0,.000,2.0,3.0,5.0,4.0,3.0,0.0,2.0,2.0,5.0,7.2,+10,3.0,1.0,0.3333333333333333,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,9.0,86.0,5.375,7.1999999999999975,100.7,6.29375,0.0242055875453188,L (-9),L (-9)
39.0,30.0,2023-01-06,19-295,NOP,BRK,0,9.866666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,-3,0.0,0.0,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,5.0,64.0,4.0,3.0,67.3,4.20625,0.0242055875453188,W (+11),W (+11)
40.0,31.0,2023-01-07,19-296,NOP,DAL,0,21.016666666666666,0.0,6.0,.000,0.0,4.0,.000,0,0.0,,1.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0,-2.0,-10,2.0,0.0,0.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,0.0,83.0,5.1875,-2.0,100.3,6.26875,0.0242055875453188,L (-6),L (-6)
41.0,32.0,2023-01-09,19-298,NOP,WAS,0,19.466666666666665,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,1.0,5.0,6.0,2.0,0.0,1.0,0.0,3.0,4.0,5.8,+5,2.0,2.0,1.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,10.0,88.0,5.5,5.8,99.10000000000002,6.193750000000001,0.0242055875453188,L (-10),L (-10)
42.0,33.0,2023-01-11,19-300,NOP,BOS,1,25.4,3.0,6.0,.500,1.0,2.0,.500,0,1.0,.000,1.0,4.0,5.0,3.0,0.0,0.0,1.0,4.0,7.0,5.0,-2,4.0,2.0,0.5,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,7.0,76.0,4.75,4.999999999999998,84.49999999999999,5.281249999999999,0.0242055875453188,,
43.0,34.0,2023-01-13,19-302,NOP,DET,1,24.683333333333334,3.0,4.0,.750,1.0,1.0,1.000,0,0.0,,1.0,3.0,4.0,3.0,0.0,0.0,1.0,4.0,7.0,6.5,+8,3.0,2.0,0.6666666666666666,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,9.0,72.0,4.5,6.499999999999998,86.49999999999999,5.406249999999999,0.0242055875453188,W (+20),W (+20)
44.0,35.0,2023-01-16,19-305,NOP,CLE,1,28.566666666666663,2.0,4.0,.500,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,4.0,4.0,0.0,3.0,3.0,4.0,5.5,+8,2.0,2.0,1.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,8.0,76.0,4.75,5.5,77.5,4.84375,0.0242055875453188,L (-11),L (-11)
45.0,36.0,2023-01-18,19-307,NOP,MIA,1,33.4,4.0,8.0,.500,0.0,1.0,.000,1,1.0,1.000,1.0,5.0,6.0,3.0,1.0,0.0,5.0,2.0,9.0,4.5,-21,7.0,4.0,0.5714285714285714,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,5.0,58.0,3.625,4.099999999999998,64.99999999999999,4.062499999999999,0.0242055875453188,W (+6),W (+6)
46.0,37.0,2023-01-20,19-309,NOP,ORL,1,31.116666666666667,0.0,6.0,.000,0.0,2.0,.000,0,0.0,,1.0,3.0,4.0,8.0,1.0,1.0,3.0,0.0,0.0,1.7,+6,4.0,0.0,0.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,5.0,91.0,5.6875,1.6999999999999993,95.89999999999998,5.993749999999999,0.0242055875453188,L (-10),L (-10)
47.0,38.0,2023-01-22,19-311,NOP,MIA,1,30.116666666666667,4.0,7.0,.571,1.0,4.0,.250,2,2.0,1.000,2.0,5.0,7.0,6.0,2.0,1.0,4.0,2.0,11.0,12.7,+9,3.0,3.0,1.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,14.0,53.0,3.3125,11.9,55.29999999999999,3.4562499999999994,0.0242055875453188,L (-26),L (-26)
48.0,39.0,2023-01-24,19-313,NOP,DEN,0,7.533333333333333,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,-14,2.0,1.0,0.5,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,1.0,58.0,3.625,1.2999999999999998,66.5,4.15625,0.0242055875453188,L (-13),L (-13)
49.0,,2023-01-25,19-314,NOP,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,48.0,3.0,0.0,55.6,3.475,0.0242055875453188,L (-4),L (-4)
50.0,,2023-01-28,19-317,NOP,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,65.0,4.0625,0.0,65.4,4.0875,0.0242055875453188,L (-1),L (-1)
51.0,,2023-01-29,19-318,NOP,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,59.0,3.6875,0.0,65.9,4.11875,0.0242055875453188,L (-9),L (-9)
52.0,,2023-01-31,19-320,NOP,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,90.0,5.625,0.0,94.5,5.90625,0.0242055875453188,L (-10),L (-10)
53.0,,2023-02-02,19-322,NOP,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,87.0,5.4375,0.0,87.09999999999998,5.443749999999999,0.0242055875453188,L (-25),L (-25)
54.0,,2023-02-04,19-324,NOP,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,90.0,5.625,0.0,106.70000000000002,6.668750000000001,0.0242055875453188,L (-9),L (-9)
55.0,,2023-02-05,19-325,NOP,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,99.0,6.1875,0.0,119.40000000000002,7.462500000000001,0.0242055875453188,L (-5),L (-5)
56.0,,2023-02-07,19-327,NOP,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,80.0,5.0,0.0,93.6,5.85,0.0242055875453188,W (+5),W (+5)
57.0,,2023-02-10,19-330,NOP,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,87.0,5.4375,0.0,89.29999999999998,5.581249999999999,0.0242055875453188,W (+32),W (+32)
58.0,,2023-02-13,19-333,NOP,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,55.0,3.4375,0.0,66.39999999999999,4.15,0.0242055875453188,W (+9),W (+9)
59.0,,2023-02-15,19-335,NOP,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,70.0,4.375,0.0,69.69999999999999,4.356249999999999,0.0242055875453188,L (-11),L (-11)
60.0,,2023-02-23,19-343,NOP,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,81.0,5.0625,0.0,80.5,5.03125,0.0242055875453188,W (+3),W (+3)
61.0,40.0,2023-02-25,19-345,NOP,NYK,0,4.116666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4,+10,0.0,0.0,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,2.0,58.0,3.625,1.4,65.30000000000001,4.081250000000001,0.0242055875453188,L (-18),L (-18)
62.0,,2023-02-27,19-347,NOP,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,52.0,3.25,0.0,53.9,3.36875,0.0242055875453188,L (-5),L (-5)
63.0,41.0,2023-03-01,19-349,NOP,POR,0,9.816666666666666,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.4,+7,1.0,1.0,1.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,2.0,100.0,6.25,2.3999999999999995,93.9,5.86875,0.0242055875453188,,
64.0,42.0,2023-03-03,19-351,NOP,GSW,0,13.25,0.0,1.0,.000,0.0,1.0,.000,1,2.0,.500,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.1,-3,0.0,0.0,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,0.0,55.0,3.4375,-0.3,63.69999999999999,3.9812499999999993,0.0242055875453188,L (-22),L (-22)
65.0,43.0,2023-03-06,19-354,NOP,SAC,0,13.016666666666667,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,1.8,-12,1.0,1.0,1.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,3.0,106.0,6.625,1.7999999999999996,87.0,5.4375,0.0242055875453188,L (-8),L (-8)
