Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
1.0,1.0,2022-10-19,29-291,NOP,BRK,0.0,21.383333333333333,4.0,6.0,0.667,0.0,0.0,,0.0,1.0,0.0,3.0,6.0,9.0,2.0,1.0,1.0,3.0,1.0,8.0,8.6,-6.0,6.0,4.0,0.6666666666666666,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,11.0,89.0,5.5625,8.600000000000001,97.3,6.08125,0.047024952015355,W (+22),W (+22)
2.0,2.0,2022-10-21,29-293,NOP,CHO,0.0,15.166666666666666,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.4,-6.0,2.0,1.0,0.5,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,6.0,86.0,5.375,4.4,106.0,6.625,0.047024952015355,W (+12),W (+12)
3.0,3.0,2022-10-23,29-295,NOP,UTA,0.0,28.55,5.0,10.0,0.5,0.0,2.0,0.0,0.0,0.0,,2.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,10.0,12.1,6.0,8.0,5.0,0.625,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,13.0,56.0,3.5,12.1,77.89999999999998,4.868749999999999,0.047024952015355,L (-1),L (-1)
4.0,4.0,2022-10-25,29-297,NOP,DAL,0.0,23.78333333333333,5.0,6.0,0.833,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,11.0,7.5,-2.0,5.0,4.0,0.8,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,7.0,71.0,4.4375,7.5,75.6,4.725,0.047024952015355,W (+2),W (+2)
5.0,5.0,2022-10-28,29-300,NOP,PHO,0.0,14.183333333333334,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,-2.6,-19.0,4.0,1.0,0.25,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,-3.0,84.0,5.25,-2.6000000000000005,87.89999999999999,5.49375,0.047024952015355,L (-13),L (-13)
6.0,6.0,2022-10-30,29-302,NOP,LAC,0.0,23.23333333333333,7.0,9.0,0.778,1.0,1.0,1.0,0.0,0.0,,1.0,8.0,9.0,3.0,1.0,0.0,3.0,2.0,15.0,13.9,19.0,8.0,6.0,0.75,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,16.0,80.0,5.0,13.9,81.80000000000001,5.112500000000001,0.047024952015355,W (+21),W (+21)
7.0,7.0,2022-11-02,29-305,NOP,LAL,0.0,31.28333333333333,5.0,8.0,0.625,0.0,0.0,,1.0,2.0,0.5,0.0,8.0,8.0,5.0,4.0,1.0,0.0,4.0,11.0,16.0,7.0,8.0,5.0,0.625,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,19.0,76.0,4.75,15.6,76.1,4.75625,0.047024952015355,L (-3),L (-3)
8.0,8.0,2022-11-04,29-307,NOP,GSW,0.0,28.55,10.0,12.0,0.833,0.0,0.0,,0.0,0.0,,4.0,4.0,8.0,1.0,0.0,0.0,1.0,3.0,20.0,18.1,22.0,12.0,10.0,0.8333333333333334,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,16.0,53.0,3.3125,18.1,65.2,4.075,0.047024952015355,W (+9),W (+9)
9.0,9.0,2022-11-05,29-308,NOP,ATL,0.0,27.266666666666666,3.0,4.0,0.75,0.0,0.0,,2.0,2.0,1.0,1.0,3.0,4.0,2.0,3.0,1.0,0.0,1.0,8.0,12.7,6.0,4.0,3.0,0.75,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,12.0,48.0,3.0,11.899999999999997,68.1,4.25625,0.047024952015355,L (-3),L (-3)
10.0,10.0,2022-11-07,29-310,NOP,IND,0.0,14.183333333333334,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,0.5,1.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,3.0,5.9,4.0,1.0,1.0,1.0,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,8.0,92.0,5.75,5.5,87.9,5.49375,0.047024952015355,L (-7),L (-7)
11.0,,2022-11-09,29-312,NOP,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,,77.0,4.8125,0.0,88.09999999999998,5.506249999999999,0.047024952015355,W (+4),W (+4)
12.0,11.0,2022-11-10,29-313,NOP,POR,0.0,23.166666666666668,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,1.0,2.0,0.0,0.1,11.0,2.0,0.0,0.0,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,4.0,60.0,3.75,0.0999999999999998,59.80000000000001,3.7375000000000007,0.047024952015355,L (-11),L (-11)
13.0,12.0,2022-11-12,29-315,NOP,HOU,0.0,27.73333333333333,8.0,10.0,0.8,2.0,3.0,0.667,4.0,5.0,0.8,5.0,4.0,9.0,0.0,0.0,0.0,3.0,3.0,22.0,18.3,10.0,7.0,6.0,0.8571428571428571,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,13.0,48.0,3.0,16.7,68.4,4.275,0.047024952015355,W (+13),W (+13)
14.0,13.0,2022-11-15,29-318,NOP,MEM,0.0,30.78333333333333,8.0,10.0,0.8,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,7.0,2.0,0.0,2.0,0.0,1.0,19.0,20.5,16.0,9.0,7.0,0.7777777777777778,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,18.0,82.0,5.125,19.7,72.2,4.5125,0.047024952015355,W (+11),W (+11)
15.0,14.0,2022-11-16,29-319,NOP,CHI,0.0,18.866666666666667,2.0,5.0,0.4,0.0,2.0,0.0,4.0,4.0,1.0,1.0,5.0,6.0,3.0,0.0,1.0,0.0,1.0,8.0,9.9,6.0,3.0,2.0,0.6666666666666666,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,9.0,93.0,5.8125,8.299999999999999,89.2,5.575,0.047024952015355,W (+14),W (+14)
16.0,15.0,2022-11-18,29-321,NOP,BOS,0.0,26.75,7.0,8.0,0.875,0.0,0.0,,2.0,2.0,1.0,4.0,4.0,8.0,1.0,3.0,2.0,3.0,2.0,16.0,18.5,0.0,8.0,7.0,0.875,38,60,4,43,45,22,50,32,64,49,19,61,62,24,23,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,77.0,79.0,38.0,29.0,0.8444444444444444,0.8,0.8,0.589041095890411,0.7627118644067796,0.88,0.7575757575757576,0.6808510638297872,0.810126582278481,0.8032786885245902,0.76,0.7922077922077922,0.7848101265822784,0.631578947368421,0.7931034482758621,18,63.0,65.0,0.0,0.2769230769230769,16,17.0,79.0,4.9375,17.699999999999996,74.49999999999999,4.656249999999999,0.047024952015355,L (-8),L (-8)
