Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
57.0,52.0,2023-02-10,25-017,NOP,CLE,0.0,24.1,2.0,6.0,0.333,1.0,3.0,0.333,0.0,0.0,,1.0,4.0,5.0,1.0,2.0,1.0,0.0,2.0,5.0,6.1,1.0,3.0,1.0,0.3333333333333333,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,79.0,4.9375,6.099999999999999,83.19999999999999,5.199999999999999,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+32),W (+32)
58.0,53.0,2023-02-13,25-020,NOP,OKC,0.0,22.816666666666663,1.0,2.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,4.0,7.0,8.0,1.0,1.0,1.0,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,47.0,2.9375,6.199999999999998,60.2,3.7625,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+9),W (+9)
59.0,54.0,2023-02-15,25-022,NOP,LAL,0.0,18.53333333333333,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,4.0,3.0,0.0,-13.0,0.0,0.0,,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,67.0,4.1875,0.0,69.69999999999999,4.356249999999999,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-11),L (-11)
60.0,55.0,2023-02-23,25-030,NOP,TOR,0.0,19.216666666666665,3.0,6.0,0.5,1.0,3.0,0.333,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,7.0,6.6,-3.0,3.0,2.0,0.6666666666666666,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,74.0,4.625,6.6,73.9,4.61875,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+3),W (+3)
61.0,56.0,2023-02-25,25-032,NOP,NYK,0.0,15.1,2.0,7.0,0.286,0.0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,6.0,6.3,-10.0,4.0,2.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,4.0,56.0,3.5,5.5,61.20000000000002,3.825000000000001,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-18),L (-18)
62.0,57.0,2023-02-27,25-034,NOP,ORL,0.0,22.98333333333333,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,,1.0,5.0,6.0,3.0,1.0,0.0,2.0,1.0,4.0,5.6,-1.0,2.0,2.0,1.0,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,43.0,2.6875,5.6,48.3,3.01875,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-5),L (-5)
63.0,58.0,2023-03-01,25-036,NOP,POR,0.0,27.25,3.0,6.0,0.5,0.0,1.0,0.0,3.0,4.0,0.75,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,9.0,7.1,24.0,5.0,3.0,0.6,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,4.0,98.0,6.125,5.9,90.4,5.65,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,,
64.0,59.0,2023-03-03,25-038,NOP,GSW,0.0,29.3,5.0,12.0,0.417,2.0,4.0,0.5,2.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,14.0,8.2,-13.0,8.0,3.0,0.375,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,52.0,3.25,7.399999999999999,55.99999999999999,3.5,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-22),L (-22)
65.0,60.0,2023-03-06,25-041,NOP,SAC,0.0,21.316666666666663,3.0,5.0,0.6,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,7.4,-13.0,3.0,3.0,1.0,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,103.0,6.4375,6.999999999999998,81.8,5.1125,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-8),L (-8)
66.0,61.0,2023-03-08,25-043,NOP,DAL,0.0,25.4,2.0,6.0,0.333,1.0,4.0,0.25,4.0,4.0,1.0,0.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,9.0,10.6,-4.0,2.0,1.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,77.0,4.8125,9.000000000000002,80.49999999999999,5.031249999999999,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+11),W (+11)
67.0,62.0,2023-03-11,25-046,NOP,OKC,1.0,35.81666666666667,6.0,12.0,0.5,3.0,6.0,0.5,0.0,0.0,,0.0,8.0,8.0,2.0,0.0,0.0,7.0,4.0,15.0,4.2,-8.0,6.0,3.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,65.0,4.0625,4.1999999999999975,60.3,3.76875,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-9),L (-9)
68.0,63.0,2023-03-12,25-047,NOP,POR,1.0,28.383333333333333,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,5.0,0.0,0.0,3.0,1.0,4.0,3.7,18.0,2.0,2.0,1.0,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,85.0,5.3125,3.6999999999999993,85.60000000000001,5.3500000000000005,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-15),L (-15)
69.0,64.0,2023-03-14,25-049,NOP,LAL,0.0,16.366666666666667,2.0,8.0,0.25,1.0,6.0,0.167,2.0,2.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,3.0,7.0,3.6,7.0,2.0,1.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,68.0,4.25,2.8000000000000007,74.00000000000001,4.625000000000001,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+7),W (+7)
70.0,65.0,2023-03-17,25-052,NOP,HOU,0.0,19.15,4.0,8.0,0.5,0.0,1.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,11.0,-14.0,7.0,4.0,0.5714285714285714,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,78.0,4.875,9.000000000000002,75.9,4.74375,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-14),L (-14)
71.0,66.0,2023-03-19,25-054,NOP,HOU,0.0,17.133333333333333,2.0,4.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,7.0,7.9,2.0,2.0,1.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,92.0,5.75,7.1,89.50000000000001,5.593750000000001,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+17),W (+17)
72.0,67.0,2023-03-21,25-056,NOP,SAS,0.0,18.516666666666666,4.0,8.0,0.5,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,8.0,4.2,12.0,6.0,4.0,0.6666666666666666,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,83.0,5.1875,4.2,83.49999999999999,5.218749999999999,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-15),L (-15)
73.0,68.0,2023-03-23,25-058,NOP,CHO,0.0,21.1,6.0,10.0,0.6,1.0,3.0,0.333,3.0,4.0,0.75,0.0,4.0,4.0,3.0,1.0,0.0,3.0,0.0,16.0,12.3,10.0,7.0,5.0,0.7142857142857143,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,80.0,5.0,11.099999999999996,82.8,5.175,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-2),L (-2)
74.0,69.0,2023-03-25,25-060,NOP,LAC,0.0,22.216666666666665,3.0,7.0,0.429,1.0,2.0,0.5,1.0,2.0,0.5,0.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,8.0,3.8,6.0,5.0,2.0,0.4,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,2.0,123.0,7.6875,3.4000000000000004,114.1,7.13125,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+10),W (+10)
75.0,70.0,2023-03-27,25-062,NOP,POR,0.0,18.7,3.0,7.0,0.429,0.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,8.0,9.0,-3.0,6.0,3.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,104.0,6.5,8.200000000000001,92.9,5.80625,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+35),W (+35)
76.0,71.0,2023-03-28,25-063,NOP,GSW,0.0,13.166666666666666,3.0,7.0,0.429,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,6.0,3.3,-2.0,6.0,3.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,65.0,4.0625,3.3,69.99999999999999,4.374999999999999,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+19),W (+19)
77.0,72.0,2023-03-30,25-065,NOP,DEN,0.0,14.5,2.0,5.0,0.4,0.0,1.0,0.0,3.0,5.0,0.6,0.0,4.0,4.0,1.0,3.0,0.0,1.0,2.0,7.0,6.6,-2.0,4.0,2.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,4.0,80.0,5.0,5.4,72.1,4.50625,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+21),W (+21)
78.0,73.0,2023-04-01,25-067,NOP,LAC,0.0,13.366666666666667,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,3.5,8.0,2.0,1.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,4.0,58.0,3.625,3.099999999999999,89.8,5.6125,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+34),W (+34)
79.0,74.0,2023-04-04,25-070,NOP,SAC,0.0,14.4,1.0,5.0,0.2,0.0,1.0,0.0,2.0,3.0,0.667,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.4,-11.0,4.0,1.0,0.25,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,-1.0,65.0,4.0625,0.6000000000000001,71.20000000000002,4.450000000000001,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-11),L (-11)
80.0,75.0,2023-04-05,25-071,NOP,MEM,0.0,7.633333333333333,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,-0.8,-17.0,4.0,1.0,0.25,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,-1.0,92.0,5.75,-0.8000000000000004,108.90000000000002,6.806250000000001,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+19),W (+19)
81.0,76.0,2023-04-07,25-073,NOP,NYK,0.0,13.8,3.0,5.0,0.6,1.0,1.0,1.0,0.0,0.0,,0.0,3.0,3.0,5.0,0.0,0.0,2.0,1.0,7.0,6.7,2.0,4.0,2.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,86.0,5.375,6.699999999999999,79.1,4.94375,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+8),W (+8)
82.0,77.0,2023-04-09,25-075,NOP,MIN,0.0,12.216666666666669,1.0,3.0,0.333,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,0.8,-9.0,1.0,1.0,1.0,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,-1.0,56.0,3.5,8.881784197001252e-16,71.9,4.49375,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-18),L (-18)
