Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,7.0,2022-11-09,25-068,NOP,CHI,1.0,33.28333333333333,8.0,14.0,0.571,1.0,2.0,0.5,5.0,6.0,0.833,1.0,8.0,9.0,3.0,1.0,0.0,4.0,4.0,22.0,15.6,19.0,12.0,7.0,0.5833333333333334,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,11.0,66.0,4.125,13.6,74.49999999999999,4.656249999999999,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,W (+4),W (+4)
12.0,8.0,2022-11-10,25-069,NOP,POR,1.0,31.33333333333333,6.0,12.0,0.5,2.0,4.0,0.5,0.0,0.0,,0.0,5.0,5.0,2.0,0.0,0.0,5.0,6.0,14.0,3.5,-17.0,8.0,4.0,0.5,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,4.0,60.0,3.75,3.4999999999999982,56.40000000000001,3.525000000000001,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,L (-11),L (-11)
13.0,9.0,2022-11-12,25-071,NOP,HOU,1.0,37.66666666666666,8.0,19.0,0.421,0.0,4.0,0.0,4.0,4.0,1.0,1.0,4.0,5.0,5.0,3.0,1.0,2.0,4.0,20.0,15.4,21.0,15.0,8.0,0.5333333333333333,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,9.0,52.0,3.25,13.8,71.3,4.45625,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,W (+13),W (+13)
14.0,10.0,2022-11-15,25-074,NOP,MEM,1.0,37.63333333333333,7.0,15.0,0.467,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,0.0,1.0,1.0,2.0,19.0,13.2,-1.0,13.0,5.0,0.3846153846153846,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,7.0,93.0,5.8125,11.999999999999996,79.9,4.99375,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,W (+11),W (+11)
15.0,11.0,2022-11-16,25-075,NOP,CHI,1.0,31.78333333333333,4.0,15.0,0.267,2.0,4.0,0.5,6.0,8.0,0.75,0.0,6.0,6.0,9.0,0.0,1.0,2.0,2.0,16.0,12.3,19.0,11.0,2.0,0.1818181818181818,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,7.0,95.0,5.9375,9.900000000000002,87.6,5.475,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,W (+14),W (+14)
16.0,12.0,2022-11-18,25-077,NOP,BOS,1.0,38.21666666666667,9.0,20.0,0.45,5.0,11.0,0.455,2.0,2.0,1.0,0.0,2.0,2.0,7.0,2.0,0.0,2.0,1.0,25.0,19.7,-12.0,9.0,4.0,0.4444444444444444,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,12.0,84.0,5.25,18.9,73.3,4.58125,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,L (-8),L (-8)
17.0,13.0,2022-11-21,25-080,NOP,GSW,1.0,30.83333333333333,12.0,19.0,0.632,3.0,7.0,0.429,7.0,7.0,1.0,1.0,5.0,6.0,3.0,3.0,0.0,2.0,1.0,34.0,30.4,33.0,12.0,9.0,0.75,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,18.0,74.0,4.625,27.600000000000005,74.2,4.6375,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,W (+45),W (+45)
18.0,14.0,2022-11-23,25-082,NOP,SAS,1.0,31.866666666666667,4.0,9.0,0.444,1.0,3.0,0.333,8.0,8.0,1.0,0.0,3.0,3.0,10.0,0.0,0.0,5.0,2.0,17.0,14.4,13.0,6.0,3.0,0.5,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,8.0,87.0,5.4375,11.2,80.10000000000001,5.0062500000000005,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,W (+19),W (+19)
19.0,15.0,2022-11-25,25-084,NOP,MEM,1.0,17.833333333333332,2.0,6.0,0.333,0.0,1.0,0.0,4.0,4.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,8.0,5.6,-11.0,5.0,2.0,0.4,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,2.0,70.0,4.375,4.000000000000002,68.60000000000001,4.2875000000000005,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,L (-21),L (-21)
20.0,,2022-11-28,25-087,NOP,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,,80.0,5.0,0.0,71.9,4.49375,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,W (+4),W (+4)
21.0,,2022-11-30,25-089,NOP,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,,92.0,5.75,0.0,102.49999999999996,6.406249999999997,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,,
22.0,,2022-12-02,25-091,NOP,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,,96.0,6.0,0.0,92.2,5.7625,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,W (+18),W (+18)
23.0,,2022-12-04,25-093,NOP,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,,75.0,4.6875,0.0,88.9,5.55625,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,W (+18),W (+18)
24.0,,2022-12-07,25-096,NOP,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,,75.0,4.6875,0.0,71.1,4.44375,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,W (+15),W (+15)
25.0,,2022-12-09,25-098,NOP,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,,70.0,4.375,0.0,99.9,6.24375,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,W (+6),W (+6)
26.0,,2022-12-11,25-100,NOP,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,,95.0,5.9375,0.0,104.30000000000004,6.5187500000000025,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,W (+11),W (+11)
27.0,,2022-12-13,25-102,NOP,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,,49.0,3.0625,0.0,77.1,4.81875,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,W (+5),W (+5)
28.0,,2022-12-15,25-104,NOP,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,,74.0,4.625,0.0,93.8,5.8625,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,L (-21),L (-21)
29.0,,2022-12-17,25-106,NOP,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,1,18,27,10,45,19,43,27,15,38,45,43,19,12,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.56,0.2,0.2465753424657534,0.4576271186440678,0.4,0.6818181818181818,0.4042553191489361,0.5443037974683544,0.4426229508196721,0.6,0.5846153846153846,0.5844155844155844,0.5443037974683544,0.5,0.4137931034482758,21,63.0,65.0,0.0,0.3230769230769231,16,,75.0,4.6875,0.0,81.2,5.075,19.2,3.5,1.7,2.2,-0.4,0.1185753892087865,0.582,0.196,0.326,1.4,1.8,L (-3),L (-3)
