Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Lawson,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,30-115,MIN,OKC,1,34.36666666666667,10.0,15.0,.667,0.0,0.0,,3,5.0,.600,7.0,9.0,16.0,2.0,1.0,1.0,0.0,1.0,23.0,26.0,+13,15.0,10.0,0.6666666666666666,1,67,43,20,45,67,54,39,12,27,59,19,27,56,47,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,54.0,29.0,0.0666666666666666,0.8481012658227848,0.8269230769230769,0.8,0.6338028169014085,0.8481012658227848,0.8307692307692308,0.9069767441860463,0.8,0.9310344827586208,0.855072463768116,0.6785714285714286,0.7105263157894737,0.8235294117647058,0.8703703703703703,0.7931034482758621,17,22,22,34.0,67.0,59.0,29.0,0.5,0.3283582089552239,0.3728813559322034,0.0,19,23.0,50.0,2.631578947368421,24.800000000000004,60.3,3.173684210526316,18.9,7.8,0.7,0.0,0.7,0.0989045713081946,0.675,0.005,0.623,1.4,4.3,W (+7),W (+7)
2.0,2.0,2022-10-21,30-117,MIN,UTA,1,37.8,4.0,10.0,.400,0.0,0.0,,1,3.0,.333,10.0,13.0,23.0,0.0,1.0,2.0,4.0,3.0,9.0,10.9,-9,10.0,4.0,0.4,1,67,43,20,45,67,54,39,12,27,59,19,27,56,47,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,54.0,29.0,0.0666666666666666,0.8481012658227848,0.8269230769230769,0.8,0.6338028169014085,0.8481012658227848,0.8307692307692308,0.9069767441860463,0.8,0.9310344827586208,0.855072463768116,0.6785714285714286,0.7105263157894737,0.8235294117647058,0.8703703703703703,0.7931034482758621,17,22,22,34.0,67.0,59.0,29.0,0.5,0.3283582089552239,0.3728813559322034,0.0,19,18.0,48.0,2.526315789473684,10.5,66.5,3.5,18.9,7.8,0.7,0.0,0.7,0.0989045713081946,0.675,0.005,0.623,1.4,4.3,L (-6),L (-6)
3.0,3.0,2022-10-23,30-119,MIN,OKC,1,24.616666666666667,7.0,9.0,.778,0.0,1.0,.000,1,3.0,.333,2.0,13.0,15.0,1.0,0.0,1.0,1.0,2.0,15.0,15.6,-1,8.0,7.0,0.875,1,67,43,20,45,67,54,39,12,27,59,19,27,56,47,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,54.0,29.0,0.0666666666666666,0.8481012658227848,0.8269230769230769,0.8,0.6338028169014085,0.8481012658227848,0.8307692307692308,0.9069767441860463,0.8,0.9310344827586208,0.855072463768116,0.6785714285714286,0.7105263157894737,0.8235294117647058,0.8703703703703703,0.7931034482758621,17,22,22,34.0,67.0,59.0,29.0,0.5,0.3283582089552239,0.3728813559322034,0.0,19,19.0,62.0,3.263157894736842,15.199999999999996,75.2,3.9578947368421056,18.9,7.8,0.7,0.0,0.7,0.0989045713081946,0.675,0.005,0.623,1.4,4.3,W (+10),W (+10)
4.0,4.0,2022-10-24,30-120,MIN,SAS,1,31.48333333333333,4.0,4.0,1.000,0.0,0.0,,3,4.0,.750,1.0,6.0,7.0,1.0,0.0,3.0,2.0,2.0,11.0,11.9,-9,4.0,4.0,1.0,1,67,43,20,45,67,54,39,12,27,59,19,27,56,47,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,54.0,29.0,0.0666666666666666,0.8481012658227848,0.8269230769230769,0.8,0.6338028169014085,0.8481012658227848,0.8307692307692308,0.9069767441860463,0.8,0.9310344827586208,0.855072463768116,0.6785714285714286,0.7105263157894737,0.8235294117647058,0.8703703703703703,0.7931034482758621,17,22,22,34.0,67.0,59.0,29.0,0.5,0.3283582089552239,0.3728813559322034,0.0,19,12.0,53.0,2.789473684210526,10.699999999999998,57.2,3.0105263157894737,18.9,7.8,0.7,0.0,0.7,0.0989045713081946,0.675,0.005,0.623,1.4,4.3,L (-9),L (-9)
5.0,5.0,2022-10-26,30-122,MIN,SAS,1,34.63333333333333,4.0,6.0,.667,0.0,0.0,,2,4.0,.500,0.0,9.0,9.0,1.0,1.0,1.0,2.0,4.0,10.0,8.1,+9,6.0,4.0,0.6666666666666666,1,67,43,20,45,67,54,39,12,27,59,19,27,56,47,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,54.0,29.0,0.0666666666666666,0.8481012658227848,0.8269230769230769,0.8,0.6338028169014085,0.8481012658227848,0.8307692307692308,0.9069767441860463,0.8,0.9310344827586208,0.855072463768116,0.6785714285714286,0.7105263157894737,0.8235294117647058,0.8703703703703703,0.7931034482758621,17,22,22,34.0,67.0,59.0,29.0,0.5,0.3283582089552239,0.3728813559322034,0.0,19,10.0,92.0,4.842105263157895,7.300000000000001,106.7,5.61578947368421,18.9,7.8,0.7,0.0,0.7,0.0989045713081946,0.675,0.005,0.623,1.4,4.3,W (+12),W (+12)
6.0,6.0,2022-10-28,30-124,MIN,LAL,1,37.16666666666666,7.0,11.0,.636,0.0,0.0,,8,12.0,.667,8.0,13.0,21.0,2.0,0.0,2.0,1.0,3.0,22.0,25.6,+8,11.0,7.0,0.6363636363636364,1,67,43,20,45,67,54,39,12,27,59,19,27,56,47,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,54.0,29.0,0.0666666666666666,0.8481012658227848,0.8269230769230769,0.8,0.6338028169014085,0.8481012658227848,0.8307692307692308,0.9069767441860463,0.8,0.9310344827586208,0.855072463768116,0.6785714285714286,0.7105263157894737,0.8235294117647058,0.8703703703703703,0.7931034482758621,17,22,22,34.0,67.0,59.0,29.0,0.5,0.3283582089552239,0.3728813559322034,0.0,19,23.0,61.0,3.210526315789474,22.399999999999995,78.0,4.105263157894737,18.9,7.8,0.7,0.0,0.7,0.0989045713081946,0.675,0.005,0.623,1.4,4.3,W (+9),W (+9)
7.0,7.0,2022-10-30,30-126,MIN,SAS,1,27.366666666666667,4.0,11.0,.364,0.0,0.0,,1,3.0,.333,6.0,6.0,12.0,0.0,1.0,2.0,1.0,2.0,9.0,8.7,-10,11.0,4.0,0.3636363636363636,1,67,43,20,45,67,54,39,12,27,59,19,27,56,47,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,54.0,29.0,0.0666666666666666,0.8481012658227848,0.8269230769230769,0.8,0.6338028169014085,0.8481012658227848,0.8307692307692308,0.9069767441860463,0.8,0.9310344827586208,0.855072463768116,0.6785714285714286,0.7105263157894737,0.8235294117647058,0.8703703703703703,0.7931034482758621,17,22,22,34.0,67.0,59.0,29.0,0.5,0.3283582089552239,0.3728813559322034,0.0,19,9.0,55.0,2.894736842105264,8.299999999999997,70.6,3.71578947368421,18.9,7.8,0.7,0.0,0.7,0.0989045713081946,0.675,0.005,0.623,1.4,4.3,L (-9),L (-9)
8.0,8.0,2022-11-01,30-128,MIN,PHO,1,32.11666666666667,0.0,1.0,.000,0.0,0.0,,7,7.0,1.000,4.0,5.0,9.0,3.0,0.0,1.0,1.0,2.0,7.0,11.6,-14,1.0,0.0,0.0,1,67,43,20,45,67,54,39,12,27,59,19,27,56,47,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,54.0,29.0,0.0666666666666666,0.8481012658227848,0.8269230769230769,0.8,0.6338028169014085,0.8481012658227848,0.8307692307692308,0.9069767441860463,0.8,0.9310344827586208,0.855072463768116,0.6785714285714286,0.7105263157894737,0.8235294117647058,0.8703703703703703,0.7931034482758621,17,22,22,34.0,67.0,59.0,29.0,0.5,0.3283582089552239,0.3728813559322034,0.0,19,11.0,60.0,3.1578947368421053,8.799999999999999,75.10000000000001,3.952631578947369,18.9,7.8,0.7,0.0,0.7,0.0989045713081946,0.675,0.005,0.623,1.4,4.3,L (-9),L (-9)
9.0,9.0,2022-11-04,30-131,MIN,MIL,1,30.48333333333333,3.0,6.0,.500,0.0,1.0,.000,1,2.0,.500,4.0,9.0,13.0,0.0,1.0,1.0,0.0,4.0,7.0,9.2,-13,5.0,3.0,0.6,1,67,43,20,45,67,54,39,12,27,59,19,27,56,47,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,54.0,29.0,0.0666666666666666,0.8481012658227848,0.8269230769230769,0.8,0.6338028169014085,0.8481012658227848,0.8307692307692308,0.9069767441860463,0.8,0.9310344827586208,0.855072463768116,0.6785714285714286,0.7105263157894737,0.8235294117647058,0.8703703703703703,0.7931034482758621,17,22,22,34.0,67.0,59.0,29.0,0.5,0.3283582089552239,0.3728813559322034,0.0,19,14.0,51.0,2.6842105263157894,8.799999999999999,62.60000000000001,3.294736842105264,18.9,7.8,0.7,0.0,0.7,0.0989045713081946,0.675,0.005,0.623,1.4,4.3,L (-13),L (-13)
10.0,,2022-11-05,30-132,MIN,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,67,43,20,45,67,54,39,12,27,59,19,27,56,47,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,54.0,29.0,0.0666666666666666,0.8481012658227848,0.8269230769230769,0.8,0.6338028169014085,0.8481012658227848,0.8307692307692308,0.9069767441860463,0.8,0.9310344827586208,0.855072463768116,0.6785714285714286,0.7105263157894737,0.8235294117647058,0.8703703703703703,0.7931034482758621,17,22,22,34.0,67.0,59.0,29.0,0.5,0.3283582089552239,0.3728813559322034,0.0,19,,99.0,5.2105263157894735,0.0,112.09999999999998,5.899999999999999,18.9,7.8,0.7,0.0,0.7,0.0989045713081946,0.675,0.005,0.623,1.4,4.3,W (+12),W (+12)
