Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Lawson,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
48.0,,2023-01-21,26-287,MIN,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,80.0,4.2105263157894735,0.0,88.39999999999998,4.652631578947367,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-4),L (-4)
49.0,,2023-01-23,26-289,MIN,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,54.0,2.8421052631578947,0.0,60.10000000000001,3.1631578947368424,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+2),W (+2)
50.0,,2023-01-25,26-291,MIN,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,65.0,3.421052631578948,0.0,80.89999999999999,4.257894736842105,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+9),W (+9)
51.0,,2023-01-27,26-293,MIN,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,94.0,4.947368421052632,0.0,95.7,5.036842105263158,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-5),L (-5)
52.0,,2023-01-28,26-294,MIN,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,75.0,3.947368421052632,0.0,75.8,3.9894736842105263,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+9),W (+9)
53.0,,2023-01-30,26-296,MIN,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,81.0,4.2631578947368425,0.0,96.59999999999998,5.084210526315789,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+11),W (+11)
54.0,,2023-02-01,26-298,MIN,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,71.0,3.736842105263158,0.0,79.79999999999998,4.199999999999999,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+7),W (+7)
55.0,,2023-02-03,26-300,MIN,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,52.0,2.736842105263158,0.0,62.7,3.3000000000000003,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-7),L (-7)
56.0,19.0,2023-02-05,26-302,MIN,DEN,0,11.516666666666667,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,1.7,+16,1.0,1.0,1.0,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,2.0,58.0,3.0526315789473686,1.7000000000000002,73.5,3.8684210526315774,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+5),W (+5)
57.0,20.0,2023-02-07,26-304,MIN,DEN,0,7.683333333333334,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,-7,1.0,0.0,0.0,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,0.0,44.0,2.3157894736842106,0.3,62.4,3.284210526315789,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-7),L (-7)
58.0,21.0,2023-02-08,26-305,MIN,UTA,0,15.733333333333333,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,+4,2.0,1.0,0.5,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,3.0,131.0,6.894736842105263,3.0,137.20000000000002,7.221052631578948,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+30),W (+30)
59.0,22.0,2023-02-10,26-307,MIN,MEM,0,18.35,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,2.0,0.0,2.0,4.0,1.0,0.0,2.0,2.0,5.0,5.4,-8,1.0,1.0,1.0,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,6.0,57.0,3.0,5.4,65.8,3.4631578947368418,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-34),L (-34)
60.0,23.0,2023-02-13,26-310,MIN,DAL,0,15.533333333333331,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,2.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,5.5,-3,1.0,1.0,1.0,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,6.0,73.0,3.842105263157895,5.5,97.6,5.136842105263158,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+25),W (+25)
61.0,24.0,2023-02-16,26-313,MIN,WAS,0,10.733333333333333,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,-3.5,-10,2.0,0.0,0.0,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,-3.0,72.0,3.789473684210526,-3.5,85.39999999999999,4.494736842105263,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-21),L (-21)
62.0,25.0,2023-02-24,26-321,MIN,CHO,0,13.033333333333331,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,3.3,-1,1.0,1.0,1.0,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,4.0,77.0,4.052631578947368,3.3,78.09999999999998,4.110526315789473,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+3),W (+3)
63.0,26.0,2023-02-26,26-323,MIN,GSW,0,14.5,1.0,3.0,.333,1.0,3.0,.333,0,1.0,.000,1.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,3.0,1.9,-5,0.0,0.0,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,3.0,65.0,3.421052631578948,1.9000000000000008,76.89999999999999,4.047368421052632,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,,
64.0,27.0,2023-02-28,26-325,MIN,LAC,0,18.766666666666666,4.0,6.0,.667,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,9.0,9.7,+4,3.0,3.0,1.0,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,9.0,67.0,3.526315789473684,9.7,89.39999999999999,4.705263157894737,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-8),L (-8)
65.0,28.0,2023-03-03,26-328,MIN,LAL,0,17.266666666666666,1.0,5.0,.200,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,5.1,+11,2.0,1.0,0.5,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,5.0,60.0,3.1578947368421053,5.1,70.7,3.721052631578948,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-8),L (-8)
66.0,29.0,2023-03-04,26-329,MIN,SAC,0,14.083333333333334,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.9,-1,1.0,0.0,0.0,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,3.0,81.0,4.2631578947368425,2.9,93.0,4.894736842105263,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-5),L (-5)
67.0,30.0,2023-03-07,26-332,MIN,PHI,0,20.15,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,5.0,5.0,-3,1.0,1.0,1.0,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,5.0,60.0,3.1578947368421053,4.999999999999999,74.7,3.931578947368421,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+7),W (+7)
68.0,31.0,2023-03-10,26-335,MIN,BRK,0,9.466666666666669,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.2,+2,0.0,0.0,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,1.0,67.0,3.526315789473684,1.2,78.5,4.131578947368421,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+8),W (+8)
69.0,32.0,2023-03-13,26-338,MIN,ATL,0,18.066666666666663,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,1.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,3.0,7.5,+4,1.0,0.0,0.0,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,8.0,108.0,5.684210526315789,7.5,128.79999999999998,6.778947368421052,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+4),W (+4)
70.0,33.0,2023-03-15,26-340,MIN,BOS,0,18.2,2.0,6.0,.333,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,5.0,6.0,-1,3.0,1.0,0.3333333333333333,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,6.0,58.0,3.0526315789473686,6.0,71.0,3.736842105263158,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-23),L (-23)
71.0,34.0,2023-03-17,26-342,MIN,CHI,0,22.466666666666665,3.0,4.0,.750,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,8.0,8.1,+1,1.0,1.0,1.0,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,8.0,67.0,3.526315789473684,8.1,84.2,4.431578947368421,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-1),L (-1)
72.0,35.0,2023-03-18,26-343,MIN,TOR,0,23.866666666666667,4.0,6.0,.667,0.0,1.0,.000,1,2.0,.500,0.0,1.0,1.0,8.0,0.0,0.0,3.0,1.0,9.0,8.5,-17,5.0,4.0,0.8,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,7.0,54.0,2.8421052631578947,8.1,60.60000000000001,3.189473684210527,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+21),W (+21)
73.0,36.0,2023-03-20,26-345,MIN,NYK,0,16.033333333333335,1.0,5.0,.200,0.0,2.0,.000,1,2.0,.500,0.0,2.0,2.0,5.0,2.0,0.0,1.0,2.0,3.0,3.8,-5,3.0,1.0,0.3333333333333333,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,4.0,77.0,4.052631578947368,3.4000000000000004,93.6,4.926315789473684,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-2),L (-2)
