Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Lawson,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,,2022-11-28,26-233,MIN,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,58.0,3.0526315789473686,0.0,79.8,4.2,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,,
22.0,,2022-11-30,26-235,MIN,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,63.0,3.3157894736842106,0.0,79.89999999999999,4.205263157894737,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-15),L (-15)
23.0,16.0,2022-12-03,26-238,MIN,OKC,0,24.33333333333333,2.0,7.0,.286,1.0,3.0,.333,3,3.0,1.000,2.0,3.0,5.0,4.0,2.0,1.0,2.0,0.0,8.0,9.7,+6,4.0,1.0,0.25,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,8.0,66.0,3.473684210526316,8.500000000000004,71.3,3.752631578947368,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+8),W (+8)
24.0,17.0,2022-12-07,26-242,MIN,IND,0,21.666666666666668,3.0,5.0,.600,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,4.0,1.0,0.0,3.0,1.0,6.0,4.8,+9,4.0,3.0,0.75,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,4.0,66.0,3.473684210526316,4.799999999999999,74.90000000000002,3.942105263157896,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-7),L (-7)
25.0,18.0,2022-12-09,26-244,MIN,UTA,0,4.283333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,+1,0.0,0.0,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,0.0,67.0,3.526315789473684,0.0,66.6,3.5052631578947366,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+6),W (+6)
26.0,,2022-12-10,26-245,MIN,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,57.0,3.0,0.0,72.00000000000001,3.789473684210527,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+10),W (+10)
27.0,,2022-12-12,26-247,MIN,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,69.0,3.631578947368421,0.0,77.2,4.063157894736842,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-6),L (-6)
28.0,,2022-12-14,26-249,MIN,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,59.0,3.1052631578947367,0.0,71.2,3.747368421052632,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-21),L (-21)
29.0,,2022-12-16,26-251,MIN,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,80.0,4.2105263157894735,0.0,103.3,5.436842105263158,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-11),L (-11)
30.0,,2022-12-18,26-253,MIN,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,122.0,6.421052631578948,0.0,133.5,7.026315789473684,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+2),W (+2)
31.0,,2022-12-19,26-254,MIN,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,67.0,3.526315789473684,0.0,82.29999999999998,4.3315789473684205,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+24),W (+24)
32.0,,2022-12-21,26-256,MIN,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,68.0,3.5789473684210527,0.0,83.20000000000002,4.378947368421054,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+10),W (+10)
33.0,,2022-12-23,26-258,MIN,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,60.0,3.1578947368421053,0.0,66.69999999999999,3.5105263157894733,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-5),L (-5)
34.0,,2022-12-26,26-261,MIN,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,76.0,4.0,0.0,82.19999999999999,4.326315789473684,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-12),L (-12)
35.0,,2022-12-28,26-263,MIN,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,63.0,3.3157894736842106,0.0,74.8,3.9368421052631577,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-3),L (-3)
36.0,,2022-12-30,26-265,MIN,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,63.0,3.3157894736842106,0.0,84.80000000000001,4.463157894736843,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-1),L (-1)
37.0,,2022-12-31,26-266,MIN,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,51.0,2.6842105263157894,0.0,53.6,2.821052631578948,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-9),L (-9)
38.0,,2023-01-02,26-268,MIN,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,92.0,4.842105263157895,0.0,112.2,5.905263157894737,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-12),L (-12)
39.0,,2023-01-04,26-270,MIN,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,60.0,3.1578947368421053,0.0,74.5,3.9210526315789473,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+13),W (+13)
40.0,,2023-01-06,26-272,MIN,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,78.0,4.105263157894737,0.0,92.29999999999998,4.857894736842105,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+7),W (+7)
41.0,,2023-01-08,26-274,MIN,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,68.0,3.5789473684210527,0.0,72.0,3.789473684210526,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+13),W (+13)
42.0,,2023-01-11,26-277,MIN,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,52.0,2.736842105263158,0.0,68.0,3.5789473684210527,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,,
43.0,,2023-01-13,26-279,MIN,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,87.0,4.578947368421052,0.0,98.79999999999998,5.199999999999999,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+8),W (+8)
44.0,,2023-01-14,26-280,MIN,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,76.0,4.0,0.0,94.8,4.989473684210526,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-17),L (-17)
45.0,,2023-01-16,26-282,MIN,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,74.0,3.8947368421052633,0.0,85.60000000000001,4.5052631578947375,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+5),W (+5)
46.0,,2023-01-18,26-284,MIN,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,85.0,4.473684210526316,0.0,99.39999999999998,5.23157894736842,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,W (+8),W (+8)
47.0,,2023-01-19,26-285,MIN,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,41,17,9,20,43,27,8,21,37,10,15,34,39,36,13,15.0,79.0,52.0,25.0,71.0,79.0,65.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.5189873417721519,0.3269230769230769,0.36,0.2816901408450704,0.5443037974683544,0.4153846153846154,0.5333333333333333,0.7241379310344828,0.5362318840579711,0.3571428571428571,0.3947368421052631,0.5,0.5571428571428572,0.6666666666666666,0.4482758620689655,5,22,21,34.0,67.0,59.0,29.0,0.1470588235294117,0.3283582089552239,0.3559322033898305,0.0,19,,91.0,4.789473684210527,0.0,99.79999999999998,5.252631578947367,11.8,1.3,-0.7,-1.3,0.6,0.016958078786602,0.526,0.538,0.124,0.2,0.7,L (-1),L (-1)
