Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Matt Ryan,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,Anthony Edwards,Austin Rivers,Bryn Forbes,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Matt Ryan,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Vit Krejci,Wendell Moore Jr.,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Matt Ryan,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Vit Krejci,co_inf with Wendell Moore Jr.,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,10.0,2022-11-06,35-026,UTA,LAC,1.0,32.983333333333334,7.0,13.0,0.538,2.0,6.0,0.333,1.0,1.0,1.0,1.0,6.0,7.0,4.0,2.0,0.0,1.0,0.0,17.0,17.0,11.0,7.0,5.0,0.7142857142857143,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,15.0,57.0,1.6285714285714286,16.6,63.10000000000001,1.8028571428571432,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,W (+8),W (+8)
12.0,11.0,2022-11-07,35-027,UTA,LAL,1.0,23.766666666666666,5.0,7.0,0.714,3.0,4.0,0.75,1.0,2.0,0.5,0.0,1.0,1.0,12.0,0.0,0.0,0.0,2.0,14.0,18.6,12.0,3.0,2.0,0.6666666666666666,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,18.0,52.0,1.4857142857142858,18.2,63.900000000000006,1.8257142857142856,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,W (+23),W (+23)
13.0,12.0,2022-11-09,35-029,UTA,ATL,1.0,28.716666666666665,2.0,6.0,0.333,0.0,2.0,0.0,3.0,4.0,0.75,0.0,1.0,1.0,13.0,0.0,0.0,1.0,2.0,7.0,10.8,-11.0,4.0,2.0,0.5,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,10.0,63.0,1.8,9.6,75.10000000000002,2.1457142857142864,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,W (+6),W (+6)
14.0,13.0,2022-11-12,35-032,UTA,WAS,1.0,29.683333333333334,1.0,8.0,0.125,0.0,5.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,10.0,1.0,0.0,2.0,1.0,3.0,4.3,-21.0,3.0,1.0,0.3333333333333333,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,6.0,63.0,1.8,3.9,69.3,1.98,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,L (-9),L (-9)
15.0,14.0,2022-11-13,35-033,UTA,PHI,1.0,31.53333333333333,1.0,7.0,0.143,1.0,4.0,0.25,0.0,0.0,,0.0,1.0,1.0,8.0,0.0,0.0,3.0,2.0,3.0,0.6,-13.0,3.0,0.0,0.0,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,2.0,78.0,2.2285714285714286,0.5999999999999996,95.8,2.737142857142857,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,L (-7),L (-7)
16.0,15.0,2022-11-15,35-035,UTA,NYK,1.0,33.88333333333333,3.0,10.0,0.3,1.0,6.0,0.167,3.0,3.0,1.0,1.0,3.0,4.0,7.0,4.0,0.0,1.0,5.0,10.0,11.7,4.0,4.0,2.0,0.5,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,11.0,57.0,1.6285714285714286,10.499999999999996,62.99999999999999,1.7999999999999998,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,L (-7),L (-7)
17.0,16.0,2022-11-18,35-038,UTA,PHO,1.0,30.266666666666666,4.0,9.0,0.444,4.0,5.0,0.8,1.0,2.0,0.5,1.0,3.0,4.0,10.0,1.0,1.0,2.0,5.0,13.0,14.2,-2.0,4.0,0.0,0.0,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,16.0,59.0,1.6857142857142855,13.799999999999995,68.1,1.9457142857142853,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,W (+1),W (+1)
18.0,17.0,2022-11-19,35-039,UTA,POR,1.0,9.083333333333334,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.9,-12.0,1.0,0.0,0.0,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,4.0,79.0,2.257142857142857,1.8999999999999992,80.8,2.3085714285714283,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,W (+5),W (+5)
19.0,,2022-11-21,35-041,UTA,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,,45.0,1.2857142857142858,0.0,51.49999999999999,1.4714285714285713,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,L (-7),L (-7)
20.0,,2022-11-23,35-043,UTA,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,,35.0,1.0,0.0,57.1,1.6314285714285717,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,L (-9),L (-9)
21.0,,2022-11-25,35-045,UTA,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,,58.0,1.6571428571428573,0.0,79.8,2.28,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,,
22.0,,2022-11-26,35-046,UTA,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,,63.0,1.8,0.0,79.89999999999999,2.2828571428571425,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,L (-11),L (-11)
23.0,,2022-11-28,35-048,UTA,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,,74.0,2.1142857142857143,0.0,79.8,2.28,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,L (-1),L (-1)
24.0,,2022-11-30,35-050,UTA,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,,70.0,2.0,0.0,79.7,2.277142857142857,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,L (-7),L (-7)
25.0,,2022-12-02,35-052,UTA,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,,67.0,1.9142857142857144,0.0,66.59999999999998,1.9028571428571424,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,W (+13),W (+13)
26.0,,2022-12-03,35-053,UTA,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,,57.0,1.6285714285714286,0.0,72.0,2.057142857142857,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,W (+20),W (+20)
27.0,,2022-12-07,35-057,UTA,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,40,43,32,17,40,11,6,43,3,49,26,37,20,31,15,41,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.6458333333333334,0.0,0.5128205128205128,0.0,0.0,0.7049180327868853,0.4705882352941176,0.7727272727272727,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.5308641975308642,0.4285714285714285,0.8305084745762712,0.4406779661016949,0.6607142857142857,0.3846153846153846,0.4769230769230769,0.4166666666666667,0.5540540540540541,18,27,21,9,2,24,9,22,6,6,22,8,2,6,20,22,20,6,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2658227848101265,0.173076923076923,0.08,0.3037974683544304,0.1384615384615384,0.5116279069767442,0.4,0.2068965517241379,0.3188405797101449,0.2857142857142857,0.0588235294117647,0.1578947368421052,0.2941176470588235,0.3142857142857143,0.3703703703703703,0.0,0.2068965517241379,35,,69.0,1.9714285714285715,0.0,77.19999999999999,2.205714285714285,14.7,5.5,0.9,1.0,-0.1,0.0480208333333333,0.583,0.575,0.277,1.5,4.1,L (-5),L (-5)
