Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Lawson,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
49.0,49.0,2023-01-23,23-198,MIN,HOU,0,18.933333333333334,3.0,8.0,.375,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,3.0,1.0,7.0,1.1,+7,5.0,2.0,0.4,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,0.0,54.0,2.8421052631578947,1.0999999999999996,59.000000000000014,3.1052631578947376,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,W (+2),W (+2)
50.0,50.0,2023-01-25,23-200,MIN,NOP,0,12.95,2.0,5.0,.400,0.0,0.0,,1,4.0,.250,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.7,-7,5.0,2.0,0.4,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,-2.0,67.0,3.526315789473684,1.2999999999999994,79.6,4.189473684210526,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,W (+9),W (+9)
51.0,51.0,2023-01-27,23-202,MIN,MEM,0,20.266666666666666,3.0,6.0,.500,0.0,2.0,.000,2,2.0,1.000,0.0,2.0,2.0,3.0,2.0,0.0,5.0,0.0,8.0,4.7,+4,4.0,3.0,0.75,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,2.0,92.0,4.842105263157895,3.899999999999999,91.8,4.8315789473684205,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,L (-5),L (-5)
52.0,52.0,2023-01-28,23-203,MIN,SAC,0,18.0,2.0,8.0,.250,0.0,4.0,.000,0,0.0,,1.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,4.0,2.8,+1,4.0,2.0,0.5,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,4.0,71.0,3.736842105263158,2.8,72.99999999999999,3.842105263157894,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,W (+9),W (+9)
53.0,53.0,2023-01-30,23-205,MIN,SAC,0,21.516666666666666,5.0,10.0,.500,1.0,3.0,.333,3,3.0,1.000,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,14.0,9.2,+8,7.0,4.0,0.5714285714285714,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,3.0,78.0,4.105263157894737,8.000000000000002,88.59999999999998,4.663157894736841,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,W (+11),W (+11)
54.0,54.0,2023-02-01,23-207,MIN,GSW,0,16.516666666666666,3.0,5.0,.600,0.0,0.0,,0,1.0,.000,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,3.8,-11,5.0,3.0,0.6,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,3.0,68.0,3.5789473684210527,3.8,75.99999999999999,3.999999999999999,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,W (+7),W (+7)
55.0,55.0,2023-02-03,23-209,MIN,ORL,0,16.883333333333333,1.0,7.0,.143,0.0,2.0,.000,2,2.0,1.000,0.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,-13,5.0,1.0,0.2,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,-1.0,53.0,2.789473684210526,-0.7999999999999985,63.5,3.3421052631578947,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,L (-7),L (-7)
56.0,56.0,2023-02-05,23-211,MIN,DEN,0,27.183333333333334,6.0,10.0,.600,2.0,5.0,.400,2,2.0,1.000,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,16.0,15.4,+35,5.0,4.0,0.8,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,12.0,48.0,2.526315789473684,14.599999999999998,60.6,3.1894736842105265,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,W (+5),W (+5)
57.0,57.0,2023-02-07,23-213,MIN,DEN,0,11.633333333333333,1.0,4.0,.250,0.0,1.0,.000,2,2.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,4.0,0.9,-15,3.0,1.0,0.3333333333333333,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,-1.0,45.0,2.3684210526315788,0.1000000000000005,62.59999999999999,3.2947368421052623,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,L (-7),L (-7)
58.0,58.0,2023-02-08,23-214,MIN,UTA,1,29.016666666666666,11.0,16.0,.688,6.0,9.0,.667,2,2.0,1.000,1.0,3.0,4.0,6.0,2.0,0.0,0.0,1.0,30.0,30.6,+38,7.0,5.0,0.7142857142857143,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,24.0,110.0,5.789473684210527,29.800000000000004,110.4,5.810526315789474,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,W (+30),W (+30)
59.0,59.0,2023-02-10,23-216,MIN,MEM,0,24.0,9.0,16.0,.563,3.0,7.0,.429,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,21.0,13.3,-10,9.0,6.0,0.6666666666666666,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,7.0,56.0,2.9473684210526314,13.300000000000002,57.89999999999999,3.047368421052631,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,L (-34),L (-34)
60.0,60.0,2023-02-13,23-219,MIN,DAL,0,15.466666666666669,3.0,7.0,.429,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,7.0,1.0,-5,5.0,2.0,0.4,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,1.0,78.0,4.105263157894737,1.0,102.1,5.373684210526315,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,W (+25),W (+25)
61.0,61.0,2023-02-16,23-222,MIN,WAS,0,12.883333333333333,2.0,8.0,.250,0.0,2.0,.000,2,2.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,1.5,-14,6.0,2.0,0.3333333333333333,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,-2.0,71.0,3.736842105263158,0.7,81.2,4.273684210526316,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,L (-21),L (-21)
62.0,62.0,2023-02-24,23-230,MIN,CHO,0,6.516666666666667,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.3,-7,2.0,1.0,0.5,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,0.0,81.0,4.2631578947368425,0.3000000000000002,81.09999999999998,4.268421052631578,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,W (+3),W (+3)
63.0,,2023-02-26,23-232,MIN,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,,68.0,3.5789473684210527,0.0,78.8,4.147368421052631,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,,
64.0,,2023-02-28,23-234,MIN,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,,76.0,4.0,0.0,99.1,5.21578947368421,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,L (-8),L (-8)
65.0,,2023-03-03,23-237,MIN,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,,65.0,3.421052631578948,0.0,75.8,3.9894736842105263,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,L (-8),L (-8)
66.0,,2023-03-04,23-238,MIN,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,,84.0,4.421052631578948,0.0,95.9,5.047368421052632,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,L (-5),L (-5)
67.0,,2023-03-07,23-241,MIN,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,,65.0,3.421052631578948,0.0,79.7,4.194736842105264,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,W (+7),W (+7)
68.0,,2023-03-10,23-244,MIN,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,,68.0,3.5789473684210527,0.0,79.70000000000002,4.194736842105264,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,W (+8),W (+8)
69.0,,2023-03-13,23-247,MIN,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,,116.0,6.105263157894737,0.0,136.29999999999998,7.173684210526315,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,W (+4),W (+4)
70.0,,2023-03-15,23-249,MIN,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,,64.0,3.3684210526315788,0.0,77.0,4.052631578947368,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,L (-23),L (-23)
71.0,,2023-03-17,23-251,MIN,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,,75.0,3.947368421052632,0.0,92.3,4.8578947368421055,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,L (-1),L (-1)
72.0,,2023-03-18,23-252,MIN,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,,61.0,3.210526315789474,0.0,68.70000000000002,3.6157894736842113,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,W (+21),W (+21)
73.0,63.0,2023-03-20,23-254,MIN,NYK,0,20.48333333333333,7.0,13.0,.538,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,14.0,11.9,-14,11.0,7.0,0.6363636363636364,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,9.0,72.0,3.789473684210526,11.900000000000002,85.1,4.478947368421053,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,L (-2),L (-2)
74.0,64.0,2023-03-22,23-256,MIN,ATL,0,7.816666666666666,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.8,-2,0.0,0.0,,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,-1.0,69.0,3.631578947368421,-1.7999999999999998,94.29999999999998,4.963157894736841,13.7,1.2,-2.5,-1.5,-1.0,0.0741520960606699,0.527,0.371,0.158,-0.2,0.0,L (-8),L (-8)
