Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,0.0,0.0,0.0,0.0,0.0
21,21,1,2022-11-28,20-003,MIN,@,WAS,L (-15),0,4:30,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,4.0,6.4,+10,1.0,1.0,1.0,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,6.0,52.0,2.888888888888889,5.6000000000000005,74.19999999999999,4.122222222222222
22,22,,2022-11-30,20-005,MIN,,MEM,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,63.0,3.5,0.0,79.89999999999999,4.438888888888888
23,23,,2022-12-03,20-008,MIN,,OKC,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,74.0,4.111111111111111,0.0,79.8,4.433333333333334
24,24,,2022-12-07,20-012,MIN,,IND,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,70.0,3.888888888888889,0.0,79.70000000000002,4.427777777777779
25,25,,2022-12-09,20-014,MIN,@,UTA,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,67.0,3.7222222222222223,0.0,66.6,3.6999999999999997
26,26,,2022-12-10,20-015,MIN,@,POR,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,57.0,3.1666666666666665,0.0,72.00000000000001,4.000000000000001
27,27,2,2022-12-12,20-017,MIN,@,POR,L (-21),0,4:03,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,+3,1.0,0.0,0.0,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,0.0,69.0,3.8333333333333335,0.3,76.9,4.272222222222222
28,28,3,2022-12-14,20-019,MIN,@,LAC,L (-11),0,2:36,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.4,+5,1.0,1.0,1.0,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,2.0,57.0,3.1666666666666665,3.6000000000000005,67.6,3.755555555555555
29,29,,2022-12-16,20-021,MIN,@,OKC,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,80.0,4.444444444444445,0.0,103.3,5.738888888888889
30,30,4,2022-12-18,20-023,MIN,,CHI,W (+24),0,1:45,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,+6,1.0,1.0,1.0,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,1.0,121.0,6.722222222222222,1.7,131.8,7.322222222222223
31,31,5,2022-12-19,20-024,MIN,,DAL,W (+10),0,0:53,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,0.0,0.0,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,0.0,67.0,3.7222222222222223,0.0,82.29999999999998,4.572222222222221
32,32,,2022-12-21,20-026,MIN,,DAL,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,68.0,3.7777777777777777,0.0,83.20000000000002,4.622222222222224
33,33,6,2022-12-23,20-028,MIN,@,BOS,L (-12),0,1:12,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,+4,0.0,0.0,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,-1.0,61.0,3.388888888888889,-0.7,67.39999999999999,3.744444444444444
34,34,,2022-12-26,20-031,MIN,@,MIA,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,76.0,4.222222222222222,0.0,82.19999999999999,4.566666666666666
35,35,,2022-12-28,20-033,MIN,@,NOP,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,63.0,3.5,0.0,74.8,4.155555555555555
36,36,,2022-12-30,20-035,MIN,@,MIL,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,63.0,3.5,0.0,84.80000000000001,4.711111111111112
37,37,,2022-12-31,20-036,MIN,,DET,L (-12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,51.0,2.833333333333333,0.0,53.6,2.977777777777778
38,38,,2023-01-02,20-038,MIN,,DEN,W (+13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,92.0,5.111111111111111,0.0,112.2,6.233333333333333
39,39,,2023-01-04,20-040,MIN,,POR,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,60.0,3.333333333333333,0.0,74.5,4.138888888888889
40,40,7,2023-01-06,20-042,MIN,,LAC,W (+13),0,1:23,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9,-3,0.0,0.0,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,3.0,75.0,4.166666666666667,0.8999999999999998,91.39999999999998,5.077777777777777
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-08,20-044,MIN,@,HOU,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,68.0,3.7777777777777777,0.0,72.0,4.0
43,42,,2023-01-11,20-047,MIN,@,DET,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,52.0,2.888888888888889,0.0,68.0,3.7777777777777777
44,43,,2023-01-13,20-049,MIN,,PHO,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,87.0,4.833333333333333,0.0,98.79999999999998,5.488888888888888
45,44,,2023-01-14,20-050,MIN,,CLE,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,76.0,4.222222222222222,0.0,94.8,5.266666666666667
46,45,,2023-01-16,20-052,MIN,,UTA,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,74.0,4.111111111111111,0.0,85.60000000000001,4.755555555555556
47,46,,2023-01-18,20-054,MIN,@,DEN,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,85.0,4.722222222222222,0.0,99.39999999999998,5.522222222222221
48,47,,2023-01-19,20-055,MIN,,TOR,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,91.0,5.055555555555555,0.0,99.79999999999998,5.544444444444443
