Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Lawson,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
12.0,8.0,2022-11-09,29-050,MIN,PHO,0,22.1,3.0,4.0,.750,0.0,1.0,.000,2,2.0,1.000,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,8.0,9.9,-17,3.0,3.0,1.0,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,7.0,63.0,3.3157894736842106,9.099999999999998,73.0,3.842105263157895,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-12),L (-12)
13.0,9.0,2022-11-11,29-052,MIN,MEM,0,24.5,5.0,12.0,.417,1.0,5.0,.200,0,0.0,,0.0,7.0,7.0,4.0,1.0,1.0,4.0,0.0,11.0,7.2,-5,7.0,4.0,0.5714285714285714,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,8.0,65.0,3.421052631578948,7.200000000000003,77.50000000000001,4.078947368421053,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-11),L (-11)
14.0,10.0,2022-11-13,29-054,MIN,CLE,0,21.466666666666665,2.0,5.0,.400,2.0,2.0,1.000,0,0.0,,0.0,3.0,3.0,5.0,1.0,0.0,0.0,3.0,6.0,7.5,+17,3.0,0.0,0.0,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,10.0,59.0,3.1052631578947367,7.499999999999999,65.7,3.4578947368421056,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+5),W (+5)
15.0,11.0,2022-11-16,29-057,MIN,ORL,0,19.75,3.0,7.0,.429,0.0,0.0,,2,2.0,1.000,1.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,8.0,7.6,+3,7.0,3.0,0.4285714285714285,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,6.0,74.0,3.8947368421052633,6.799999999999999,89.6,4.71578947368421,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+18),W (+18)
16.0,12.0,2022-11-19,29-060,MIN,PHI,0,21.566666666666663,2.0,5.0,.400,0.0,1.0,.000,2,3.0,.667,1.0,4.0,5.0,3.0,1.0,0.0,0.0,1.0,6.0,7.5,+7,4.0,2.0,0.5,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,7.0,61.0,3.210526315789474,6.699999999999998,66.8,3.5157894736842104,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+3),W (+3)
17.0,,2022-11-21,29-062,MIN,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,,75.0,3.947368421052632,0.0,81.89999999999999,4.310526315789473,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+4),W (+4)
18.0,13.0,2022-11-23,29-064,MIN,IND,0,23.58333333333333,3.0,5.0,.600,0.0,1.0,.000,1,2.0,.500,1.0,6.0,7.0,2.0,1.0,2.0,3.0,1.0,7.0,7.2,+5,4.0,3.0,0.75,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,9.0,74.0,3.8947368421052633,6.799999999999999,75.9,3.994736842105264,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+14),W (+14)
19.0,14.0,2022-11-25,29-066,MIN,CHO,0,23.08333333333333,2.0,5.0,.400,0.0,1.0,.000,2,2.0,1.000,1.0,4.0,5.0,2.0,1.0,3.0,1.0,2.0,6.0,7.9,-7,4.0,2.0,0.5,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,9.0,36.0,1.894736842105263,7.099999999999998,44.39999999999999,2.3368421052631576,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-2),L (-2)
20.0,15.0,2022-11-27,29-068,MIN,GSW,0,19.016666666666666,2.0,3.0,.667,0.0,0.0,,0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,4.0,1.1,+1,3.0,2.0,0.6666666666666666,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,3.0,32.0,1.6842105263157894,1.0999999999999996,55.99999999999999,2.9473684210526314,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-23),L (-23)
21.0,16.0,2022-11-28,29-069,MIN,WAS,0,27.6,3.0,6.0,.500,1.0,1.0,1.000,1,2.0,.500,3.0,5.0,8.0,4.0,0.0,0.0,2.0,1.0,8.0,8.6,-6,5.0,2.0,0.4,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,10.0,48.0,2.526315789473684,8.199999999999998,71.60000000000001,3.76842105263158,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,,
22.0,17.0,2022-11-30,29-071,MIN,MEM,1,39.35,3.0,11.0,.273,2.0,4.0,.500,2,2.0,1.000,1.0,5.0,6.0,5.0,1.0,1.0,1.0,2.0,10.0,9.1,+8,7.0,1.0,0.1428571428571428,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,9.0,54.0,2.8421052631578947,8.299999999999997,71.60000000000001,3.76842105263158,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-15),L (-15)
23.0,18.0,2022-12-03,29-074,MIN,OKC,0,30.516666666666666,2.0,3.0,.667,0.0,0.0,,2,2.0,1.000,1.0,5.0,6.0,5.0,2.0,4.0,4.0,1.0,6.0,10.8,+13,3.0,2.0,0.6666666666666666,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,14.0,60.0,3.1578947368421053,10.0,69.8,3.673684210526316,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+8),W (+8)
24.0,19.0,2022-12-07,29-078,MIN,IND,1,22.08333333333333,3.0,6.0,.500,0.0,0.0,,1,1.0,1.000,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,7.0,3.8,+10,6.0,3.0,0.5,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,3.0,67.0,3.526315789473684,3.3999999999999986,76.30000000000001,4.015789473684211,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-7),L (-7)
