Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Lawson,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,28-211,MIN,OKC,0.0,12.433333333333334,4.0,5.0,0.8,3.0,4.0,0.75,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,11.0,8.5,-8.0,1.0,1.0,1.0,1,51,26,13,33,54,39,36,9,25,46,18,22,41,47,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,29.0,0.0666666666666666,0.6455696202531646,0.5,0.52,0.4647887323943662,0.6835443037974683,0.6,0.8372093023255814,0.6,0.8620689655172413,0.6666666666666666,0.6428571428571429,0.5789473684210527,0.6029411764705882,0.6714285714285714,0.4827586206896552,6,20,19,34.0,67.0,59.0,29.0,0.1764705882352941,0.2985074626865671,0.3220338983050847,0.0,19,9.0,64.0,3.3684210526315788,8.5,76.60000000000001,4.031578947368422,10.0,1.3,-3.3,-2.6,-0.6,0.0519275331788498,0.597,0.512,0.203,-0.4,0.3,W (+7),W (+7)
2.0,2.0,2022-10-21,28-213,MIN,UTA,0.0,18.4,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,0.0,3.0,4.0,4.1,5.0,3.0,2.0,0.6666666666666666,1,51,26,13,33,54,39,36,9,25,46,18,22,41,47,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,29.0,0.0666666666666666,0.6455696202531646,0.5,0.52,0.4647887323943662,0.6835443037974683,0.6,0.8372093023255814,0.6,0.8620689655172413,0.6666666666666666,0.6428571428571429,0.5789473684210527,0.6029411764705882,0.6714285714285714,0.4827586206896552,6,20,19,34.0,67.0,59.0,29.0,0.1764705882352941,0.2985074626865671,0.3220338983050847,0.0,19,7.0,59.0,3.1052631578947367,4.1,72.89999999999999,3.8368421052631576,10.0,1.3,-3.3,-2.6,-0.6,0.0519275331788498,0.597,0.512,0.203,-0.4,0.3,L (-6),L (-6)
3.0,3.0,2022-10-23,28-215,MIN,OKC,0.0,23.28333333333333,4.0,8.0,0.5,3.0,5.0,0.6,0.0,0.0,,1.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,11.0,9.0,18.0,3.0,1.0,0.3333333333333333,1,51,26,13,33,54,39,36,9,25,46,18,22,41,47,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,29.0,0.0666666666666666,0.6455696202531646,0.5,0.52,0.4647887323943662,0.6835443037974683,0.6,0.8372093023255814,0.6,0.8620689655172413,0.6666666666666666,0.6428571428571429,0.5789473684210527,0.6029411764705882,0.6714285714285714,0.4827586206896552,6,20,19,34.0,67.0,59.0,29.0,0.1764705882352941,0.2985074626865671,0.3220338983050847,0.0,19,8.0,73.0,3.842105263157895,8.999999999999998,81.4,4.28421052631579,10.0,1.3,-3.3,-2.6,-0.6,0.0519275331788498,0.597,0.512,0.203,-0.4,0.3,W (+10),W (+10)
4.0,4.0,2022-10-24,28-216,MIN,SAS,0.0,8.783333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.3,-11.0,0.0,0.0,,1,51,26,13,33,54,39,36,9,25,46,18,22,41,47,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,29.0,0.0666666666666666,0.6455696202531646,0.5,0.52,0.4647887323943662,0.6835443037974683,0.6,0.8372093023255814,0.6,0.8620689655172413,0.6666666666666666,0.6428571428571429,0.5789473684210527,0.6029411764705882,0.6714285714285714,0.4827586206896552,6,20,19,34.0,67.0,59.0,29.0,0.1764705882352941,0.2985074626865671,0.3220338983050847,0.0,19,1.0,64.0,3.3684210526315788,1.3000000000000005,66.59999999999998,3.505263157894736,10.0,1.3,-3.3,-2.6,-0.6,0.0519275331788498,0.597,0.512,0.203,-0.4,0.3,L (-9),L (-9)
5.0,5.0,2022-10-26,28-218,MIN,SAS,0.0,19.383333333333333,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,5.0,6.0,4.4,5.0,0.0,0.0,,1,51,26,13,33,54,39,36,9,25,46,18,22,41,47,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,29.0,0.0666666666666666,0.6455696202531646,0.5,0.52,0.4647887323943662,0.6835443037974683,0.6,0.8372093023255814,0.6,0.8620689655172413,0.6666666666666666,0.6428571428571429,0.5789473684210527,0.6029411764705882,0.6714285714285714,0.4827586206896552,6,20,19,34.0,67.0,59.0,29.0,0.1764705882352941,0.2985074626865671,0.3220338983050847,0.0,19,7.0,95.0,5.0,4.399999999999999,109.6,5.768421052631578,10.0,1.3,-3.3,-2.6,-0.6,0.0519275331788498,0.597,0.512,0.203,-0.4,0.3,W (+12),W (+12)
6.0,6.0,2022-10-28,28-220,MIN,LAL,0.0,25.933333333333334,5.0,10.0,0.5,2.0,6.0,0.333,1.0,2.0,0.5,0.0,5.0,5.0,0.0,3.0,0.0,1.0,2.0,13.0,10.3,-1.0,4.0,3.0,0.75,1,51,26,13,33,54,39,36,9,25,46,18,22,41,47,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,29.0,0.0666666666666666,0.6455696202531646,0.5,0.52,0.4647887323943662,0.6835443037974683,0.6,0.8372093023255814,0.6,0.8620689655172413,0.6666666666666666,0.6428571428571429,0.5789473684210527,0.6029411764705882,0.6714285714285714,0.4827586206896552,6,20,19,34.0,67.0,59.0,29.0,0.1764705882352941,0.2985074626865671,0.3220338983050847,0.0,19,8.0,76.0,4.0,9.9,90.5,4.7631578947368425,10.0,1.3,-3.3,-2.6,-0.6,0.0519275331788498,0.597,0.512,0.203,-0.4,0.3,W (+9),W (+9)
7.0,7.0,2022-10-30,28-222,MIN,SAS,0.0,23.383333333333333,4.0,5.0,0.8,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,9.0,7.2,6.0,3.0,3.0,1.0,1,51,26,13,33,54,39,36,9,25,46,18,22,41,47,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,29.0,0.0666666666666666,0.6455696202531646,0.5,0.52,0.4647887323943662,0.6835443037974683,0.6,0.8372093023255814,0.6,0.8620689655172413,0.6666666666666666,0.6428571428571429,0.5789473684210527,0.6029411764705882,0.6714285714285714,0.4827586206896552,6,20,19,34.0,67.0,59.0,29.0,0.1764705882352941,0.2985074626865671,0.3220338983050847,0.0,19,7.0,57.0,3.0,7.199999999999999,71.69999999999999,3.7736842105263153,10.0,1.3,-3.3,-2.6,-0.6,0.0519275331788498,0.597,0.512,0.203,-0.4,0.3,L (-9),L (-9)
8.0,8.0,2022-11-01,28-224,MIN,PHO,0.0,17.483333333333334,2.0,6.0,0.333,2.0,6.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,4.0,8.0,5.7,6.0,0.0,0.0,,1,51,26,13,33,54,39,36,9,25,46,18,22,41,47,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,29.0,0.0666666666666666,0.6455696202531646,0.5,0.52,0.4647887323943662,0.6835443037974683,0.6,0.8372093023255814,0.6,0.8620689655172413,0.6666666666666666,0.6428571428571429,0.5789473684210527,0.6029411764705882,0.6714285714285714,0.4827586206896552,6,20,19,34.0,67.0,59.0,29.0,0.1764705882352941,0.2985074626865671,0.3220338983050847,0.0,19,5.0,66.0,3.473684210526316,4.9,79.00000000000001,4.157894736842106,10.0,1.3,-3.3,-2.6,-0.6,0.0519275331788498,0.597,0.512,0.203,-0.4,0.3,L (-9),L (-9)
9.0,9.0,2022-11-04,28-227,MIN,MIL,0.0,15.15,2.0,6.0,0.333,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.9,-6.0,4.0,2.0,0.5,1,51,26,13,33,54,39,36,9,25,46,18,22,41,47,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,29.0,0.0666666666666666,0.6455696202531646,0.5,0.52,0.4647887323943662,0.6835443037974683,0.6,0.8372093023255814,0.6,0.8620689655172413,0.6666666666666666,0.6428571428571429,0.5789473684210527,0.6029411764705882,0.6714285714285714,0.4827586206896552,6,20,19,34.0,67.0,59.0,29.0,0.1764705882352941,0.2985074626865671,0.3220338983050847,0.0,19,-2.0,67.0,3.526315789473684,1.100000000000001,70.30000000000001,3.7000000000000006,10.0,1.3,-3.3,-2.6,-0.6,0.0519275331788498,0.597,0.512,0.203,-0.4,0.3,L (-13),L (-13)
10.0,10.0,2022-11-05,28-228,MIN,HOU,0.0,31.55,6.0,12.0,0.5,3.0,8.0,0.375,1.0,1.0,1.0,1.0,5.0,6.0,2.0,0.0,1.0,3.0,2.0,16.0,10.5,16.0,4.0,3.0,0.75,1,51,26,13,33,54,39,36,9,25,46,18,22,41,47,14,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,29.0,0.0666666666666666,0.6455696202531646,0.5,0.52,0.4647887323943662,0.6835443037974683,0.6,0.8372093023255814,0.6,0.8620689655172413,0.6666666666666666,0.6428571428571429,0.5789473684210527,0.6029411764705882,0.6714285714285714,0.4827586206896552,6,20,19,34.0,67.0,59.0,29.0,0.1764705882352941,0.2985074626865671,0.3220338983050847,0.0,19,9.0,90.0,4.7368421052631575,10.099999999999996,102.0,5.368421052631579,10.0,1.3,-3.3,-2.6,-0.6,0.0519275331788498,0.597,0.512,0.203,-0.4,0.3,W (+12),W (+12)
