Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-24,27-149,CHO,@,MIN,W (+8),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,88.0,5.176470588235294,0.0,102.0,6.0
64,62,,2023-02-25,27-150,CHO,,MIA,W (+5),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,66.0,3.882352941176471,0.0,81.0,4.764705882352941
65,63,,2023-02-27,27-152,CHO,,DET,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,81.0,4.764705882352941,0.0,93.9,5.523529411764706
66,64,,2023-03-01,27-154,CHO,,PHO,L (-14),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,48.0,2.823529411764706,0.0,65.00000000000001,3.8235294117647065
67,65,,2023-03-03,27-156,CHO,,ORL,L (-11),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,61.0,3.588235294117647,0.0,80.00000000000001,4.7058823529411775
68,66,,2023-03-05,27-158,CHO,@,BRK,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,44.0,2.588235294117647,0.0,53.1,3.123529411764706
69,67,,2023-03-07,27-160,CHO,@,NYK,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,78.0,4.588235294117647,0.0,93.3,5.488235294117647
70,68,,2023-03-09,27-162,CHO,@,DET,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,80.0,4.705882352941177,0.0,102.1,6.0058823529411764
71,69,,2023-03-11,27-164,CHO,,UTA,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,77.0,4.529411764705882,0.0,94.09999999999998,5.535294117647058
72,70,,2023-03-12,27-165,CHO,,CLE,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,70.0,4.117647058823529,0.0,81.0,4.764705882352941
73,71,,2023-03-14,27-167,CHO,,CLE,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,76.0,4.470588235294118,0.0,84.89999999999999,4.994117647058823
74,72,,2023-03-17,27-170,CHO,,PHI,L (-39),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,36.0,2.117647058823529,0.0,53.6,3.152941176470588
75,73,,2023-03-20,27-173,CHO,,IND,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,70.0,4.117647058823529,0.0,94.4,5.552941176470589
76,74,,2023-03-23,27-176,CHO,@,NOP,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,54.0,3.176470588235294,0.0,63.49999999999999,3.7352941176470584
77,75,,2023-03-24,27-177,CHO,@,DAL,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,84.0,4.941176470588236,0.0,103.1,6.064705882352941
78,76,,2023-03-26,27-179,CHO,,DAL,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,77.0,4.529411764705882,0.0,82.5,4.852941176470588
79,77,,2023-03-28,27-181,CHO,@,OKC,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,94.0,5.529411764705882,0.0,108.7,6.394117647058824
80,78,,2023-03-31,27-184,CHO,,CHI,L (-30),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,53.0,3.117647058823529,0.0,54.4,3.1999999999999997
81,79,,2023-04-02,27-186,CHO,,TOR,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,54.0,3.176470588235294,0.0,68.70000000000002,4.041176470588236
82,80,,2023-04-04,27-188,CHO,,TOR,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,62.0,3.647058823529412,0.0,64.69999999999999,3.805882352941176
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,27-191,CHO,,HOU,L (-3),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,64.0,3.764705882352941,0.0,82.1,4.829411764705882
85,82,,2023-04-09,27-193,CHO,@,CLE,W (+11),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,62.0,3.647058823529412,0.0,80.1,4.711764705882352
