Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,22,2022-12-18,28-276,CHO,@,DEN,L (-4),1,14:14,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.9,-5,3.0,1.0,0.3333333333333333,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,1.0,49.0,2.7222222222222223,0.9000000000000004,64.6,3.5888888888888886
31,31,,2022-12-19,28-277,CHO,@,SAC,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,,81.0,4.5,0.0,91.6,5.088888888888889
32,32,,2022-12-21,28-279,CHO,@,LAC,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,,50.0,2.7777777777777777,0.0,60.7,3.3722222222222222
33,33,23,2022-12-23,28-281,CHO,@,LAL,W (+4),1,37:41,9.0,15.0,.600,5.0,8.0,.625,0,0.0,,0.0,4.0,4.0,6.0,2.0,1.0,3.0,2.0,23.0,20.4,-7,7.0,4.0,0.5714285714285714,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,18.0,59.0,3.2777777777777777,20.4,73.10000000000001,4.061111111111112
34,34,24,2022-12-26,28-284,CHO,@,POR,L (-11),1,36:50,2.0,17.0,.118,1.0,7.0,.143,2,2.0,1.000,1.0,3.0,4.0,6.0,0.0,0.0,2.0,1.0,7.0,-0.7,-26,10.0,1.0,0.1,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,-4.0,43.0,2.388888888888889,-1.4999999999999991,57.6,3.2
35,35,25,2022-12-27,28-285,CHO,@,GSW,L (-5),1,34:09,7.0,18.0,.389,1.0,6.0,.167,4,4.0,1.000,0.0,3.0,3.0,4.0,1.0,0.0,4.0,2.0,19.0,9.1,+3,12.0,6.0,0.5,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,1.0,25.0,1.3888888888888888,7.5,39.0,2.1666666666666665
36,36,26,2022-12-29,28-287,CHO,,OKC,W (+8),1,33:42,3.0,11.0,.273,0.0,5.0,.000,4,6.0,.667,2.0,2.0,4.0,7.0,0.0,0.0,3.0,1.0,10.0,6.2,+2,6.0,3.0,0.5,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,1.0,73.0,4.055555555555555,4.599999999999998,76.60000000000001,4.255555555555556
37,37,27,2022-12-31,28-289,CHO,,BRK,L (-17),1,31:44,5.0,14.0,.357,1.0,4.0,.250,5,5.0,1.000,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,16.0,11.9,-14,10.0,4.0,0.4,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,4.0,37.0,2.055555555555556,9.899999999999997,47.3,2.6277777777777778
38,38,28,2023-01-02,28-291,CHO,,LAL,L (-6),1,34:37,11.0,20.0,.550,3.0,6.0,.500,2,3.0,.667,0.0,2.0,2.0,4.0,0.0,0.0,3.0,3.0,27.0,16.2,+4,14.0,8.0,0.5714285714285714,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,7.0,40.0,2.2222222222222223,15.4,49.8,2.7666666666666666
39,39,29,2023-01-04,28-293,CHO,,MEM,L (-24),1,28:38,7.0,18.0,.389,3.0,9.0,.333,4,4.0,1.000,2.0,1.0,3.0,4.0,2.0,0.0,1.0,4.0,21.0,15.1,-8,9.0,4.0,0.4444444444444444,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,7.0,39.0,2.1666666666666665,13.500000000000002,49.99999999999999,2.7777777777777772
40,40,30,2023-01-06,28-295,CHO,@,MIL,W (+29),1,34:05,15.0,29.0,.517,6.0,15.0,.400,3,4.0,.750,0.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,39.0,27.7,+27,14.0,9.0,0.6428571428571429,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,12.0,70.0,3.888888888888889,26.5,82.6,4.588888888888889
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,,0.0,0.0,0.0,0.0,0.0
42,41,31,2023-01-08,28-297,CHO,@,IND,L (-5),1,36:16,5.0,15.0,.333,2.0,9.0,.222,7,8.0,.875,2.0,4.0,6.0,6.0,2.0,0.0,7.0,1.0,19.0,11.5,-12,6.0,3.0,0.5,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,3.0,42.0,2.333333333333333,8.699999999999998,46.89999999999999,2.605555555555555
43,42,32,2023-01-10,28-299,CHO,@,TOR,L (-12),1,35:19,14.0,19.0,.737,5.0,9.0,.556,0,0.0,,1.0,4.0,5.0,5.0,1.0,0.0,1.0,2.0,33.0,29.9,-2,10.0,9.0,0.9,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,24.0,48.0,2.6666666666666665,29.90000000000001,58.900000000000006,3.2722222222222226
44,43,33,2023-01-12,28-301,CHO,@,TOR,L (-10),1,37:37,8.0,16.0,.500,3.0,7.0,.429,2,2.0,1.000,0.0,3.0,3.0,5.0,1.0,0.0,3.0,1.0,21.0,15.0,-3,9.0,5.0,0.5555555555555556,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,9.0,43.0,2.388888888888889,14.2,47.2,2.6222222222222222
45,44,34,2023-01-14,28-303,CHO,,BOS,L (-16),1,35:57,8.0,17.0,.471,2.0,8.0,.250,3,4.0,.750,1.0,3.0,4.0,3.0,0.0,1.0,2.0,0.0,21.0,14.3,-21,9.0,6.0,0.6666666666666666,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,6.0,49.0,2.7222222222222223,13.1,59.6,3.3111111111111113
46,45,35,2023-01-16,28-305,CHO,,BOS,L (-12),1,36:19,6.0,17.0,.353,1.0,4.0,.250,1,2.0,.500,1.0,2.0,3.0,7.0,3.0,0.0,0.0,1.0,14.0,12.9,-8,13.0,5.0,0.3846153846153846,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,8.0,28.0,1.5555555555555556,12.499999999999998,39.899999999999984,2.216666666666666
47,46,36,2023-01-18,28-307,CHO,@,HOU,W (+5),1,38:13,11.0,24.0,.458,3.0,12.0,.250,1,1.0,1.000,0.0,2.0,2.0,6.0,2.0,1.0,2.0,3.0,26.0,17.9,0,12.0,8.0,0.6666666666666666,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,10.0,53.0,2.9444444444444446,17.50000000000001,69.39999999999999,3.855555555555555
48,47,37,2023-01-21,28-310,CHO,@,ATL,W (+4),1,38:43,11.0,25.0,.440,7.0,13.0,.538,5,5.0,1.000,0.0,3.0,3.0,5.0,4.0,0.0,3.0,3.0,34.0,25.1,+1,12.0,4.0,0.3333333333333333,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,13.0,49.0,2.7222222222222223,23.1,59.10000000000001,3.2833333333333337
49,48,38,2023-01-23,28-312,CHO,@,UTA,L (-18),1,35:13,9.0,23.0,.391,2.0,8.0,.250,3,5.0,.600,1.0,4.0,5.0,2.0,1.0,0.0,1.0,3.0,23.0,11.8,-12,15.0,7.0,0.4666666666666667,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,2.0,24.0,1.3333333333333333,10.6,32.2,1.788888888888889
50,49,39,2023-01-24,28-313,CHO,@,PHO,L (-31),1,36:20,7.0,21.0,.333,4.0,9.0,.444,1,2.0,.500,0.0,4.0,4.0,5.0,1.0,1.0,0.0,0.0,19.0,13.1,-14,12.0,3.0,0.25,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,7.0,17.0,0.9444444444444444,12.7,24.5,1.3611111111111112
51,50,40,2023-01-26,28-315,CHO,,CHI,W (+15),1,35:19,9.0,19.0,.474,4.0,8.0,.500,6,8.0,.750,0.0,5.0,5.0,2.0,4.0,1.0,1.0,3.0,28.0,22.9,+21,11.0,5.0,0.4545454545454545,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,12.0,39.0,2.1666666666666665,20.500000000000007,43.39999999999999,2.4111111111111105
52,51,41,2023-01-29,28-318,CHO,,MIA,W (+5),1,36:32,11.0,19.0,.579,5.0,11.0,.455,4,5.0,.800,1.0,5.0,6.0,7.0,0.0,1.0,2.0,0.0,31.0,27.5,-1,8.0,6.0,0.75,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,19.0,49.0,2.7222222222222223,25.90000000000001,62.1,3.45
53,52,42,2023-01-31,28-320,CHO,@,MIL,L (-9),1,35:24,6.0,20.0,.300,2.0,9.0,.222,6,6.0,1.000,0.0,7.0,7.0,3.0,1.0,0.0,2.0,2.0,20.0,10.8,-11,11.0,4.0,0.3636363636363636,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,3.0,53.0,2.9444444444444446,8.4,60.5,3.361111111111111
54,53,43,2023-02-02,28-322,CHO,@,CHI,L (-16),1,36:39,8.0,21.0,.381,3.0,8.0,.375,4,4.0,1.000,4.0,4.0,8.0,1.0,2.0,0.0,2.0,1.0,23.0,15.8,-25,13.0,5.0,0.3846153846153846,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,7.0,39.0,2.1666666666666665,14.200000000000006,56.8,3.1555555555555554
55,54,44,2023-02-03,28-323,CHO,@,DET,L (-6),1,35:10,9.0,19.0,.474,2.0,10.0,.200,3,4.0,.750,1.0,5.0,6.0,1.0,2.0,0.0,1.0,1.0,23.0,16.4,-6,9.0,7.0,0.7777777777777778,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,8.0,40.0,2.2222222222222223,15.200000000000005,52.900000000000006,2.938888888888889
56,55,45,2023-02-05,28-325,CHO,,ORL,L (-6),1,36:04,9.0,14.0,.643,3.0,5.0,.600,3,4.0,.750,1.0,2.0,3.0,6.0,0.0,1.0,0.0,2.0,24.0,22.8,+2,9.0,6.0,0.6666666666666666,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,16.0,32.0,1.7777777777777777,21.600000000000005,42.39999999999999,2.355555555555555
57,56,46,2023-02-08,28-328,CHO,@,WAS,L (-14),1,36:50,7.0,20.0,.350,2.0,10.0,.200,3,3.0,1.000,2.0,5.0,7.0,6.0,2.0,0.0,1.0,0.0,19.0,15.9,-18,10.0,5.0,0.5,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,10.0,44.0,2.4444444444444446,14.7,55.7,3.0944444444444446
58,57,47,2023-02-10,28-330,CHO,@,BOS,L (-11),1,35:34,9.0,20.0,.450,3.0,8.0,.375,6,9.0,.667,0.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,27.0,19.6,-4,12.0,6.0,0.5,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,5.0,77.0,4.277777777777778,17.200000000000006,89.3,4.961111111111111
59,58,48,2023-02-11,28-331,CHO,,DEN,L (-14),1,31:20,4.0,14.0,.286,1.0,7.0,.143,3,4.0,.750,0.0,2.0,2.0,4.0,3.0,0.0,1.0,3.0,12.0,7.6,-22,7.0,3.0,0.4285714285714285,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,2.0,62.0,3.4444444444444446,6.400000000000001,80.59999999999998,4.477777777777777
60,59,49,2023-02-13,28-333,CHO,,ATL,W (+6),1,33:19,11.0,19.0,.579,5.0,12.0,.417,2,3.0,.667,0.0,4.0,4.0,5.0,0.0,2.0,2.0,3.0,29.0,22.6,+3,7.0,6.0,0.8571428571428571,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,16.0,98.0,5.444444444444445,21.800000000000004,112.4,6.2444444444444445
61,60,,2023-02-15,28-335,CHO,,SAS,W (+10),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,,87.0,4.833333333333333,0.0,98.7,5.483333333333333
