Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
61,60,,2023-02-15,27-068,CHO,,SAS,W (+10),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,87.0,4.833333333333333,0.0,98.7,5.483333333333333
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,0.0,0.0,0.0,0.0,0.0
63,61,36,2023-02-24,27-077,CHO,@,MIN,W (+8),0,23:01,2.0,6.0,.333,0.0,3.0,.000,4,4.0,1.000,1.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,8.0,4.1,+2,3.0,2.0,0.6666666666666666,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,0.0,88.0,4.888888888888889,2.500000000000001,99.5,5.527777777777778
64,62,37,2023-02-25,27-078,CHO,,MIA,W (+5),0,22:06,5.0,10.0,.500,1.0,2.0,.500,4,5.0,.800,1.0,7.0,8.0,0.0,0.0,0.0,1.0,2.0,15.0,10.6,+7,8.0,4.0,0.5,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,7.0,59.0,3.2777777777777777,9.0,71.99999999999999,3.999999999999999
65,63,38,2023-02-27,27-080,CHO,,DET,W (+11),0,27:34,6.0,12.0,.500,3.0,6.0,.500,3,3.0,1.000,0.0,5.0,5.0,0.0,2.0,0.0,2.0,5.0,18.0,11.5,+1,6.0,3.0,0.5,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,8.0,73.0,4.055555555555555,10.3,83.6,4.644444444444444
66,64,39,2023-03-01,27-082,CHO,,PHO,L (-14),1,38:06,9.0,24.0,.375,3.0,10.0,.300,5,5.0,1.000,3.0,6.0,9.0,1.0,0.0,1.0,1.0,4.0,26.0,15.5,-9,14.0,6.0,0.4285714285714285,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,7.0,41.0,2.2777777777777777,13.500000000000009,51.50000000000001,2.8611111111111116
67,65,40,2023-03-03,27-084,CHO,,ORL,L (-11),1,40:33,10.0,19.0,.526,4.0,9.0,.444,5,5.0,1.000,1.0,9.0,10.0,2.0,2.0,0.0,3.0,4.0,29.0,21.9,-9,10.0,6.0,0.6,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,16.0,45.0,2.5,19.90000000000001,60.1,3.338888888888889
68,66,41,2023-03-05,27-086,CHO,@,BRK,L (-16),1,35:16,5.0,15.0,.333,0.0,4.0,.000,7,8.0,.875,0.0,7.0,7.0,0.0,0.0,1.0,1.0,3.0,17.0,8.7,-7,11.0,5.0,0.4545454545454545,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,1.0,43.0,2.388888888888889,5.900000000000001,47.2,2.6222222222222222
69,67,42,2023-03-07,27-088,CHO,@,NYK,W (+7),1,35:34,10.0,17.0,.588,3.0,6.0,.500,4,4.0,1.000,1.0,4.0,5.0,2.0,0.0,1.0,1.0,4.0,27.0,20.5,+7,11.0,7.0,0.6363636363636364,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,13.0,65.0,3.611111111111111,18.9,74.4,4.133333333333334
70,68,43,2023-03-09,27-090,CHO,@,DET,W (+10),1,38:03,9.0,16.0,.563,4.0,7.0,.571,5,5.0,1.000,4.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,27.0,24.2,-2,9.0,5.0,0.5555555555555556,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,13.0,67.0,3.7222222222222223,22.2,79.89999999999999,4.438888888888888
71,69,44,2023-03-11,27-092,CHO,,UTA,L (-8),1,36:07,7.0,20.0,.350,6.0,12.0,.500,4,4.0,1.000,1.0,4.0,5.0,1.0,0.0,1.0,0.0,3.0,24.0,14.9,-2,8.0,1.0,0.125,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,7.0,70.0,3.888888888888889,13.299999999999995,80.8,4.488888888888889
72,70,,2023-03-12,27-093,CHO,,CLE,L (-6),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,70.0,3.888888888888889,0.0,81.0,4.5
73,71,45,2023-03-14,27-095,CHO,,CLE,L (-16),1,33:43,11.0,17.0,.647,1.0,4.0,.250,5,5.0,1.000,1.0,5.0,6.0,1.0,0.0,1.0,4.0,4.0,28.0,18.5,-10,13.0,10.0,0.7692307692307693,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,10.0,66.0,3.6666666666666665,16.500000000000007,68.39999999999999,3.7999999999999994
74,72,46,2023-03-17,27-098,CHO,,PHI,L (-39),1,30:41,2.0,12.0,.167,0.0,6.0,.000,7,10.0,.700,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,11.0,2.7,-28,6.0,2.0,0.3333333333333333,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,-8.0,44.0,2.4444444444444446,-0.0999999999999989,53.69999999999999,2.9833333333333325
75,73,47,2023-03-20,27-101,CHO,,IND,W (+6),1,33:17,10.0,17.0,.588,3.0,7.0,.429,5,9.0,.556,0.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,28.0,19.6,+12,10.0,7.0,0.7,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,6.0,64.0,3.555555555555556,17.599999999999998,76.8,4.266666666666667
76,74,48,2023-03-23,27-104,CHO,@,NOP,L (-19),1,12:07,4.0,10.0,.400,0.0,3.0,.000,0,1.0,.000,0.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,8.0,5.1,-4,7.0,4.0,0.5714285714285714,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,3.0,51.0,2.833333333333333,5.1,58.4,3.2444444444444445
77,75,,2023-03-24,27-105,CHO,@,DAL,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,84.0,4.666666666666667,0.0,103.1,5.727777777777778
78,76,,2023-03-26,27-107,CHO,,DAL,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,77.0,4.277777777777778,0.0,82.5,4.583333333333333
79,77,,2023-03-28,27-109,CHO,@,OKC,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,94.0,5.222222222222222,0.0,108.7,6.038888888888889
80,78,,2023-03-31,27-112,CHO,,CHI,L (-30),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,53.0,2.9444444444444446,0.0,54.4,3.022222222222222
81,79,,2023-04-02,27-114,CHO,,TOR,L (-20),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,54.0,3.0,0.0,68.70000000000002,3.8166666666666678
82,80,,2023-04-04,27-116,CHO,,TOR,L (-20),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,62.0,3.4444444444444446,0.0,64.69999999999999,3.5944444444444437
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,27-119,CHO,,HOU,L (-3),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,64.0,3.555555555555556,0.0,82.1,4.561111111111111
85,82,,2023-04-09,27-121,CHO,@,CLE,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,62.0,3.4444444444444446,0.0,80.1,4.449999999999999
