Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,23-238,DET,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,,59.0,3.1052631578947367,0.0,63.19999999999999,3.3263157894736834,17.2,2.0,-0.9,0.3,-1.2,0.0557213930348258,0.587,0.173,0.283,0.3,1.3,W (+9),W (+9)
12.0,,2022-11-09,23-240,DET,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,,61.0,3.210526315789474,0.0,80.3,4.226315789473684,17.2,2.0,-0.9,0.3,-1.2,0.0557213930348258,0.587,0.173,0.283,0.3,1.3,L (-16),L (-16)
13.0,,2022-11-11,23-242,DET,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,,64.0,3.3684210526315788,0.0,80.8,4.252631578947368,17.2,2.0,-0.9,0.3,-1.2,0.0557213930348258,0.587,0.173,0.283,0.3,1.3,L (-9),L (-9)
14.0,1.0,2022-11-12,23-243,DET,BOS,0,18.133333333333333,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,2.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,4.0,5.4,-9,4.0,2.0,0.5,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,6.0,62.0,3.263157894736842,5.399999999999999,70.49999999999999,3.710526315789473,17.2,2.0,-0.9,0.3,-1.2,0.0557213930348258,0.587,0.173,0.283,0.3,1.3,L (-9),L (-9)
15.0,2.0,2022-11-14,23-245,DET,TOR,1,28.9,6.0,11.0,.545,1.0,2.0,.500,3,3.0,1.000,3.0,2.0,5.0,0.0,1.0,0.0,2.0,3.0,16.0,11.2,-4,9.0,5.0,0.5555555555555556,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,6.0,35.0,1.8421052631578947,10.000000000000004,55.2,2.905263157894737,17.2,2.0,-0.9,0.3,-1.2,0.0557213930348258,0.587,0.173,0.283,0.3,1.3,L (-4),L (-4)
16.0,3.0,2022-11-17,23-248,DET,LAC,1,22.516666666666666,1.0,5.0,.200,0.0,1.0,.000,2,2.0,1.000,2.0,6.0,8.0,0.0,0.0,0.0,2.0,3.0,4.0,0.9,-11,4.0,1.0,0.25,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,3.0,25.0,1.3157894736842106,0.1000000000000005,39.9,2.1,17.2,2.0,-0.9,0.3,-1.2,0.0557213930348258,0.587,0.173,0.283,0.3,1.3,L (-5),L (-5)
17.0,4.0,2022-11-18,23-249,DET,LAL,1,22.683333333333334,5.0,10.0,.500,0.0,2.0,.000,1,2.0,.500,0.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,11.0,6.3,-9,8.0,5.0,0.625,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,3.0,57.0,3.0,5.9,85.2,4.484210526315789,17.2,2.0,-0.9,0.3,-1.2,0.0557213930348258,0.587,0.173,0.283,0.3,1.3,L (-7),L (-7)
18.0,5.0,2022-11-20,23-251,DET,SAC,1,20.933333333333334,5.0,9.0,.556,0.0,1.0,.000,5,5.0,1.000,2.0,4.0,6.0,0.0,1.0,1.0,1.0,5.0,15.0,12.0,-1,8.0,5.0,0.625,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,8.0,53.0,2.789473684210526,9.999999999999996,75.39999999999998,3.968421052631578,17.2,2.0,-0.9,0.3,-1.2,0.0557213930348258,0.587,0.173,0.283,0.3,1.3,L (-8),L (-8)
19.0,6.0,2022-11-22,23-253,DET,DEN,1,22.2,7.0,8.0,.875,0.0,0.0,,0,0.0,,2.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,14.0,12.5,-12,8.0,7.0,0.875,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,10.0,51.0,2.6842105263157894,12.499999999999998,60.8,3.2,17.2,2.0,-0.9,0.3,-1.2,0.0557213930348258,0.587,0.173,0.283,0.3,1.3,W (+2),W (+2)
20.0,7.0,2022-11-23,23-254,DET,UTA,1,20.816666666666663,9.0,10.0,.900,0.0,0.0,,1,1.0,1.000,2.0,4.0,6.0,2.0,2.0,0.0,0.0,1.0,19.0,21.2,+3,10.0,9.0,0.9,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,18.0,56.0,2.9473684210526314,20.8,72.19999999999997,3.8,17.2,2.0,-0.9,0.3,-1.2,0.0557213930348258,0.587,0.173,0.283,0.3,1.3,W (+9),W (+9)
21.0,8.0,2022-11-25,23-256,DET,PHO,1,31.316666666666663,6.0,12.0,.500,1.0,1.0,1.000,0,0.0,,7.0,5.0,12.0,1.0,1.0,1.0,1.0,2.0,13.0,14.0,-9,11.0,5.0,0.4545454545454545,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,15.0,32.0,1.6842105263157894,14.0,43.79999999999999,2.3052631578947365,17.2,2.0,-0.9,0.3,-1.2,0.0557213930348258,0.587,0.173,0.283,0.3,1.3,,
22.0,9.0,2022-11-27,23-258,DET,CLE,1,27.73333333333333,6.0,12.0,.500,1.0,2.0,.500,6,8.0,.750,1.0,9.0,10.0,0.0,3.0,1.0,3.0,3.0,19.0,15.1,+2,10.0,5.0,0.5,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,10.0,29.0,1.5263157894736843,12.7,37.20000000000001,1.9578947368421056,17.2,2.0,-0.9,0.3,-1.2,0.0557213930348258,0.587,0.173,0.283,0.3,1.3,L (-6),L (-6)
23.0,10.0,2022-11-29,23-260,DET,NYK,1,23.366666666666667,5.0,10.0,.500,3.0,6.0,.500,0,0.0,,2.0,5.0,7.0,2.0,0.0,0.0,4.0,2.0,13.0,7.5,-20,4.0,2.0,0.5,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,8.0,50.0,2.631578947368421,7.4999999999999964,63.1,3.321052631578948,17.2,2.0,-0.9,0.3,-1.2,0.0557213930348258,0.587,0.173,0.283,0.3,1.3,L (-8),L (-8)
24.0,11.0,2022-12-01,23-262,DET,DAL,1,34.233333333333334,7.0,10.0,.700,1.0,2.0,.500,4,6.0,.667,4.0,9.0,13.0,2.0,1.0,0.0,1.0,3.0,19.0,19.7,+10,8.0,6.0,0.75,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,18.0,68.0,3.5789473684210527,18.1,82.30000000000001,4.331578947368421,17.2,2.0,-0.9,0.3,-1.2,0.0557213930348258,0.587,0.173,0.283,0.3,1.3,L (-30),L (-30)
25.0,12.0,2022-12-04,23-265,DET,MEM,1,20.98333333333333,4.0,9.0,.444,0.0,1.0,.000,0,0.0,,1.0,4.0,5.0,0.0,0.0,1.0,0.0,2.0,8.0,5.1,-12,8.0,4.0,0.5,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,5.0,59.0,3.1052631578947367,5.099999999999998,64.99999999999999,3.4210526315789465,17.2,2.0,-0.9,0.3,-1.2,0.0557213930348258,0.587,0.173,0.283,0.3,1.3,W (+6),W (+6)
