Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,18-335,DET,ORL,0,21.716666666666665,7.0,13.0,.538,0.0,0.0,,0,4.0,.000,5.0,5.0,10.0,1.0,0.0,3.0,3.0,0.0,14.0,10.9,+7,13.0,7.0,0.5384615384615384,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,8.0,72.0,3.6,10.900000000000002,83.9,4.195,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,W (+4),W (+4)
2.0,2.0,2022-10-21,18-337,DET,NYK,0,22.666666666666668,4.0,8.0,.500,0.0,1.0,.000,0,1.0,.000,3.0,7.0,10.0,0.0,1.0,0.0,1.0,4.0,8.0,6.2,-12,7.0,4.0,0.5714285714285714,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,9.0,39.0,1.95,6.199999999999999,50.9,2.545,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-24),L (-24)
3.0,3.0,2022-10-22,18-338,DET,IND,0,18.45,3.0,3.0,1.000,0.0,0.0,,0,0.0,,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,6.0,8.2,-8,3.0,3.0,1.0,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,8.0,62.0,3.1,8.200000000000001,78.4,3.92,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-9),L (-9)
4.0,4.0,2022-10-25,18-341,DET,WAS,0,23.05,3.0,6.0,.500,0.0,0.0,,0,1.0,.000,4.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,6.0,5.8,-9,6.0,3.0,0.5,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,7.0,28.0,1.4,5.8,48.9,2.445,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-21),L (-21)
5.0,5.0,2022-10-26,18-342,DET,ATL,0,20.916666666666668,3.0,4.0,.750,0.0,0.0,,1,2.0,.500,3.0,6.0,9.0,0.0,0.0,1.0,1.0,2.0,7.0,7.8,-2,4.0,3.0,0.75,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,10.0,56.0,2.8,7.399999999999995,66.3,3.315,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-5),L (-5)
6.0,6.0,2022-10-28,18-344,DET,ATL,0,23.266666666666666,2.0,4.0,.500,0.0,0.0,,4,6.0,.667,2.0,1.0,3.0,0.0,0.0,2.0,3.0,4.0,8.0,3.7,-19,4.0,2.0,0.5,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,0.0,50.0,2.5,2.1000000000000014,71.3,3.565,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-24),L (-24)
7.0,7.0,2022-10-30,18-346,DET,GSW,0,15.066666666666666,1.0,3.0,.333,0.0,0.0,,1,2.0,.500,3.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,3.0,2.2,+2,3.0,1.0,0.3333333333333333,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,2.0,75.0,3.75,1.8000000000000007,89.69999999999999,4.484999999999999,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,W (+14),W (+14)
8.0,,2022-10-31,18-347,DET,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,,52.0,2.6,0.0,69.3,3.465,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-2),L (-2)
9.0,,2022-11-02,18-349,DET,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,,39.0,1.95,0.0,38.89999999999999,1.945,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-25),L (-25)
10.0,,2022-11-04,18-351,DET,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,,27.0,1.35,0.0,36.3,1.815,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-24),L (-24)
