Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,8.0,2022-11-07,18-354,DET,OKC,0,21.4,2.0,5.0,.400,0.0,0.0,,3,6.0,.500,2.0,2.0,4.0,0.0,0.0,3.0,1.0,3.0,7.0,5.0,-11,5.0,2.0,0.4,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,2.0,57.0,2.85,3.799999999999998,59.39999999999999,2.97,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,W (+9),W (+9)
12.0,9.0,2022-11-09,18-356,DET,BOS,0,29.716666666666665,5.0,8.0,.625,0.0,0.0,,0,0.0,,5.0,5.0,10.0,2.0,1.0,1.0,0.0,1.0,10.0,14.1,-10,8.0,5.0,0.625,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,16.0,45.0,2.25,14.099999999999998,66.19999999999999,3.31,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-16),L (-16)
13.0,10.0,2022-11-11,18-358,DET,NYK,0,21.166666666666668,0.0,1.0,.000,0.0,0.0,,1,4.0,.250,2.0,6.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.6,-3,1.0,0.0,0.0,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,4.0,60.0,3.0,1.1999999999999993,79.6,3.98,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-9),L (-9)
14.0,11.0,2022-11-12,18-359,DET,BOS,0,17.183333333333334,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,11.0,12.0,1.0,2.0,0.0,1.0,2.0,2.0,6.6,-9,1.0,1.0,1.0,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,15.0,53.0,2.65,6.599999999999999,69.29999999999998,3.464999999999999,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-9),L (-9)
15.0,12.0,2022-11-14,18-361,DET,TOR,0,19.1,1.0,1.0,1.000,0.0,0.0,,0,2.0,.000,2.0,4.0,6.0,0.0,0.0,0.0,1.0,3.0,2.0,1.3,0,1.0,1.0,1.0,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,4.0,37.0,1.85,1.2999999999999998,63.9,3.195,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-4),L (-4)
16.0,13.0,2022-11-17,18-364,DET,LAC,0,25.116666666666667,3.0,6.0,.500,0.0,0.0,,2,3.0,.667,4.0,5.0,9.0,0.0,0.0,1.0,1.0,3.0,8.0,7.4,+5,6.0,3.0,0.5,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,8.0,20.0,1.0,6.6000000000000005,33.4,1.67,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-5),L (-5)
17.0,14.0,2022-11-18,19-000,DET,LAL,0,21.78333333333333,5.0,7.0,.714,0.0,0.0,,2,2.0,1.000,3.0,5.0,8.0,0.0,1.0,1.0,1.0,4.0,12.0,11.8,-6,7.0,5.0,0.7142857142857143,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,12.0,48.0,2.4,11.000000000000002,80.10000000000001,4.005000000000001,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-7),L (-7)
18.0,15.0,2022-11-20,19-002,DET,SAC,0,27.066666666666663,6.0,8.0,.750,0.0,0.0,,0,0.0,,5.0,3.0,8.0,1.0,1.0,0.0,1.0,2.0,12.0,13.1,-7,8.0,6.0,0.75,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,13.0,48.0,2.4,13.099999999999996,72.29999999999998,3.6149999999999993,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-8),L (-8)
19.0,16.0,2022-11-22,19-004,DET,DEN,0,25.83333333333333,2.0,3.0,.667,0.0,0.0,,0,0.0,,4.0,3.0,7.0,2.0,1.0,0.0,0.0,4.0,4.0,7.2,+14,3.0,2.0,0.6666666666666666,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,11.0,50.0,2.5,7.200000000000001,66.1,3.305,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,W (+2),W (+2)
20.0,17.0,2022-11-23,19-005,DET,UTA,0,27.183333333333334,2.0,4.0,.500,0.0,0.0,,0,0.0,,2.0,5.0,7.0,0.0,2.0,2.0,1.0,3.0,4.0,6.1,+6,4.0,2.0,0.5,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,10.0,64.0,3.2,6.1000000000000005,86.89999999999998,4.344999999999999,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,W (+9),W (+9)
21.0,18.0,2022-11-25,19-007,DET,PHO,0,14.416666666666666,0.0,1.0,.000,0.0,0.0,,4,4.0,1.000,3.0,2.0,5.0,2.0,0.0,0.0,1.0,3.0,4.0,5.2,+6,1.0,0.0,0.0,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,5.0,42.0,2.1,3.5999999999999988,54.2,2.71,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,,
22.0,19.0,2022-11-27,19-009,DET,CLE,0,20.266666666666666,0.0,3.0,.000,0.0,0.0,,1,2.0,.500,2.0,4.0,6.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,-10,3.0,0.0,0.0,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,3.0,36.0,1.8,0.6000000000000001,49.3,2.465,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-6),L (-6)
23.0,20.0,2022-11-29,19-011,DET,NYK,0,26.98333333333333,6.0,7.0,.857,0.0,0.0,,0,0.0,,3.0,2.0,5.0,1.0,1.0,0.0,1.0,3.0,12.0,11.7,-13,7.0,6.0,0.8571428571428571,42,51,2,8,9,52,43,41,44,60,8,35,63,35,7,22,44,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.864406779661017,0.6666666666666666,0.8,0.75,0.8387096774193549,0.7678571428571429,0.7884615384615384,0.88,0.8108108108108109,0.5714285714285714,0.5555555555555556,0.8289473684210527,0.8333333333333334,0.4117647058823529,0.6875,0.5714285714285714,0.0,17,10,14,40.0,36.0,45.0,47.0,0.3777777777777777,0.25,0.0,0.2978723404255319,20,11.0,47.0,2.35,11.700000000000005,58.89999999999998,2.944999999999999,17.3,4.5,-0.8,-0.4,-0.4,0.0676616915422885,0.655,0.005,0.394,0.5,2.9,L (-8),L (-8)
