Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
27.0,27.0,2022-12-07,21-133,DET,NOP,1,31.633333333333333,8.0,17.0,.471,1.0,5.0,.200,0,0.0,,0.0,6.0,6.0,12.0,2.0,0.0,2.0,3.0,17.0,17.3,-1,12.0,7.0,0.5833333333333334,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,18.0,18.0,0.9,17.3,22.5,1.125,0.0868988391376451,W (+20),W (+20)
28.0,28.0,2022-12-09,21-135,DET,MEM,1,18.566666666666663,2.0,8.0,.250,0.0,3.0,.000,1,1.0,1.000,1.0,0.0,1.0,5.0,2.0,0.0,3.0,5.0,5.0,1.4,-14,5.0,2.0,0.4,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,1.0,45.0,2.25,1.0,52.0,2.6,0.0868988391376451,L (-6),L (-6)
29.0,29.0,2022-12-11,21-137,DET,LAL,1,25.0,2.0,6.0,.333,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,9.0,1.0,0.0,2.0,2.0,5.0,7.0,-10,4.0,1.0,0.25,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,10.0,72.0,3.6,7.0,86.29999999999998,4.315,0.0868988391376451,L (-11),L (-11)
30.0,30.0,2022-12-14,21-140,DET,CHO,1,34.03333333333333,9.0,19.0,.474,5.0,11.0,.455,2,5.0,.400,1.0,6.0,7.0,8.0,0.0,0.0,2.0,4.0,25.0,18.6,+10,8.0,4.0,0.5,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,14.0,88.0,4.4,17.800000000000004,90.19999999999996,4.509999999999998,0.0868988391376451,L (-7),L (-7)
31.0,31.0,2022-12-16,21-142,DET,SAC,1,28.566666666666663,4.0,10.0,.400,1.0,5.0,.200,2,2.0,1.000,0.0,1.0,1.0,4.0,0.0,0.0,2.0,5.0,11.0,4.7,-23,5.0,3.0,0.6,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,2.0,48.0,2.4,3.9,55.19999999999998,2.759999999999999,0.0868988391376451,W (+7),W (+7)
32.0,32.0,2022-12-18,21-144,DET,BRK,1,30.633333333333333,4.0,13.0,.308,0.0,5.0,.000,2,2.0,1.000,2.0,3.0,5.0,8.0,2.0,0.0,0.0,5.0,10.0,10.4,+13,8.0,4.0,0.5,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,10.0,51.0,2.55,9.6,67.79999999999998,3.3899999999999992,0.0868988391376451,L (-9),L (-9)
33.0,33.0,2022-12-20,21-146,DET,UTA,1,26.366666666666667,2.0,8.0,.250,0.0,2.0,.000,0,0.0,,1.0,3.0,4.0,5.0,1.0,0.0,2.0,3.0,4.0,2.1,-13,6.0,2.0,0.3333333333333333,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,4.0,62.0,3.1,2.1000000000000005,88.10000000000002,4.405000000000001,0.0868988391376451,L (-3),L (-3)
34.0,34.0,2022-12-21,21-147,DET,PHI,1,33.8,6.0,15.0,.400,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,12.0,6.6,-18,13.0,6.0,0.4615384615384615,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,3.0,39.0,1.95,6.6,46.7,2.335,0.0868988391376451,L (-15),L (-15)
35.0,35.0,2022-12-23,21-149,DET,ATL,1,31.416666666666668,7.0,10.0,.700,1.0,3.0,.333,2,2.0,1.000,0.0,5.0,5.0,5.0,2.0,0.0,1.0,3.0,17.0,17.6,-15,7.0,6.0,0.8571428571428571,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,16.0,32.0,1.6,16.8,51.1,2.555,0.0868988391376451,L (-20),L (-20)
36.0,36.0,2022-12-26,21-152,DET,LAC,1,38.85,6.0,17.0,.353,4.0,7.0,.571,2,3.0,.667,0.0,5.0,5.0,10.0,1.0,0.0,4.0,2.0,18.0,12.8,-9,10.0,2.0,0.2,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,10.0,57.0,2.85,12.0,75.99999999999999,3.8,0.0868988391376451,L (-25),L (-25)
37.0,37.0,2022-12-28,21-154,DET,ORL,1,15.616666666666667,1.0,4.0,.250,1.0,4.0,.250,2,2.0,1.000,0.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,5.0,3.3,+16,0.0,0.0,,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,2.0,55.0,2.75,2.5,62.0,3.1,0.0868988391376451,L (-11),L (-11)
38.0,,2022-12-30,21-156,DET,CHI,Not With Team,0.0,0.0,0.0,Not With Team,,,Not With Team,Not With Team,0.0,Not With Team,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Not With Team,Not With Team,,,,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,,64.0,3.2,0.0,80.8,4.04,0.0868988391376451,W (+20),W (+20)
39.0,,2022-12-31,21-157,DET,MIN,Not With Team,0.0,0.0,0.0,Not With Team,,,Not With Team,Not With Team,0.0,Not With Team,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Not With Team,Not With Team,,,,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,,65.0,3.25,0.0,75.59999999999998,3.779999999999999,0.0868988391376451,L (-14),L (-14)
40.0,,2023-01-02,21-159,DET,POR,Player Suspended,0.0,0.0,0.0,Player Suspended,,,Player Suspended,Player Suspended,0.0,Player Suspended,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Player Suspended,Player Suspended,,,,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,,39.0,1.95,0.0,56.00000000000001,2.8000000000000003,0.0868988391376451,W (+12),W (+12)
41.0,38.0,2023-01-04,21-161,DET,GSW,1,35.15,3.0,12.0,.250,1.0,4.0,.250,2,2.0,1.000,0.0,2.0,2.0,13.0,1.0,0.0,0.0,2.0,9.0,11.7,+12,8.0,2.0,0.25,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,11.0,78.0,3.9,10.9,94.70000000000002,4.735000000000001,0.0868988391376451,L (-29),L (-29)
42.0,39.0,2023-01-06,21-163,DET,SAS,1,35.53333333333333,8.0,14.0,.571,2.0,5.0,.400,0,0.0,,0.0,3.0,3.0,7.0,5.0,0.0,5.0,4.0,18.0,15.6,-3,9.0,6.0,0.6666666666666666,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,14.0,41.0,2.05,15.599999999999994,57.59999999999999,2.8799999999999994,0.0868988391376451,,
43.0,40.0,2023-01-08,21-165,DET,PHI,1,33.71666666666667,11.0,17.0,.647,4.0,8.0,.500,0,0.0,,0.0,4.0,4.0,6.0,3.0,1.0,5.0,2.0,26.0,21.8,-3,9.0,7.0,0.7777777777777778,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,18.0,37.0,1.85,21.8,48.49999999999999,2.425,0.0868988391376451,W (+3),W (+3)
44.0,41.0,2023-01-10,21-167,DET,PHI,1,25.166666666666668,2.0,11.0,.182,1.0,3.0,.333,0,1.0,.000,0.0,1.0,1.0,6.0,2.0,0.0,1.0,2.0,5.0,2.4,-27,8.0,1.0,0.125,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,1.0,27.0,1.35,2.3999999999999995,48.3,2.415,0.0868988391376451,L (-12),L (-12)
45.0,42.0,2023-01-11,21-168,DET,MIN,1,34.13333333333333,7.0,14.0,.500,1.0,6.0,.167,3,3.0,1.000,1.0,2.0,3.0,9.0,1.0,1.0,3.0,1.0,18.0,16.9,+13,8.0,6.0,0.75,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,12.0,58.0,2.9,15.700000000000006,64.7,3.2350000000000003,0.0868988391376451,L (-12),L (-12)
46.0,43.0,2023-01-13,21-170,DET,NOP,1,30.23333333333333,7.0,10.0,.700,3.0,3.0,1.000,0,0.0,,0.0,2.0,2.0,6.0,2.0,0.0,4.0,0.0,17.0,15.6,-10,7.0,4.0,0.5714285714285714,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,13.0,31.0,1.55,15.6,40.9,2.045,0.0868988391376451,L (-31),L (-31)
47.0,44.0,2023-01-15,21-172,DET,NYK,1,34.71666666666667,4.0,14.0,.286,1.0,5.0,.200,0,0.0,,0.0,2.0,2.0,9.0,2.0,0.0,1.0,3.0,9.0,7.5,-8,9.0,3.0,0.3333333333333333,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,7.0,46.0,2.3,7.5,44.9,2.245,0.0868988391376451,W (+17),W (+17)
48.0,45.0,2023-01-19,21-176,DET,CHI,1,31.3,2.0,13.0,.154,0.0,6.0,.000,0,0.0,,0.0,1.0,1.0,8.0,2.0,0.0,4.0,4.0,4.0,-2.0,-14,7.0,2.0,0.2857142857142857,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,-2.0,46.0,2.3,-2.0000000000000004,62.29999999999998,3.115,0.0868988391376451,L (-6),L (-6)
49.0,,2023-01-23,21-180,DET,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,,57.0,2.85,0.0,75.39999999999999,3.77,0.0868988391376451,L (-13),L (-13)
50.0,46.0,2023-01-26,21-183,DET,BRK,0,24.6,6.0,12.0,.500,2.0,5.0,.400,2,3.0,.667,1.0,4.0,5.0,3.0,3.0,0.0,3.0,3.0,16.0,12.4,-4,7.0,4.0,0.5714285714285714,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,9.0,63.0,3.15,11.6,72.79999999999998,3.6399999999999992,0.0868988391376451,L (-18),L (-18)
51.0,47.0,2023-01-28,21-185,DET,HOU,0,20.65,3.0,8.0,.375,1.0,3.0,.333,1,2.0,.500,0.0,0.0,0.0,7.0,1.0,0.0,3.0,4.0,8.0,4.5,+9,5.0,2.0,0.4,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,3.0,42.0,2.1,4.099999999999998,61.39999999999999,3.0699999999999994,0.0868988391376451,L (-20),L (-20)
52.0,48.0,2023-01-30,21-187,DET,DAL,0,29.1,3.0,16.0,.188,2.0,10.0,.200,0,0.0,,0.0,3.0,3.0,7.0,2.0,0.0,1.0,6.0,8.0,2.4,-5,6.0,1.0,0.1666666666666666,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,3.0,48.0,2.4,2.4000000000000004,60.400000000000006,3.0200000000000005,0.0868988391376451,W (+8),W (+8)
53.0,49.0,2023-02-03,21-191,DET,CHO,0,23.933333333333334,2.0,6.0,.333,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,5.0,1.0,0.0,3.0,3.0,4.0,1.2,-9,5.0,2.0,0.4,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,2.0,61.0,3.05,1.2000000000000002,67.6,3.38,0.0868988391376451,L (-3),L (-3)
54.0,50.0,2023-02-04,21-192,DET,PHO,0,18.0,1.0,6.0,.167,1.0,3.0,.333,1,2.0,.500,0.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,4.0,0.0,+3,3.0,0.0,0.0,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,-1.0,32.0,1.6,-0.3999999999999994,43.8,2.19,0.0868988391376451,L (-6),L (-6)
