Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
24.0,18.0,2022-12-01,31-103,DET,DAL,0,9.5,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-1,1.0,0.0,0.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,1.0,85.0,4.25,-1.1102230246251563e-16,100.40000000000002,5.020000000000001,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-30),L (-30)
25.0,19.0,2022-12-04,31-106,DET,MEM,0,20.05,3.0,4.0,.750,2.0,3.0,.667,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,8.0,7.7,+13,1.0,1.0,1.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,8.0,56.0,2.8,7.699999999999997,62.39999999999999,3.12,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,W (+6),W (+6)
26.0,20.0,2022-12-06,31-108,DET,MIA,0,24.966666666666665,4.0,8.0,.500,2.0,5.0,.400,1,1.0,1.000,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,11.0,11.5,+23,3.0,2.0,0.6666666666666666,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,9.0,61.0,3.05,11.1,68.1,3.405,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-10),L (-10)
27.0,21.0,2022-12-07,31-109,DET,NOP,0,20.78333333333333,0.0,4.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,-1.2,-3,2.0,0.0,0.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,0.0,36.0,1.8,-1.2000000000000004,40.99999999999999,2.05,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,W (+20),W (+20)
28.0,22.0,2022-12-09,31-111,DET,MEM,0,17.45,0.0,2.0,.000,0.0,2.0,.000,1,2.0,.500,0.0,2.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,3.0,-1,0.0,0.0,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,4.0,42.0,2.1,2.6000000000000005,50.39999999999999,2.52,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-6),L (-6)
29.0,23.0,2022-12-11,31-113,DET,LAL,0,20.416666666666668,3.0,5.0,.600,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,7.0,2.0,0.0,1.0,0.0,7.0,11.2,+3,3.0,2.0,0.6666666666666666,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,12.0,70.0,3.5,11.2,82.09999999999998,4.104999999999999,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-11),L (-11)
30.0,24.0,2022-12-14,31-116,DET,CHO,0,13.666666666666666,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,4.0,3.0,0.0,-4.2,-14,0.0,0.0,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,-2.0,104.0,5.2,-4.2,112.19999999999996,5.609999999999998,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-7),L (-7)
31.0,25.0,2022-12-16,31-118,DET,SAC,0,19.3,2.0,7.0,.286,1.0,3.0,.333,1,1.0,1.000,1.0,2.0,3.0,5.0,1.0,0.0,1.0,1.0,6.0,6.3,+17,4.0,1.0,0.25,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,6.0,44.0,2.2,5.9,53.19999999999998,2.66,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,W (+7),W (+7)
32.0,26.0,2022-12-18,31-120,DET,BRK,0,15.85,2.0,5.0,.400,0.0,1.0,.000,2,2.0,1.000,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,6.0,5.3,-13,4.0,2.0,0.5,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,3.0,58.0,2.9,4.5,72.89999999999999,3.645,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-9),L (-9)
33.0,27.0,2022-12-20,31-122,DET,UTA,0,12.75,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,-1.8,-2,2.0,0.0,0.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,-1.0,67.0,3.35,-1.7999999999999998,92.0,4.6,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-3),L (-3)
34.0,28.0,2022-12-21,31-123,DET,PHI,0,3.55,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.7,0,0.0,0.0,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,4.0,38.0,1.9,3.6999999999999993,49.6,2.48,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-15),L (-15)
35.0,29.0,2022-12-23,31-125,DET,ATL,0,5.933333333333334,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.6,+1,1.0,1.0,1.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,2.0,46.0,2.3,1.6,66.30000000000001,3.3150000000000004,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-20),L (-20)
36.0,,2022-12-26,31-128,DET,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,67.0,3.35,0.0,87.99999999999999,4.4,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-25),L (-25)
37.0,30.0,2022-12-28,31-130,DET,ORL,0,14.5,0.0,2.0,.000,0.0,1.0,.000,1,2.0,.500,0.0,1.0,1.0,0.0,2.0,0.0,1.0,4.0,1.0,-1.1,-6,1.0,0.0,0.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,-1.0,58.0,2.9,-1.5000000000000002,66.0,3.3,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-11),L (-11)
38.0,31.0,2022-12-30,31-132,DET,CHI,0,18.78333333333333,0.0,1.0,.000,0.0,0.0,,4,4.0,1.000,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,4.0,6.3,0,1.0,0.0,0.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,4.0,60.0,3.0,4.7,76.1,3.805,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,W (+20),W (+20)
39.0,32.0,2022-12-31,31-133,DET,MIN,0,28.03333333333333,4.0,9.0,.444,1.0,3.0,.333,2,2.0,1.000,0.0,6.0,6.0,5.0,1.0,0.0,2.0,0.0,11.0,10.6,+26,6.0,3.0,0.5,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,10.0,55.0,2.75,9.799999999999995,65.8,3.29,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-14),L (-14)
40.0,33.0,2023-01-02,31-135,DET,POR,0,21.28333333333333,2.0,6.0,.333,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,3.0,2.0,4.0,0.8,+2,5.0,2.0,0.4,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,2.0,37.0,1.85,0.7999999999999998,55.20000000000001,2.7600000000000007,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,W (+12),W (+12)
41.0,,2023-01-04,31-137,DET,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,89.0,4.45,0.0,105.60000000000002,5.280000000000001,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-29),L (-29)
42.0,34.0,2023-01-06,31-139,DET,SAS,0,12.466666666666669,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.9,-9,1.0,1.0,1.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,2.0,53.0,2.65,1.9,71.3,3.565,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,,
43.0,,2023-01-08,31-141,DET,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,55.0,2.75,0.0,70.29999999999998,3.5149999999999992,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,W (+3),W (+3)
44.0,35.0,2023-01-10,31-143,DET,PHI,0,21.883333333333333,2.0,7.0,.286,1.0,5.0,.200,5,6.0,.833,0.0,1.0,1.0,8.0,1.0,0.0,0.0,2.0,10.0,11.6,-1,2.0,1.0,0.5,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,7.0,21.0,1.05,9.600000000000003,41.1,2.055,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-12),L (-12)
45.0,,2023-01-11,31-144,DET,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,70.0,3.5,0.0,80.4,4.0200000000000005,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-12),L (-12)
46.0,,2023-01-13,31-146,DET,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,44.0,2.2,0.0,56.5,2.825,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-31),L (-31)
47.0,,2023-01-15,31-148,DET,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,53.0,2.65,0.0,52.4,2.62,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,W (+17),W (+17)
48.0,,2023-01-19,31-152,DET,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,44.0,2.2,0.0,60.29999999999998,3.0149999999999992,12.1,1.8,-1.5,-0.7,-0.8,0.047208402432283,0.558,0.513,0.205,0.2,1.5,L (-6),L (-6)
