Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,,2022-12-06,23-025,DET,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,70.0,4.117647058823529,0.0,79.2,4.658823529411765,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-10),L (-10)
27.0,,2022-12-07,23-026,DET,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,36.0,2.117647058823529,0.0,39.8,2.341176470588235,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,W (+20),W (+20)
28.0,,2022-12-09,23-028,DET,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,46.0,2.7058823529411766,0.0,53.0,3.117647058823529,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-6),L (-6)
29.0,,2022-12-11,23-030,DET,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,82.0,4.823529411764706,0.0,93.29999999999998,5.488235294117646,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-11),L (-11)
30.0,,2022-12-14,23-033,DET,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,102.0,6.0,0.0,108.0,6.352941176470588,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-7),L (-7)
31.0,,2022-12-16,23-035,DET,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,50.0,2.9411764705882355,0.0,59.09999999999998,3.476470588235293,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,W (+7),W (+7)
32.0,,2022-12-18,23-037,DET,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,61.0,3.588235294117647,0.0,77.39999999999998,4.552941176470587,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-9),L (-9)
33.0,,2022-12-20,23-039,DET,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,66.0,3.882352941176471,0.0,90.20000000000002,5.305882352941177,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-3),L (-3)
34.0,,2022-12-21,23-040,DET,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,42.0,2.4705882352941178,0.0,53.3,3.135294117647059,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-15),L (-15)
35.0,,2022-12-23,23-042,DET,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,48.0,2.823529411764706,0.0,67.9,3.994117647058824,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-20),L (-20)
36.0,,2022-12-26,23-045,DET,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,67.0,3.941176470588236,0.0,87.99999999999999,5.1764705882352935,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-25),L (-25)
37.0,,2022-12-28,23-047,DET,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,57.0,3.3529411764705883,0.0,64.5,3.794117647058824,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-11),L (-11)
38.0,,2022-12-30,23-049,DET,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,64.0,3.764705882352941,0.0,80.8,4.752941176470588,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,W (+20),W (+20)
39.0,,2022-12-31,23-050,DET,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,65.0,3.823529411764706,0.0,75.59999999999998,4.44705882352941,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-14),L (-14)
40.0,,2023-01-02,23-052,DET,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,39.0,2.294117647058824,0.0,56.00000000000001,3.294117647058824,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,W (+12),W (+12)
41.0,,2023-01-04,23-054,DET,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,89.0,5.235294117647059,0.0,105.60000000000002,6.211764705882354,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-29),L (-29)
42.0,,2023-01-06,23-056,DET,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,55.0,3.235294117647059,0.0,73.19999999999999,4.305882352941175,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,,
43.0,,2023-01-08,23-058,DET,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,55.0,3.235294117647059,0.0,70.29999999999998,4.1352941176470575,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,W (+3),W (+3)
44.0,,2023-01-10,23-060,DET,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,28.0,1.6470588235294117,0.0,50.7,2.9823529411764707,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-12),L (-12)
45.0,,2023-01-11,23-061,DET,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,70.0,4.117647058823529,0.0,80.4,4.729411764705882,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-12),L (-12)
46.0,,2023-01-13,23-063,DET,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,44.0,2.588235294117647,0.0,56.5,3.323529411764706,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-31),L (-31)
47.0,,2023-01-15,23-065,DET,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,53.0,3.117647058823529,0.0,52.4,3.0823529411764703,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,W (+17),W (+17)
48.0,,2023-01-19,23-069,DET,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,44.0,2.588235294117647,0.0,60.29999999999998,3.5470588235294107,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-6),L (-6)
49.0,,2023-01-23,23-073,DET,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,57.0,3.3529411764705883,0.0,75.39999999999999,4.435294117647058,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-13),L (-13)
50.0,,2023-01-26,23-076,DET,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,72.0,4.235294117647059,0.0,84.39999999999998,4.96470588235294,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-18),L (-18)
51.0,,2023-01-28,23-078,DET,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,45.0,2.647058823529412,0.0,65.49999999999999,3.852941176470587,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-20),L (-20)
52.0,,2023-01-30,23-080,DET,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,51.0,3.0,0.0,62.8,3.6941176470588233,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,W (+8),W (+8)
53.0,,2023-02-03,23-084,DET,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,63.0,3.7058823529411766,0.0,68.8,4.047058823529412,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-3),L (-3)
