Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
54.0,,2023-02-04,23-085,DET,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,31.0,1.8235294117647056,0.0,43.400000000000006,2.5529411764705885,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-6),L (-6)
55.0,,2023-02-06,23-087,DET,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,54.0,3.176470588235294,0.0,62.3,3.664705882352941,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,W (+6),W (+6)
56.0,,2023-02-08,23-089,DET,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,37.0,2.176470588235294,0.0,49.49999999999999,2.9117647058823524,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-16),L (-16)
57.0,,2023-02-10,23-091,DET,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,71.0,4.176470588235294,0.0,95.0,5.588235294117647,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-12),L (-12)
58.0,,2023-02-12,23-093,DET,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,60.0,3.5294117647058822,0.0,82.2,4.835294117647059,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-28),L (-28)
59.0,,2023-02-15,23-096,DET,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,69.0,4.0588235294117645,0.0,79.80000000000001,4.694117647058825,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,W (+7),W (+7)
60.0,,2023-02-23,23-104,DET,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,83.0,4.882352941176471,0.0,84.89999999999999,4.994117647058823,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-1),L (-1)
61.0,,2023-02-25,23-106,DET,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,70.0,4.117647058823529,0.0,83.8,4.929411764705883,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-18),L (-18)
62.0,,2023-02-27,23-108,DET,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,47.0,2.764705882352941,0.0,64.99999999999999,3.823529411764705,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-2),L (-2)
63.0,,2023-03-01,23-110,DET,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,69.0,4.0588235294117645,0.0,87.7,5.158823529411765,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,,
64.0,2.0,2023-03-04,23-113,DET,CLE,0,5.883333333333333,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,+5,0.0,0.0,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,1.0,64.0,3.764705882352941,1.6,70.6,4.152941176470588,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-4),L (-4)
65.0,,2023-03-06,23-115,DET,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,72.0,4.235294117647059,0.0,84.6,4.976470588235294,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-11),L (-11)
66.0,,2023-03-07,23-116,DET,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,78.0,4.588235294117647,0.0,88.49999999999997,5.205882352941175,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-2),L (-2)
67.0,,2023-03-09,23-118,DET,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,37.0,2.176470588235294,0.0,51.19999999999998,3.011764705882352,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-24),L (-24)
68.0,,2023-03-11,23-120,DET,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,72.0,4.235294117647059,0.0,88.1,5.18235294117647,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-6),L (-6)
69.0,3.0,2023-03-13,23-122,DET,IND,0,22.566666666666663,1.0,7.0,.143,1.0,7.0,.143,0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.8,+13,0.0,0.0,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,-1.0,54.0,3.176470588235294,0.800000000000001,67.69999999999999,3.9823529411764698,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-2),L (-2)
70.0,4.0,2023-03-14,23-123,DET,WAS,0,22.683333333333334,2.0,7.0,.286,2.0,6.0,.333,2,2.0,1.000,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,5.9,-1,1.0,0.0,0.0,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,3.0,40.0,2.3529411764705883,5.100000000000002,45.39999999999999,2.670588235294117,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-10),L (-10)
71.0,5.0,2023-03-16,23-125,DET,DEN,0,6.816666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+1,0.0,0.0,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,0.0,63.0,3.7058823529411766,0.0,79.8,4.694117647058824,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-6),L (-6)
72.0,6.0,2023-03-19,23-128,DET,MIA,0,6.5,0.0,5.0,.000,0.0,5.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.6,-8,0.0,0.0,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,-4.0,48.0,2.823529411764706,-3.6,55.8,3.2823529411764705,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,W (+20),W (+20)
73.0,7.0,2023-03-21,23-130,DET,ATL,0,3.2333333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,+5,0.0,0.0,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,-1.0,49.0,2.8823529411764706,-0.7,77.1,4.535294117647059,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-20),L (-20)
74.0,,2023-03-24,23-133,DET,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,46.0,2.7058823529411766,0.0,58.8,3.4588235294117644,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-19),L (-19)
75.0,,2023-03-27,23-136,DET,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,81.0,4.764705882352941,0.0,107.9,6.347058823529412,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-12),L (-12)
76.0,,2023-03-29,23-138,DET,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,64.0,3.764705882352941,0.0,68.89999999999999,4.052941176470588,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-22),L (-22)
77.0,,2023-03-31,23-140,DET,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,63.0,3.7058823529411766,0.0,76.3,4.488235294117647,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-21),L (-21)
78.0,8.0,2023-04-02,23-142,DET,ORL,0,5.216666666666667,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.6,-5,1.0,1.0,1.0,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,2.0,26.0,1.5294117647058822,1.5999999999999996,38.1,2.241176470588236,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-9),L (-9)
79.0,,2023-04-04,23-144,DET,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,10,2,3,1,8,8,1,10,6,7,1,51.0,59.0,3.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.0169491525423728,0.3333333333333333,0.0833333333333333,0.1612903225806451,0.0357142857142857,0.0576923076923076,0.02,0.1081081081081081,0.1194029850746268,0.0,0.0158730158730158,0.131578947368421,0.1428571428571428,0.0,0.21875,0.0129870129870129,0.0,8,6,6,40.0,36.0,45.0,47.0,0.1777777777777777,0.15,0.0,0.1276595744680851,17,,52.0,3.0588235294117645,0.0,67.19999999999999,3.952941176470588,0.5,-0.2,-9.5,-7.5,-2.0,0.0017689331122166,0.287,0.926,0.074,-0.2,-0.2,L (-1),L (-1)
