Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
49.0,45.0,2023-01-23,20-344,DET,MIL,1,29.55,4.0,10.0,.400,1.0,4.0,.250,3,6.0,.500,2.0,2.0,4.0,11.0,2.0,0.0,4.0,3.0,12.0,11.9,-9,6.0,3.0,0.5,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,9.0,48.0,2.4,10.7,64.69999999999999,3.2349999999999994,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-13),L (-13)
50.0,46.0,2023-01-26,20-347,DET,BRK,1,31.78333333333333,5.0,12.0,.417,1.0,4.0,.250,5,5.0,1.000,0.0,3.0,3.0,8.0,2.0,1.0,3.0,2.0,16.0,15.0,+4,8.0,4.0,0.5,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,10.0,62.0,3.1,13.0,71.39999999999999,3.5699999999999994,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-18),L (-18)
51.0,47.0,2023-01-28,20-349,DET,HOU,1,27.716666666666665,4.0,9.0,.444,2.0,4.0,.500,6,8.0,.750,2.0,5.0,7.0,5.0,1.0,1.0,6.0,3.0,16.0,11.4,-7,5.0,2.0,0.4,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,7.0,38.0,1.9,9.0,56.49999999999999,2.825,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-20),L (-20)
52.0,48.0,2023-01-30,20-351,DET,DAL,1,21.116666666666667,5.0,8.0,.625,0.0,2.0,.000,4,7.0,.571,0.0,2.0,2.0,3.0,0.0,0.0,2.0,6.0,14.0,7.5,+5,6.0,5.0,0.8333333333333334,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,2.0,49.0,2.45,5.900000000000002,56.9,2.845,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,W (+8),W (+8)
53.0,49.0,2023-02-03,20-355,DET,CHO,1,29.366666666666667,8.0,11.0,.727,4.0,4.0,1.000,4,4.0,1.000,1.0,2.0,3.0,7.0,0.0,1.0,1.0,3.0,24.0,24.2,+12,7.0,4.0,0.5714285714285714,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,19.0,44.0,2.2,22.6,46.20000000000001,2.3100000000000005,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-3),L (-3)
54.0,50.0,2023-02-04,20-356,DET,PHO,1,32.68333333333333,5.0,13.0,.385,2.0,5.0,.400,1,5.0,.200,0.0,0.0,0.0,6.0,3.0,0.0,3.0,4.0,13.0,6.9,-15,8.0,3.0,0.375,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,1.0,30.0,1.5,6.5,36.900000000000006,1.845,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-6),L (-6)
55.0,51.0,2023-02-06,20-358,DET,BOS,1,26.916666666666668,5.0,12.0,.417,1.0,3.0,.333,3,5.0,.600,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,14.0,10.0,-15,9.0,4.0,0.4444444444444444,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,2.0,52.0,2.6,8.8,53.5,2.675,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,W (+6),W (+6)
56.0,52.0,2023-02-08,20-360,DET,CLE,1,25.6,3.0,6.0,.500,2.0,3.0,.667,2,2.0,1.000,0.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,10.0,3.0,-23,3.0,1.0,0.3333333333333333,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,1.0,36.0,1.8,2.2,47.3,2.365,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-16),L (-16)
57.0,53.0,2023-02-10,20-362,DET,SAS,1,43.55,3.0,15.0,.200,0.0,7.0,.000,11,12.0,.917,2.0,6.0,8.0,8.0,1.0,0.0,3.0,5.0,17.0,12.1,+2,8.0,3.0,0.375,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,4.0,67.0,3.35,7.699999999999999,87.3,4.365,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-12),L (-12)
58.0,54.0,2023-02-12,20-364,DET,TOR,1,27.48333333333333,6.0,11.0,.545,3.0,4.0,.750,3,4.0,.750,1.0,1.0,2.0,7.0,0.0,0.0,2.0,5.0,18.0,14.2,-2,7.0,3.0,0.4285714285714285,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,10.0,50.0,2.5,12.999999999999996,69.2,3.46,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-28),L (-28)
59.0,55.0,2023-02-15,21-002,DET,BOS,1,26.48333333333333,7.0,13.0,.538,1.0,5.0,.200,2,4.0,.500,2.0,3.0,5.0,4.0,1.0,0.0,3.0,3.0,17.0,11.8,-7,8.0,6.0,0.75,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,7.0,62.0,3.1,10.999999999999996,68.8,3.44,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,W (+7),W (+7)
60.0,56.0,2023-02-23,21-010,DET,ORL,1,30.85,9.0,13.0,.692,5.0,7.0,.714,2,4.0,.500,0.0,2.0,2.0,4.0,0.0,1.0,3.0,0.0,25.0,19.8,-13,6.0,4.0,0.6666666666666666,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,12.0,71.0,3.55,19.0,65.89999999999999,3.2949999999999995,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-1),L (-1)
61.0,57.0,2023-02-25,21-012,DET,TOR,1,31.98333333333333,3.0,16.0,.188,0.0,5.0,.000,4,4.0,1.000,1.0,1.0,2.0,10.0,0.0,1.0,3.0,5.0,10.0,3.7,-4,11.0,3.0,0.2727272727272727,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,0.0,70.0,3.5,2.1,81.7,4.085,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-18),L (-18)
62.0,,2023-02-27,21-014,DET,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,,47.0,2.35,0.0,64.99999999999999,3.249999999999999,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-2),L (-2)
63.0,58.0,2023-03-01,21-016,DET,CHI,1,31.466666666666665,5.0,9.0,.556,2.0,4.0,.500,6,9.0,.667,0.0,4.0,4.0,2.0,1.0,0.0,4.0,4.0,18.0,10.5,-10,5.0,3.0,0.6,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,3.0,66.0,3.3,8.099999999999998,79.60000000000001,3.98,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,,
64.0,59.0,2023-03-04,21-019,DET,CLE,1,30.366666666666667,4.0,14.0,.286,1.0,4.0,.250,1,2.0,.500,2.0,2.0,4.0,2.0,0.0,0.0,5.0,1.0,10.0,-0.6,-18,10.0,3.0,0.3,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,-5.0,70.0,3.5,-0.9999999999999992,73.19999999999999,3.6599999999999993,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-4),L (-4)
65.0,60.0,2023-03-06,21-021,DET,POR,1,30.966666666666665,4.0,14.0,.286,0.0,7.0,.000,5,5.0,1.000,0.0,5.0,5.0,13.0,1.0,0.0,1.0,4.0,13.0,13.8,-1,7.0,4.0,0.5714285714285714,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,12.0,60.0,3.0,11.800000000000006,72.79999999999998,3.6399999999999992,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-11),L (-11)
66.0,61.0,2023-03-07,21-022,DET,WAS,1,31.9,9.0,20.0,.450,3.0,6.0,.500,5,6.0,.833,2.0,3.0,5.0,12.0,1.0,0.0,5.0,5.0,26.0,19.9,-7,14.0,6.0,0.4285714285714285,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,13.0,65.0,3.25,17.9,70.6,3.53,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-2),L (-2)
67.0,62.0,2023-03-09,21-024,DET,CHO,1,31.83333333333333,5.0,17.0,.294,2.0,7.0,.286,4,4.0,1.000,2.0,1.0,3.0,6.0,0.0,2.0,7.0,4.0,16.0,4.8,-13,10.0,3.0,0.3,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,-1.0,38.0,1.9,3.2,47.99999999999999,2.3999999999999995,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-24),L (-24)
68.0,,2023-03-11,21-026,DET,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,,72.0,3.6,0.0,88.1,4.404999999999999,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-6),L (-6)
69.0,,2023-03-13,21-028,DET,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,,53.0,2.65,0.0,68.49999999999999,3.4249999999999994,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-2),L (-2)
70.0,,2023-03-14,21-029,DET,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,,43.0,2.15,0.0,50.49999999999999,2.5249999999999995,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-10),L (-10)
71.0,63.0,2023-03-16,21-031,DET,DEN,1,35.46666666666667,4.0,15.0,.267,2.0,5.0,.400,4,8.0,.500,1.0,1.0,2.0,6.0,0.0,0.0,4.0,3.0,14.0,3.5,-10,10.0,2.0,0.2,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,-5.0,68.0,3.4,1.9000000000000004,77.9,3.895000000000001,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-6),L (-6)
72.0,64.0,2023-03-19,21-034,DET,MIA,1,38.0,3.0,7.0,.429,2.0,4.0,.500,3,4.0,.750,1.0,3.0,4.0,5.0,0.0,0.0,3.0,4.0,11.0,7.4,-19,3.0,1.0,0.3333333333333333,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,6.0,38.0,1.9,6.199999999999999,46.0,2.3,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,W (+20),W (+20)
73.0,65.0,2023-03-21,21-036,DET,ATL,1,30.316666666666663,6.0,19.0,.316,2.0,9.0,.222,3,4.0,.750,1.0,3.0,4.0,5.0,0.0,0.0,1.0,3.0,17.0,8.6,-20,10.0,4.0,0.4,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,2.0,46.0,2.3,7.399999999999999,69.0,3.45,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-20),L (-20)
