Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Stanley Umude,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Stanley Umude
35,35,31,2022-12-23,23-258,DET,@,ATL,L (-25),0,21.3,1.0,5.0,.200,0.0,2.0,.000,4,4,1.000,1,2,3,0,0,1,1,0,6,3.9,-12,3.0,1.0,0.3333333333333333,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
36,36,32,2022-12-26,23-261,DET,,LAC,L (-11),0,26.233333333333334,4.0,12.0,.333,3.0,6.0,.500,2,2,1.000,2,4,6,1,2,0,1,2,13,9.7,+17,6.0,1.0,0.1666666666666666,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
37,37,33,2022-12-28,23-263,DET,,ORL,W (+20),0,35.25,8.0,16.0,.500,6.0,11.0,.545,6,8,.750,0,8,8,4,1,1,2,3,28,22.9,+20,5.0,2.0,0.4,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
38,38,34,2022-12-30,23-265,DET,@,CHI,L (-14),1,30.633333333333333,4.0,13.0,.308,2.0,7.0,.286,0,0,,2,2,4,2,2,0,2,0,10,5.9,-17,6.0,2.0,0.3333333333333333,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
39,39,35,2022-12-31,23-266,DET,@,MIN,W (+12),1,18.416666666666668,4.0,8.0,.500,1.0,4.0,.250,4,4,1.000,0,4,4,0,0,0,0,1,13,9.8,-14,4.0,3.0,0.75,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
40,40,36,2023-01-02,23-268,DET,@,POR,L (-29),1,27.083333333333332,2.0,6.0,.333,1.0,2.0,.500,4,5,.800,1,4,5,0,2,0,2,2,9,6.3,-26,4.0,1.0,0.25,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
41,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
42,41,37,2023-01-04,23-270,DET,@,GSW,W (+3),0,28.766666666666666,6.0,17.0,.353,4.0,10.0,.400,1,1,1.000,0,3,3,1,2,0,0,0,17,11.1,-3,7.0,2.0,0.2857142857142857,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
43,42,38,2023-01-06,23-272,DET,@,SAS,L (-12),0,25.733333333333334,4.0,10.0,.400,2.0,4.0,.500,0,0,,2,2,4,2,1,0,1,1,10,7.6,-9,6.0,2.0,0.3333333333333333,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
44,43,39,2023-01-08,23-274,DET,,PHI,L (-12),1,28.7,1.0,4.0,.250,0.0,2.0,.000,0,0,,0,1,1,1,1,1,0,3,2,1.1,-2,2.0,1.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
45,44,40,2023-01-10,23-276,DET,@,PHI,L (-31),1,34.05,4.0,14.0,.286,0.0,6.0,.000,9,9,1.000,0,4,4,2,0,1,0,3,17,10.9,-22,8.0,4.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
46,45,41,2023-01-11,23-277,DET,,MIN,W (+17),1,37.93333333333333,10.0,16.0,.625,4.0,6.0,.667,7,8,.875,1,5,6,1,1,0,4,1,31,22.9,+2,10.0,6.0,0.6,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
47,46,42,2023-01-13,23-279,DET,,NOP,L (-6),1,30.75,5.0,14.0,.357,1.0,4.0,.250,9,10,.900,3,7,10,3,1,1,2,2,20,17.0,-14,10.0,4.0,0.4,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
48,47,43,2023-01-15,23-281,DET,,NYK,L (-13),1,36.03333333333333,6.0,14.0,.429,5.0,10.0,.500,4,4,1.000,1,5,6,1,1,0,1,3,21,15.3,-20,4.0,1.0,0.25,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
49,48,44,2023-01-19,23-285,DET,,CHI,L (-18),1,28.433333333333334,6.0,16.0,.375,2.0,5.0,.400,2,2,1.000,3,6,9,1,3,1,1,0,16,14.5,-13,11.0,4.0,0.3636363636363636,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
50,49,45,2023-01-23,23-289,DET,,MIL,L (-20),1,28.516666666666666,6.0,14.0,.429,2.0,6.0,.333,7,9,.778,1,2,3,2,1,0,1,3,21,14.3,-11,8.0,4.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
51,50,46,2023-01-26,23-292,DET,@,BRK,W (+8),1,31.833333333333332,10.0,19.0,.526,5.0,8.0,.625,0,0,,6,3,9,3,0,0,0,0,25,22.9,+7,11.0,5.0,0.4545454545454545,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
52,51,47,2023-01-28,23-294,DET,,HOU,L (-3),1,27.25,4.0,11.0,.364,1.0,7.0,.143,1,1,1.000,0,6,6,2,0,0,1,2,10,5.3,-10,4.0,3.0,0.75,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
53,52,48,2023-01-30,23-296,DET,@,DAL,L (-6),1,32.083333333333336,5.0,15.0,.333,5.0,11.0,.455,3,4,.750,0,5,5,2,3,0,1,3,18,12.8,-3,4.0,0.0,0.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
54,53,49,2023-02-03,23-300,DET,,CHO,W (+6),0,30.033333333333335,8.0,16.0,.500,3.0,8.0,.375,3,4,.750,3,5,8,2,0,0,1,4,22,16.0,+6,8.0,5.0,0.625,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
55,54,50,2023-02-04,23-301,DET,,PHO,L (-16),0,34.21666666666667,7.0,12.0,.583,4.0,8.0,.500,7,7,1.000,2,3,5,4,2,0,1,0,25,25.5,-8,4.0,3.0,0.75,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
56,55,51,2023-02-06,23-303,DET,,BOS,L (-12),0,30.45,5.0,15.0,.333,1.0,5.0,.200,3,3,1.000,3,3,6,4,2,1,1,4,14,11.4,+5,10.0,4.0,0.4,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
57,56,52,2023-02-08,23-305,DET,@,CLE,L (-28),0,22.966666666666665,1.0,6.0,.167,1.0,4.0,.250,4,4,1.000,0,6,6,0,0,1,0,0,7,5.7,-28,2.0,0.0,0.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
58,57,,2023-02-11,23-308,ATL,,SAS,W (+19),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
59,58,53,2023-02-13,23-310,ATL,@,CHO,L (-6),1,20.766666666666666,4.0,9.0,.444,3.0,5.0,.600,1,1,1.000,1,4,5,0,0,1,2,0,12,7.9,0,4.0,1.0,0.25,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
60,59,54,2023-02-15,23-312,ATL,,NYK,L (-21),0,18.483333333333334,1.0,4.0,.250,0.0,1.0,.000,0,0,,2,3,5,1,0,0,0,1,2,2.2,-1,3.0,1.0,0.3333333333333333,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
61,60,55,2023-02-24,23-321,ATL,,CLE,W (+17),1,28.05,6.0,9.0,.667,5.0,8.0,.625,2,2,1.000,2,2,4,1,1,0,1,0,19,17.8,+20,1.0,1.0,1.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
62,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
63,61,56,2023-02-26,23-323,ATL,,BRK,W (+2),0,31.716666666666665,2.0,6.0,.333,2.0,3.0,.667,0,0,,0,4,4,0,1,0,1,4,6,2.2,+13,3.0,0.0,0.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
64,62,57,2023-02-28,23-325,ATL,,WAS,L (-3),0,27.316666666666666,4.0,9.0,.444,4.0,8.0,.500,0,0,,1,5,6,1,1,0,0,1,12,10.8,-6,1.0,0.0,0.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
65,63,58,2023-03-03,23-328,ATL,,POR,W (+18),0,23.866666666666667,3.0,8.0,.375,0.0,3.0,.000,1,2,.500,2,1,3,2,1,0,0,4,7,4.7,+12,5.0,3.0,0.6,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
66,64,59,2023-03-04,23-329,ATL,@,MIA,L (-8),0,34.8,7.0,12.0,.583,4.0,8.0,.500,4,4,1.000,1,2,3,2,2,0,2,1,22,18.7,+3,4.0,3.0,0.75,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
67,65,60,2023-03-06,23-331,ATL,@,MIA,L (-2),0,32.2,6.0,10.0,.600,3.0,5.0,.600,2,2,1.000,3,3,6,3,0,0,0,4,17,15.9,-16,5.0,3.0,0.6,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
68,66,61,2023-03-08,23-333,ATL,@,WAS,W (+2),0,20.75,1.0,5.0,.200,0.0,4.0,.000,0,0,,0,3,3,0,0,0,0,0,2,-0.2,+7,1.0,1.0,1.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
69,67,62,2023-03-10,23-335,ATL,@,WAS,W (+7),0,25.516666666666666,5.0,8.0,.625,3.0,4.0,.750,1,1,1.000,0,0,0,0,0,0,1,1,14,9.0,+15,4.0,2.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
70,68,63,2023-03-11,23-336,ATL,,BOS,L (-9),0,25.916666666666668,6.0,9.0,.667,4.0,7.0,.571,1,1,1.000,1,4,5,0,1,0,0,2,17,15.2,+3,2.0,2.0,1.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
71,69,64,2023-03-13,23-338,ATL,,MIN,L (-21),0,24.716666666666665,3.0,8.0,.375,0.0,2.0,.000,0,0,,0,5,5,0,1,0,0,4,6,2.5,-7,6.0,3.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
72,70,65,2023-03-17,23-342,ATL,,GSW,W (+8),0,22.3,2.0,6.0,.333,1.0,5.0,.200,0,0,,1,2,3,2,1,0,1,0,5,4.3,+2,1.0,1.0,1.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
