Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Buddy Boeheim,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Eugene Omoruyi,Frank Kaminsky,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Killian Hayes,Marvin Bagley III,R.J. Hampton,Rodney McGruder,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Frank Kaminsky,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Rodney McGruder,co_inf with Eugene Omoruyi,co_inf with Jared Rhoden,co_inf with R.J. Hampton,co_inf with Stanley Umude,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-11-07,21-221,GSW,,SAC,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,59.0,1.903225806451613,0.0,63.19999999999999,2.0387096774193543
11,12,,2022-11-11,21-225,GSW,,CLE,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,61.0,1.967741935483871,0.0,80.3,2.5903225806451613
12,13,,2022-11-13,21-227,GSW,@,SAC,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,64.0,2.064516129032258,0.0,80.8,2.606451612903226
13,14,11,2022-11-14,21-228,GSW,,SAS,W (+37),0,9:14,1.0,3.0,.333,0.0,0.0,,0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.7,-4,3.0,1.0,0.3333333333333333,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,3.0,65.0,2.096774193548387,2.7,73.19999999999997,2.3612903225806443
14,15,,2022-11-16,21-230,GSW,@,PHO,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,41.0,1.3225806451612905,0.0,65.2,2.103225806451613
15,16,,2022-11-18,21-232,GSW,,NYK,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,28.0,0.9032258064516128,0.0,40.0,1.2903225806451613
16,17,,2022-11-20,21-234,GSW,@,HOU,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,60.0,1.935483870967742,0.0,91.1,2.9387096774193546
17,18,,2022-11-21,21-235,GSW,@,NOP,L (-45),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,61.0,1.967741935483871,0.0,85.39999999999998,2.7548387096774185
18,19,,2022-11-23,21-237,GSW,,LAC,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,61.0,1.967741935483871,0.0,73.30000000000001,2.3645161290322583
19,20,,2022-11-25,21-239,GSW,,UTA,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,74.0,2.3870967741935485,0.0,92.99999999999996,2.9999999999999987
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-27,21-241,GSW,@,MIN,W (+23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,47.0,1.5161290322580645,0.0,57.79999999999999,1.8645161290322578
22,22,,2022-11-29,21-243,GSW,@,DAL,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,39.0,1.2580645161290325,0.0,49.90000000000001,1.609677419354839
23,23,,2022-12-02,21-246,GSW,,CHI,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,58.0,1.870967741935484,0.0,70.6,2.2774193548387096
24,24,,2022-12-03,21-247,GSW,,HOU,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,86.0,2.774193548387097,0.0,100.40000000000002,3.2387096774193553
25,25,,2022-12-05,21-249,GSW,,IND,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,64.0,2.064516129032258,0.0,70.1,2.261290322580645
26,26,12,2022-12-07,21-251,GSW,@,UTA,L (-1),0,5:02,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.6,-3,2.0,1.0,0.5,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,1.0,69.0,2.225806451612903,2.2,77.0,2.4838709677419355
27,27,,2022-12-10,21-254,GSW,,BOS,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,36.0,1.1612903225806452,0.0,39.8,1.2838709677419353
28,28,,2022-12-13,21-257,GSW,@,MIL,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,46.0,1.4838709677419355,0.0,53.0,1.7096774193548387
29,29,,2022-12-14,21-258,GSW,@,IND,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,82.0,2.6451612903225805,0.0,93.29999999999998,3.0096774193548383
