Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Buddy Boeheim,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Eugene Omoruyi,Frank Kaminsky,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Killian Hayes,Marvin Bagley III,R.J. Hampton,Rodney McGruder,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Frank Kaminsky,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Rodney McGruder,co_inf with Eugene Omoruyi,co_inf with Jared Rhoden,co_inf with R.J. Hampton,co_inf with Stanley Umude,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
50,49,,2023-01-27,21-302,GSW,,TOR,W (+12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,57.0,1.8387096774193548,0.0,75.39999999999999,2.432258064516129
51,50,,2023-01-30,21-305,GSW,@,OKC,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,72.0,2.3225806451612905,0.0,84.39999999999998,2.7225806451612895
52,51,,2023-02-01,21-307,GSW,@,MIN,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,45.0,1.4516129032258065,0.0,65.49999999999999,2.112903225806451
53,52,20,2023-02-02,21-308,GSW,@,DEN,L (-17),0,16:35,3.0,4.0,.750,0.0,0.0,,3,3.0,1.000,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,9.0,8.2,+7,4.0,3.0,0.75,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,5.0,46.0,1.4838709677419355,7.0,55.8,1.7999999999999998
54,53,,2023-02-04,21-310,GSW,,DAL,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,63.0,2.032258064516129,0.0,68.8,2.2193548387096773
55,54,21,2023-02-06,21-312,GSW,,OKC,W (+27),0,4:41,3.0,3.0,1.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,5.7,+4,3.0,3.0,1.0,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,5.0,26.0,0.8387096774193549,5.7,37.7,1.2161290322580647
56,55,,2023-02-08,21-314,GSW,@,POR,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,54.0,1.7419354838709675,0.0,62.3,2.009677419354839
57,56,,2023-02-10,21-316,DET,,SAS,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,37.0,1.1935483870967742,0.0,49.49999999999999,1.5967741935483868
58,57,,2023-02-12,21-318,DET,@,TOR,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,71.0,2.290322580645161,0.0,95.0,3.064516129032258
59,58,22,2023-02-15,21-321,DET,@,BOS,L (-18),0,23:30,5.0,9.0,.556,0.0,1.0,.000,1,2.0,.500,2.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,11.0,8.2,-9,8.0,5.0,0.625,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,5.0,55.0,1.7741935483870968,7.799999999999999,74.4,2.4000000000000004
60,59,23,2023-02-23,21-329,DET,@,ORL,L (-2),0,23:44,4.0,10.0,.400,0.0,1.0,.000,0,0.0,,2.0,8.0,10.0,0.0,0.0,1.0,3.0,3.0,8.0,2.9,+16,9.0,4.0,0.4444444444444444,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,6.0,63.0,2.032258064516129,2.8999999999999995,76.89999999999999,2.4806451612903224
61,60,24,2023-02-25,21-331,DET,,TOR,L (-4),1,20:25,5.0,9.0,.556,0.0,1.0,.000,0,0.0,,0.0,10.0,10.0,0.0,0.0,0.0,2.0,6.0,10.0,4.3,-1,8.0,5.0,0.625,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,9.0,74.0,2.3870967741935485,4.299999999999999,80.6,2.5999999999999996
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,0.0,0.0,0.0,0.0,0.0
63,61,25,2023-02-27,21-333,DET,@,CHO,L (-11),1,26:38,9.0,11.0,.818,1.0,1.0,1.000,4,6.0,.667,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,23.0,21.8,-11,10.0,8.0,0.8,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,13.0,57.0,1.8387096774193548,20.200000000000003,63.6,2.0516129032258066
64,62,26,2023-03-01,21-335,DET,,CHI,L (-2),1,29:10,3.0,5.0,.600,0.0,1.0,.000,1,2.0,.500,3.0,6.0,9.0,2.0,0.0,0.0,3.0,4.0,7.0,5.0,-16,4.0,3.0,0.75,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,8.0,39.0,1.2580645161290325,4.599999999999998,60.39999999999999,1.9483870967741932
65,63,27,2023-03-04,21-338,DET,@,CLE,L (-24),1,23:49,1.0,6.0,.167,0.0,1.0,.000,1,2.0,.500,0.0,9.0,9.0,1.0,1.0,2.0,4.0,3.0,3.0,-0.6,-26,5.0,1.0,0.2,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,4.0,65.0,2.096774193548387,-1.0,88.7,2.861290322580645
66,64,28,2023-03-06,21-340,DET,,POR,L (-6),1,23:44,5.0,8.0,.625,0.0,0.0,,2,2.0,1.000,2.0,5.0,7.0,0.0,0.0,3.0,4.0,6.0,12.0,7.0,-16,8.0,5.0,0.625,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,8.0,57.0,1.8387096774193548,6.199999999999999,65.99999999999999,2.1290322580645156
67,65,29,2023-03-07,21-341,DET,,WAS,L (-2),1,34:16,10.0,13.0,.769,0.0,0.0,,1,2.0,.500,2.0,3.0,5.0,3.0,1.0,2.0,2.0,2.0,21.0,19.5,-10,13.0,10.0,0.7692307692307693,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,15.0,57.0,1.8387096774193548,19.099999999999994,65.5,2.1129032258064515
68,66,30,2023-03-09,21-343,DET,,CHO,L (-10),1,26:47,8.0,13.0,.615,0.0,0.0,,0,0.0,,3.0,10.0,13.0,0.0,0.0,1.0,0.0,3.0,16.0,14.7,+13,13.0,8.0,0.6153846153846154,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,17.0,61.0,1.967741935483871,14.699999999999996,73.8,2.3806451612903223
69,67,31,2023-03-11,21-345,DET,,IND,L (-6),1,25:50,6.0,11.0,.545,1.0,3.0,.333,3,5.0,.600,3.0,6.0,9.0,0.0,0.0,1.0,2.0,4.0,16.0,10.9,+9,8.0,5.0,0.625,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,8.0,29.0,0.935483870967742,9.7,41.49999999999999,1.3387096774193545
