Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
26,26,26,2022-12-11,27-304,MIL,@,HOU,L (-5),0,28:19,7.0,15.0,.467,1.0,5.0,.200,2,2.0,1.000,6.0,9.0,15.0,2.0,0.0,0.0,0.0,1.0,17.0,17.2,-5,10.0,6.0,0.6,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,17.0,31.0,1.631578947368421,16.4,40.60000000000001,2.1368421052631583
27,27,27,2022-12-13,27-306,MIL,,GSW,W (+17),0,32:02,11.0,15.0,.733,1.0,4.0,.250,2,2.0,1.000,4.0,7.0,11.0,0.0,0.0,1.0,1.0,1.0,25.0,23.1,+2,11.0,10.0,0.9090909090909092,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,19.0,57.0,3.0,22.3,72.7,3.8263157894736843
28,28,28,2022-12-15,27-308,MIL,@,MEM,L (-41),0,22:18,8.0,14.0,.571,2.0,4.0,.500,1,2.0,.500,3.0,4.0,7.0,0.0,0.0,0.0,1.0,4.0,19.0,12.7,-30,10.0,6.0,0.6,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,9.0,19.0,1.0,12.299999999999995,41.6,2.1894736842105265
29,29,29,2022-12-17,27-310,MIL,,UTA,W (+26),1,30:09,9.0,16.0,.563,2.0,5.0,.400,2,2.0,1.000,1.0,13.0,14.0,1.0,0.0,0.0,3.0,2.0,22.0,15.9,+15,11.0,7.0,0.6363636363636364,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,16.0,65.0,3.421052631578948,15.099999999999998,78.49999999999999,4.13157894736842
30,30,30,2022-12-19,27-312,MIL,@,NOP,W (+9),0,22:28,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,4.0,2.2,+11,4.0,2.0,0.5,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,3.0,84.0,4.421052631578948,2.2000000000000006,98.4,5.178947368421053
31,31,31,2022-12-21,27-314,MIL,@,CLE,L (-8),0,19:00,3.0,7.0,.429,0.0,2.0,.000,0,0.0,,2.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,6.0,6.6,-18,5.0,3.0,0.6,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,7.0,53.0,2.789473684210526,6.599999999999999,63.39999999999998,3.3368421052631567
32,32,32,2022-12-23,27-316,MIL,@,BRK,L (-18),0,26:03,5.0,11.0,.455,0.0,3.0,.000,0,0.0,,3.0,9.0,12.0,0.0,0.0,0.0,2.0,0.0,10.0,7.1,+8,8.0,5.0,0.625,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,9.0,38.0,2.0,7.100000000000001,58.79999999999999,3.0947368421052626
33,33,33,2022-12-25,27-318,MIL,@,BOS,L (-21),0,23:15,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,1.0,8.0,9.0,1.0,0.0,0.0,1.0,2.0,4.0,4.0,-6,3.0,2.0,0.6666666666666666,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,9.0,56.0,2.9473684210526314,4.0,85.0,4.473684210526316
34,34,34,2022-12-28,27-321,MIL,@,CHI,L (-6),0,28:21,7.0,18.0,.389,3.0,7.0,.429,3,4.0,.750,5.0,6.0,11.0,1.0,0.0,0.0,0.0,1.0,20.0,15.4,+10,11.0,4.0,0.3636363636363636,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,10.0,38.0,2.0,14.200000000000005,53.80000000000001,2.831578947368422
35,35,35,2022-12-30,27-323,MIL,,MIN,W (+9),0,30:54,9.0,17.0,.529,3.0,5.0,.600,1,1.0,1.000,8.0,6.0,14.0,1.0,1.0,0.0,1.0,1.0,22.0,21.4,+7,12.0,6.0,0.5,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,19.0,63.0,3.3157894736842106,21.000000000000007,66.80000000000001,3.5157894736842112
36,36,36,2023-01-01,27-325,MIL,,WAS,L (-23),1,30:06,6.0,16.0,.375,1.0,2.0,.500,6,6.0,1.000,5.0,5.0,10.0,2.0,1.0,0.0,1.0,1.0,19.0,16.2,-11,14.0,5.0,0.3571428571428571,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,9.0,35.0,1.8421052631578947,13.799999999999995,42.2,2.2210526315789476
37,37,37,2023-01-03,27-327,MIL,,WAS,W (+10),0,28:22,7.0,13.0,.538,2.0,6.0,.333,1,1.0,1.000,3.0,10.0,13.0,4.0,2.0,0.0,0.0,1.0,17.0,20.2,+9,7.0,5.0,0.7142857142857143,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,22.0,62.0,3.263157894736842,19.800000000000004,80.80000000000001,4.252631578947369
38,38,38,2023-01-04,27-328,MIL,@,TOR,W (+3),0,32:58,7.0,16.0,.438,0.0,4.0,.000,0,0.0,,2.0,10.0,12.0,0.0,1.0,1.0,4.0,2.0,14.0,6.9,-15,12.0,7.0,0.5833333333333334,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,8.0,63.0,3.3157894736842106,6.899999999999999,58.3,3.068421052631579
39,39,39,2023-01-06,27-330,MIL,,CHO,L (-29),0,22:47,7.0,10.0,.700,3.0,4.0,.750,2,2.0,1.000,3.0,9.0,12.0,3.0,1.0,0.0,0.0,3.0,19.0,21.5,-16,6.0,4.0,0.6666666666666666,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,23.0,29.0,1.5263157894736843,20.7,48.3,2.5421052631578944
40,40,40,2023-01-09,27-333,MIL,@,NYK,W (+4),0,19:18,5.0,6.0,.833,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,10.0,6.3,-2,6.0,5.0,0.8333333333333334,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,5.0,73.0,3.842105263157895,6.300000000000001,79.6,4.189473684210526
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,0.0,0.0,0.0,0.0,0.0
42,41,41,2023-01-11,27-335,MIL,@,ATL,W (+9),0,24:47,6.0,11.0,.545,1.0,2.0,.500,0,0.0,,2.0,8.0,10.0,1.0,0.0,0.0,1.0,0.0,13.0,11.2,-2,9.0,5.0,0.5555555555555556,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,12.0,78.0,4.105263157894737,11.2,82.4,4.336842105263158
43,42,42,2023-01-12,27-336,MIL,@,MIA,L (-6),1,31:42,5.0,12.0,.417,0.0,3.0,.000,2,4.0,.500,2.0,5.0,7.0,1.0,3.0,1.0,2.0,5.0,12.0,8.1,+3,9.0,5.0,0.5555555555555556,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,6.0,40.0,2.1052631578947367,7.299999999999999,54.8,2.884210526315789
44,43,43,2023-01-14,27-338,MIL,@,MIA,L (-16),1,27:24,4.0,10.0,.400,1.0,2.0,.500,6,6.0,1.000,2.0,5.0,7.0,2.0,3.0,0.0,2.0,0.0,15.0,14.9,-23,8.0,3.0,0.375,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,9.0,51.0,2.6842105263157894,12.499999999999998,59.29999999999999,3.1210526315789466
45,44,44,2023-01-16,27-340,MIL,,IND,W (+13),1,33:49,7.0,16.0,.438,3.0,6.0,.500,4,4.0,1.000,2.0,9.0,11.0,4.0,0.0,0.0,3.0,2.0,21.0,15.7,+16,10.0,4.0,0.4,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,13.0,60.0,3.1578947368421053,14.099999999999998,73.2,3.8526315789473684
46,45,45,2023-01-17,27-341,MIL,,TOR,W (+8),1,34:36,5.0,12.0,.417,0.0,4.0,.000,2,2.0,1.000,2.0,10.0,12.0,1.0,0.0,0.0,3.0,2.0,12.0,6.9,+11,8.0,5.0,0.625,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,8.0,79.0,4.157894736842105,6.099999999999998,92.3,4.8578947368421055
47,46,46,2023-01-21,27-345,MIL,@,CLE,L (-12),1,30:57,9.0,16.0,.563,5.0,8.0,.625,0,0.0,,2.0,9.0,11.0,1.0,0.0,0.0,1.0,2.0,23.0,18.4,-15,8.0,4.0,0.5,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,18.0,33.0,1.736842105263158,18.4,42.3,2.2263157894736842
48,47,47,2023-01-23,27-347,MIL,@,DET,W (+20),0,23:05,8.0,12.0,.667,2.0,3.0,.667,0,0.0,,3.0,7.0,10.0,3.0,1.0,0.0,0.0,2.0,18.0,19.3,+16,9.0,6.0,0.6666666666666666,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,20.0,89.0,4.684210526315789,19.3,103.8,5.463157894736842
49,48,,2023-01-25,27-349,MIL,,DEN,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,59.0,3.1052631578947367,0.0,68.3,3.594736842105263
50,49,,2023-01-27,27-351,MIL,@,IND,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,98.0,5.157894736842105,0.0,118.0,6.2105263157894735
51,50,,2023-01-29,27-353,MIL,,NOP,W (+25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,92.0,4.842105263157895,0.0,103.59999999999998,5.452631578947368
52,51,,2023-01-31,27-355,MIL,,CHO,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,84.0,4.421052631578948,0.0,90.4,4.757894736842106
53,52,,2023-02-02,27-357,MIL,,LAC,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,60.0,3.1578947368421053,0.0,72.60000000000001,3.8210526315789477
54,53,,2023-02-04,27-359,MIL,,MIA,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,82.0,4.315789473684211,0.0,98.2,5.1684210526315795
