Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,TS%,3PAr,FTr,VORP,OWS,Player_Played,avg_MP,avg_FG,avg_FGA,avg_FG%,avg_3P,avg_3PA,avg_3P%,avg_FT,avg_FTA,avg_FT%,avg_ORB,avg_DRB,avg_TRB,avg_AST,avg_STL,avg_BLK,avg_TOV,avg_PF,avg_PTS,avg_GmSc,avg_+/-,avg_2PA,avg_2P,avg_2P%,avg_CO_EFF,avg_avg_EFF,avg_CO_HGS,avg_avg_HGS,avg_PER,avg_WS,avg_BPM,avg_OBPM,avg_DBPM,avg_TS%,avg_3PAr,avg_FTr,avg_VORP,avg_OWS,WIN,home,team_opp,Team
2022/10/19,240,40,89,5.543,10,33,2.944,18,24,5.389,9,30,39,22,10,10,16,25,108,81,-110,56,30,5.561538462,45,1047,87.25,42.4,1016,84.66666667,86.2,18.9,-5.6,-6.6,0.9,3.637,2.196,1.583,3.6,9.2,12,20,3.333333333,7.416666667,0.461916667,0.833333333,2.75,0.245333333,1.5,2,0.449083333,0.75,2.5,3.25,1.833333333,0.833333333,0.833333333,1.333333333,2.083333333,9,6.75,-9.166666667,4.666666667,2.5,0.463461539,3.75,7.270833333,3.533333333,7.055555556,7.183333333,1.575,-0.466666667,-0.55,0.075,0.303083333,0.183,0.131916667,0.3,0.766666667,L (-22),,NOP,BRK
2022/10/21,239.9666667,38,80,4.165,13,35,2.301,20,29,4.175,13,31,44,26,3,13,13,19,109,92.7,20,45,25,3.428282828,53,859,95.44444444,49.6,861.2,95.68888889,86.2,18.9,-5.6,-6.6,0.9,3.637,2.196,1.583,3.6,9.2,9,26.66296296,4.222222222,8.888888889,0.462777778,1.444444444,3.888888889,0.255666667,2.222222222,3.222222222,0.463888889,1.444444444,3.444444444,4.888888889,2.888888889,0.333333333,1.444444444,1.444444444,2.111111111,12.11111111,10.3,2.222222222,5,2.777777778,0.380920314,5.888888889,10.60493827,5.511111111,10.63209877,9.577777778,2.1,-0.622222222,-0.733333333,0.1,0.404111111,0.244,0.175888889,0.4,1.022222222,W (+4),,TOR,BRK
2022/10/24,240,47,87,4.466,9,29,1.738,21,26,3.864,9,26,35,27,4,7,11,30,124,98.8,-50,58,38,4.331372549,38,838,83.8,34.8,843.6,84.36,86.2,18.9,-5.6,-6.6,0.9,3.637,2.196,1.583,3.6,9.2,10,24,4.7,8.7,0.4466,0.9,2.9,0.1738,2.1,2.6,0.3864,0.9,2.6,3.5,2.7,0.4,0.7,1.1,3,12.4,9.88,-5,5.8,3.8,0.433137255,3.8,8.38,3.48,8.436,8.62,1.89,-0.56,-0.66,0.09,0.3637,0.2196,0.1583,0.36,0.92,L (-10),@,MEM,BRK
2022/10/26,240,34,86,3.908,7,27,2.027,24,30,3.823,7,30,37,23,7,6,14,24,99,67.6,-55,59,27,3.785588973,33,735,61.25,29.5,746.9,62.24166667,86.2,18.9,-5.6,-6.6,0.9,3.637,2.196,1.583,3.6,9.2,12,20,2.833333333,7.166666667,0.325666667,0.583333333,2.25,0.168916667,2,2.5,0.318583333,0.583333333,2.5,3.083333333,1.916666667,0.583333333,0.5,1.166666667,2,8.25,5.633333333,-4.583333333,4.916666667,2.25,0.315465748,2.75,5.104166667,2.458333333,5.186805556,7.183333333,1.575,-0.466666667,-0.55,0.075,0.303083333,0.183,0.131916667,0.3,0.766666667,L (-11),@,MIL,BRK
2022/10/27,265,43,93,3.912,12,35,2.507,27,30,5.25,13,32,45,20,10,6,13,28,125,98.6,-20,58,31,3.549649861,40,944,104.8888889,33.6,1117.2,124.1333333,86.2,18.9,-5.6,-6.6,0.9,3.637,2.196,1.583,3.6,9.2,9,29.44444444,4.777777778,10.33333333,0.434666667,1.333333333,3.888888889,0.278555556,3,3.333333333,0.583333333,1.444444444,3.555555556,5,2.222222222,1.111111111,0.666666667,1.444444444,3.111111111,13.88888889,10.95555556,-2.222222222,6.444444444,3.444444444,0.39440554,4.444444444,11.65432099,3.733333333,13.79259259,9.577777778,2.1,-0.622222222,-0.733333333,0.1,0.404111111,0.244,0.175888889,0.4,1.022222222,L (-4),,DAL,BRK
2022/10/29,240,41,82,5.063,14,39,3.017,20,26,4.4,6,28,34,29,6,9,9,20,116,100.8,-45,43,27,6.361904763,52,1112,111.2,47.7,1092.3,109.23,86.2,18.9,-5.6,-6.6,0.9,3.637,2.196,1.583,3.6,9.2,10,24,4.1,8.2,0.5063,1.4,3.9,0.3017,2,2.6,0.44,0.6,2.8,3.4,2.9,0.6,0.9,0.9,2,11.6,10.08,-4.5,4.3,2.7,0.636190476,5.2,11.12,4.77,10.923,8.62,1.89,-0.56,-0.66,0.09,0.3637,0.2196,0.1583,0.36,0.92,L (-9),,IND,BRK
2022/10/31,240,43,80,4.966,11,30,2.597,19,20,3.5,6,33,39,26,11,9,19,18,116,100.2,35,50,32,4.756907308,43,1013,101.3,41.4,1219.8,121.98,86.2,18.9,-5.6,-6.6,0.9,3.637,2.196,1.583,3.6,9.2,10,24,4.3,8,0.4966,1.1,3,0.2597,1.9,2,0.35,0.6,3.3,3.9,2.6,1.1,0.9,1.9,1.8,11.6,10.02,3.5,5,3.2,0.475690731,4.3,10.13,4.14,12.198,8.62,1.89,-0.56,-0.66,0.09,0.3637,0.2196,0.1583,0.36,0.92,W (+7),,IND,BRK
2022/11/1,240,36,74,4.522,12,32,2.62,15,19,2.5,4,34,38,27,4,7,18,20,99,74.8,-45,42,24,5.483333333,46,950,86.36363636,48.9,1081.5,98.31818182,86.2,18.9,-5.6,-6.6,0.9,3.637,2.196,1.583,3.6,9.2,11,21.81818182,3.272727273,6.727272727,0.411090909,1.090909091,2.909090909,0.238181818,1.363636364,1.727272727,0.227272727,0.363636364,3.090909091,3.454545455,2.454545455,0.363636364,0.636363636,1.636363636,1.818181818,9,6.8,-4.090909091,3.818181818,2.181818182,0.498484848,4.181818182,7.851239669,4.445454545,8.938016529,7.836363636,1.718181818,-0.509090909,-0.6,0.081818182,0.330636364,0.199636364,0.143909091,0.327272727,0.836363636,L (-9),,CHI,BRK
2022/11/4,240,50,90,5.548,14,28,4.1,14,14,4,7,41,48,32,8,7,7,19,128,122.9,210,62,36,5.702777777,88,1136,103.2727273,90.5,1236.7,112.4272727,86.2,18.9,-5.6,-6.6,0.9,3.637,2.196,1.583,3.6,9.2,11,21.81818182,4.545454545,8.181818182,0.504363636,1.272727273,2.545454545,0.372727273,1.272727273,1.272727273,0.363636364,0.636363636,3.727272727,4.363636364,2.909090909,0.727272727,0.636363636,0.636363636,1.727272727,11.63636364,11.17272727,19.09090909,5.636363636,3.272727273,0.518434343,8,9.388429752,8.227272727,10.22066116,7.836363636,1.718181818,-0.509090909,-0.6,0.081818182,0.330636364,0.199636364,0.143909091,0.327272727,0.836363636,W (+42),@,WAS,BRK
2022/11/5,240,33,84,3.73,12,36,3.342,20,22,3.659,9,32,41,23,8,10,11,21,98,79.2,20,48,21,3.721230158,52,932,84.72727273,56.1,1089.9,99.08181818,86.2,18.9,-5.6,-6.6,0.9,3.637,2.196,1.583,3.6,9.2,11,21.81818182,3,7.636363636,0.339090909,1.090909091,3.272727273,0.303818182,1.818181818,2,0.332636364,0.818181818,2.909090909,3.727272727,2.090909091,0.727272727,0.909090909,1,1.909090909,8.909090909,7.2,1.818181818,4.363636364,1.909090909,0.338293651,4.727272727,7.702479339,5.1,9.007438017,7.836363636,1.718181818,-0.509090909,-0.6,0.081818182,0.330636364,0.199636364,0.143909091,0.327272727,0.836363636,W (+4),@,CHO,BRK
