Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,TS%,3PAr,FTr,VORP,OWS,Player_Played,avg_MP,avg_FG,avg_FGA,avg_FG%,avg_3P,avg_3PA,avg_3P%,avg_FT,avg_FTA,avg_FT%,avg_ORB,avg_DRB,avg_TRB,avg_AST,avg_STL,avg_BLK,avg_TOV,avg_PF,avg_PTS,avg_GmSc,avg_+/-,avg_2PA,avg_2P,avg_2P%,avg_CO_EFF,avg_avg_EFF,avg_CO_HGS,avg_avg_HGS,avg_PER,avg_WS,avg_BPM,avg_OBPM,avg_DBPM,avg_TS%,avg_3PAr,avg_FTr,avg_VORP,avg_OWS,WIN,home,team_opp,Team
2022/10/19,240,38,99,4.668,14,45,4.519,18,22,5,16,41,57,22,6,6,13,26,108,78,-35,54,24,4.926330531,56,714,54.92307692,63.4,751.7,57.82307692,127.6,27,-2.5,-0.9,-1.8,4.938,4.405,1.818,7.8,14.1,13,18.46153846,2.923076923,7.615384615,0.359076923,1.076923077,3.461538462,0.347615385,1.384615385,1.692307692,0.384615385,1.230769231,3.153846154,4.384615385,1.692307692,0.461538462,0.461538462,1,2,8.307692308,6,-2.692307692,4.153846154,1.846153846,0.378948502,4.307692308,4.224852071,4.876923077,4.447928994,9.815384615,2.076923077,-0.192307692,-0.069230769,-0.138461538,0.379846154,0.338846154,0.139846154,0.6,1.084615385,L (-7),@,MIN,OKC
2022/10/22,240,42,94,5.215,15,38,3.314,18,23,5.583,10,37,47,29,10,5,12,27,117,95.1,-25,56,27,4.987854251,54,702,54,64.1,769.2,59.16923077,127.6,27,-2.5,-0.9,-1.8,4.938,4.405,1.818,7.8,14.1,13,18.46153846,3.230769231,7.230769231,0.401153846,1.153846154,2.923076923,0.254923077,1.384615385,1.769230769,0.429461538,0.769230769,2.846153846,3.615384615,2.230769231,0.769230769,0.384615385,0.923076923,2.076923077,9,7.315384615,-1.923076923,4.307692308,2.076923077,0.383681096,4.153846154,4.153846154,4.930769231,4.55147929,9.815384615,2.076923077,-0.192307692,-0.069230769,-0.138461538,0.379846154,0.338846154,0.139846154,0.6,1.084615385,L (-5),@,DEN,OKC
2022/10/23,240,41,94,5.694,9,41,2.369,15,21,4.417,11,31,42,24,7,4,11,15,106,80.8,-50,53,32,8.272222222,38,494,35.28571429,54.4,652.8,46.62857143,127.6,27,-2.5,-0.9,-1.8,4.938,4.405,1.818,7.8,14.1,14,17.14285714,2.928571429,6.714285714,0.406714286,0.642857143,2.928571429,0.169214286,1.071428571,1.5,0.3155,0.785714286,2.214285714,3,1.714285714,0.5,0.285714286,0.785714286,1.071428571,7.571428571,5.771428571,-3.571428571,3.785714286,2.285714286,0.590873016,2.714285714,2.520408163,3.885714286,3.330612245,9.114285714,1.928571429,-0.178571429,-0.064285714,-0.128571429,0.352714286,0.314642857,0.129857143,0.557142857,1.007142857,L (-10),,MIN,OKC
2022/10/25,240,42,110,3.701,4,30,1.25,20,25,5.833,21,39,60,19,12,8,5,13,108,92.9,70,80,38,5.167948718,46,696,63.27272727,68.2,818.4,74.4,127.6,27,-2.5,-0.9,-1.8,4.938,4.405,1.818,7.8,14.1,11,21.81818182,3.818181818,10,0.336454545,0.363636364,2.727272727,0.113636364,1.818181818,2.272727273,0.530272727,1.909090909,3.545454545,5.454545455,1.727272727,1.090909091,0.727272727,0.454545455,1.181818182,9.818181818,8.445454545,6.363636364,7.272727273,3.454545455,0.46981352,4.181818182,5.752066116,6.2,6.763636364,11.6,2.454545455,-0.227272727,-0.081818182,-0.163636364,0.448909091,0.400454545,0.165272727,0.709090909,1.281818182,W (+14),,LAC,OKC
2022/10/27,240,47,95,4.803,17,38,3.871,7,8,2.75,13,23,36,27,10,4,11,21,118,98.2,40,57,30,6.099624061,69,897,81.54545455,82.7,992.4,90.21818182,127.6,27,-2.5,-0.9,-1.8,4.938,4.405,1.818,7.8,14.1,11,21.81818182,4.272727273,8.636363636,0.436636364,1.545454545,3.454545455,0.351909091,0.636363636,0.727272727,0.25,1.181818182,2.090909091,3.272727273,2.454545455,0.909090909,0.363636364,1,1.909090909,10.72727273,8.927272727,3.636363636,5.181818182,2.727272727,0.554511278,6.272727273,7.41322314,7.518181818,8.201652893,11.6,2.454545455,-0.227272727,-0.081818182,-0.163636364,0.448909091,0.400454545,0.165272727,0.709090909,1.281818182,W (+8),,LAC,OKC
2022/10/29,265,44,89,4.772,5,25,2.25,24,31,6,9,38,47,25,9,6,15,29,117,91.3,30,64,39,5.236111111,64,832,69.33333333,75.7,908.4,75.7,127.6,27,-2.5,-0.9,-1.8,4.938,4.405,1.818,7.8,14.1,12,22.08333333,3.666666667,7.416666667,0.397666667,0.416666667,2.083333333,0.1875,2,2.583333333,0.5,0.75,3.166666667,3.916666667,2.083333333,0.75,0.5,1.25,2.416666667,9.75,7.608333333,2.5,5.333333333,3.25,0.436342593,5.333333333,5.777777778,6.308333333,6.308333333,10.63333333,2.25,-0.208333333,-0.075,-0.15,0.4115,0.367083333,0.1515,0.65,1.175,W (+6),@,DAL,OKC
2022/11/1,239.9666667,45,95,4.805,10,34,2.175,16,20,4.159,8,28,36,28,13,9,15,17,116,97,40,61,35,5.408333333,67,969,88.09090909,85.6,1096.1,99.64545455,127.6,27,-2.5,-0.9,-1.8,4.938,4.405,1.818,7.8,14.1,11,21.81515152,4.090909091,8.636363636,0.436818182,0.909090909,3.090909091,0.197727273,1.454545455,1.818181818,0.378090909,0.727272727,2.545454545,3.272727273,2.545454545,1.181818182,0.818181818,1.363636364,1.545454545,10.54545455,8.818181818,3.636363636,5.545454545,3.181818182,0.491666667,6.090909091,8.008264463,7.781818182,9.058677686,11.6,2.454545455,-0.227272727,-0.081818182,-0.163636364,0.448909091,0.400454545,0.165272727,0.709090909,1.281818182,W (+8),,ORL,OKC
2022/11/3,240,45,93,4.435,6,29,1.567,14,19,2.167,10,30,40,19,9,5,10,19,110,85.1,-60,64,39,5.959150327,57,727,66.09090909,79.3,932.1,84.73636364,127.6,27,-2.5,-0.9,-1.8,4.938,4.405,1.818,7.8,14.1,11,21.81818182,4.090909091,8.454545455,0.403181818,0.545454545,2.636363636,0.142454545,1.272727273,1.727272727,0.197,0.909090909,2.727272727,3.636363636,1.727272727,0.818181818,0.454545455,0.909090909,1.727272727,10,7.736363636,-5.454545455,5.818181818,3.545454545,0.541740939,5.181818182,6.008264463,7.209090909,7.703305785,11.6,2.454545455,-0.227272727,-0.081818182,-0.163636364,0.448909091,0.400454545,0.165272727,0.709090909,1.281818182,L (-12),,DEN,OKC
2022/11/5,239.9,36,84,5.167,12,35,3.334,10,16,3.8,9,29,38,22,6,3,15,18,94,63.5,-70,49,24,7.83030303,38,606,43.28571429,47.1,652.3,46.59285714,127.6,27,-2.5,-0.9,-1.8,4.938,4.405,1.818,7.8,14.1,14,17.13571429,2.571428571,6,0.369071429,0.857142857,2.5,0.238142857,0.714285714,1.142857143,0.271428571,0.642857143,2.071428571,2.714285714,1.571428571,0.428571429,0.214285714,1.071428571,1.285714286,6.714285714,4.535714286,-5,3.5,1.714285714,0.559307359,2.714285714,3.091836735,3.364285714,3.328061224,9.114285714,1.928571429,-0.178571429,-0.064285714,-0.128571429,0.352714286,0.314642857,0.129857143,0.557142857,1.007142857,L (-14),@,MIL,OKC
2022/11/7,239.95,41,102,3.835,10,33,2.179,11,17,2.5,16,30,46,23,9,11,10,26,103,78.2,-45,69,31,4.51456804,46,612,61.2,57.9,698.7,69.87,127.6,27,-2.5,-0.9,-1.8,4.938,4.405,1.818,7.8,14.1,10,23.995,4.1,10.2,0.3835,1,3.3,0.2179,1.1,1.7,0.25,1.6,3,4.6,2.3,0.9,1.1,1,2.6,10.3,7.82,-4.5,6.9,3.1,0.451456804,4.6,6.12,5.79,6.987,12.76,2.7,-0.25,-0.09,-0.18,0.4938,0.4405,0.1818,0.78,1.41,L (-9),@,DET,OKC
