Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,TS%,3PAr,FTr,VORP,OWS,Player_Played,avg_MP,avg_FG,avg_FGA,avg_FG%,avg_3P,avg_3PA,avg_3P%,avg_FT,avg_FTA,avg_FT%,avg_ORB,avg_DRB,avg_TRB,avg_AST,avg_STL,avg_BLK,avg_TOV,avg_PF,avg_PTS,avg_GmSc,avg_+/-,avg_2PA,avg_2P,avg_2P%,avg_CO_EFF,avg_avg_EFF,avg_CO_HGS,avg_avg_HGS,avg_PER,avg_WS,avg_BPM,avg_OBPM,avg_DBPM,avg_TS%,avg_3PAr,avg_FTr,avg_VORP,avg_OWS,WIN,home,team_opp,Team
2022/10/18,240,46,82,4.363,12,35,2.269,22,28,4.82,6,30,36,24,8,3,10,24,126,105.1,45,47,34,4.957264957,77,1249,124.9,96.3,1544.2,154.42,185.5,48.3,-9,-16.1,7.2,7.753,6.724,2.523,16.2,25.1,10,24,4.6,8.2,0.4363,1.2,3.5,0.2269,2.2,2.8,0.482,0.6,3,3.6,2.4,0.8,0.3,1,2.4,12.6,10.51,4.5,4.7,3.4,0.495726496,7.7,12.49,9.63,15.442,18.55,4.83,-0.9,-1.61,0.72,0.7753,0.6724,0.2523,1.62,2.51,W (+9),,PHI,BOS
2022/10/21,240,41,79,5.122,14,33,3.553,15,15,4,12,31,43,17,4,11,19,23,111,85.2,35,46,27,4.166666667,73,1389,154.3333333,79.2,1503.5,167.0555556,185.5,48.3,-9,-16.1,7.2,7.753,6.724,2.523,16.2,25.1,9,26.66666667,4.555555556,8.777777778,0.569111111,1.555555556,3.666666667,0.394777778,1.666666667,1.666666667,0.444444444,1.333333333,3.444444444,4.777777778,1.888888889,0.444444444,1.222222222,2.111111111,2.555555556,12.33333333,9.466666667,3.888888889,5.111111111,3,0.462962963,8.111111111,17.14814815,8.8,18.5617284,20.61111111,5.366666667,-1,-1.788888889,0.8,0.861444444,0.747111111,0.280333333,1.8,2.788888889,W (+7),@,MIA,BOS
2022/10/22,240,42,87,4.837,19,47,4.234,23,28,5.606,7,30,37,24,5,6,8,21,126,103.4,30,40,23,3.334090909,75,1524,138.5454545,94.2,1838.6,167.1454545,185.5,48.3,-9,-16.1,7.2,7.753,6.724,2.523,16.2,25.1,11,21.81818182,3.818181818,7.909090909,0.439727273,1.727272727,4.272727273,0.384909091,2.090909091,2.545454545,0.509636364,0.636363636,2.727272727,3.363636364,2.181818182,0.454545455,0.545454545,0.727272727,1.909090909,11.45454545,9.4,2.727272727,3.636363636,2.090909091,0.303099174,6.818181818,12.59504132,8.563636364,15.19504132,16.86363636,4.390909091,-0.818181818,-1.463636364,0.654545455,0.704818182,0.611272727,0.229363636,1.472727273,2.281818182,W (+6),@,ORL,BOS
2022/10/24,240,37,100,4.523,18,48,4.002,10,12,2.25,14,31,45,26,5,7,10,24,102,73.6,-90,52,19,4.536904762,63,1282,98.61538462,69.6,1326.7,102.0538462,185.5,48.3,-9,-16.1,7.2,7.753,6.724,2.523,16.2,25.1,13,18.46153846,2.846153846,7.692307692,0.347923077,1.384615385,3.692307692,0.307846154,0.769230769,0.923076923,0.173076923,1.076923077,2.384615385,3.461538462,2,0.384615385,0.538461538,0.769230769,1.846153846,7.846153846,5.661538462,-6.923076923,4,1.461538462,0.348992674,4.846153846,7.585798817,5.353846154,7.850295858,14.26923077,3.715384615,-0.692307692,-1.238461538,0.553846154,0.596384615,0.517230769,0.194076923,1.246153846,1.930769231,L (-18),@,CHI,BOS
2022/10/28,265,42,82,6.027,13,33,4.437,26,32,5.292,5,29,34,28,9,2,19,27,123,92.4,-45,49,29,5.766666668,63,1076,107.6,82,1470.1,147.01,185.5,48.3,-9,-16.1,7.2,7.753,6.724,2.523,16.2,25.1,10,26.5,4.2,8.2,0.6027,1.3,3.3,0.4437,2.6,3.2,0.5292,0.5,2.9,3.4,2.8,0.9,0.2,1.9,2.7,12.3,9.24,-4.5,4.9,2.9,0.576666667,6.3,10.76,8.2,14.701,18.55,4.83,-0.9,-1.61,0.72,0.7753,0.6724,0.2523,1.62,2.51,L (-9),,CLE,BOS
2022/10/30,240,36,79,5.641,21,47,4.711,19,20,4.5,4,43,47,29,4,5,13,15,112,95.2,90,32,15,4.778571429,85,1341,111.75,87.6,1388.2,115.6833333,185.5,48.3,-9,-16.1,7.2,7.753,6.724,2.523,16.2,25.1,12,20,3,6.583333333,0.470083333,1.75,3.916666667,0.392583333,1.583333333,1.666666667,0.375,0.333333333,3.583333333,3.916666667,2.416666667,0.333333333,0.416666667,1.083333333,1.25,9.333333333,7.933333333,7.5,2.666666667,1.25,0.398214286,7.083333333,9.3125,7.3,9.640277778,15.45833333,4.025,-0.75,-1.341666667,0.6,0.646083333,0.560333333,0.21025,1.35,2.091666667,W (+18),,WAS,BOS
2022/11/2,264.9666667,38,93,2.862,11,41,1.971,26,27,5.75,8,44,52,26,5,9,14,24,113,87.4,-5,52,27,3.705357142,71,1238,137.5555556,77,1313.6,145.9555556,185.5,48.3,-9,-16.1,7.2,7.753,6.724,2.523,16.2,25.1,9,29.44074074,4.222222222,10.33333333,0.318,1.222222222,4.555555556,0.219,2.888888889,3,0.638888889,0.888888889,4.888888889,5.777777778,2.888888889,0.555555556,1,1.555555556,2.666666667,12.55555556,9.711111111,-0.555555556,5.777777778,3,0.411706349,7.888888889,15.28395062,8.555555556,16.21728395,20.61111111,5.366666667,-1,-1.788888889,0.8,0.861444444,0.747111111,0.280333333,1.8,2.788888889,L (-1),@,CLE,BOS
2022/11/4,240,41,83,4.677,9,31,1.833,32,39,4.095,7,32,39,24,5,7,13,23,123,97.5,20,52,32,5.996736597,63,1042,115.7777778,84.7,1367.1,151.9,185.5,48.3,-9,-16.1,7.2,7.753,6.724,2.523,16.2,25.1,9,26.66666667,4.555555556,9.222222222,0.519666667,1,3.444444444,0.203666667,3.555555556,4.333333333,0.455,0.777777778,3.555555556,4.333333333,2.666666667,0.555555556,0.777777778,1.444444444,2.555555556,13.66666667,10.83333333,2.222222222,5.777777778,3.555555556,0.666304066,7,12.86419753,9.411111111,16.87777778,20.61111111,5.366666667,-1,-1.788888889,0.8,0.861444444,0.747111111,0.280333333,1.8,2.788888889,W (+4),,CHI,BOS
2022/11/5,239.9833333,47,88,5.248,27,51,5.132,12,12,4,8,26,34,30,5,2,12,17,133,112.2,75,37,20,5.833333334,92,1489,165.4444444,107.4,1771.1,196.7888889,185.5,48.3,-9,-16.1,7.2,7.753,6.724,2.523,16.2,25.1,9,26.66481481,5.222222222,9.777777778,0.583111111,3,5.666666667,0.570222222,1.333333333,1.333333333,0.444444444,0.888888889,2.888888889,3.777777778,3.333333333,0.555555556,0.222222222,1.333333333,1.888888889,14.77777778,12.46666667,8.333333333,4.111111111,2.222222222,0.648148148,10.22222222,18.38271605,11.93333333,21.8654321,20.61111111,5.366666667,-1,-1.788888889,0.8,0.861444444,0.747111111,0.280333333,1.8,2.788888889,W (+15),@,NYK,BOS
2022/11/7,239.9666667,38,82,3.432,12,37,2.559,21,28,3.883,7,38,45,26,5,6,15,19,109,85.1,15,45,26,3.55952381,66,1430,158.8888889,76.7,1701.5,189.0555556,185.5,48.3,-9,-16.1,7.2,7.753,6.724,2.523,16.2,25.1,9,26.66296296,4.222222222,9.111111111,0.381333333,1.333333333,4.111111111,0.284333333,2.333333333,3.111111111,0.431444444,0.777777778,4.222222222,5,2.888888889,0.555555556,0.666666667,1.666666667,2.111111111,12.11111111,9.455555556,1.666666667,5,2.888888889,0.395502646,7.333333333,17.65432099,8.522222222,21.00617284,20.61111111,5.366666667,-1,-1.788888889,0.8,0.861444444,0.747111111,0.280333333,1.8,2.788888889,W (+3),@,MEM,BOS
