Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,TS%,3PAr,FTr,VORP,OWS,Player_Played,avg_MP,avg_FG,avg_FGA,avg_FG%,avg_3P,avg_3PA,avg_3P%,avg_FT,avg_FTA,avg_FT%,avg_ORB,avg_DRB,avg_TRB,avg_AST,avg_STL,avg_BLK,avg_TOV,avg_PF,avg_PTS,avg_GmSc,avg_+/-,avg_2PA,avg_2P,avg_2P%,avg_CO_EFF,avg_avg_EFF,avg_CO_HGS,avg_avg_HGS,avg_PER,avg_WS,avg_BPM,avg_OBPM,avg_DBPM,avg_TS%,avg_3PAr,avg_FTr,avg_VORP,avg_OWS,WIN,home,team_opp,Team
2022/10/19,239.9833333,39,97,3.645,15,42,2.993,14,21,4.25,12,30,42,21,7,5,15,20,107,71.5,-35,55,24,3.219444444,43,902,82,59.7,874.4,79.49090909,185.5,31.6,-23.3,-20.4,-2.9,7.709,5.244,3.706,6.9,18.8,11,21.81666667,3.545454545,8.818181818,0.331363636,1.363636364,3.818181818,0.272090909,1.272727273,1.909090909,0.386363636,1.090909091,2.727272727,3.818181818,1.909090909,0.636363636,0.454545455,1.363636364,1.818181818,9.727272727,6.5,-3.181818182,5,2.181818182,0.292676768,3.909090909,7.454545455,5.427272727,7.226446281,16.86363636,2.872727273,-2.118181818,-1.854545455,-0.263636364,0.700818182,0.476727273,0.336909091,0.627272727,1.709090909,L (-7),,WAS,IND
2022/10/21,240,51,104,5.591,11,35,2.319,21,22,3.875,14,28,42,32,8,6,16,34,134,104.4,-15,69,40,6.820940171,68,1612,134.3333333,85.2,1357.2,113.1,185.5,31.6,-23.3,-20.4,-2.9,7.709,5.244,3.706,6.9,18.8,12,20,4.25,8.666666667,0.465916667,0.916666667,2.916666667,0.19325,1.75,1.833333333,0.322916667,1.166666667,2.333333333,3.5,2.666666667,0.666666667,0.5,1.333333333,2.833333333,11.16666667,8.7,-1.25,5.75,3.333333333,0.568411681,5.666666667,11.19444444,7.1,9.425,15.45833333,2.633333333,-1.941666667,-1.7,-0.241666667,0.642416667,0.437,0.308833333,0.575,1.566666667,L (-3),,SAS,IND
2022/10/22,240,45,103,4.337,16,42,3.134,18,24,4.925,20,39,59,28,7,15,11,21,124,110.9,45,61,29,4.412987013,71,1429,129.9090909,83.5,1312,119.2727273,185.5,31.6,-23.3,-20.4,-2.9,7.709,5.244,3.706,6.9,18.8,11,21.81818182,4.090909091,9.363636364,0.394272727,1.454545455,3.818181818,0.284909091,1.636363636,2.181818182,0.447727273,1.818181818,3.545454545,5.363636364,2.545454545,0.636363636,1.363636364,1,1.909090909,11.27272727,10.08181818,4.090909091,5.545454545,2.636363636,0.401180638,6.454545455,11.80991736,7.590909091,10.84297521,16.86363636,2.872727273,-2.118181818,-1.854545455,-0.263636364,0.700818182,0.476727273,0.336909091,0.627272727,1.709090909,W (+9),,DET,IND
2022/10/24,240,38,90,4.244,12,44,2.126,18,23,5,14,33,47,27,3,4,13,23,106,78.4,-70,46,26,5.943650794,55,1190,99.16666667,67.9,973.6,81.13333333,185.5,31.6,-23.3,-20.4,-2.9,7.709,5.244,3.706,6.9,18.8,12,20,3.166666667,7.5,0.353666667,1,3.666666667,0.177166667,1.5,1.916666667,0.416666667,1.166666667,2.75,3.916666667,2.25,0.25,0.333333333,1.083333333,1.916666667,8.833333333,6.533333333,-5.833333333,3.833333333,2.166666667,0.495304233,4.583333333,8.263888889,5.658333333,6.761111111,15.45833333,2.633333333,-1.941666667,-1.7,-0.241666667,0.642416667,0.437,0.308833333,0.575,1.566666667,L (-14),@,PHI,IND
2022/10/26,240,37,86,4.947,16,40,3.182,19,24,4.317,6,32,38,31,5,12,16,18,109,87.3,-75,46,21,4.402777778,68,1282,116.5454545,79.4,1179.3,107.2090909,185.5,31.6,-23.3,-20.4,-2.9,7.709,5.244,3.706,6.9,18.8,11,21.81818182,3.363636364,7.818181818,0.449727273,1.454545455,3.636363636,0.289272727,1.727272727,2.181818182,0.392454545,0.545454545,2.909090909,3.454545455,2.818181818,0.454545455,1.090909091,1.454545455,1.636363636,9.909090909,7.936363636,-6.818181818,4.181818182,1.909090909,0.400252525,6.181818182,10.59504132,7.218181818,9.746280992,16.86363636,2.872727273,-2.118181818,-1.854545455,-0.263636364,0.700818182,0.476727273,0.336909091,0.627272727,1.709090909,L (-15),@,CHI,IND
2022/10/28,240,41,81,4.515,15,29,3.556,30,33,5.589,5,36,41,30,4,7,13,19,127,109.1,50,52,26,4.553571429,81,1119,101.7272727,95.6,1308.5,118.9545455,185.5,31.6,-23.3,-20.4,-2.9,7.709,5.244,3.706,6.9,18.8,11,21.81818182,3.727272727,7.363636364,0.410454545,1.363636364,2.636363636,0.323272727,2.727272727,3,0.508090909,0.454545455,3.272727273,3.727272727,2.727272727,0.363636364,0.636363636,1.181818182,1.727272727,11.54545455,9.918181818,4.545454545,4.727272727,2.363636364,0.413961039,7.363636364,9.247933884,8.690909091,10.81404959,16.86363636,2.872727273,-2.118181818,-1.854545455,-0.263636364,0.700818182,0.476727273,0.336909091,0.627272727,1.709090909,W (+10),@,WAS,IND
2022/10/29,240,40,94,4.138,23,46,3.234,22,26,4.75,17,36,53,31,7,1,10,25,125,105.7,45,48,17,2.934432234,84,1551,141,91.8,1414.1,128.5545455,185.5,31.6,-23.3,-20.4,-2.9,7.709,5.244,3.706,6.9,18.8,11,21.81818182,3.636363636,8.545454545,0.376181818,2.090909091,4.181818182,0.294,2,2.363636364,0.431818182,1.545454545,3.272727273,4.818181818,2.818181818,0.636363636,0.090909091,0.909090909,2.272727273,11.36363636,9.609090909,4.090909091,4.363636364,1.545454545,0.266766567,7.636363636,12.81818182,8.345454545,11.68677686,16.86363636,2.872727273,-2.118181818,-1.854545455,-0.263636364,0.700818182,0.476727273,0.336909091,0.627272727,1.709090909,W (+9),@,BRK,IND
2022/10/31,240,41,87,4.531,11,39,1.45,16,23,4.5,10,28,38,23,11,5,24,24,109,74.1,-35,48,30,6.333333333,47,853,71.08333333,64.1,867,72.25,185.5,31.6,-23.3,-20.4,-2.9,7.709,5.244,3.706,6.9,18.8,12,20,3.416666667,7.25,0.377583333,0.916666667,3.25,0.120833333,1.333333333,1.916666667,0.375,0.833333333,2.333333333,3.166666667,1.916666667,0.916666667,0.416666667,2,2,9.083333333,6.175,-2.916666667,4,2.5,0.527777778,3.916666667,5.923611111,5.341666667,6.020833333,15.45833333,2.633333333,-1.941666667,-1.7,-0.241666667,0.642416667,0.437,0.308833333,0.575,1.566666667,L (-7),@,BRK,IND
2022/11/4,240,37,80,3.335,12,39,1.721,15,23,2.916,5,37,42,28,7,5,19,19,101,74.7,10,41,25,4.24047619,61,1139,113.9,68.7,1017.8,101.78,185.5,31.6,-23.3,-20.4,-2.9,7.709,5.244,3.706,6.9,18.8,10,24,3.7,8,0.3335,1.2,3.9,0.1721,1.5,2.3,0.2916,0.5,3.7,4.2,2.8,0.7,0.5,1.9,1.9,10.1,7.47,1,4.1,2.5,0.424047619,6.1,11.39,6.87,10.178,18.55,3.16,-2.33,-2.04,-0.29,0.7709,0.5244,0.3706,0.69,1.88,W (+2),,MIA,IND
2022/11/7,240,43,86,4.126,22,48,2.902,21,23,4.334,10,35,45,33,6,8,17,19,129,112.8,35,38,21,4.198268398,96,1494,166,105.1,1462.8,162.5333333,185.5,31.6,-23.3,-20.4,-2.9,7.709,5.244,3.706,6.9,18.8,9,26.66666667,4.777777778,9.555555556,0.458444444,2.444444444,5.333333333,0.322444444,2.333333333,2.555555556,0.481555556,1.111111111,3.888888889,5,3.666666667,0.666666667,0.888888889,1.888888889,2.111111111,14.33333333,12.53333333,3.888888889,4.222222222,2.333333333,0.466474266,10.66666667,18.44444444,11.67777778,18.05925926,20.61111111,3.511111111,-2.588888889,-2.266666667,-0.322222222,0.856555556,0.582666667,0.411777778,0.766666667,2.088888889,W (+7),,NOP,IND
