Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,TS%,3PAr,FTr,VORP,OWS,Player_Played,avg_MP,avg_FG,avg_FGA,avg_FG%,avg_3P,avg_3PA,avg_3P%,avg_FT,avg_FTA,avg_FT%,avg_ORB,avg_DRB,avg_TRB,avg_AST,avg_STL,avg_BLK,avg_TOV,avg_PF,avg_PTS,avg_GmSc,avg_+/-,avg_2PA,avg_2P,avg_2P%,avg_CO_EFF,avg_avg_EFF,avg_CO_HGS,avg_avg_HGS,avg_PER,avg_WS,avg_BPM,avg_OBPM,avg_DBPM,avg_TS%,avg_3PAr,avg_FTr,avg_VORP,avg_OWS,WIN,home,team_opp,Team
2022/10/20,240,37,80,4.106,9,29,2.535,20,31,5.737,10,48,58,18,7,7,22,24,103,71.7,30,51,28,4.19469697,50,958,87.09090909,45.1,925.1,84.1,130.7,25.9,0.8,-1.5,1.9,5.153,3.677,2.352,8.7,14.8,11,21.81818182,3.363636364,7.272727273,0.373272727,0.818181818,2.636363636,0.230454545,1.818181818,2.818181818,0.521545455,0.909090909,4.363636364,5.272727273,1.636363636,0.636363636,0.636363636,2,2.181818182,9.363636364,6.518181818,2.727272727,4.636363636,2.545454545,0.381336088,4.545454545,7.917355372,4.1,7.645454545,11.88181818,2.354545455,0.072727273,-0.136363636,0.172727273,0.468454545,0.334272727,0.213818182,0.790909091,1.345454545,W (+6),@,LAL,LAC
2022/10/22,240,41,81,6.256,9,22,3.55,20,22,7,5,35,40,24,8,3,13,21,111,89.4,10,59,32,6.410714286,60,876,87.6,64.8,966,96.6,130.7,25.9,0.8,-1.5,1.9,5.153,3.677,2.352,8.7,14.8,10,24,4.1,8.1,0.6256,0.9,2.2,0.355,2,2.2,0.7,0.5,3.5,4,2.4,0.8,0.3,1.3,2.1,11.1,8.94,1,5.9,3.2,0.641071429,6,8.76,6.48,9.66,13.07,2.59,0.08,-0.15,0.19,0.5153,0.3677,0.2352,0.87,1.48,W (+2),@,SAC,LAC
2022/10/23,240,36,82,5.271,9,32,2.483,14,20,2.2,9,34,43,16,10,0,14,18,95,66.1,-85,50,27,5.568650794,44,556,37.06666667,50.6,672.3,44.82,130.7,25.9,0.8,-1.5,1.9,5.153,3.677,2.352,8.7,14.8,15,16,2.4,5.466666667,0.3514,0.6,2.133333333,0.165533333,0.933333333,1.333333333,0.146666667,0.6,2.266666667,2.866666667,1.066666667,0.666666667,0,0.933333333,1.2,6.333333333,4.406666667,-5.666666667,3.333333333,1.8,0.371243386,2.933333333,2.471111111,3.373333333,2.988,8.713333333,1.726666667,0.053333333,-0.1,0.126666667,0.343533333,0.245133333,0.1568,0.58,0.986666667,L (-17),,PHO,LAC
2022/10/25,240,35,83,4.714,10,31,3.096,14,18,3.75,7,40,47,21,5,14,18,18,94,69.5,-70,52,25,4.997727273,50,826,75.09090909,45.8,808.6,73.50909091,130.7,25.9,0.8,-1.5,1.9,5.153,3.677,2.352,8.7,14.8,11,21.81818182,3.181818182,7.545454545,0.428545455,0.909090909,2.818181818,0.281454545,1.272727273,1.636363636,0.340909091,0.636363636,3.636363636,4.272727273,1.909090909,0.454545455,1.272727273,1.636363636,1.636363636,8.545454545,6.318181818,-6.363636364,4.727272727,2.272727273,0.454338843,4.545454545,6.826446281,4.163636364,6.682644628,11.88181818,2.354545455,0.072727273,-0.136363636,0.172727273,0.468454545,0.334272727,0.213818182,0.790909091,1.345454545,L (-14),@,OKC,LAC
2022/10/27,240,44,82,7.142,9,28,2.786,13,18,4.467,10,34,44,21,6,5,19,17,110,83.8,-40,54,35,8.041666667,42,594,45.69230769,41.1,698.4,53.72307692,130.7,25.9,0.8,-1.5,1.9,5.153,3.677,2.352,8.7,14.8,13,18.46153846,3.384615385,6.307692308,0.549384615,0.692307692,2.153846154,0.214307692,1,1.384615385,0.343615385,0.769230769,2.615384615,3.384615385,1.615384615,0.461538462,0.384615385,1.461538462,1.307692308,8.461538462,6.446153846,-3.076923077,4.153846154,2.692307692,0.618589744,3.230769231,3.514792899,3.161538462,4.132544379,10.05384615,1.992307692,0.061538462,-0.115384615,0.146153846,0.396384615,0.282846154,0.180923077,0.669230769,1.138461538,L (-8),@,OKC,LAC
2022/10/30,240,36,86,5.48,11,39,2.555,8,13,3,8,31,39,24,3,6,14,15,91,62.1,-105,47,25,7.039393939,34,962,74,41.3,1068.5,82.19230769,130.7,25.9,0.8,-1.5,1.9,5.153,3.677,2.352,8.7,14.8,13,18.46153846,2.769230769,6.615384615,0.421538462,0.846153846,3,0.196538462,0.615384615,1,0.230769231,0.615384615,2.384615385,3,1.846153846,0.230769231,0.461538462,1.076923077,1.153846154,7,4.776923077,-8.076923077,3.615384615,1.923076923,0.541491841,2.615384615,5.692307692,3.176923077,6.322485207,10.05384615,1.992307692,0.061538462,-0.115384615,0.146153846,0.396384615,0.282846154,0.180923077,0.669230769,1.138461538,L (-21),,NOP,LAC
2022/10/31,240,37,87,3.347,9,36,1.176,12,17,3.917,8,38,46,23,7,10,13,18,95,73.8,10,51,28,4.679761905,54,978,97.8,61.7,922,92.2,130.7,25.9,0.8,-1.5,1.9,5.153,3.677,2.352,8.7,14.8,10,24,3.7,8.7,0.3347,0.9,3.6,0.1176,1.2,1.7,0.3917,0.8,3.8,4.6,2.3,0.7,1,1.3,1.8,9.5,7.38,1,5.1,2.8,0.46797619,5.4,9.78,6.17,9.22,13.07,2.59,0.08,-0.15,0.19,0.5153,0.3677,0.2352,0.87,1.48,W (+2),,HOU,LAC
2022/11/2,240,41,84,4.969,12,33,2.875,15,19,5.666,9,34,43,20,10,6,14,20,109,87.7,40,51,29,4.9,49,995,90.45454545,52.8,1052.3,95.66363636,130.7,25.9,0.8,-1.5,1.9,5.153,3.677,2.352,8.7,14.8,11,21.81818182,3.727272727,7.636363636,0.451727273,1.090909091,3,0.261363636,1.363636364,1.727272727,0.515090909,0.818181818,3.090909091,3.909090909,1.818181818,0.909090909,0.545454545,1.272727273,1.818181818,9.909090909,7.972727273,3.636363636,4.636363636,2.636363636,0.445454545,4.454545455,8.223140496,4.8,8.696694215,11.88181818,2.354545455,0.072727273,-0.136363636,0.172727273,0.468454545,0.334272727,0.213818182,0.790909091,1.345454545,W (+8),@,HOU,LAC
2022/11/4,240,42,80,5.163,15,33,3.5,14,19,4.107,3,41,44,26,6,5,16,25,113,87.9,35,47,27,4.195238095,62,1174,117.4,60.5,1197.2,119.72,130.7,25.9,0.8,-1.5,1.9,5.153,3.677,2.352,8.7,14.8,10,24,4.2,8,0.5163,1.5,3.3,0.35,1.4,1.9,0.4107,0.3,4.1,4.4,2.6,0.6,0.5,1.6,2.5,11.3,8.79,3.5,4.7,2.7,0.41952381,6.2,11.74,6.05,11.972,13.07,2.59,0.08,-0.15,0.19,0.5153,0.3677,0.2352,0.87,1.48,W (+7),@,SAS,LAC
2022/11/6,240,43,87,3.816,8,33,1.833,8,13,1.875,4,28,32,22,11,2,13,26,102,71.9,-40,54,35,4.173232323,52,992,99.2,60.3,1091,109.1,130.7,25.9,0.8,-1.5,1.9,5.153,3.677,2.352,8.7,14.8,10,24,4.3,8.7,0.3816,0.8,3.3,0.1833,0.8,1.3,0.1875,0.4,2.8,3.2,2.2,1.1,0.2,1.3,2.6,10.2,7.19,-4,5.4,3.5,0.417323232,5.2,9.92,6.03,10.91,13.07,2.59,0.08,-0.15,0.19,0.5153,0.3677,0.2352,0.87,1.48,L (-8),,UTA,LAC
