Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,TS%,3PAr,FTr,VORP,OWS,Player_Played,avg_MP,avg_FG,avg_FGA,avg_FG%,avg_3P,avg_3PA,avg_3P%,avg_FT,avg_FTA,avg_FT%,avg_ORB,avg_DRB,avg_TRB,avg_AST,avg_STL,avg_BLK,avg_TOV,avg_PF,avg_PTS,avg_GmSc,avg_+/-,avg_2PA,avg_2P,avg_2P%,avg_CO_EFF,avg_avg_EFF,avg_CO_HGS,avg_avg_HGS,avg_PER,avg_WS,avg_BPM,avg_OBPM,avg_DBPM,avg_TS%,avg_3PAr,avg_FTr,avg_VORP,avg_OWS,WIN,home,team_opp,Team
2022/10/18,240,45,99,5.072,16,45,2.934,17,23,4.3,11,37,48,31,11,4,18,23,123,96.4,70,54,29,5.792857143,71,994,82.83333333,83.4,1170.8,97.56666667,166.3,42.2,-0.3,-3.7,3.4,7.204,5.56,2.778,11.6,23.3,12,20,3.75,8.25,0.422666667,1.333333333,3.75,0.2445,1.416666667,1.916666667,0.358333333,0.916666667,3.083333333,4,2.583333333,0.916666667,0.333333333,1.5,1.916666667,10.25,8.033333333,5.833333333,4.5,2.416666667,0.482738095,5.916666667,6.902777778,6.95,8.130555556,13.85833333,3.516666667,-0.025,-0.308333333,0.283333333,0.600333333,0.463333333,0.2315,0.966666667,1.941666667,W (+14),,LAL,GSW
2022/10/21,240,42,88,5.655,15,44,2.354,24,27,4.464,7,28,35,34,10,3,18,23,123,99,-25,44,27,6.087878788,64,881,80.09090909,81.5,1143.2,103.9272727,166.3,42.2,-0.3,-3.7,3.4,7.204,5.56,2.778,11.6,23.3,11,21.81818182,3.818181818,8,0.514090909,1.363636364,4,0.214,2.181818182,2.454545455,0.405818182,0.636363636,2.545454545,3.181818182,3.090909091,0.909090909,0.272727273,1.636363636,2.090909091,11.18181818,9,-2.272727273,4,2.454545455,0.553443526,5.818181818,7.280991736,7.409090909,9.447933884,15.11818182,3.836363636,-0.027272727,-0.336363636,0.309090909,0.654909091,0.505454545,0.252545455,1.054545455,2.118181818,L (-5),,DEN,GSW
2022/10/23,240,45,87,5.54,14,33,1.802,26,36,6.862,6,31,37,24,7,5,13,21,130,102.5,25,54,31,6.507448107,59,826,68.83333333,82.7,1160.2,96.68333333,166.3,42.2,-0.3,-3.7,3.4,7.204,5.56,2.778,11.6,23.3,12,20,3.75,7.25,0.461666667,1.166666667,2.75,0.150166667,2.166666667,3,0.571833333,0.5,2.583333333,3.083333333,2,0.583333333,0.416666667,1.083333333,1.75,10.83333333,8.541666667,2.083333333,4.5,2.583333333,0.542287342,4.916666667,5.736111111,6.891666667,8.056944444,13.85833333,3.516666667,-0.025,-0.308333333,0.283333333,0.600333333,0.463333333,0.2315,0.966666667,1.941666667,W (+5),,SAC,GSW
2022/10/25,240,41,91,4.468,10,35,1.63,13,17,4.1,10,30,40,28,7,7,13,28,105,79.4,-145,56,31,4.915873016,59,886,80.54545455,63.9,900.8,81.89090909,166.3,42.2,-0.3,-3.7,3.4,7.204,5.56,2.778,11.6,23.3,11,21.81818182,3.727272727,8.272727273,0.406181818,0.909090909,3.181818182,0.148181818,1.181818182,1.545454545,0.372727273,0.909090909,2.727272727,3.636363636,2.545454545,0.636363636,0.636363636,1.181818182,2.545454545,9.545454545,7.218181818,-13.18181818,5.090909091,2.818181818,0.446897547,5.363636364,7.32231405,5.809090909,7.444628099,15.11818182,3.836363636,-0.027272727,-0.336363636,0.309090909,0.654909091,0.505454545,0.252545455,1.054545455,2.118181818,L (-29),@,PHO,GSW
2022/10/27,240,46,92,5.203,18,46,2.407,13,15,4.5,16,34,50,30,4,2,19,13,123,99.8,65,46,28,5.330555556,77,1228,122.8,88,1247.8,124.78,166.3,42.2,-0.3,-3.7,3.4,7.204,5.56,2.778,11.6,23.3,10,24,4.6,9.2,0.5203,1.8,4.6,0.2407,1.3,1.5,0.45,1.6,3.4,5,3,0.4,0.2,1.9,1.3,12.3,9.98,6.5,4.6,2.8,0.533055556,7.7,12.28,8.8,12.478,16.63,4.22,-0.03,-0.37,0.34,0.7204,0.556,0.2778,1.16,2.33,W (+13),,MIA,GSW
2022/10/29,265,44,100,3.887,13,44,2.571,12,16,1.667,10,39,49,31,8,6,10,31,113,89.2,-35,56,31,4.551587302,82,1178,107.0909091,86.3,1210.8,110.0727273,166.3,42.2,-0.3,-3.7,3.4,7.204,5.56,2.778,11.6,23.3,11,24.09090909,4,9.090909091,0.353363636,1.181818182,4,0.233727273,1.090909091,1.454545455,0.151545455,0.909090909,3.545454545,4.454545455,2.818181818,0.727272727,0.545454545,0.909090909,2.818181818,10.27272727,8.109090909,-3.181818182,5.090909091,2.818181818,0.413780664,7.454545455,9.73553719,7.845454545,10.00661157,15.11818182,3.836363636,-0.027272727,-0.336363636,0.309090909,0.654909091,0.505454545,0.252545455,1.054545455,2.118181818,L (-7),@,CHO,GSW
2022/10/30,240,39,92,5.572,12,39,1.754,24,25,6.889,13,29,42,23,8,4,14,24,114,85.9,-70,53,27,6.475,55,845,65,71.6,1010.4,77.72307692,166.3,42.2,-0.3,-3.7,3.4,7.204,5.56,2.778,11.6,23.3,13,18.46153846,3,7.076923077,0.428615385,0.923076923,3,0.134923077,1.846153846,1.923076923,0.529923077,1,2.230769231,3.230769231,1.769230769,0.615384615,0.307692308,1.076923077,1.846153846,8.769230769,6.607692308,-5.384615385,4.076923077,2.076923077,0.498076923,4.230769231,5,5.507692308,5.978698225,12.79230769,3.246153846,-0.023076923,-0.284615385,0.261538462,0.554153846,0.427692308,0.213692308,0.892307692,1.792307692,L (-14),@,DET,GSW
2022/11/1,240,39,84,5.266,18,49,2.847,13,17,5.5,10,31,41,31,8,5,20,22,109,84.9,-35,35,21,5.58968254,74,1096,109.6,79,1109,110.9,166.3,42.2,-0.3,-3.7,3.4,7.204,5.56,2.778,11.6,23.3,10,24,3.9,8.4,0.5266,1.8,4.9,0.2847,1.3,1.7,0.55,1,3.1,4.1,3.1,0.8,0.5,2,2.2,10.9,8.49,-3.5,3.5,2.1,0.558968254,7.4,10.96,7.9,11.09,16.63,4.22,-0.03,-0.37,0.34,0.7204,0.556,0.2778,1.16,2.33,L (-7),@,MIA,GSW
2022/11/3,240,50,97,4.801,19,43,2.6,10,15,3.5,9,26,35,31,5,3,14,32,129,95.2,-5,54,31,5.408225108,73,1172,117.2,89.1,1269.4,126.94,166.3,42.2,-0.3,-3.7,3.4,7.204,5.56,2.778,11.6,23.3,10,24,5,9.7,0.4801,1.9,4.3,0.26,1,1.5,0.35,0.9,2.6,3.5,3.1,0.5,0.3,1.4,3.2,12.9,9.52,-0.5,5.4,3.1,0.540822511,7.3,11.72,8.91,12.694,16.63,4.22,-0.03,-0.37,0.34,0.7204,0.556,0.2778,1.16,2.33,L (-1),@,ORL,GSW
2022/11/4,240,35,71,5.222,12,32,2.466,23,25,6.5,3,26,29,23,7,1,22,25,105,70.2,-45,39,23,6.083333333,41,739,73.9,57.5,820.2,82.02,166.3,42.2,-0.3,-3.7,3.4,7.204,5.56,2.778,11.6,23.3,10,24,3.5,7.1,0.5222,1.2,3.2,0.2466,2.3,2.5,0.65,0.3,2.6,2.9,2.3,0.7,0.1,2.2,2.5,10.5,7.02,-4.5,3.9,2.3,0.608333333,4.1,7.39,5.75,8.202,16.63,4.22,-0.03,-0.37,0.34,0.7204,0.556,0.2778,1.16,2.33,L (-9),@,NOP,GSW
