Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,TS%,3PAr,FTr,VORP,OWS,Player_Played,avg_MP,avg_FG,avg_FGA,avg_FG%,avg_3P,avg_3PA,avg_3P%,avg_FT,avg_FTA,avg_FT%,avg_ORB,avg_DRB,avg_TRB,avg_AST,avg_STL,avg_BLK,avg_TOV,avg_PF,avg_PTS,avg_GmSc,avg_+/-,avg_2PA,avg_2P,avg_2P%,avg_CO_EFF,avg_avg_EFF,avg_CO_HGS,avg_avg_HGS,avg_PER,avg_WS,avg_BPM,avg_OBPM,avg_DBPM,avg_TS%,avg_3PAr,avg_FTr,avg_VORP,avg_OWS,WIN,home,team_opp,Team
2022/10/19,240,37,80,4.158,12,28,2.88,22,28,2.892,8,38,46,21,6,2,19,24,108,74.9,-40,52,25,5.325974026,49,889,88.9,59.3,972.8,97.28,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,10,24,3.7,8,0.4158,1.2,2.8,0.288,2.2,2.8,0.2892,0.8,3.8,4.6,2.1,0.6,0.2,1.9,2.4,10.8,7.49,-4,5.2,2.5,0.532597403,4.9,8.89,5.93,9.728,17.29,3.5,-2.24,-2.13,-0.11,0.7323,0.5518,0.3235,0.95,1.58,L (-8),,CHI,MIA
2022/10/21,240,42,92,3.397,8,26,1.362,12,15,2.5,11,25,36,23,8,3,9,18,104,80.4,-35,66,34,3.823106061,59,1117,111.7,76.1,1249.1,124.91,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,10,24,4.2,9.2,0.3397,0.8,2.6,0.1362,1.2,1.5,0.25,1.1,2.5,3.6,2.3,0.8,0.3,0.9,1.8,10.4,8.04,-3.5,6.6,3.4,0.382310606,5.9,11.17,7.61,12.491,17.29,3.5,-2.24,-2.13,-0.11,0.7323,0.5518,0.3235,0.95,1.58,L (-7),,BOS,MIA
2022/10/22,240,38,76,5.035,11,30,2.975,25,27,6.818,6,38,44,28,2,2,15,26,112,86.4,15,46,27,6.164285714,66,1082,120.2222222,74.5,1151.8,127.9777778,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,9,26.66666667,4.222222222,8.444444444,0.559444444,1.222222222,3.333333333,0.330555556,2.777777778,3,0.757555556,0.666666667,4.222222222,4.888888889,3.111111111,0.222222222,0.222222222,1.666666667,2.888888889,12.44444444,9.6,1.666666667,5.111111111,3,0.684920635,7.333333333,13.35802469,8.277777778,14.21975309,19.21111111,3.888888889,-2.488888889,-2.366666667,-0.122222222,0.813666667,0.613111111,0.359444444,1.055555556,1.755555556,W (+3),,TOR,MIA
2022/10/24,240,29,83,2.435,8,34,1.556,24,27,5.189,8,38,46,19,5,3,12,15,90,61.7,-40,49,21,2.952380952,41,785,87.22222222,52.9,756.5,84.05555556,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,9,26.66666667,3.222222222,9.222222222,0.270555556,0.888888889,3.777777778,0.172888889,2.666666667,3,0.576555556,0.888888889,4.222222222,5.111111111,2.111111111,0.555555556,0.333333333,1.333333333,1.666666667,10,6.855555556,-4.444444444,5.444444444,2.333333333,0.328042328,4.555555556,9.691358025,5.877777778,9.339506173,19.21111111,3.888888889,-2.488888889,-2.366666667,-0.122222222,0.813666667,0.613111111,0.359444444,1.055555556,1.755555556,L (-8),,TOR,MIA
2022/10/26,240,44,87,6.794,15,38,2.86,16,19,4.274,15,31,46,34,13,2,16,22,119,107.7,105,49,29,7.583333333,89,1269,97.61538462,98.9,1356.6,104.3538462,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,13,18.46153846,3.384615385,6.692307692,0.522615385,1.153846154,2.923076923,0.22,1.230769231,1.461538462,0.328769231,1.153846154,2.384615385,3.538461538,2.615384615,1,0.153846154,1.230769231,1.692307692,9.153846154,8.284615385,8.076923077,3.769230769,2.230769231,0.583333333,6.846153846,7.50887574,7.607692308,8.027218935,13.3,2.692307692,-1.723076923,-1.638461538,-0.084615385,0.563307692,0.424461538,0.248846154,0.730769231,1.215384615,W (+21),@,POR,MIA
2022/10/27,240,39,88,3.807,14,43,2.346,18,22,3.917,8,23,31,25,16,5,12,15,110,93.9,-65,45,25,5.054945055,65,1181,131.2222222,86.7,1535.1,170.5666667,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,9,26.66666667,4.333333333,9.777777778,0.423,1.555555556,4.777777778,0.260666667,2,2.444444444,0.435222222,0.888888889,2.555555556,3.444444444,2.777777778,1.777777778,0.555555556,1.333333333,1.666666667,12.22222222,10.43333333,-7.222222222,5,2.777777778,0.561660562,7.222222222,14.58024691,9.633333333,18.95185185,19.21111111,3.888888889,-2.488888889,-2.366666667,-0.122222222,0.813666667,0.613111111,0.359444444,1.055555556,1.755555556,L (-13),@,GSW,MIA
2022/10/29,240,38,89,3.243,11,28,2.148,26,31,5.797,9,25,34,18,7,3,8,25,113,81.4,-30,61,27,3.069642857,47,625,62.5,71,949.7,94.97,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,10,24,3.8,8.9,0.3243,1.1,2.8,0.2148,2.6,3.1,0.5797,0.9,2.5,3.4,1.8,0.7,0.3,0.8,2.5,11.3,8.14,-3,6.1,2.7,0.306964286,4.7,6.25,7.1,9.497,17.29,3.5,-2.24,-2.13,-0.11,0.7323,0.5518,0.3235,0.95,1.58,L (-6),@,SAC,MIA
2022/11/1,240,40,88,3.993,16,42,2.519,20,20,4,9,30,39,32,7,3,15,16,116,95.8,35,46,24,5.421428571,69,1359,151,81.9,1439.8,159.9777778,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,9,26.66666667,4.444444444,9.777777778,0.443666667,1.777777778,4.666666667,0.279888889,2.222222222,2.222222222,0.444444444,1,3.333333333,4.333333333,3.555555556,0.777777778,0.333333333,1.666666667,1.777777778,12.88888889,10.64444444,3.888888889,5.111111111,2.666666667,0.602380952,7.666666667,16.77777778,9.1,17.77530864,19.21111111,3.888888889,-2.488888889,-2.366666667,-0.122222222,0.813666667,0.613111111,0.359444444,1.055555556,1.755555556,W (+7),,GSW,MIA
2022/11/2,240,44,89,3.789,11,34,2.172,11,13,4.467,9,37,46,27,5,5,11,20,110,90.3,15,55,33,4.45297619,65,1013,126.625,74.7,1050.7,131.3375,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,8,30,5.5,11.125,0.473625,1.375,4.25,0.2715,1.375,1.625,0.558375,1.125,4.625,5.75,3.375,0.625,0.625,1.375,2.5,13.75,11.2875,1.875,6.875,4.125,0.556622024,8.125,15.828125,9.3375,16.4171875,21.6125,4.375,-2.8,-2.6625,-0.1375,0.915375,0.68975,0.404375,1.1875,1.975,W (+3),,SAC,MIA
2022/11/4,240,31,81,2.673,11,39,1.496,26,26,5,8,34,42,17,10,2,19,22,99,66,-10,42,20,2.938461538,43,755,83.88888889,54.8,905,100.5555556,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,9,26.66666667,3.444444444,9,0.297,1.222222222,4.333333333,0.166222222,2.888888889,2.888888889,0.555555556,0.888888889,3.777777778,4.666666667,1.888888889,1.111111111,0.222222222,2.111111111,2.444444444,11,7.333333333,-1.111111111,4.666666667,2.222222222,0.326495726,4.777777778,9.320987654,6.088888889,11.17283951,19.21111111,3.888888889,-2.488888889,-2.366666667,-0.122222222,0.813666667,0.613111111,0.359444444,1.055555556,1.755555556,L (-2),@,IND,MIA
2022/11/7,239.9333333,40,84,3.926,14,39,1.833,13,15,3.667,5,27,32,28,11,2,10,18,107,89.8,-15,45,26,4.539377289,63,1071,133.875,76,1181.7,147.7125,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,8,29.99166667,5,10.5,0.49075,1.75,4.875,0.229125,1.625,1.875,0.458375,0.625,3.375,4,3.5,1.375,0.25,1.25,2.25,13.375,11.225,-1.875,5.625,3.25,0.567422161,7.875,16.734375,9.5,18.4640625,21.6125,4.375,-2.8,-2.6625,-0.1375,0.915375,0.68975,0.404375,1.1875,1.975,L (-3),,POR,MIA
2022/11/10,265,39,90,3.46,10,36,1.701,29,36,5.284,8,30,38,21,9,1,10,25,117,85.8,25,54,29,4.63968254,50,776,97,71.8,1050.4,131.3,172.9,35,-22.4,-21.3,-1.1,7.323,5.518,3.235,9.5,15.8,8,33.125,4.875,11.25,0.4325,1.25,4.5,0.212625,3.625,4.5,0.6605,1,3.75,4.75,2.625,1.125,0.125,1.25,3.125,14.625,10.725,3.125,6.75,3.625,0.579960317,6.25,12.125,8.975,16.4125,21.6125,4.375,-2.8,-2.6625,-0.1375,0.915375,0.68975,0.404375,1.1875,1.975,W (+5),,CHO,MIA
