Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,TS%,3PAr,FTr,VORP,OWS,Player_Played,avg_MP,avg_FG,avg_FGA,avg_FG%,avg_3P,avg_3PA,avg_3P%,avg_FT,avg_FTA,avg_FT%,avg_ORB,avg_DRB,avg_TRB,avg_AST,avg_STL,avg_BLK,avg_TOV,avg_PF,avg_PTS,avg_GmSc,avg_+/-,avg_2PA,avg_2P,avg_2P%,avg_CO_EFF,avg_avg_EFF,avg_CO_HGS,avg_avg_HGS,avg_PER,avg_WS,avg_BPM,avg_OBPM,avg_DBPM,avg_TS%,avg_3PAr,avg_FTr,avg_VORP,avg_OWS,WIN,home,team_opp,Team
2022/10/19,240,42,86,3.991,11,30,2.875,14,19,5.714,10,38,48,21,5,5,18,24,109,77.6,-20,56,31,3.744444444,55,827,82.7,58.7,765.3,76.53,120.6,23.1,-8.6,-8.8,0.3,5.068,3.749,2.4,4.8,9.3,10,24,4.2,8.6,0.3991,1.1,3,0.2875,1.4,1.9,0.5714,1,3.8,4.8,2.1,0.5,0.5,1.8,2.4,10.9,7.76,-2,5.6,3.1,0.374444444,5.5,8.27,5.87,7.653,12.06,2.31,-0.86,-0.88,0.03,0.5068,0.3749,0.24,0.48,0.93,L (-4),@,DET,ORL
2022/10/21,240,33,80,4.241,8,34,2.05,24,30,5.779,10,34,44,16,9,7,19,19,98,68.5,-50,46,25,4.976190476,33,597,54.27272727,47.7,657,59.72727273,120.6,23.1,-8.6,-8.8,0.3,5.068,3.749,2.4,4.8,9.3,11,21.81818182,3,7.272727273,0.385545455,0.727272727,3.090909091,0.186363636,2.181818182,2.727272727,0.525363636,0.909090909,3.090909091,4,1.454545455,0.818181818,0.636363636,1.727272727,1.727272727,8.909090909,6.227272727,-4.545454545,4.181818182,2.272727273,0.452380952,3,4.933884298,4.336363636,5.429752066,10.96363636,2.1,-0.781818182,-0.8,0.027272727,0.460727273,0.340818182,0.218181818,0.436363636,0.845454545,L (-10),@,ATL,ORL
2022/10/22,240,45,95,4.411,15,34,3.977,15,23,3.318,12,36,48,21,5,7,9,24,120,93.5,-30,61,30,4.378787879,56,1260,126,62,1065.5,106.55,120.6,23.1,-8.6,-8.8,0.3,5.068,3.749,2.4,4.8,9.3,10,24,4.5,9.5,0.4411,1.5,3.4,0.3977,1.5,2.3,0.3318,1.2,3.6,4.8,2.1,0.5,0.7,0.9,2.4,12,9.35,-3,6.1,3,0.437878788,5.6,12.6,6.2,10.655,12.06,2.31,-0.86,-0.88,0.03,0.5068,0.3749,0.24,0.48,0.93,L (-6),,BOS,ORL
2022/10/24,240,36,86,3.69,7,35,1.967,23,27,5.401,13,28,41,14,6,4,12,23,102,69.5,-65,51,29,4.980982906,38,578,57.8,58,782.1,78.21,120.6,23.1,-8.6,-8.8,0.3,5.068,3.749,2.4,4.8,9.3,10,24,3.6,8.6,0.369,0.7,3.5,0.1967,2.3,2.7,0.5401,1.3,2.8,4.1,1.4,0.6,0.4,1.2,2.3,10.2,6.95,-6.5,5.1,2.9,0.498098291,3.8,5.78,5.8,7.821,12.06,2.31,-0.86,-0.88,0.03,0.5068,0.3749,0.24,0.48,0.93,L (-13),@,NYK,ORL
2022/10/26,240,35,81,4.541,6,24,1.633,16,21,3.417,10,33,43,19,6,6,16,29,92,60.1,-55,57,29,4.877380952,43,615,61.5,47.7,620.1,62.01,120.6,23.1,-8.6,-8.8,0.3,5.068,3.749,2.4,4.8,9.3,10,24,3.5,8.1,0.4541,0.6,2.4,0.1633,1.6,2.1,0.3417,1,3.3,4.3,1.9,0.6,0.6,1.6,2.9,9.2,6.01,-5.5,5.7,2.9,0.487738095,4.3,6.15,4.77,6.201,12.06,2.31,-0.86,-0.88,0.03,0.5068,0.3749,0.24,0.48,0.93,L (-11),@,CLE,ORL
2022/10/28,240,42,85,5.327,10,37,2.5,19,26,5.929,5,43,48,28,8,5,12,22,113,94.2,100,48,32,7.19047619,56,938,85.27272727,61,805.5,73.22727273,120.6,23.1,-8.6,-8.8,0.3,5.068,3.749,2.4,4.8,9.3,11,21.81818182,3.818181818,7.727272727,0.484272727,0.909090909,3.363636364,0.227272727,1.727272727,2.363636364,0.539,0.454545455,3.909090909,4.363636364,2.545454545,0.727272727,0.454545455,1.090909091,2,10.27272727,8.563636364,9.090909091,4.363636364,2.909090909,0.653679654,5.090909091,7.752066116,5.545454545,6.657024793,10.96363636,2.1,-0.781818182,-0.8,0.027272727,0.460727273,0.340818182,0.218181818,0.436363636,0.845454545,W (+20),,CHO,ORL
2022/10/30,240,37,81,4.496,11,29,3.667,20,27,3.925,11,36,47,20,2,5,12,23,105,77.1,-45,52,26,5.306349206,34,624,62.4,44.1,637.9,63.79,120.6,23.1,-8.6,-8.8,0.3,5.068,3.749,2.4,4.8,9.3,10,24,3.7,8.1,0.4496,1.1,2.9,0.3667,2,2.7,0.3925,1.1,3.6,4.7,2,0.2,0.5,1.2,2.3,10.5,7.71,-4.5,5.2,2.6,0.530634921,3.4,6.24,4.41,6.379,12.06,2.31,-0.86,-0.88,0.03,0.5068,0.3749,0.24,0.48,0.93,L (-9),@,DAL,ORL
2022/11/1,240,39,87,4.142,10,29,3.811,20,20,5,12,37,49,20,7,10,24,14,108,80.6,-40,58,29,3.653846154,54,898,81.63636364,65.2,892.7,81.15454545,120.6,23.1,-8.6,-8.8,0.3,5.068,3.749,2.4,4.8,9.3,11,21.81818182,3.545454545,7.909090909,0.376545455,0.909090909,2.636363636,0.346454545,1.818181818,1.818181818,0.454545455,1.090909091,3.363636364,4.454545455,1.818181818,0.636363636,0.909090909,2.181818182,1.272727273,9.818181818,7.327272727,-3.636363636,5.272727273,2.636363636,0.332167832,4.909090909,7.421487603,5.927272727,7.37768595,10.96363636,2.1,-0.781818182,-0.8,0.027272727,0.460727273,0.340818182,0.218181818,0.436363636,0.845454545,L (-8),@,OKC,ORL
2022/11/3,240,42,78,4.599,13,30,3.7,33,46,6.179,11,35,46,20,9,6,19,22,130,104.6,5,48,29,5.697202797,61,863,86.3,82.9,1061.2,106.12,120.6,23.1,-8.6,-8.8,0.3,5.068,3.749,2.4,4.8,9.3,10,24,4.2,7.8,0.4599,1.3,3,0.37,3.3,4.6,0.6179,1.1,3.5,4.6,2,0.9,0.6,1.9,2.2,13,10.46,0.5,4.8,2.9,0.56972028,6.1,8.63,8.29,10.612,12.06,2.31,-0.86,-0.88,0.03,0.5068,0.3749,0.24,0.48,0.93,W (+1),,GSW,ORL
2022/11/5,265,50,92,3.954,4,23,1.2,19,20,6.8,7,41,48,27,8,4,17,26,123,97.7,-15,69,46,5.381244672,82,1122,112.2,90.4,1170,117,120.6,23.1,-8.6,-8.8,0.3,5.068,3.749,2.4,4.8,9.3,10,26.5,5,9.2,0.3954,0.4,2.3,0.12,1.9,2,0.68,0.7,4.1,4.8,2.7,0.8,0.4,1.7,2.6,12.3,9.77,-1.5,6.9,4.6,0.538124467,8.2,11.22,9.04,11.7,12.06,2.31,-0.86,-0.88,0.03,0.5068,0.3749,0.24,0.48,0.93,L (-3),,SAC,ORL
