Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
24,24,,2022-12-01,24-123,DET,,DAL,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,,86.0,4.3,0.0,100.40000000000002,5.020000000000001
25,25,24,2022-12-04,24-126,DET,,MEM,L (-10),0,12:00,4.0,6.0,.667,0.0,0.0,,2,2.0,1.000,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,8.4,+8,6.0,4.0,0.6666666666666666,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,4.0,60.0,3.0,7.599999999999999,62.5,3.125
26,26,,2022-12-06,24-128,DET,@,MIA,W (+20),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,,70.0,3.5,0.0,79.2,3.96
27,27,25,2022-12-07,24-129,DET,@,NOP,L (-6),0,8:44,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.9,-1,1.0,0.0,0.0,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,1.0,35.0,1.75,-0.9,40.69999999999999,2.0349999999999993
28,28,,2022-12-09,24-131,DET,@,MEM,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,,46.0,2.3,0.0,53.0,2.65
29,29,,2022-12-11,24-133,DET,,LAL,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,,82.0,4.1,0.0,93.29999999999998,4.664999999999999
30,30,,2022-12-14,24-136,DET,@,CHO,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,,102.0,5.1,0.0,108.0,5.4
31,31,,2022-12-16,24-138,DET,,SAC,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,,50.0,2.5,0.0,59.09999999999998,2.954999999999999
32,32,,2022-12-18,24-140,DET,,BRK,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,,61.0,3.05,0.0,77.39999999999998,3.8699999999999988
33,33,26,2022-12-20,24-142,DET,,UTA,L (-15),0,2:39,2.0,3.0,.667,0.0,0.0,,0,2.0,.000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.9,+6,3.0,2.0,0.6666666666666666,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,0.0,66.0,3.3,2.9000000000000004,87.30000000000001,4.365
34,34,27,2022-12-21,24-143,DET,@,PHI,L (-20),0,12:04,2.0,4.0,.500,0.0,0.0,,3,4.0,.750,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,7.0,4.8,-14,4.0,2.0,0.5,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,2.0,40.0,2.0,3.6,49.7,2.4850000000000003
35,35,28,2022-12-23,24-145,DET,@,ATL,L (-25),0,9:41,2.0,4.0,.500,0.0,0.0,,2,4.0,.500,1.0,3.0,4.0,1.0,3.0,0.0,1.0,1.0,6.0,7.1,-1,4.0,2.0,0.5,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,5.0,43.0,2.15,6.300000000000001,61.60000000000001,3.0800000000000005
36,36,29,2022-12-26,24-148,DET,,LAC,L (-11),0,16:29,5.0,7.0,.714,0.0,0.0,,2,4.0,.500,2.0,1.0,3.0,2.0,0.0,0.0,1.0,3.0,12.0,9.2,-4,7.0,5.0,0.7142857142857143,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,5.0,62.0,3.1,8.400000000000002,79.59999999999998,3.979999999999999
37,37,30,2022-12-28,24-150,DET,,ORL,W (+20),0,13:32,4.0,6.0,.667,1.0,2.0,.500,2,3.0,.667,2.0,3.0,5.0,1.0,0.0,0.0,0.0,2.0,11.0,10.2,+19,4.0,3.0,0.75,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,8.0,49.0,2.45,9.4,55.1,2.755
38,38,,2022-12-30,24-152,DET,@,CHI,L (-14),Not With Team,Not With Team,0.0,0.0,Not With Team,,,Not With Team,Not With Team,0.0,Not With Team,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Not With Team,Not With Team,,,,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,,64.0,3.2,0.0,80.8,4.04
39,39,31,2022-12-31,24-153,DET,@,MIN,W (+12),0,24:07,5.0,10.0,.500,0.0,1.0,.000,2,4.0,.500,3.0,5.0,8.0,3.0,2.0,2.0,1.0,2.0,12.0,13.5,+12,9.0,5.0,0.5555555555555556,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,12.0,53.0,2.65,12.7,62.900000000000006,3.1450000000000005
40,40,32,2023-01-02,24-155,DET,@,POR,L (-29),0,20:45,7.0,9.0,.778,1.0,1.0,1.000,1,3.0,.333,1.0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,16.0,13.8,-1,8.0,6.0,0.75,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,11.0,28.0,1.4,13.399999999999997,42.60000000000001,2.1300000000000003
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,,0.0,0.0,0.0,0.0,0.0
42,41,33,2023-01-04,24-157,DET,@,GSW,W (+3),0,17:40,2.0,3.0,.667,1.0,1.0,1.000,1,2.0,.500,1.0,3.0,4.0,0.0,1.0,0.0,3.0,2.0,6.0,3.1,-5,2.0,1.0,0.5,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,3.0,86.0,4.3,2.700000000000001,102.90000000000002,5.145000000000001
43,42,34,2023-01-06,24-159,DET,@,SAS,L (-12),0,16:30,3.0,5.0,.600,0.0,0.0,,1,4.0,.250,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,5.2,+4,5.0,3.0,0.6,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,1.0,54.0,2.7,4.800000000000001,68.39999999999999,3.4199999999999995
44,43,35,2023-01-08,24-161,DET,,PHI,L (-12),0,27:16,6.0,9.0,.667,0.0,0.0,,0,1.0,.000,3.0,4.0,7.0,1.0,2.0,0.0,3.0,2.0,12.0,9.9,+3,9.0,6.0,0.6666666666666666,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,9.0,46.0,2.3,9.899999999999997,60.4,3.02
45,44,36,2023-01-10,24-163,DET,@,PHI,L (-31),0,25:26,6.0,9.0,.667,0.0,0.0,,2,4.0,.500,3.0,5.0,8.0,1.0,2.0,0.0,1.0,0.0,14.0,14.6,-6,9.0,6.0,0.6666666666666666,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,11.0,17.0,0.85,13.8,36.900000000000006,1.8450000000000002
46,45,37,2023-01-11,24-164,DET,,MIN,W (+17),0,25:59,7.0,8.0,.875,0.0,0.0,,4,6.0,.667,1.0,4.0,5.0,1.0,1.0,0.0,3.0,6.0,18.0,12.6,+9,8.0,7.0,0.875,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,8.0,62.0,3.1,10.999999999999998,69.4,3.47
47,46,38,2023-01-13,24-166,DET,,NOP,L (-6),0,27:23,9.0,11.0,.818,0.0,0.0,,1,4.0,.250,0.0,7.0,7.0,0.0,2.0,0.0,2.0,6.0,19.0,13.4,+3,11.0,9.0,0.8181818181818182,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,11.0,33.0,1.65,13.000000000000002,43.49999999999999,2.175
48,47,39,2023-01-15,24-168,DET,,NYK,L (-13),0,18:31,3.0,7.0,.429,0.0,0.0,,0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,2.0,3.0,6.0,0.7,-5,7.0,3.0,0.4285714285714285,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,1.0,52.0,2.6,0.7000000000000011,51.7,2.585
49,48,40,2023-01-19,24-172,DET,,CHI,L (-18),0,21:23,7.0,8.0,.875,0.0,0.0,,3,4.0,.750,0.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,17.0,14.0,+1,8.0,7.0,0.875,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,8.0,36.0,1.8,12.799999999999995,47.5,2.375
50,49,41,2023-01-23,24-176,DET,,MIL,L (-20),0,20:40,4.0,7.0,.571,0.0,0.0,,3,5.0,.600,1.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,11.0,6.5,-20,7.0,4.0,0.5714285714285714,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,1.0,56.0,2.8,5.299999999999999,70.10000000000001,3.5050000000000003
51,50,42,2023-01-26,24-179,DET,@,BRK,W (+8),0,19:05,6.0,9.0,.667,0.0,0.0,,0,0.0,,0.0,5.0,5.0,5.0,4.0,1.0,2.0,4.0,12.0,14.2,+8,9.0,6.0,0.6666666666666666,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,16.0,56.0,2.8,14.199999999999996,70.19999999999999,3.5099999999999993
52,51,43,2023-01-28,24-181,DET,,HOU,L (-3),0,19:33,5.0,9.0,.556,0.0,0.0,,5,6.0,.833,0.0,2.0,2.0,1.0,5.0,1.0,2.0,3.0,15.0,14.1,+16,9.0,5.0,0.5555555555555556,42,50,3,2,12,38,40,41,51,43,10,33,52,22,14,22,43,51.0,59.0,3.0,10.0,12.0,62.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.8235294117647058,0.847457627118644,1.0,0.2,1.0,0.6129032258064516,0.7692307692307693,0.82,0.6891891891891891,0.6417910447761194,0.7142857142857143,0.5238095238095238,0.6842105263157895,0.5238095238095238,0.8235294117647058,0.6875,0.5584415584415584,0.0,8,5,10,40.0,36.0,45.0,47.0,0.1777777777777777,0.125,0.0,0.2127659574468085,20,7.0,38.0,1.9,12.099999999999998,53.39999999999999,2.6699999999999995
