Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
46,45,25,2023-01-18,29-204,WAS,@,NYK,W (+11),1,28:39,7.0,11.0,.636,1.0,1.0,1.000,3,3.0,1.000,1.0,3.0,4.0,4.0,0.0,1.0,2.0,0.0,18.0,16.2,+11,10.0,6.0,0.6,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,11.0,72.0,4.0,15.0,75.20000000000003,4.17777777777778
47,46,26,2023-01-21,29-207,WAS,,ORL,W (+20),1,27:49,7.0,14.0,.500,2.0,3.0,.667,1,1.0,1.000,1.0,3.0,4.0,8.0,0.0,0.0,1.0,3.0,17.0,15.0,-1,11.0,5.0,0.4545454545454545,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,13.0,88.0,4.888888888888889,14.600000000000003,102.8,5.711111111111111
48,47,27,2023-01-24,29-210,WAS,@,DAL,W (+1),1,30:09,7.0,17.0,.412,2.0,2.0,1.000,6,9.0,.667,0.0,0.0,0.0,4.0,0.0,1.0,2.0,5.0,22.0,11.2,-2,15.0,5.0,0.3333333333333333,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,-1.0,73.0,4.055555555555555,8.800000000000002,85.1,4.727777777777778
49,48,28,2023-01-25,29-211,WAS,@,HOU,W (+5),1,29:39,7.0,17.0,.412,0.0,3.0,.000,3,4.0,.750,0.0,3.0,3.0,4.0,0.0,0.0,2.0,0.0,17.0,9.2,-5,14.0,7.0,0.5,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,68.0,3.7777777777777777,8.000000000000002,77.7,4.316666666666666
50,49,29,2023-01-28,29-214,WAS,@,NOP,W (+10),1,32:31,5.0,17.0,.294,2.0,6.0,.333,4,5.0,.800,1.0,3.0,4.0,5.0,0.0,1.0,5.0,1.0,16.0,6.1,+14,11.0,3.0,0.2727272727272727,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,-1.0,68.0,3.7777777777777777,4.499999999999998,72.19999999999999,4.01111111111111
51,50,30,2023-01-30,29-216,WAS,@,SAS,W (+21),1,29:50,8.0,14.0,.571,3.0,6.0,.500,2,2.0,1.000,0.0,7.0,7.0,7.0,0.0,2.0,2.0,1.0,21.0,20.4,+13,8.0,5.0,0.625,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,19.0,79.0,4.388888888888889,19.600000000000005,88.9,4.938888888888889
52,51,31,2023-02-03,29-220,WAS,,POR,L (-8),1,32:18,14.0,25.0,.560,4.0,10.0,.400,2,2.0,1.000,3.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,34.0,22.7,0,15.0,10.0,0.6666666666666666,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,10.0,75.0,4.166666666666667,21.90000000000001,78.39999999999999,4.355555555555555
53,52,,2023-02-04,29-221,WAS,@,BRK,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,68.0,3.7777777777777777,0.0,89.89999999999999,4.994444444444444
54,53,,2023-02-06,29-223,WAS,,CLE,L (-23),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,47.0,2.611111111111111,0.0,59.7,3.316666666666667
55,54,32,2023-02-08,29-225,WAS,,CHO,W (+14),1,32:33,7.0,15.0,.467,1.0,5.0,.200,2,2.0,1.000,0.0,4.0,4.0,10.0,1.0,3.0,3.0,2.0,17.0,16.8,+12,10.0,6.0,0.6,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,15.0,86.0,4.777777777777778,16.0,89.39999999999999,4.966666666666666
56,55,33,2023-02-11,29-228,WAS,,IND,W (+14),1,31:00,13.0,18.0,.722,4.0,5.0,.800,2,2.0,1.000,1.0,3.0,4.0,6.0,1.0,1.0,5.0,4.0,32.0,25.5,+13,13.0,9.0,0.6923076923076923,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,19.0,71.0,3.9444444444444446,24.7,79.10000000000002,4.394444444444446
57,56,34,2023-02-13,29-230,WAS,@,GSW,L (-9),1,34:36,13.0,23.0,.565,3.0,8.0,.375,4,5.0,.800,1.0,2.0,3.0,4.0,1.0,0.0,4.0,2.0,33.0,22.0,-16,15.0,10.0,0.6666666666666666,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,9.0,70.0,3.888888888888889,20.40000000000001,79.9,4.438888888888889
58,57,35,2023-02-14,29-231,WAS,@,POR,W (+25),1,32:53,7.0,15.0,.467,1.0,5.0,.200,4,5.0,.800,0.0,2.0,2.0,4.0,1.0,0.0,2.0,2.0,19.0,12.5,+8,10.0,6.0,0.6,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,4.0,83.0,4.611111111111111,10.900000000000002,84.70000000000002,4.705555555555557
59,58,36,2023-02-16,29-233,WAS,@,MIN,W (+8),1,34:40,14.0,28.0,.500,4.0,8.0,.500,3,3.0,1.000,1.0,5.0,6.0,5.0,3.0,0.0,4.0,2.0,35.0,24.9,+2,20.0,10.0,0.5,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,14.0,61.0,3.388888888888889,23.700000000000006,63.6,3.533333333333333
60,59,37,2023-02-24,29-241,WAS,,NYK,L (-6),1,35:27,6.0,14.0,.429,1.0,4.0,.250,3,3.0,1.000,0.0,2.0,2.0,8.0,1.0,2.0,5.0,4.0,16.0,10.6,-1,10.0,5.0,0.5,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,7.0,66.0,3.6666666666666665,9.400000000000004,76.1,4.227777777777778
61,60,38,2023-02-26,29-243,WAS,@,CHI,L (-20),1,36:38,7.0,17.0,.412,1.0,3.0,.333,3,7.0,.429,1.0,6.0,7.0,8.0,0.0,0.0,3.0,0.0,18.0,12.4,0,14.0,6.0,0.4285714285714285,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,31.0,1.7222222222222223,11.2,35.7,1.9833333333333334
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,39,2023-02-28,29-245,WAS,@,ATL,W (+3),1,35:01,17.0,30.0,.567,1.0,4.0,.250,2,2.0,1.000,0.0,3.0,3.0,7.0,1.0,0.0,2.0,2.0,37.0,26.8,+3,26.0,16.0,0.6153846153846154,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,14.0,66.0,3.6666666666666665,26.0,71.7,3.9833333333333334
64,62,40,2023-03-02,29-247,WAS,,TOR,W (+11),1,35:25,5.0,14.0,.357,3.0,4.0,.750,2,3.0,.667,0.0,5.0,5.0,5.0,0.0,0.0,4.0,3.0,15.0,6.6,-8,10.0,2.0,0.2,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,4.0,89.0,4.944444444444445,5.800000000000001,99.1,5.5055555555555555
65,63,41,2023-03-04,29-249,WAS,,TOR,L (-7),1,41:53,7.0,22.0,.318,2.0,3.0,.667,5,6.0,.833,2.0,2.0,4.0,10.0,0.0,2.0,5.0,0.0,21.0,13.4,+4,19.0,5.0,0.2631578947368421,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,4.0,68.0,3.7777777777777777,11.4,71.60000000000002,3.977777777777779
66,64,42,2023-03-05,29-250,WAS,,MIL,L (-6),1,35:01,15.0,32.0,.469,0.0,5.0,.000,3,3.0,1.000,2.0,7.0,9.0,2.0,1.0,0.0,2.0,5.0,33.0,18.5,-13,27.0,15.0,0.5555555555555556,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,8.0,65.0,3.611111111111111,17.3,67.6,3.755555555555555
67,65,43,2023-03-07,29-252,WAS,@,DET,W (+2),1,37:54,14.0,21.0,.667,1.0,2.0,.500,3,5.0,.600,1.0,6.0,7.0,7.0,1.0,1.0,4.0,1.0,32.0,26.8,+2,19.0,13.0,0.6842105263157895,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,18.0,80.0,4.444444444444445,25.6,88.89999999999999,4.938888888888888
68,66,44,2023-03-08,29-253,WAS,,ATL,L (-2),1,36:44,8.0,19.0,.421,0.0,2.0,.000,8,9.0,.889,1.0,2.0,3.0,8.0,3.0,1.0,5.0,3.0,24.0,17.9,+3,17.0,8.0,0.4705882352941176,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,86.0,4.777777777777778,14.700000000000006,94.6,5.2555555555555555
69,67,45,2023-03-10,29-255,WAS,,ATL,L (-7),1,37:16,11.0,24.0,.458,1.0,5.0,.200,4,4.0,1.000,1.0,5.0,6.0,5.0,2.0,1.0,2.0,3.0,27.0,19.8,-1,19.0,10.0,0.5263157894736842,31,42,49,33,48,3,4,4,15,30,42,43,40,5,17,31,7,25,59.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.5254237288135594,0.5675675675675675,0.6282051282051282,0.66,0.631578947368421,0.5,0.6666666666666666,0.5714285714285714,0.5357142857142857,0.4838709677419355,0.0,0.6461538461538462,0.671875,0.6451612903225806,0.5555555555555556,0.2698412698412698,0.6326530612244898,0.6363636363636364,0.4464285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,11.0,72.0,4.0,18.200000000000006,72.39999999999999,4.022222222222222
