Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Devonte' Graham,Dominick Barlow,Doug McDermott,Gorgui Dieng,Jeremy Sochan,Jordan Hall,Joshua Primo,Julian Champagnie,Justin Jackson,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Sandro Mamukelashvili,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Devonte' Graham,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Joshua Primo,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Sandro Mamukelashvili,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
64,62,,2023-02-25,30-150,SAS,@,UTA,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,79.0,4.647058823529412,0.0,0,0.0
65,63,,2023-02-28,30-153,SAS,@,UTA,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,63.0,3.7058823529411766,0.0,0,0.0
66,64,,2023-03-02,30-155,SAS,,IND,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,67.0,3.941176470588236,0.0,0,0.0
67,65,,2023-03-04,30-157,SAS,,HOU,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,41.0,2.411764705882353,0.0,0,0.0
68,66,,2023-03-05,30-158,SAS,@,HOU,L (-32),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,97.0,5.705882352941177,0.0,0,0.0
69,67,,2023-03-10,30-163,SAS,,DEN,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,40.0,2.3529411764705883,0.0,0,0.0
70,68,,2023-03-12,30-165,SAS,,OKC,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,109.0,6.411764705882353,0.0,0,0.0
71,69,,2023-03-14,30-167,SAS,,ORL,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,75.0,4.411764705882353,0.0,0,0.0
72,70,,2023-03-15,30-168,SAS,,DAL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,104.0,6.117647058823529,0.0,0,0.0
73,71,,2023-03-17,30-170,SAS,,MEM,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,87.0,5.117647058823529,0.0,0,0.0
74,72,,2023-03-19,30-172,SAS,,ATL,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,30.0,1.7647058823529411,0.0,0,0.0
75,73,,2023-03-21,30-174,SAS,@,NOP,L (-35),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,28.0,1.6470588235294117,0.0,0,0.0
76,74,,2023-03-22,30-175,SAS,@,MIL,L (-36),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,97.0,5.705882352941177,0.0,0,0.0
77,75,,2023-03-24,30-177,SAS,@,WAS,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,72.0,4.235294117647059,0.0,0,0.0
78,76,,2023-03-26,30-179,SAS,@,BOS,L (-44),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,60.0,3.5294117647058822,0.0,0,0.0
79,77,,2023-03-29,30-182,SAS,,UTA,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,63.0,3.7058823529411766,0.0,0,0.0
80,78,,2023-03-31,30-184,SAS,@,GSW,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,92.0,5.411764705882353,0.0,0,0.0
81,79,,2023-04-02,30-186,SAS,@,SAC,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,53.0,3.117647058823529,0.0,0,0.0
82,80,,2023-04-04,30-188,SAS,@,PHO,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,68.0,4.0,0.0,0,0.0
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,0.0,0.0,0.0,0,0.0
84,81,,2023-04-06,30-190,SAS,,POR,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,56.0,3.294117647058824,0.0,0,0.0
85,82,,2023-04-08,30-192,SAS,,MIN,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,61.0,3.588235294117647,0.0,0,0.0
86,83,,2023-04-09,30-193,SAS,@,DAL,W (+21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,0.0,0.0,0.0,0,0.0
