Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,0.0,0.0,0.0,0.0,0.0
21,21,10,2022-11-26,23-032,SAS,,LAL,L (-5),0,25:36,3.0,3.0,1.000,1.0,1.0,1.000,0,0.0,,2.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,7.0,9.7,-6,2.0,2.0,1.0,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,12.0,78.0,4.105263157894737,9.7,87.60000000000001,4.610526315789474
22,22,11,2022-11-30,23-036,SAS,@,OKC,L (-8),0,21:07,6.0,9.0,.667,1.0,2.0,.500,1,2.0,.500,4.0,4.0,8.0,1.0,0.0,0.0,1.0,2.0,14.0,12.6,-3,7.0,5.0,0.7142857142857143,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,11.0,61.0,3.210526315789474,12.199999999999996,75.99999999999999,3.999999999999999
23,23,12,2022-12-02,23-038,SAS,,NOP,L (-18),0,22:09,3.0,7.0,.429,0.0,1.0,.000,4,5.0,.800,2.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,10.0,6.7,-14,6.0,3.0,0.5,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,2.0,66.0,3.473684210526316,5.1000000000000005,64.7,3.405263157894737
24,24,13,2022-12-04,23-040,SAS,,PHO,L (-38),0,7:43,1.0,1.0,1.000,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,-12,1.0,1.0,1.0,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,0.0,47.0,2.473684210526316,1.1,59.8,3.1473684210526316
25,25,14,2022-12-08,23-044,SAS,,HOU,W (+9),1,28:06,5.0,8.0,.625,1.0,3.0,.333,0,0.0,,1.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,11.0,13.8,+15,5.0,4.0,0.8,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,14.0,57.0,3.0,13.8,72.2,3.8000000000000003
26,26,15,2022-12-10,23-046,SAS,@,MIA,W (+4),1,28:39,7.0,10.0,.700,1.0,2.0,.500,4,4.0,1.000,1.0,5.0,6.0,0.0,1.0,1.0,2.0,3.0,19.0,15.5,-3,8.0,6.0,0.75,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,11.0,52.0,2.736842105263158,13.9,67.29999999999998,3.542105263157894
27,27,16,2022-12-12,23-048,SAS,,CLE,W (+1),1,24:51,1.0,5.0,.200,0.0,2.0,.000,1,2.0,.500,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,3.2,-12,3.0,1.0,0.3333333333333333,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,2.0,49.0,2.5789473684210527,2.8000000000000003,55.89999999999999,2.9421052631578943
28,28,,2022-12-14,23-050,SAS,,POR,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,55.0,2.894736842105264,0.0,69.2,3.642105263157895
29,29,,2022-12-17,23-053,SAS,,MIA,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,72.0,3.789473684210526,0.0,79.8,4.2
30,30,17,2022-12-19,23-055,SAS,@,HOU,W (+19),1,19:14,2.0,2.0,1.000,1.0,1.0,1.000,1,2.0,.500,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,6.3,+3,1.0,1.0,1.0,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,5.0,74.0,3.8947368421052633,5.9,82.6,4.347368421052631
31,31,18,2022-12-22,23-058,SAS,@,NOP,L (-9),1,18:06,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,2.0,5.0,2.0,-0.3,-2,1.0,1.0,1.0,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,2.0,46.0,2.421052631578948,-0.3000000000000007,58.5,3.0789473684210527
32,32,,2022-12-23,23-059,SAS,@,ORL,L (-20),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,58.0,3.0526315789473686,0.0,76.69999999999999,4.036842105263157
33,33,,2022-12-26,23-062,SAS,,UTA,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,59.0,3.1052631578947367,0.0,83.49999999999997,4.394736842105262
34,34,19,2022-12-27,23-063,SAS,@,OKC,L (-16),0,8:05,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.4,+1,1.0,0.0,0.0,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,-2.0,49.0,2.5789473684210527,-1.3999999999999997,61.3,3.2263157894736842
35,35,20,2022-12-29,23-065,SAS,,NYK,W (+7),1,28:13,11.0,16.0,.688,1.0,1.0,1.000,0,0.0,,3.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,23.0,20.3,-4,15.0,10.0,0.6666666666666666,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,13.0,35.0,1.8421052631578947,20.3,46.4,2.442105263157895
36,36,21,2022-12-31,23-067,SAS,,DAL,L (-1),1,16:33,0.0,6.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,-3.2,-16,5.0,0.0,0.0,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,-4.0,52.0,2.736842105263158,-3.2,69.5,3.6578947368421053
37,37,22,2023-01-02,23-069,SAS,@,BRK,L (-36),0,16:46,4.0,8.0,.500,0.0,0.0,,0,0.0,,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,8.0,5.7,-7,8.0,4.0,0.5,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,3.0,37.0,1.947368421052632,5.700000000000001,43.29999999999999,2.278947368421052
38,38,23,2023-01-04,23-071,SAS,@,NYK,L (-3),1,13:04,2.0,4.0,.500,1.0,2.0,.500,2,2.0,1.000,3.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,7.0,5.2,-5,2.0,1.0,0.5,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,4.0,31.0,1.631578947368421,4.399999999999999,42.7,2.2473684210526317
39,39,24,2023-01-06,23-073,SAS,,DET,W (+12),1,28:50,7.0,12.0,.583,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,15.0,10.7,+9,10.0,6.0,0.6,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,6.0,35.0,1.8421052631578947,10.7,48.7,2.5631578947368423
40,40,25,2023-01-07,23-074,SAS,,BOS,L (-5),1,31:10,7.0,15.0,.467,0.0,0.0,,0,0.0,,2.0,5.0,7.0,1.0,0.0,0.0,0.0,3.0,14.0,8.7,0,15.0,7.0,0.4666666666666667,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,7.0,48.0,2.526315789473684,8.7,60.3,3.1736842105263157
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,0.0,0.0,0.0,0.0,0.0
42,41,26,2023-01-09,23-076,SAS,@,MEM,L (-8),1,27:40,6.0,11.0,.545,0.0,3.0,.000,1,1.0,1.000,2.0,3.0,5.0,4.0,0.0,1.0,0.0,1.0,13.0,13.1,+4,8.0,6.0,0.75,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,11.0,36.0,1.894736842105263,12.7,49.2,2.5894736842105264
43,42,27,2023-01-11,23-078,SAS,@,MEM,L (-6),1,18:16,1.0,7.0,.143,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,1.5,-6,5.0,0.0,0.0,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,2.0,68.0,3.5789473684210527,1.4999999999999998,78.89999999999998,4.152631578947367
44,43,28,2023-01-13,23-080,SAS,,GSW,L (-31),1,18:05,4.0,7.0,.571,0.0,1.0,.000,3,8.0,.375,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,11.0,7.0,-2,6.0,4.0,0.6666666666666666,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,-1.0,24.0,1.263157894736842,5.800000000000002,43.6,2.294736842105263
45,44,29,2023-01-15,23-082,SAS,,SAC,L (-13),1,16:38,1.0,3.0,.333,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,+1,2.0,0.0,0.0,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,1.0,30.0,1.5789473684210529,2.0,42.3,2.2263157894736842
46,45,30,2023-01-17,23-084,SAS,,BRK,W (+8),1,17:21,1.0,6.0,.167,0.0,2.0,.000,0,0.0,,2.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,2.0,0.5,+10,4.0,1.0,0.25,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,2.0,43.0,2.263157894736842,0.5000000000000004,53.60000000000001,2.8210526315789477
