Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
51,50,44,2023-01-28,31-025,SAS,,PHO,L (-10),0,20:16,4.0,10.0,.400,2.0,6.0,.333,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,10.0,2.0,-9,4.0,2.0,0.5,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,0.0,53.0,2.789473684210526,2.0,77.30000000000001,4.06842105263158
52,51,45,2023-01-30,31-027,SAS,,WAS,L (-21),0,21:37,2.0,9.0,.222,2.0,5.0,.400,0,1.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,-16,4.0,0.0,0.0,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,-3.0,57.0,3.0,-2.220446049250313e-16,71.8,3.7789473684210524
53,52,46,2023-02-01,31-029,SAS,,SAC,L (-10),0,23:25,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,5.0,4.2,+4,2.0,1.0,0.5,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,5.0,39.0,2.0526315789473686,4.199999999999999,46.1,2.4263157894736844
54,53,47,2023-02-03,31-031,SAS,,PHI,L (-12),0,18:00,3.0,7.0,.429,0.0,2.0,.000,1,1.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,2.6,-19,5.0,3.0,0.6,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,0.0,38.0,2.0,2.2,49.4,2.6
55,54,48,2023-02-06,31-034,SAS,@,CHI,L (-24),0,18:31,2.0,7.0,.286,2.0,4.0,.500,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,6.0,4.2,-8,3.0,0.0,0.0,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,4.0,23.0,1.2105263157894737,4.2,31.5,1.6578947368421053
56,55,49,2023-02-08,31-036,SAS,@,TOR,L (-14),0,23:42,4.0,10.0,.400,3.0,8.0,.375,2,3.0,.667,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,13.0,8.4,+2,2.0,1.0,0.5,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,4.0,42.0,2.210526315789474,7.6,50.4,2.6526315789473682
57,56,50,2023-02-10,31-038,SAS,@,DET,L (-7),0,18:57,3.0,10.0,.300,1.0,5.0,.200,0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,7.0,2.5,+1,5.0,2.0,0.4,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,0.0,49.0,2.5789473684210527,2.499999999999999,56.6,2.9789473684210526
58,57,,2023-02-11,31-039,SAS,@,ATL,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,,66.0,3.473684210526316,0.0,91.5,4.815789473684211
59,58,,2023-02-13,31-041,SAS,@,CLE,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,,67.0,3.526315789473684,0.0,80.69999999999999,4.247368421052631
60,59,51,2023-02-15,31-043,SAS,@,CHO,L (-10),0,22:35,6.0,9.0,.667,5.0,7.0,.714,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,17.0,10.2,-4,2.0,1.0,0.5,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,8.0,65.0,3.421052631578948,10.2,70.69999999999999,3.7210526315789467
61,60,52,2023-02-23,31-051,SAS,@,DAL,L (-26),0,24:40,3.0,6.0,.500,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,6.0,3.5,-25,4.0,3.0,0.75,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,3.0,54.0,2.8421052631578947,3.5000000000000013,63.8,3.357894736842105
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,,0.0,0.0,0.0,0.0,0.0
63,61,53,2023-02-25,31-053,SAS,@,UTA,L (-16),0,18:23,1.0,5.0,.200,1.0,5.0,.200,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,-2.3,-8,0.0,0.0,,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,-2.0,59.0,3.1052631578947367,-2.3,78.1,4.110526315789474
64,62,54,2023-02-28,31-056,SAS,@,UTA,W (+8),0,28:02,7.0,14.0,.500,5.0,9.0,.556,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,19.0,10.7,+19,5.0,2.0,0.4,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,7.0,72.0,3.789473684210526,10.7,77.1,4.057894736842105
65,63,55,2023-03-02,31-058,SAS,,IND,W (+11),0,7:22,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.4,-5,1.0,0.0,0.0,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,-2.0,65.0,3.421052631578948,-1.3999999999999997,75.69999999999999,3.9842105263157888
66,64,,2023-03-04,31-060,SAS,,HOU,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,,67.0,3.526315789473684,0.0,74.19999999999999,3.905263157894736
67,65,,2023-03-05,31-061,SAS,@,HOU,L (-32),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,,41.0,2.1578947368421053,0.0,62.79999999999999,3.3052631578947365
68,66,56,2023-03-10,31-066,SAS,,DEN,W (+8),0,28:28,7.0,8.0,.875,4.0,4.0,1.000,2,3.0,.667,2.0,3.0,5.0,1.0,1.0,0.0,1.0,2.0,20.0,19.0,+17,4.0,3.0,0.75,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,15.0,82.0,4.315789473684211,18.2,90.0,4.7368421052631575
69,67,57,2023-03-12,31-068,SAS,,OKC,L (-12),0,26:01,5.0,13.0,.385,1.0,4.0,.250,0,0.0,,1.0,1.0,2.0,4.0,1.0,0.0,1.0,1.0,11.0,7.3,-5,9.0,4.0,0.4444444444444444,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,4.0,36.0,1.894736842105263,7.300000000000001,31.699999999999985,1.6684210526315781
70,68,58,2023-03-14,31-070,SAS,,ORL,W (+18),0,24:03,5.0,8.0,.625,5.0,8.0,.625,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,15.0,11.6,-2,0.0,0.0,,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,10.0,99.0,5.2105263157894735,11.6,107.0,5.631578947368421
71,69,59,2023-03-15,31-071,SAS,,DAL,L (-9),0,20:10,3.0,8.0,.375,3.0,5.0,.600,0,2.0,.000,0.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,9.0,3.6,-3,3.0,0.0,0.0,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,3.0,72.0,3.789473684210526,3.6,91.6,4.821052631578947
72,70,,2023-03-17,31-073,SAS,,MEM,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,,104.0,5.473684210526316,0.0,122.4,6.442105263157895
73,71,,2023-03-19,31-075,SAS,,ATL,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,,87.0,4.578947368421052,0.0,104.5,5.5
74,72,60,2023-03-21,31-077,SAS,@,NOP,L (-35),0,20:27,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,2.9,-14,1.0,1.0,1.0,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,3.0,27.0,1.4210526315789471,2.9,30.599999999999994,1.6105263157894734
75,73,,2023-03-22,31-078,SAS,@,MIL,L (-36),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,,28.0,1.4736842105263157,0.0,46.70000000000001,2.4578947368421056
76,74,61,2023-03-24,31-080,SAS,@,WAS,L (-12),0,18:16,6.0,14.0,.429,3.0,8.0,.375,3,3.0,1.000,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,18.0,11.0,-17,6.0,3.0,0.5,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,4.0,93.0,4.894736842105263,9.799999999999995,97.0,5.105263157894737
77,75,62,2023-03-26,31-082,SAS,@,BOS,L (-44),0,20:54,2.0,10.0,.200,1.0,7.0,.143,2,2.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,1.0,-21,3.0,1.0,0.3333333333333333,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,-3.0,75.0,3.947368421052632,0.1999999999999988,91.20000000000002,4.800000000000001
