Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Amir Coffey,Bones Hyland,Brandon Boston Jr.,Eric Gordon,Ivica Zubac,Jason Preston,Justin Holiday,Kawhi Leonard,Marcus Morris,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Robert Covington,Russell Westbrook,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with Justin Holiday,co_inf with Kawhi Leonard,co_inf with Marcus Morris,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Russell Westbrook,co_inf with Xavier Moon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
50,49,49,2023-01-24,32-325,CHO,@,PHO,L (-31),1,25:08,6.0,10.0,.600,0.0,0.0,,5,6.0,.833,2.0,4.0,6.0,4.0,0.0,0.0,2.0,2.0,17.0,14.6,-6,10.0,6.0,0.6,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,9.0,67.0,1.9142857142857144,12.599999999999996,85.80000000000003,2.451428571428572
51,50,50,2023-01-26,32-327,CHO,,CHI,W (+15),1,30:04,9.0,9.0,1.000,0.0,0.0,,3,4.0,.750,1.0,11.0,12.0,4.0,0.0,0.0,2.0,1.0,21.0,22.3,+19,9.0,9.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,22.0,106.0,3.0285714285714285,21.1,126.4,3.6114285714285717
52,51,51,2023-01-29,32-330,CHO,,MIA,W (+5),1,28:08,4.0,6.0,.667,0.0,0.0,,2,6.0,.333,2.0,6.0,8.0,1.0,0.0,0.0,3.0,3.0,10.0,5.5,-4,6.0,4.0,0.6666666666666666,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,4.0,107.0,3.057142857142857,4.7,133.2,3.8057142857142856
53,52,52,2023-01-31,32-332,CHO,@,MIL,L (-9),1,31:25,7.0,12.0,.583,0.0,0.0,,0,2.0,.000,5.0,9.0,14.0,5.0,0.0,1.0,2.0,3.0,14.0,14.8,+2,12.0,7.0,0.5833333333333334,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,18.0,95.0,2.7142857142857144,14.8,111.29999999999998,3.1799999999999997
54,53,53,2023-02-02,32-334,CHO,@,CHI,L (-16),1,31:06,7.0,7.0,1.000,0.0,0.0,,2,2.0,1.000,4.0,7.0,11.0,5.0,1.0,0.0,2.0,3.0,16.0,20.1,-22,7.0,7.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,22.0,14.0,0.4,19.300000000000004,42.2,1.2057142857142857
55,54,54,2023-02-03,32-335,CHO,@,DET,L (-6),1,31:23,2.0,6.0,.333,0.0,0.0,,9,14.0,.643,2.0,2.0,4.0,5.0,1.0,0.0,1.0,4.0,13.0,11.5,-7,6.0,2.0,0.3333333333333333,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,2.0,90.0,2.571428571428572,7.9,115.8,3.3085714285714283
56,55,55,2023-02-05,32-337,CHO,,ORL,L (-6),1,31:11,5.0,6.0,.833,0.0,0.0,,0,4.0,.000,3.0,6.0,9.0,4.0,1.0,1.0,2.0,1.0,10.0,12.2,-2,6.0,5.0,0.8333333333333334,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,13.0,69.0,1.9714285714285715,12.2,88.0,2.5142857142857142
57,56,56,2023-02-08,32-340,CHO,@,WAS,L (-14),1,31:13,4.0,9.0,.444,0.0,0.0,,2,3.0,.667,2.0,5.0,7.0,3.0,0.0,0.0,1.0,5.0,10.0,6.9,-15,9.0,4.0,0.4444444444444444,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,7.0,74.0,2.1142857142857143,6.100000000000001,95.3,2.722857142857143
58,57,,2023-02-10,32-342,LAC,,MIL,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,,75.0,2.142857142857143,0.0,91.6,2.617142857142857
59,58,57,2023-02-14,32-346,LAC,,GSW,W (+10),0,17:11,2.0,2.0,1.000,0.0,0.0,,4,4.0,1.000,2.0,3.0,5.0,3.0,1.0,0.0,1.0,2.0,8.0,11.0,+6,2.0,2.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,10.0,71.0,2.0285714285714285,9.4,89.2,2.5485714285714285
60,59,58,2023-02-16,32-348,LAC,@,PHO,W (+9),0,17:43,2.0,2.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,6.0,6.0,3.0,1.0,1.0,0.0,3.0,6.0,9.8,+9,2.0,2.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,13.0,70.0,2.0,8.999999999999996,86.99999999999997,2.485714285714285
61,60,59,2023-02-24,32-356,LAC,,SAC,L (-1),1,25:22,4.0,4.0,1.000,0.0,0.0,,2,3.0,.667,2.0,8.0,10.0,4.0,1.0,0.0,3.0,3.0,10.0,11.8,+4,4.0,4.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,15.0,100.0,2.857142857142857,11.0,103.8,2.9657142857142857
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,,0.0,0.0,0.0,0.0,0.0
63,61,60,2023-02-26,32-358,LAC,@,DEN,L (-10),1,26:50,2.0,2.0,1.000,0.0,0.0,,3,5.0,.600,2.0,8.0,10.0,1.0,0.0,2.0,1.0,4.0,7.0,8.9,-15,2.0,2.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,12.0,72.0,2.057142857142857,7.699999999999999,83.1,2.374285714285714
64,62,61,2023-02-28,32-360,LAC,,MIN,L (-7),0,14:27,1.0,2.0,.500,0.0,0.0,,3,3.0,1.000,2.0,7.0,9.0,0.0,0.0,0.0,3.0,3.0,5.0,3.3,-3,2.0,1.0,0.5,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,6.0,84.0,2.4,2.1,121.5,3.4714285714285715
65,63,62,2023-03-02,32-362,LAC,@,GSW,L (-24),1,29:02,3.0,5.0,.600,0.0,0.0,,6,6.0,1.000,2.0,18.0,20.0,2.0,0.0,0.0,3.0,2.0,12.0,14.1,-11,5.0,3.0,0.6,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,20.0,49.0,1.4,11.699999999999998,75.99999999999999,2.171428571428571
66,64,63,2023-03-03,32-363,LAC,@,SAC,L (-1),1,25:42,5.0,7.0,.714,0.0,0.0,,3,5.0,.600,3.0,5.0,8.0,3.0,0.0,1.0,1.0,3.0,13.0,13.5,+1,7.0,5.0,0.7142857142857143,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,12.0,68.0,1.9428571428571428,12.300000000000004,86.2,2.462857142857143
67,65,64,2023-03-05,33-000,LAC,,MEM,W (+6),0,21:16,7.0,8.0,.875,0.0,0.0,,1,2.0,.500,2.0,7.0,9.0,2.0,1.0,0.0,2.0,2.0,15.0,14.9,+3,8.0,7.0,0.875,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,15.0,45.0,1.2857142857142858,14.5,42.0,1.2
68,66,65,2023-03-08,33-003,LAC,,TOR,W (+8),0,16:27,2.0,3.0,.667,0.0,0.0,,4,6.0,.667,1.0,4.0,5.0,0.0,1.0,0.0,1.0,1.0,8.0,7.4,+8,3.0,2.0,0.6666666666666666,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,4.0,51.0,1.457142857142857,5.799999999999999,61.79999999999999,1.7657142857142853
69,67,66,2023-03-11,33-006,LAC,,NYK,W (+11),0,20:40,1.0,4.0,.250,0.0,0.0,,4,5.0,.800,2.0,2.0,4.0,1.0,0.0,2.0,2.0,3.0,6.0,4.1,+5,4.0,1.0,0.25,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,2.0,59.0,1.6857142857142855,2.5,80.89999999999999,2.3114285714285714
